Grid_number,Grid_coordinates,Three_ways,Four_ways,Road_length,Walkability_ratio,District_name,Grid_type,Urban_percentage,Periurban_percentage,Rural_percentage,Class_label
42,"[17.33, 78.4]",236,40,24833.485,0.6214,Hyderabad,Rejected,0.0,0.0,0.0,0.0
43,"[17.34, 78.4]",77,8,13509.3668,0.4398,Hyderabad,Rejected,0.0,0.0,0.39371799999999996,0.0
44,"[17.35, 78.4]",151,29,21673.9023,0.5805,Hyderabad,Rural,0.0,0.0,1.0,0.0
45,"[17.36, 78.4]",53,11,10293.4388,0.3486,Hyderabad,Rural,0.0,0.0,1.0,0.0
46,"[17.37, 78.4]",115,21,19069.6557,0.4355,Hyderabad,Rural,0.0,0.089847,0.9101530000000001,0.0
47,"[17.38, 78.4]",279,49,29669.7124,0.6366,Hyderabad,PeriUrban,0.045519,0.694168,0.260313,2.0
48,"[17.39, 78.4]",191,35,23012.5032,0.5633,Hyderabad,PeriUrban,0.051132,0.738495,0.210373,2.0
49,"[17.4, 78.4]",211,27,27771.2413,0.5404,Hyderabad,PeriUrban,0.288532,0.711468,0.0,3.0
50,"[17.41, 78.4]",170,27,21551.9973,0.5195,Hyderabad,Rural,0.0,0.416362,0.583638,0.0
51,"[17.42, 78.4]",85,10,18624.2524,0.4989,Hyderabad,Rural,0.0,0.0,0.760409,0.0
52,"[17.43, 78.4]",103,5,18436.4991,0.5589999999999999,Hyderabad,Rejected,0.0,0.0,0.0,0.0
53,"[17.44, 78.4]",145,76,22296.7377,0.4417,Hyderabad,Rejected,0.0,0.0,0.0,0.0
54,"[17.45, 78.4]",356,98,36193.8422,0.6172,Hyderabad,Rejected,0.0,0.0,0.0,0.0
55,"[17.46, 78.4]",98,33,14830.8021,0.3922,Hyderabad,Rejected,0.0,0.0,0.0,0.0
56,"[17.47, 78.4]",15,3,6130.9406,0.4296,Hyderabad,Rejected,0.0,0.0,0.0,0.0
57,"[17.29, 78.41]",82,13,14973.7644,0.4712,Hyderabad,Rejected,0.0,0.0,0.0,0.0
58,"[17.3, 78.41]",11,2,4973.1441,0.295,Hyderabad,Rejected,0.0,0.0,0.0,0.0
59,"[17.31, 78.41]",11,3,5792.4263,0.4379,Hyderabad,Rejected,0.0,0.0,0.0,0.0
60,"[17.32, 78.41]",86,17,15086.1973,0.4639,Hyderabad,Rejected,0.0,0.0,0.0,0.0
61,"[17.33, 78.41]",24,3,6803.1177,0.493,Hyderabad,Rejected,0.0,0.0,0.0,0.0
62,"[17.34, 78.41]",126,21,24220.5657,0.5703,Hyderabad,Rural,0.032871,0.319211,0.3645,0.0
63,"[17.35, 78.41]",141,22,20789.7129,0.5056,Hyderabad,Rural,0.0,0.35646500000000003,0.6435350000000001,0.0
64,"[17.36, 78.41]",194,36,22881.7529,0.627,Hyderabad,Rural,0.0,0.43170200000000003,0.568298,0.0
65,"[17.37, 78.41]",239,51,28573.3021,0.5464,Hyderabad,PeriUrban,0.097151,0.756757,0.146092,2.0
66,"[17.38, 78.41]",191,54,24126.2492,0.5673,Hyderabad,PeriUrban,0.09530599999999999,0.509957,0.394737,2.0
67,"[17.39, 78.41]",295,46,29114.4173,0.5874,Hyderabad,PeriUrban,0.295106,0.39737,0.30752399999999996,3.0
68,"[17.4, 78.41]",409,58,38079.6706,0.6596,Hyderabad,Urban,0.779401,0.220599,0.0,4.0
69,"[17.41, 78.41]",103,22,18961.4107,0.4503,Hyderabad,Rural,0.00073,0.306793,0.692476,0.0
70,"[17.42, 78.41]",67,14,16178.051000000001,0.3965,Hyderabad,Rural,0.0,0.0,0.8670559999999999,0.0
71,"[17.43, 78.41]",142,19,21150.8517,0.5523,Hyderabad,Rejected,0.0,0.0,0.0,0.0
72,"[17.44, 78.41]",422,62,36573.3348,0.5758,Hyderabad,Rejected,0.0,0.0,0.0,0.0
73,"[17.45, 78.41]",412,153,43469.5951,0.6371,Hyderabad,Rejected,0.0,0.0,0.0,0.0
74,"[17.46, 78.41]",135,28,16328.3709,0.3955,Hyderabad,Rejected,0.0,0.0,0.0,0.0
75,"[17.47, 78.41]",74,11,14406.5114,0.5391,Hyderabad,Rejected,0.0,0.0,0.0,0.0
76,"[17.29, 78.42]",16,3,6296.5317,0.3619,Hyderabad,Rejected,0.0,0.0,0.0,0.0
77,"[17.3, 78.42]",114,22,21760.2817,0.4038,Hyderabad,Rejected,0.0,0.0,0.0,0.0
78,"[17.31, 78.42]",49,15,12669.354,0.4568,Hyderabad,Rejected,0.0,0.0,0.0,0.0
79,"[17.32, 78.42]",99,27,19126.4884,0.5085,Hyderabad,Rejected,0.0,0.0,0.0,0.0
80,"[17.33, 78.42]",80,25,15228.8812,0.4224,Hyderabad,Rejected,0.0,0.0,0.0,0.0
81,"[17.34, 78.42]",307,70,35522.6406,0.6042,Hyderabad,Urban,0.48283400000000004,0.355734,0.002191,3.0
82,"[17.35, 78.42]",237,39,30482.2392,0.5981,Hyderabad,PeriUrban,0.122717,0.877283,0.0,2.0
83,"[17.36, 78.42]",203,40,29613.0943,0.6046,Hyderabad,PeriUrban,0.029949,0.970051,0.0,2.0
84,"[17.37, 78.42]",191,30,27697.7691,0.5511,Hyderabad,PeriUrban,0.0,1.0,0.0,2.0
85,"[17.38, 78.42]",143,26,25329.2067,0.5635,Hyderabad,Rural,0.0,0.36699899999999996,0.633001,0.0
86,"[17.39, 78.42]",245,31,28357.7549,0.6552,Hyderabad,PeriUrban,0.0,0.758948,0.241052,2.0
87,"[17.4, 78.42]",138,30,19019.9759,0.3792,Hyderabad,Rural,0.012418,0.44631099999999996,0.5412710000000001,0.0
88,"[17.41, 78.42]",73,7,16432.2929,0.5067,Hyderabad,Rural,0.0,0.006573999999999999,0.7874359999999999,0.0
89,"[17.42, 78.42]",203,35,26385.9044,0.6204,Hyderabad,Rejected,0.0,0.0,0.154858,0.0
90,"[17.43, 78.42]",256,59,31711.3123,0.6156,Hyderabad,Rejected,0.0,0.0,0.0,0.0
91,"[17.44, 78.42]",306,92,40324.733,0.6191,Hyderabad,Rejected,0.0,0.0,0.0,0.0
92,"[17.45, 78.42]",313,76,35171.5413,0.6749,Hyderabad,Rejected,0.0,0.0,0.0,0.0
93,"[17.46, 78.42]",251,65,26328.0832,0.5168,Hyderabad,Rejected,0.0,0.0,0.0,0.0
94,"[17.47, 78.42]",167,34,24459.986,0.6117,Hyderabad,Rejected,0.0,0.0,0.0,0.0
95,"[17.29, 78.43]",82,22,17225.1229,0.4763,Hyderabad,Rejected,0.0,0.0,0.0,0.0
96,"[17.3, 78.43]",134,38,20908.2274,0.5508,Hyderabad,Rejected,0.0,0.0,0.0,0.0
97,"[17.31, 78.43]",125,24,20096.398999999998,0.6026,Hyderabad,Rejected,0.0,0.0,0.0,0.0
98,"[17.32, 78.43]",142,29,22748.2226,0.5603,Hyderabad,Rejected,0.0,0.0,0.0,0.0
99,"[17.33, 78.43]",105,30,14997.3744,0.4345,Hyderabad,Rejected,0.0,0.0,0.0,0.0
100,"[17.34, 78.43]",116,15,18423.4925,0.3776,Hyderabad,Rural,0.0,0.36771,0.533428,0.0
101,"[17.35, 78.43]",328,56,31167.5345,0.5708,Hyderabad,PeriUrban,0.34779499999999997,0.481508,0.17069700000000002,3.0
102,"[17.36, 78.43]",309,59,31333.7734,0.6674,Hyderabad,PeriUrban,0.261024,0.681366,0.05761,3.0
103,"[17.37, 78.43]",232,37,21964.9608,0.5142,Hyderabad,PeriUrban,0.029872000000000003,0.782361,0.18776700000000002,2.0
104,"[17.38, 78.43]",237,51,28902.4526,0.5985,Hyderabad,PeriUrban,0.49930699999999995,0.500693,0.0,3.0
105,"[17.39, 78.43]",220,32,29362.4659,0.5664,Hyderabad,PeriUrban,0.066856,0.577525,0.355619,2.0
106,"[17.4, 78.43]",206,25,23125.4052,0.4772,Hyderabad,Rural,0.0,0.0,0.568279,0.0
107,"[17.41, 78.43]",261,43,29037.1295,0.6129,Hyderabad,Rejected,0.0,0.0,0.017781,0.0
108,"[17.42, 78.43]",190,24,24194.8573,0.5846,Hyderabad,Rejected,0.0,0.0,0.0,0.0
109,"[17.43, 78.43]",281,50,31232.2893,0.6429,Hyderabad,Rejected,0.0,0.0,0.0,0.0
110,"[17.44, 78.43]",207,44,27880.2182,0.5587,Hyderabad,Rejected,0.0,0.0,0.0,0.0
111,"[17.45, 78.43]",191,37,25523.7822,0.5907,Hyderabad,Rejected,0.0,0.0,0.0,0.0
112,"[17.46, 78.43]",85,13,16472.9009,0.4918,Hyderabad,Rejected,0.0,0.0,0.0,0.0
113,"[17.47, 78.43]",26,9,9059.7653,0.4175,Hyderabad,Rejected,0.0,0.0,0.0,0.0
114,"[17.29, 78.44]",234,80,28640.9218,0.6619,Hyderabad,Rejected,0.0,0.0,0.0,0.0
115,"[17.3, 78.44]",173,54,24901.6208,0.6283,Hyderabad,Rejected,0.0,0.0,0.0,0.0
116,"[17.31, 78.44]",188,66,27095.2755,0.6498,Hyderabad,Rejected,0.0,0.146822,0.024836,0.0
117,"[17.32, 78.44]",193,56,28368.8469,0.5354,Hyderabad,Rural,0.0,0.39737,0.257852,0.0
118,"[17.33, 78.44]",161,40,23805.6076,0.5828,Hyderabad,Rural,0.044558,0.432432,0.21475500000000003,0.0
119,"[17.34, 78.44]",42,3,7155.9191,0.3604,Hyderabad,Rural,0.0,0.070855,0.8560989999999999,0.0
120,"[17.35, 78.44]",238,36,25239.9008,0.4838,Hyderabad,PeriUrban,0.20745100000000002,0.389335,0.40321399999999996,2.0
121,"[17.36, 78.44]",321,71,33125.3301,0.3976,Hyderabad,Urban,0.615047,0.38495300000000005,0.0,3.0
122,"[17.37, 78.44]",353,58,34801.7201,0.6879,Hyderabad,Urban,0.8312639999999999,0.168736,0.0,4.0
123,"[17.38, 78.44]",384,61,37203.6212,0.69,Hyderabad,Urban,1.0,0.0,0.0,4.0
124,"[17.39, 78.44]",282,35,31677.1054,0.6078,Hyderabad,Urban,0.5675680000000001,0.338934,0.035062,3.0
125,"[17.4, 78.44]",226,41,29462.5333,0.5147,Hyderabad,PeriUrban,0.056976,0.513514,0.036523,2.0
126,"[17.41, 78.44]",176,23,22755.4042,0.5444,Hyderabad,Rural,0.0,0.484295,0.156318,0.0
127,"[17.42, 78.44]",172,22,25438.7827,0.5291,Hyderabad,Rural,0.0,0.342586,0.197224,0.0
128,"[17.43, 78.44]",266,31,30625.2604,0.6268,Hyderabad,Rejected,0.0,0.016069999999999997,0.035062,0.0
129,"[17.44, 78.44]",299,72,35610.3885,0.6771,Hyderabad,Rejected,0.0,0.0,0.0,0.0
130,"[17.45, 78.44]",279,71,34651.2953,0.6388,Hyderabad,Rejected,0.0,0.0,0.0,0.0
131,"[17.46, 78.44]",122,21,19963.2149,0.5318,Hyderabad,Rejected,0.0,0.0,0.0,0.0
132,"[17.47, 78.44]",45,5,10988.1362,0.3299,Hyderabad,Rejected,0.0,0.0,0.0,0.0
133,"[17.29, 78.45]",8,4,4434.7411,0.4613,Hyderabad,Rejected,0.0,0.0,0.0,0.0
134,"[17.3, 78.45]",37,6,8504.4586,0.4019,Hyderabad,Rejected,0.0,0.027027,0.1271,0.0
135,"[17.31, 78.45]",144,42,20065.3845,0.534,Hyderabad,PeriUrban,0.038714,0.6610659999999999,0.23813,2.0
136,"[17.32, 78.45]",264,88,32799.8888,0.6589,Hyderabad,PeriUrban,0.466034,0.5339659999999999,0.0,3.0
137,"[17.33, 78.45]",441,107,42027.3121,0.6887,Hyderabad,Urban,0.9167280000000001,0.083272,0.0,4.0
138,"[17.34, 78.45]",343,80,37000.0734,0.6919,Hyderabad,Urban,0.6800579999999999,0.28926199999999996,0.030679,4.0
139,"[17.35, 78.45]",234,29,28062.2305,0.5929,Hyderabad,PeriUrban,0.37545700000000004,0.552958,0.071585,3.0
140,"[17.36, 78.45]",302,57,32280.2611,0.5528,Hyderabad,PeriUrban,0.48064300000000004,0.519357,0.0,3.0
141,"[17.37, 78.45]",335,63,34058.7805,0.6791,Hyderabad,Urban,0.985391,0.014609,0.0,4.0
142,"[17.38, 78.45]",301,43,31067.8952,0.6455,Hyderabad,Urban,0.802987,0.19701300000000002,0.0,4.0
143,"[17.39, 78.45]",292,59,32365.9639,0.6777,Hyderabad,PeriUrban,0.469686,0.5303140000000001,0.0,3.0
144,"[17.4, 78.45]",283,44,33327.6633,0.6401,Hyderabad,PeriUrban,0.398831,0.601169,0.0,3.0
145,"[17.41, 78.45]",197,34,26915.6183,0.5813,Hyderabad,PeriUrban,0.342586,0.657414,0.0,3.0
146,"[17.42, 78.45]",217,31,30543.8061,0.5523,Hyderabad,PeriUrban,0.353543,0.646457,0.0,3.0
147,"[17.43, 78.45]",180,17,26481.3783,0.5589999999999999,Hyderabad,PeriUrban,0.0,0.672754,0.120526,2.0
148,"[17.44, 78.45]",160,25,21980.4058,0.3448,Hyderabad,Rejected,0.0,0.081081,0.007305,0.0
149,"[17.45, 78.45]",128,28,18134.685,0.3271,Hyderabad,Rejected,0.0,0.0,0.0,0.0
150,"[17.46, 78.45]",222,60,31590.897,0.5864,Hyderabad,Rejected,0.0,0.0,0.0,0.0
151,"[17.47, 78.45]",79,27,16410.8852,0.3726,Hyderabad,Rejected,0.0,0.0,0.0,0.0
152,"[17.29, 78.46]",241,90,30595.0039,0.6401,Hyderabad,Rejected,0.0,0.043097,0.008766,0.0
153,"[17.3, 78.46]",235,124,34140.5325,0.6441,Hyderabad,PeriUrban,0.34915999999999997,0.500365,0.0036520000000000003,2.0
154,"[17.31, 78.46]",270,82,33254.3895,0.6127,Hyderabad,PeriUrban,0.430972,0.569028,0.0,3.0
155,"[17.32, 78.46]",205,75,28987.7402,0.415,Hyderabad,Urban,0.6691020000000001,0.330898,0.0,3.0
156,"[17.33, 78.46]",242,39,27529.1689,0.6017,Hyderabad,Urban,0.6084729999999999,0.391527,0.0,3.0
157,"[17.34, 78.46]",282,46,30300.458,0.6459999999999999,Hyderabad,Urban,1.0,0.0,0.0,5.0
158,"[17.35, 78.46]",311,26,31061.6446,0.6544,Hyderabad,Urban,1.0,0.0,0.0,5.0
159,"[17.36, 78.46]",191,20,24032.1087,0.6185,Hyderabad,Urban,0.610665,0.389335,0.0,3.0
160,"[17.37, 78.46]",229,49,28311.5196,0.6792,Hyderabad,Urban,0.802776,0.197224,0.0,4.0
161,"[17.38, 78.46]",270,51,30986.0942,0.635,Hyderabad,Urban,0.8933139999999999,0.10668599999999999,0.0,5.0
162,"[17.39, 78.46]",305,36,30424.8143,0.6428,Hyderabad,Urban,0.517896,0.482104,0.0,3.0
163,"[17.4, 78.46]",232,24,26792.9182,0.5868,Hyderabad,PeriUrban,0.27026999999999995,0.720234,0.009496,3.0
164,"[17.41, 78.46]",244,48,31989.2499,0.5181,Hyderabad,PeriUrban,0.024836,0.556611,0.418554,2.0
165,"[17.42, 78.46]",94,8,13560.3598,0.3523,Hyderabad,Rural,0.0,0.391527,0.6084729999999999,0.0
166,"[17.43, 78.46]",129,9,18182.1088,0.2388,Hyderabad,Rural,0.0,0.31555900000000003,0.684441,0.0
167,"[17.44, 78.46]",258,32,28170.8838,0.5537,Hyderabad,PeriUrban,0.0,0.811541,0.12929100000000002,2.0
168,"[17.45, 78.46]",69,6,12797.6835,0.3796,Hyderabad,Rejected,0.0,0.036523,0.423667,0.0
169,"[17.46, 78.46]",112,22,18581.6833,0.516,Hyderabad,Rejected,0.0,0.0,0.028488,0.0
170,"[17.47, 78.46]",36,7,10882.7949,0.3476,Hyderabad,Rejected,0.0,0.0,0.0,0.0
171,"[17.29, 78.47]",222,74,33477.1776,0.605,Hyderabad,Rejected,0.0,0.037252999999999994,0.078159,0.0
172,"[17.3, 78.47]",187,47,24262.0079,0.6013,Hyderabad,PeriUrban,0.023375,0.479912,0.46238100000000004,2.0
173,"[17.31, 78.47]",159,30,20766.7535,0.5423,Hyderabad,Rural,0.0,0.449963,0.550037,0.0
174,"[17.32, 78.47]",313,71,34118.5439,0.6254,Hyderabad,Urban,0.55515,0.416362,0.028488,3.0
175,"[17.33, 78.47]",310,67,29843.0163,0.5746,Hyderabad,PeriUrban,0.376187,0.6238130000000001,0.0,3.0
176,"[17.34, 78.47]",323,28,30648.9216,0.687,Hyderabad,Urban,0.993426,0.006573999999999999,0.0,5.0
177,"[17.35, 78.47]",252,32,27951.6303,0.6454,Hyderabad,Urban,1.0,0.0,0.0,5.0
178,"[17.36, 78.47]",252,32,28230.7117,0.6849,Hyderabad,Urban,0.908692,0.091308,0.0,5.0
179,"[17.37, 78.47]",190,53,28116.4981,0.6009,Hyderabad,Urban,0.563185,0.43681499999999995,0.0,3.0
180,"[17.38, 78.47]",220,40,26941.787999999997,0.64,Hyderabad,Urban,0.9765290000000001,0.023471000000000002,0.0,5.0
181,"[17.39, 78.47]",160,43,22405.6542,0.6284,Hyderabad,Urban,0.646457,0.353543,0.0,4.0
182,"[17.4, 78.47]",210,50,31210.9112,0.6213,Hyderabad,PeriUrban,0.108839,0.821768,0.06939400000000001,2.0
183,"[17.41, 78.47]",25,4,8872.009,0.2691,Hyderabad,Rural,0.0,0.005113,0.9948870000000001,0.0
184,"[17.42, 78.47]",1,0,895.4811,0.337,Hyderabad,Rural,0.0,0.0,1.0,0.0
185,"[17.43, 78.47]",136,34,18957.741,0.4786,Hyderabad,Rural,0.0,0.122717,0.877283,0.0
186,"[17.44, 78.47]",330,53,32700.959,0.6132,Hyderabad,PeriUrban,0.075237,0.9247629999999999,0.0,2.0
187,"[17.45, 78.47]",149,46,20366.8097,0.3093,Hyderabad,Rural,0.0,0.416362,0.583638,0.0
188,"[17.46, 78.47]",237,56,29490.0352,0.5991,Hyderabad,PeriUrban,0.0,0.626735,0.22644299999999998,2.0
189,"[17.47, 78.47]",186,46,24577.6334,0.5734,Hyderabad,Rejected,0.0,0.0,0.007824,0.0
190,"[17.29, 78.48]",177,101,29542.1312,0.5505,Hyderabad,Rejected,0.0,0.0,0.0,0.0
191,"[17.3, 78.48]",183,53,25431.447,0.6132,Hyderabad,Rejected,0.0,0.078947,0.223329,0.0
192,"[17.31, 78.48]",201,75,26440.3969,0.5905,Hyderabad,PeriUrban,0.088193,0.717639,0.176387,2.0
193,"[17.32, 78.48]",177,62,23402.0688,0.5963,Hyderabad,PeriUrban,0.075391,0.8741110000000001,0.050498,2.0
194,"[17.33, 78.48]",368,147,41834.3216,0.6912,Hyderabad,Urban,0.9722620000000001,0.027738,0.0,4.0
195,"[17.34, 78.48]",498,179,46348.9045,0.7086,Hyderabad,Urban,1.0,0.0,0.0,4.0
196,"[17.35, 78.48]",494,203,48809.5357,0.7207,Hyderabad,Urban,1.0,0.0,0.0,4.0
197,"[17.36, 78.48]",297,32,30822.2846,0.6687,Hyderabad,Urban,1.0,0.0,0.0,5.0
198,"[17.37, 78.48]",253,44,26831.8121,0.5939,Hyderabad,Urban,0.5512090000000001,0.448791,0.0,3.0
199,"[17.38, 78.48]",179,19,24245.7142,0.6208,Hyderabad,Urban,0.560249,0.439751,0.0,3.0
200,"[17.39, 78.48]",214,18,26273.3534,0.6368,Hyderabad,Urban,1.0,0.0,0.0,5.0
201,"[17.4, 78.48]",247,40,29386.6262,0.6313,Hyderabad,Urban,0.802987,0.19701300000000002,0.0,4.0
202,"[17.41, 78.48]",175,14,23295.3053,0.5448,Hyderabad,PeriUrban,0.065434,0.472973,0.46159300000000003,2.0
203,"[17.42, 78.48]",155,28,16682.958,0.5388,Hyderabad,Rural,0.002134,0.363442,0.634424,0.0
204,"[17.43, 78.48]",217,47,26511.1101,0.6184,Hyderabad,PeriUrban,0.352063,0.390469,0.257468,3.0
205,"[17.44, 78.48]",211,39,26550.9747,0.5658,Hyderabad,PeriUrban,0.125889,0.6913229999999999,0.182788,2.0
206,"[17.45, 78.48]",227,41,26007.4894,0.6018,Hyderabad,Rural,0.0,0.329303,0.670697,0.0
207,"[17.46, 78.48]",165,28,24329.6971,0.58,Hyderabad,Rural,0.0,0.375533,0.610953,0.0
208,"[17.47, 78.48]",339,89,36718.0365,0.6644,Hyderabad,Rejected,0.0,0.0,0.088643,0.0
209,"[17.29, 78.49]",129,44,19052.7846,0.5146,Hyderabad,Rejected,0.0,0.0,0.0,0.0
210,"[17.3, 78.49]",103,61,20698.1089,0.474,Hyderabad,Rejected,0.0,0.0,0.0,0.0
211,"[17.31, 78.49]",149,63,26081.3844,0.5275,Hyderabad,Rejected,0.0,0.054785,0.34989000000000003,0.0
212,"[17.32, 78.49]",283,167,39769.0624,0.5025,Hyderabad,PeriUrban,0.18918900000000002,0.496713,0.314098,2.0
213,"[17.33, 78.49]",221,58,28343.3173,0.5946,Hyderabad,PeriUrban,0.160701,0.45288500000000004,0.386413,2.0
214,"[17.34, 78.49]",437,128,42736.2534,0.6728,Hyderabad,Urban,0.981008,0.018992,0.0,4.0
215,"[17.35, 78.49]",439,74,40779.6829,0.6652,Hyderabad,Urban,1.0,0.0,0.0,4.0
216,"[17.36, 78.49]",329,37,31928.3568,0.6533,Hyderabad,Urban,0.9817379999999999,0.018262,0.0,5.0
217,"[17.37, 78.49]",305,48,32938.6765,0.6426,Hyderabad,Urban,0.9693209999999999,0.030679,0.0,5.0
218,"[17.38, 78.49]",225,60,26896.2459,0.531,Hyderabad,PeriUrban,0.495021,0.504979,0.0,3.0
219,"[17.39, 78.49]",284,46,31663.8081,0.6404,Hyderabad,Urban,0.9992700000000001,0.00073,0.0,5.0
220,"[17.4, 78.49]",294,47,31418.7917,0.614,Hyderabad,Urban,0.8707090000000001,0.12929100000000002,0.0,5.0
221,"[17.41, 78.49]",389,50,33190.5242,0.6693,Hyderabad,Urban,1.0,0.0,0.0,4.0
222,"[17.42, 78.49]",547,87,43095.4701,0.6842,Hyderabad,Urban,0.9817379999999999,0.018262,0.0,4.0
223,"[17.43, 78.49]",333,67,36378.9761,0.6759999999999999,Hyderabad,Urban,1.0,0.0,0.0,4.0
224,"[17.44, 78.49]",138,54,24620.4637,0.6191,Hyderabad,PeriUrban,0.157049,0.519357,0.323594,2.0
225,"[17.45, 78.49]",236,37,28506.6577,0.6391,Hyderabad,Rural,0.0,0.169467,0.804967,0.0
226,"[17.46, 78.49]",218,38,26821.9092,0.5684,Hyderabad,Rejected,0.0,0.006573999999999999,0.379839,0.0
227,"[17.47, 78.49]",166,36,22359.1601,0.4657,Hyderabad,Rejected,0.0,0.0,0.0,0.0
228,"[17.29, 78.5]",50,34,15730.7589,0.501,Hyderabad,Rejected,0.0,0.0,0.0,0.0
229,"[17.3, 78.5]",113,50,22228.7122,0.5354,Hyderabad,Rejected,0.0,0.0,0.0,0.0
230,"[17.31, 78.5]",133,18,17784.6971,0.5123,Hyderabad,Rejected,0.0,0.0,0.002191,0.0
231,"[17.32, 78.5]",47,5,11398.3576,0.3416,Hyderabad,Rural,0.0,0.0,0.681519,0.0
