Grid_number,Grid_coordinates,Three_ways,Four_ways,Road_length,Walkability_ratio,District_name,Grid_type,Urban_percentage,Periurban_percentage,Rural_percentage,Class_label
48,"[22.55, 88.3]",53,3,10353.3583,0.5015,Kolkata,Rejected,0.0,0.0,0.0,0.0
49,"[22.56, 88.3]",57,2,10624.0646,0.4457,Kolkata,Rejected,0.0,0.0,0.0,0.0
50,"[22.57, 88.3]",102,4,14600.5699,0.6177,Kolkata,Rejected,0.0,0.0,0.0,0.0
51,"[22.58, 88.3]",31,1,8492.3295,0.5886,Kolkata,Rejected,0.0,0.0,0.0,0.0
52,"[22.59, 88.3]",10,0,4988.5292,0.4307,Kolkata,Rejected,0.0,0.0,0.0,0.0
53,"[22.6, 88.3]",18,1,5381.2527,0.4945,Kolkata,Rejected,0.0,0.0,0.0,0.0
54,"[22.61, 88.3]",21,3,5857.1146,0.4811,Kolkata,Rejected,0.0,0.0,0.0,0.0
55,"[22.62, 88.3]",18,0,6897.8408,0.3795,Kolkata,Rejected,0.0,0.0,0.0,0.0
56,"[22.49, 88.31]",128,13,18586.4139,0.6066,Kolkata,Rejected,0.0,0.0,0.0,0.0
57,"[22.5, 88.31]",57,7,12365.7904,0.6238,Kolkata,Rejected,0.0,0.29875799999999997,0.10518599999999999,0.0
58,"[22.51, 88.31]",18,2,6733.6994,0.4278,Kolkata,Rural,0.0,0.155588,0.844412,0.0
59,"[22.52, 88.31]",78,4,14274.0971,0.4052,Kolkata,PeriUrban,0.0,0.795471,0.204529,1.0
60,"[22.53, 88.31]",157,15,18334.0085,0.5424,Kolkata,PeriUrban,0.107378,0.7458,0.146822,2.0
61,"[22.54, 88.31]",136,19,15849.1666,0.519,Kolkata,Rural,0.0,0.202337,0.389335,0.0
62,"[22.55, 88.31]",17,1,7210.3021,0.4331,Kolkata,Rejected,0.0,0.0,0.0,0.0
63,"[22.56, 88.31]",171,17,30926.5113,0.5799,Kolkata,Rejected,0.0,0.0,0.0,0.0
64,"[22.57, 88.31]",186,10,21512.6214,0.6868,Kolkata,Rejected,0.0,0.0,0.0,0.0
65,"[22.58, 88.31]",128,9,18521.7426,0.6152,Kolkata,Rejected,0.0,0.0,0.0,0.0
66,"[22.59, 88.31]",80,11,14486.1905,0.6053,Kolkata,Rejected,0.0,0.0,0.0,0.0
67,"[22.6, 88.31]",41,2,7356.4967,0.5022,Kolkata,Rejected,0.0,0.0,0.0,0.0
68,"[22.61, 88.31]",21,2,6445.8878,0.4082,Kolkata,Rejected,0.0,0.0,0.0,0.0
69,"[22.62, 88.31]",13,0,3883.9970000000003,0.4068,Kolkata,Rejected,0.0,0.0,0.0,0.0
70,"[22.49, 88.32]",127,5,16850.1322,0.6283,Kolkata,Rejected,0.0,0.0,0.0,0.0
71,"[22.5, 88.32]",67,9,13976.4357,0.6109,Kolkata,Rural,0.0,0.482104,0.023375,0.0
72,"[22.51, 88.32]",83,34,18935.6344,0.5547,Kolkata,Rural,0.0,0.394449,0.6055510000000001,0.0
73,"[22.52, 88.32]",179,9,22814.5786,0.5579999999999999,Kolkata,Rural,0.0,0.290723,0.709277,0.0
74,"[22.53, 88.32]",419,31,34254.3735,0.6613,Kolkata,PeriUrban,0.41271,0.441928,0.145362,3.0
75,"[22.54, 88.32]",305,25,30163.9924,0.5737,Kolkata,PeriUrban,0.116874,0.512053,0.26954,2.0
76,"[22.55, 88.32]",16,0,5786.2599,0.2453,Kolkata,Rejected,0.0,0.0,0.061877999999999996,0.0
77,"[22.56, 88.32]",124,10,18111.5541,0.625,Kolkata,Rejected,0.0,0.0,0.0,0.0
78,"[22.57, 88.32]",152,10,20038.573,0.6245,Kolkata,Rejected,0.0,0.0,0.0,0.0
79,"[22.58, 88.32]",110,6,17193.189,0.657,Kolkata,Rejected,0.0,0.0,0.0,0.0
80,"[22.59, 88.32]",69,5,13952.098999999998,0.5728,Kolkata,Rejected,0.0,0.0,0.0,0.0
81,"[22.6, 88.32]",9,0,4498.1983,0.4622,Kolkata,Rejected,0.0,0.0,0.0,0.0
82,"[22.61, 88.32]",19,0,6132.7328,0.5523,Kolkata,Rejected,0.0,0.0,0.0,0.0
83,"[22.62, 88.32]",11,2,5276.9955,0.5109,Kolkata,Rejected,0.0,0.0,0.0,0.0
84,"[22.49, 88.33]",87,4,14190.3428,0.5672,Kolkata,Rejected,0.0,0.0,0.107378,0.0
85,"[22.5, 88.33]",120,10,17634.3463,0.6221,Kolkata,PeriUrban,0.004383,0.928415,0.008034999999999999,2.0
86,"[22.51, 88.33]",398,43,32895.0462,0.6185,Kolkata,PeriUrban,0.013147999999999998,0.894083,0.09276799999999999,2.0
87,"[22.52, 88.33]",148,16,17264.4128,0.5859,Kolkata,Rural,0.0,0.159971,0.8400290000000001,0.0
88,"[22.53, 88.33]",246,21,23855.7792,0.5505,Kolkata,Rural,0.0,0.07231599999999999,0.9276840000000001,0.0
89,"[22.54, 88.33]",58,9,13862.1529,0.3995,Kolkata,Rural,0.0,0.0,1.0,0.0
90,"[22.55, 88.33]",73,11,14320.202,0.5671,Kolkata,Rural,0.0,0.0,0.8463729999999999,0.0
91,"[22.56, 88.33]",10,1,2899.1457,0.2544,Kolkata,Rejected,0.0,0.0,0.209642,0.0
92,"[22.57, 88.33]",65,8,12617.5175,0.6447,Kolkata,Rejected,0.0,0.0,0.0,0.0
93,"[22.58, 88.33]",154,18,21300.3294,0.6105,Kolkata,Rejected,0.0,0.0,0.0,0.0
94,"[22.59, 88.33]",88,9,12508.6523,0.4293,Kolkata,Rejected,0.0,0.0,0.0,0.0
95,"[22.6, 88.33]",64,1,11591.68,0.5902,Kolkata,Rejected,0.0,0.0,0.0,0.0
96,"[22.61, 88.33]",21,1,6968.3499,0.483,Kolkata,Rejected,0.0,0.0,0.0,0.0
97,"[22.62, 88.33]",24,2,8047.7662,0.555,Kolkata,Rejected,0.0,0.0,0.0,0.0
98,"[22.49, 88.34]",163,23,17677.258,0.4707,Kolkata,Rejected,0.0,0.09496,0.30752399999999996,0.0
99,"[22.5, 88.34]",200,12,23712.1316,0.6081,Kolkata,PeriUrban,0.0,0.9868520000000001,0.013147999999999998,2.0
100,"[22.51, 88.34]",224,43,26849.8298,0.6715,Kolkata,PeriUrban,0.458729,0.5412710000000001,0.0,3.0
101,"[22.52, 88.34]",367,55,35533.5809,0.6653,Kolkata,Urban,0.592403,0.399562,0.008034999999999999,4.0
102,"[22.53, 88.34]",275,40,29435.7685,0.6696,Kolkata,PeriUrban,0.367421,0.5967859999999999,0.035793,3.0
103,"[22.54, 88.34]",132,30,26257.9332,0.5747,Kolkata,Rural,0.0,0.015340000000000001,0.9846600000000001,0.0
104,"[22.55, 88.34]",35,5,11980.2867,0.5014,Kolkata,Rural,0.0,0.000711,0.999289,0.0
105,"[22.56, 88.34]",115,12,16384.2446,0.5709,Kolkata,Rural,0.0,0.24178200000000002,0.7428779999999999,0.0
106,"[22.57, 88.34]",63,12,10840.3483,0.5081,Kolkata,Rural,0.005843999999999999,0.3645,0.22498200000000002,0.0
107,"[22.58, 88.34]",47,16,13333.4876,0.4551,Kolkata,Rejected,0.0,0.154127,0.11468199999999999,0.0
108,"[22.59, 88.34]",83,11,14076.1681,0.6146,Kolkata,Rejected,0.0,0.0,0.008034999999999999,0.0
109,"[22.6, 88.34]",110,6,17380.627,0.6076,Kolkata,Rejected,0.0,0.0,0.0,0.0
110,"[22.61, 88.34]",64,4,13931.5787,0.5753,Kolkata,Rejected,0.0,0.0,0.0,0.0
111,"[22.62, 88.34]",52,10,12587.1436,0.6016,Kolkata,Rejected,0.0,0.0,0.0,0.0
112,"[22.49, 88.35]",168,12,15920.5622,0.465,Kolkata,Rejected,0.0,0.26515700000000003,0.181154,0.0
113,"[22.5, 88.35]",300,37,31845.5561,0.6133,Kolkata,PeriUrban,0.151205,0.774288,0.074507,2.0
114,"[22.51, 88.35]",130,41,23515.3388,0.6231,Kolkata,PeriUrban,0.068663,0.645727,0.28561,2.0
115,"[22.52, 88.35]",316,37,31107.9449,0.6653,Kolkata,PeriUrban,0.330898,0.621622,0.04748,3.0
116,"[22.53, 88.35]",184,28,24047.4503,0.6299,Kolkata,PeriUrban,0.108839,0.721695,0.169467,2.0
117,"[22.54, 88.35]",110,20,22375.7654,0.6165,Kolkata,PeriUrban,0.0,0.9276840000000001,0.07231599999999999,2.0
118,"[22.55, 88.35]",142,22,22924.6425,0.6282,Kolkata,Urban,0.484353,0.434566,0.081081,3.0
119,"[22.56, 88.35]",203,51,27735.5547,0.6659999999999999,Kolkata,Urban,0.766983,0.233017,0.0,4.0
120,"[22.57, 88.35]",226,52,28519.4141,0.7136,Kolkata,Urban,0.9671290000000001,0.032871,0.0,4.0
121,"[22.58, 88.35]",259,62,30578.9354,0.7206,Kolkata,Urban,0.823959,0.176041,0.0,4.0
122,"[22.59, 88.35]",172,21,19822.0175,0.5713,Kolkata,Urban,0.40321399999999996,0.387144,0.010226,3.0
123,"[22.6, 88.35]",38,3,6456.1291,0.3862,Kolkata,Rejected,0.0,0.036523,0.098612,0.0
124,"[22.61, 88.35]",89,7,15479.1156,0.5829,Kolkata,Rejected,0.0,0.0,0.0,0.0
125,"[22.62, 88.35]",60,5,13442.3282,0.5713,Kolkata,Rejected,0.0,0.0,0.0,0.0
126,"[22.49, 88.36]",477,39,36466.7176,0.6594,Kolkata,Rejected,0.0,0.153397,0.118335,0.0
127,"[22.5, 88.36]",351,33,32261.2205,0.6376,Kolkata,PeriUrban,0.06282,0.726808,0.10080399999999999,2.0
128,"[22.51, 88.36]",297,49,34239.171,0.6152,Kolkata,PeriUrban,0.100073,0.747261,0.136596,2.0
129,"[22.52, 88.36]",188,24,24744.0805,0.6362,Kolkata,PeriUrban,0.15850999999999998,0.7070850000000001,0.134405,2.0
130,"[22.53, 88.36]",186,35,24656.022999999997,0.6413,Kolkata,PeriUrban,0.187728,0.5186270000000001,0.293645,2.0
131,"[22.54, 88.36]",134,30,25373.178,0.6497,Kolkata,Urban,0.5164350000000001,0.48356499999999997,0.0,3.0
132,"[22.55, 88.36]",210,30,25906.5705,0.6721,Kolkata,Urban,0.979374,0.020626,0.0,5.0
133,"[22.56, 88.36]",270,37,29982.9631,0.7066,Kolkata,Urban,0.9225709999999999,0.077429,0.0,5.0
134,"[22.57, 88.36]",315,62,32991.539,0.7197,Kolkata,Urban,1.0,0.0,0.0,4.0
135,"[22.58, 88.36]",378,83,36036.502,0.7207,Kolkata,Urban,1.0,0.0,0.0,4.0
136,"[22.59, 88.36]",311,61,32977.763999999996,0.7108,Kolkata,Urban,0.982469,0.017531,0.0,4.0
137,"[22.6, 88.36]",102,19,14391.4544,0.5416,Kolkata,PeriUrban,0.119795,0.447772,0.192841,2.0
138,"[22.61, 88.36]",25,0,3431.6678,0.2263,Kolkata,Rejected,0.0,0.07231599999999999,0.38056999999999996,0.0
139,"[22.62, 88.36]",36,2,5146.3374,0.2106,Kolkata,Rural,0.0,0.0,0.657183,0.0
140,"[22.49, 88.37]",237,18,24822.6314,0.5987,Kolkata,Rejected,0.0,0.0,0.0,0.0
141,"[22.5, 88.37]",548,58,41453.2328,0.6327,Kolkata,Rejected,0.0,0.0,0.0,0.0
142,"[22.51, 88.37]",559,41,40488.876000000004,0.6654,Kolkata,Rejected,0.0,0.015340000000000001,0.0,0.0
143,"[22.52, 88.37]",252,14,27156.8974,0.5675,Kolkata,PeriUrban,0.304602,0.43608500000000006,0.020453,3.0
144,"[22.53, 88.37]",141,13,22718.8522,0.5192,Kolkata,Urban,0.947407,0.052592999999999994,0.0,5.0
145,"[22.54, 88.37]",141,8,17542.1693,0.5766,Kolkata,PeriUrban,0.168006,0.831994,0.0,2.0
146,"[22.55, 88.37]",239,25,27517.1601,0.6646,Kolkata,PeriUrban,0.22475100000000003,0.775249,0.0,2.0
147,"[22.56, 88.37]",105,10,17494.6527,0.4997,Kolkata,PeriUrban,0.06939400000000001,0.9306059999999999,0.0,1.0
148,"[22.57, 88.37]",216,39,26035.6458,0.6883,Kolkata,PeriUrban,0.44631099999999996,0.5405409999999999,0.013147999999999998,3.0
149,"[22.58, 88.37]",279,42,30782.201,0.7011,Kolkata,Urban,0.778671,0.221329,0.0,4.0
150,"[22.59, 88.37]",209,40,28136.7354,0.6818,Kolkata,Urban,0.752374,0.247626,0.0,4.0
151,"[22.6, 88.37]",223,29,27433.7966,0.5696,Kolkata,PeriUrban,0.119065,0.880935,0.0,2.0
152,"[22.61, 88.37]",118,16,19876.4965,0.5151,Kolkata,PeriUrban,0.0014609999999999998,0.9926950000000001,0.005843999999999999,2.0
153,"[22.62, 88.37]",118,13,16819.42,0.5376,Kolkata,PeriUrban,0.0,0.5967279999999999,0.221906,2.0
154,"[22.49, 88.38]",215,14,24673.3897,0.6497,Kolkata,Rejected,0.0,0.0,0.0,0.0
155,"[22.5, 88.38]",304,21,27324.3342,0.6356,Kolkata,Rejected,0.0,0.0,0.0,0.0
156,"[22.51, 88.38]",385,27,34291.6049,0.6591,Kolkata,Rejected,0.0,0.0,0.0,0.0
157,"[22.52, 88.38]",175,12,21189.2344,0.6209,Kolkata,Rejected,0.0,0.117604,0.008034999999999999,0.0
158,"[22.53, 88.38]",56,3,13256.8348,0.5786,Kolkata,PeriUrban,0.282688,0.38860500000000003,0.0,2.0
159,"[22.54, 88.38]",101,8,19130.9442,0.5967,Kolkata,PeriUrban,0.0,0.9978090000000001,0.00073,2.0
160,"[22.55, 88.38]",98,4,16233.8507,0.5798,Kolkata,PeriUrban,0.0,1.0,0.0,2.0
161,"[22.56, 88.38]",136,10,19664.3574,0.5983,Kolkata,PeriUrban,0.0,1.0,0.0,2.0
162,"[22.57, 88.38]",316,29,29127.3019,0.612,Kolkata,PeriUrban,0.009496,0.990504,0.0,2.0
163,"[22.58, 88.38]",399,36,37377.7048,0.6122,Kolkata,PeriUrban,0.040906,0.959094,0.0,2.0
164,"[22.59, 88.38]",376,22,33728.9417,0.6348,Kolkata,PeriUrban,0.37545700000000004,0.6230829999999999,0.0014609999999999998,3.0
165,"[22.6, 88.38]",62,3,12593.598999999998,0.4907,Kolkata,PeriUrban,0.0,0.734112,0.265888,1.0
166,"[22.61, 88.38]",68,5,13025.2498,0.6444,Kolkata,PeriUrban,0.0,0.9948870000000001,0.005113,2.0
167,"[22.62, 88.38]",93,6,14288.0068,0.6184,Kolkata,PeriUrban,0.0,0.6209100000000001,0.06614500000000001,2.0
168,"[22.49, 88.39]",121,34,23402.1968,0.5784,Kolkata,Rejected,0.0,0.0,0.0,0.0
169,"[22.5, 88.39]",134,23,23354.3356,0.6279,Kolkata,Rejected,0.0,0.0,0.0,0.0
170,"[22.51, 88.39]",231,31,28724.1426,0.6093,Kolkata,Rejected,0.0,0.0,0.0,0.0
171,"[22.52, 88.39]",88,11,16008.3256,0.5774,Kolkata,Rejected,0.0,0.0,0.0,0.0
172,"[22.53, 88.39]",41,5,12687.6012,0.4891,Kolkata,Rejected,0.0,0.0,0.0,0.0
173,"[22.54, 88.39]",75,7,19286.4506,0.4708,Kolkata,Rejected,0.0,0.407597,0.096421,0.0
174,"[22.55, 88.39]",38,3,11133.8236,0.5243,Kolkata,PeriUrban,0.0,0.756757,0.167852,1.0
175,"[22.56, 88.39]",82,4,14549.6868,0.6694,Kolkata,PeriUrban,0.0,0.898466,0.101534,2.0
176,"[22.57, 88.39]",318,25,30425.737,0.5969,Kolkata,PeriUrban,0.0,0.753104,0.136596,2.0
177,"[22.58, 88.39]",249,47,29989.1217,0.4233,Kolkata,Rejected,0.0,0.260774,0.151205,0.0
178,"[22.59, 88.39]",254,28,30039.7002,0.4875,Kolkata,Rejected,0.0,0.151936,0.122717,0.0
179,"[22.6, 88.39]",174,20,20033.8617,0.5553,Kolkata,Rejected,0.0,0.0,0.292184,0.0
180,"[22.61, 88.39]",201,8,20641.1176,0.5166,Kolkata,Rejected,0.0,0.122717,0.124178,0.0
181,"[22.62, 88.39]",109,7,17451.0612,0.5275,Kolkata,Rejected,0.0,0.0,0.066856,0.0
182,"[22.49, 88.4]",151,25,20263.528000000002,0.5872,Kolkata,Rejected,0.0,0.0,0.0,0.0
183,"[22.5, 88.4]",113,17,18403.503,0.6154,Kolkata,Rejected,0.0,0.0,0.0,0.0
184,"[22.51, 88.4]",171,16,21796.431,0.594,Kolkata,Rejected,0.0,0.0,0.0,0.0
185,"[22.52, 88.4]",14,3,4916.451,0.348,Kolkata,Rejected,0.0,0.0,0.0,0.0
186,"[22.53, 88.4]",15,0,5828.9553,0.3529,Kolkata,Rejected,0.0,0.0,0.0,0.0
187,"[22.54, 88.4]",6,3,4869.4837,0.485,Kolkata,Rejected,0.0,0.0,0.0,0.0
188,"[22.55, 88.4]",57,23,14390.837,0.5553,Kolkata,Rejected,0.0,0.0,0.33864299999999997,0.0
189,"[22.56, 88.4]",71,9,15616.4776,0.4488,Kolkata,Rejected,0.0,0.0,0.338549,0.0
190,"[22.57, 88.4]",378,28,34695.6361,0.5519,Kolkata,Rejected,0.0,0.0,0.040541,0.0
191,"[22.58, 88.4]",315,22,32961.5904,0.5826,Kolkata,Rejected,0.0,0.0,0.0,0.0
192,"[22.59, 88.4]",223,29,30276.2216,0.4809,Kolkata,Rejected,0.0,0.0,0.0,0.0
193,"[22.6, 88.4]",223,28,27727.5236,0.5927,Kolkata,Rejected,0.0,0.0,0.0,0.0
194,"[22.61, 88.4]",207,16,27200.9744,0.5025,Kolkata,Rejected,0.0,0.0,0.0,0.0
195,"[22.62, 88.4]",145,8,20040.89,0.4675,Kolkata,Rejected,0.0,0.0,0.0,0.0
