Grid_Number,n_Utilities
0,0.2552587956056208
1,0.7117745333448128
2,0.5193280892250133
3,1.5178976878495267
4,2.6098251774278434
5,3.7136537078898963
6,3.9789732388479115
7,3.843961790122363
8,4.024017705569289
9,4.481323106841624
10,5.1424368857041785
11,5.036863036741985
12,5.016104775676022
13,5.131644715235308
14,4.370542999487565
15,3.267863367783735
16,2.1746443865892275
17,1.1189672753149371
18,0.49795547573304266
19,1.3102266543933063
20,2.378716135531533
21,2.230238686802246
22,2.2905869503611735
23,2.8128357941456135
24,3.111811804816176
25,2.4017696274937803
26,1.964875259821544
27,1.5525769548524488
28,1.8528674826744254
29,2.6322239474445115
30,2.7459205154650137
31,2.8460622384700667
32,3.098915490699241
33,3.0002748052988086
34,3.2974054584286505
35,0.7671764658949896
36,0.26822747358233523
37,0.7027653501461932
38,1.590021968714458
39,2.6524183153316723
40,3.576605268002009
41,3.043628392179593
42,2.864978972350103
43,3.1024824592699574
44,3.676350429963375
45,4.385210258730354
46,4.068089780302455
47,4.042462358848852
48,4.313526561828582
49,3.7358366017620757
50,3.268539981911249
51,2.175660914347677
52,1.120941368885401
53,0.5023753856753782
54,1.3119126652258042
55,1.9623828700763857
56,1.2849988335650224
57,1.387212957095142
58,2.1133259650657674
59,2.3117854669335403
60,1.6313269780300121
61,1.10431361916168
62,0.5801802958494107
63,1.1659452091495048
64,2.2034313289585348
65,1.7780708995121144
66,1.9292335217358338
67,2.172998337333165
68,2.0299646809110583
69,2.4479488756327976
70,0.08808473201941776
71,0.654644424672773
72,1.6241543623785433
73,2.161473397496878
74,3.0296731498105007
75,2.8532912690587313
76,2.1478538118410175
77,1.8863041107331993
78,2.2306664182419107
79,2.977660895896528
80,3.5107266904129792
81,3.1056620152182455
82,3.0721219646596105
83,3.421051349176581
84,2.8842299293648495
85,2.4430423159888157
86,2.4679934068320675
87,1.781888273793138
88,1.4733690605327396
89,1.90771309562595
90,1.5623424834289592
91,0.4912460027217392
92,0.6462754214151447
93,1.7125165881158593
94,1.4474881876743422
95,1.2020305957749515
96,0.15370141127698947
97,0.14897312251603634
98,1.0937488459725186
99,1.61394689168827
100,0.8322272181205101
101,1.1194829369302608
102,1.3226361668282205
103,1.0716731299540256
104,1.5287523936632592
105,0.8183344384213853
106,0.7604709524908498
107,1.7156284661805867
108,2.789499656593856
