Grid_Number,n_Health
0,0.11503167053126272
1,0.40369315666724864
2,0.2375109871241657
3,0.04343474722384012
4,0.16282256998999242
5,0.17526921987903651
6,0.4609480067722887
7,0.3117063513900436
8,0.405654233900603
9,0.24464118203720486
10,0.3704534485866228
11,0.20348882709281452
12,0.34848803480004675
13,1.3195895048732473
14,0.8207894313566257
15,0.33173544901219726
16,0.5285158678045152
17,0.6703739807413192
18,0.30557685302094023
19,0.08548339116765485
20,0.3757755845738453
21,0.042330073291100535
22,0.6349360185581915
23,0.21014959106402947
24,0.26295103893205757
25,0.27955193759925256
26,0.552316995713521
27,0.988228459823
28,0.06266371177373141
29,0.04027149255013268
30,0.3830577934059587
31,0.7972258525338536
32,0.37995390224959436
33,0.16049050212404675
34,0.6403117921985395
35,0.09349872100887932
36,0.2064870868978696
37,0.0641689540924771
38,0.34742585679043675
39,0.13098537792224965
40,0.6349322363974712
41,0.04479633167961535
42,0.048217072371639136
43,0.17810989173839364
44,0.25444295011002854
45,0.786521369895819
46,0.2942951728065351
47,0.3121977605187569
48,0.23576571303647653
49,0.35032123790461583
50,0.22328216278413057
51,0.12339162949081589
52,0.35989529192608516
53,0.4270486052761208
54,0.15918076587732058
55,0.753142412009014
56,0.01658073036555555
57,0.022387965021542326
58,0.3429359690434822
59,0.4595701264359969
60,0.3521999974735624
61,0.3803027716052492
62,0.20589789693993105
63,0.09216384759200563
64,0.20924032565825673
65,0.08473781877151136
66,0.1949437116895477
67,0.2984193182567797
68,0.4073659055335591
69,0.2029755409189591
70,0.06329074470217128
71,0.10864528480281634
72,0.05933394847385529
73,0.22492012679390752
74,0.06935321664225375
75,0.18567632383574093
76,0.8247232401394724
77,0.08990133481407885
78,0.06159187735293613
79,0.15871334165594272
80,0.2296101117470394
81,0.2050292520858644
82,0.1944765618136772
83,0.3405127052661167
84,0.34531672053792295
85,0.07407231587094797
86,0.23211579997472856
87,0.2073550195052694
88,0.26802183903459603
89,0.46079157477372407
90,0.377547634785315
91,0.48725411916775435
92,0.1903967921386011
93,0.07671825794560398
94,0.07464257338935001
95,0.24074205452302452
96,0.36483408614750557
97,0.07696413596287865
98,0.21747663156750072
99,0.028874910676544487
100,0.14027171255402854
101,0.00692828253859104
102,0.16529119805834816
103,0.31212263107316723
104,0.47508928864480265
105,0.2289297839104822
106,0.2715600770665665
107,0.24392102007690708
108,0.10886512024308587
109,0.1315931528978692
110,0.1313863881374798
111,0.2373687480465402
112,0.3379811388923927
113,0.08244565499388157
114,0.040187129336541956
115,0.02639324048910792
116,0.0604412848245042
117,0.02881611973132869
118,0.10100800937541038
119,0.15381968109436436
120,0.19652888308968453
121,0.20266914617580845
122,0.18323212060705144
123,0.5566973677623147
124,0.17659437070373793
125,0.27762720732080903
126,0.21602116600454968
127,0.13760786731847022
128,0.13090216253282036
129,0.06504601495281792
130,0.27543671409607273
131,0.17551928348560444
132,0.2782095760005535
133,0.247814619710185
134,0.09403869452590269
135,0.18123829854059553
136,0.08559854143298244
137,0.18327969949106324
138,0.5301915861315729
139,0.4389841988376438
140,0.12696722114421571
141,0.2036156239419839
142,0.058725224673042635
143,0.3217834184752223
144,0.14125829479269125
145,0.2665354811489646
146,0.2138435113419364
147,0.14386310175332476
148,0.16253392438795758
149,0.06232770839319549
150,0.07170957397047364
151,0.1353839980762706
152,0.13589861496062908
153,0.32140040573581447
154,0.2643774525353294
155,0.20067487956113966
156,0.07031801011951617
157,0.10455010072044367
158,0.10593860669988273
159,0.20327846191376958
160,0.17056722434245322
161,0.2509067333143479
162,0.2131979377033986
163,0.11484383980260753
164,0.10668343517777935
165,0.08250753761821107
166,0.03956308033192366
167,0.03480607546584341
168,0.12312885087132917
169,0.20342431153994922
170,0.10311586246088451
171,0.022160059476003996
172,0.22192749400533354
173,0.3278738126707072
174,0.26819702659279865
175,0.053408117173402006
176,0.03199441872936584
177,0.22396986736246272
178,0.11470646850672402
179,0.20145849834646273
180,0.31669180502483224
181,0.2767176650864306
182,0.12704921084599338
183,0.1962116190289656
184,0.18367756695341333
185,0.4329295984927604
186,0.24196748329925233
187,0.306334384659426
188,0.1605153706634757
189,0.05805604866944198
190,0.3089333723208599
191,0.25273515651868117
192,0.044386989376802355
193,0.1562737861832128
194,0.40521587207440396
195,0.3880268434952153
