Grid_Number,n_Utilities
0,0.09686428918435347
1,0.39370840867635165
2,0.46506793325177287
3,0.3937281648131733
4,0.4386308951099877
5,0.13799575341499018
6,0.7637226954946146
7,0.5380317005280846
8,0.6170850631874332
9,0.49075478767665165
10,1.1431573629330094
11,0.23325475139338894
12,0.5346391994825938
13,1.617623715942531
14,1.0991598996568406
15,1.0995150670339533
16,1.2528854530305036
17,0.6340616797998093
18,0.576681945666919
19,0.1910423083770225
20,0.7146503687467294
21,0.18782838895648502
22,0.9158158504467584
23,0.2732769321472457
24,0.8349135254669222
25,0.58772991277822
26,0.8201842577029336
27,1.8003840360196628
28,1.0276914023207886
29,0.7007053839569658
30,0.3854062982811147
31,0.5576040697505216
32,0.571185926125799
33,0.13700530921362777
34,0.8125697825857388
35,0.34672703579775294
36,0.7794593815708356
37,0.3588876290845237
38,0.33792693154397835
39,0.7127084904313106
40,0.9290877332952278
41,1.7465506529751917
42,0.2889249156354931
43,0.35805788641083014
44,0.5005605012089506
45,0.9711953878870183
46,1.2572245544491718
47,0.7484879264775958
48,0.4148394574628354
49,0.9226834902062458
50,0.4295452265296283
51,0.2014380076264114
52,0.4801749670178602
53,0.34738344478879807
54,0.929353695050894
55,0.8022047564239696
56,0.11825410134483004
57,0.2174306471951723
58,0.5384199676949233
59,0.7817075447990236
60,0.5366070748268741
61,0.9076461111613547
62,0.8401655197577753
63,0.23638027195501832
64,0.42482516750311333
65,0.2662801766592077
66,0.3955475946574984
67,0.40885921918301055
68,0.7508193289963753
69,0.5861618031533303
70,0.6150471680459059
71,0.20694398802340302
72,0.3020181554628255
73,0.12935248759922635
74,0.29048588612423715
75,0.23890610193232445
76,0.5339535936033849
77,0.2168549277888796
78,0.3174138751190088
79,0.31445846885710216
80,0.327989364844275
81,0.33780807724667916
82,0.38776200948709
83,0.4209908915259318
84,0.24229562021718248
85,0.24986801868071148
86,0.10310632999239987
87,0.7732239877779973
88,0.567961855719295
89,0.7658926277437134
90,0.4628210553009665
91,0.8161661055310852
92,0.4105928139045621
93,0.054134751624171515
94,0.2522407905654408
95,0.8230450891011857
96,0.30250208626637426
97,0.6890481716619786
98,0.22157392546624533
99,0.050349429038841556
100,0.15454257805684807
101,0.09577316689827221
102,0.1490558246801515
103,0.47309994935439664
104,0.3565873776533128
105,0.4844489112517949
106,0.20252088557333217
107,0.42300018410547763
108,0.18911105827474928
109,0.37126104015980677
110,0.34209527786539423
111,0.5846565129279313
112,0.3106718308646696
113,0.11825475857916432
114,0.08152895810938594
115,0.08265402803415577
116,0.01486810062550584
117,0.1793065109608609
118,0.15371634530528996
119,0.08273410752367315
120,0.06742419476466747
121,0.08340029607470813
122,0.167466740842536
123,0.8527572386687385
124,0.21291784104488323
125,0.16023108029445984
126,0.4264902199515448
127,0.2191689176177216
128,0.3655322126439874
129,0.16702909999684884
130,0.3955614610985988
131,0.26193461290154996
132,0.32156456815089574
133,0.25555126965155744
134,0.0532002953713362
135,0.24759941936937213
136,0.28602271453814004
137,0.686125971271911
138,0.544266439691464
139,1.1018746390844953
140,0.12232157330058013
141,0.6291159609304727
142,0.3065539645705112
143,0.1455195597381601
144,0.3906976236728989
145,0.12820965156528386
146,0.2756948065505506
147,0.5010923730327974
148,0.1994235307767509
149,0.0700806634593358
150,0.2507594827453182
151,0.14261802077828672
152,0.3542940636743665
153,0.2598434297384602
154,0.3501626524338256
155,0.0640489852545429
156,0.5587185514464839
157,0.3967587287545994
158,0.20495544213975278
159,0.1619874583863394
160,0.2578209193063895
161,0.5288669549893434
162,0.5234862253313609
163,0.34589629664583266
164,0.08905072520502123
165,0.061109030832869435
166,0.31945376897686023
167,0.09016273692326728
168,0.32886824632033507
169,0.7306800494037711
170,0.1703104839014371
171,0.12330421933433114
172,0.3283702645157451
173,0.7451502884252414
174,0.2905529378864399
175,0.21455250934748843
176,0.414527767772342
177,0.4026312058124117
178,0.5756680808323096
179,0.7622595664718107
180,0.5098351606558228
181,0.15909802895838426
182,0.3271876032262143
183,0.14732921308050773
184,0.167051731410566
185,0.21587139426988425
186,0.28746173549377435
187,0.6518561890935025
188,0.25888635229961776
189,0.4036922908010699
190,0.5306485839119328
191,0.3324749886822759
192,0.43693763808535296
193,0.1622521944142741
194,0.34372444165965454
195,0.1346966786181892
