Grid_Number,n_Government_Facilities
0,1.668019467482772
1,0.9281493022207
2,0.17580510178681122
3,0.6945909055554735
4,0.7034184124336119
5,0.6342536623334064
6,0.3922709429220413
7,0.2335538251483223
8,0.8131178665983005
9,0.4058230803452953
10,0.5765316716911335
11,0.34822297777883404
12,0.18761018355264344
13,0.8401165931560504
14,0.67835145619704
15,1.0330638546902204
16,0.6087794774431181
17,0.6360898419539779
18,0.09907555772370806
19,0.3175395701367673
20,0.541070010493808
21,0.1830163815976176
22,0.5685386092031606
23,0.14246719466855295
24,0.3623275545087821
25,0.2900112334950489
26,0.22963611172232778
27,0.512234416779155
28,0.49886494781660606
29,0.3571116795444694
30,0.42978895707055725
31,0.30161477941075576
32,0.37224625568969943
33,0.11361371914525893
34,0.4387375192922082
35,0.19922832076884053
36,0.31716777163267484
37,0.13925572672782935
38,0.2185034343091732
39,0.24722273526737804
40,0.7469554022796016
41,0.1587331736348053
42,0.23636311021978143
43,0.18667463469409126
44,0.1456230504292175
45,0.08418158477947008
46,0.2958493586109851
47,0.22781375518753133
48,0.16904817965694457
49,0.4585001582805217
50,0.3359723920628288
51,0.040447059927123996
52,0.43949357924891114
53,0.15944702991978982
54,0.31186860368423047
55,1.1592535613589023
56,0.17444351813977543
57,0.39617122319246584
58,0.16951593392459918
59,0.5009077943366397
60,0.23245489201868078
61,0.4531879895811224
62,0.7422529472326231
63,0.13971130335422216
64,0.38579498397994655
65,0.1686453037960204
66,0.11558630910894904
67,0.31202214526008687
68,0.4743626777601893
69,0.5544026041050631
70,0.0659381477018969
71,0.4192144055046061
72,0.07296965185174928
73,0.16782458853292415
74,0.13161386091682606
75,0.1467812343832416
76,0.48942801976929073
77,0.19059890558362771
78,0.2572388612671688
79,0.30094928092052203
80,0.2764435592552399
81,0.19210350616902702
82,0.34810944273189315
83,0.3885611459409573
84,0.2223404526621027
85,0.17125395191241
86,0.06875149695492859
87,0.1403561054471401
88,0.26560351601161825
89,0.6530050625110141
90,0.32872714581824486
91,0.3547573055056535
92,0.3136565890951886
93,0.18388411717687742
94,0.04905338723140494
95,0.06513932768535027
96,0.15281073288688912
97,0.23174670640497982
98,0.1574856885218834
99,0.12031410013397734
100,0.06778248752896679
101,0.09062916291318611
102,0.13126449563122
103,0.3068113965855299
104,0.5203613870208704
105,0.22003154226424582
106,0.15102462654931276
107,0.18968336560149643
108,0.21143817969377166
109,0.14884376792121817
110,0.27872063058379903
111,0.14114872695127864
112,0.3379811388923927
113,0.08244565499388157
114,0.11757850814070823
115,0.09332434718826367
116,0.14068913108573528
117,0.0021988454537905863
118,0.1793220556060847
119,0.16370334007540677
120,0.11367270084120167
121,0.1823837553620059
122,0.10913408385170603
123,0.49128394399614644
124,0.2518968887410051
125,0.10632127700855597
126,0.2516194022085379
127,0.1951161606228371
128,0.1329571147083823
129,0.0679780100846936
130,0.126515158532419
131,0.06938496210437256
132,0.08891319255543333
133,0.1722069566166124
134,0.1647610746132158
135,0.1894994596971142
136,0.03080649448523646
137,0.15288387743398635
138,0.3928379744806753
139,0.41056455175579676
140,0.10590227692141399
141,0.4259748743505323
142,0.33337795358571354
143,0.17874736598673854
144,0.41657957619974856
145,0.23043579629205752
146,0.12591100677123032
147,0.16878675760443973
148,0.20223364239564084
149,0.042513225669278294
150,0.15144406793810009
151,0.23017315172346856
152,0.26999451699959137
153,0.3660599791121212
154,0.3686249300607534
155,0.14526218197352092
156,0.24528060289507994
157,0.3037019095633642
158,0.15516439698728424
159,0.28733695159231487
160,0.15237861011196815
161,0.4108563707025565
162,0.44875495103246904
163,0.4001702060992357
164,0.04823054267212169
165,0.0906662850911478
166,0.2022492580303438
167,0.03920885877565335
168,0.17335248461248207
169,0.2295093053297982
170,0.14772983386088492
171,0.17273038157292883
172,0.4856860711943909
173,0.2972761881314884
174,0.19085604710441384
175,0.10452323261033511
176,0.07949373904311417
177,0.28642372076122324
178,0.19505552618747954
179,0.35558329018716406
180,0.3422702484553028
181,0.18565821632924345
182,0.4132231475615978
183,0.2339715447026912
184,0.15757927936199462
185,0.6606145630519786
186,0.3869263760910274
187,0.5832044499960006
188,0.5757080226488215
189,0.5504850018371724
190,0.24070093132655024
191,0.1797335678780599
192,0.07146495294991634
193,0.05313103807011441
194,0.14282488903821816
195,0.05076200154660113
