Grid_Number,Grid_Population
1045,38453
1046,10187
1047,5750
1048,493
1049,414
1050,126
1051,312
1052,2372
1053,116
1054,0
1055,0
1056,0
1057,0
1058,67
1059,185
1060,59
1061,71
1062,264
1063,253
1064,392
1065,422
1066,398
1067,354
1068,468
1069,476
1070,692
1071,676
1072,330
1073,0
1074,13
1075,215
1076,631
1077,417
1078,868
1079,812
1080,171
1081,20
1082,82
1083,0
1084,7
1085,27
1086,542
1087,337
1088,1069
1089,2160
1090,2731
1091,1215
1092,4024
1093,23105
1094,52036
1095,48573
1096,36078
1097,64213
1098,62659
1099,65202
1100,28428
1101,57896
1102,60166
1103,57559
1104,57516
1105,29885
1106,6166
1107,182
1108,67
1109,939
1110,0
1111,115
1112,0
1113,406
1114,0
1115,0
1116,208
1117,139
1118,67
1119,1657
1120,618
1121,261
1122,310
1123,330
1124,299
1125,289
1126,321
1127,383
1128,365
1129,511
1130,603
1131,581
1132,178
1133,0
1134,0
1135,150
1136,94
1137,174
1138,683
1139,350
1140,139
1141,609
1142,163
1143,66
1144,119
1145,324
1146,948
1147,2353
1148,4272
1149,5261
1150,7210
1151,13367
1152,43611
1153,60352
1154,68228
1155,37844
1156,14865
1157,38212
1158,58469
1159,71892
1160,70533
1161,65480
1162,35976
1163,20574
1164,8447
1165,3893
1166,0
1167,64
1168,207
1169,77
1170,1910
1171,55
1172,70
1173,0
1174,677
1175,430
1176,0
1177,0
1178,112
1179,989
1180,213
1181,227
1182,227
1183,299
1184,240
1185,310
1186,344
1187,432
1188,471
1189,498
1190,592
1191,349
1192,192
1193,158
1194,151
1195,466
1196,34
1197,31
1198,25
1199,130
1200,27
1201,417
1202,350
1203,226
1204,28
1205,660
1206,3716
1207,4473
1208,3373
1209,2678
1210,46601
1211,71068
1212,76092
1213,57220
1214,51141
1215,57334
1216,71060
1217,72561
1218,50414
1219,58053
1220,53839
1221,13088
1222,11454
1223,25365
1224,957
1225,263
1226,291
1227,1649
1228,80
1229,0
1230,0
1231,69
1232,322
1233,968
1234,279
1235,0
1236,155
1237,133
1238,454
1239,172
1240,216
1241,225
1242,251
1243,203
1244,250
1245,302
1246,313
1247,358
1248,356
1249,470
1250,569
1251,547
1252,308
1253,503
1254,1327
1255,73
1256,0
1257,0
1258,25
1259,57
1260,585
1261,1427
1262,1821
1263,190
1264,556
1265,1920
1266,1471
1267,2258
1268,17922
1269,45879
1270,74988
1271,76900
1272,74802
1273,73291
1274,78638
1275,77200
1276,72134
1277,62276
1278,40239
1279,33667
1280,20753
1281,12723
1282,16175
1283,4053
1284,5192
1285,352
1286,0
1287,0
1288,322
1289,179
1290,167
1291,0
1292,326
1293,0
1294,435
1295,150
1296,0
1297,88
1298,202
1299,186
1300,237
1301,314
1302,237
1303,258
1304,229
1305,96
1306,133
1307,349
1308,249
1309,379
1310,132
1311,0
1312,60
1313,0
1314,0
1315,283
1316,39
1317,999
1318,328
1319,767
1320,447
1321,2168
1322,2192
1323,1500
1324,3943
1325,4860
1326,46278
1327,62910
1328,74607
1329,72540
1330,76083
1331,77424
1332,76800
1333,77793
1334,76419
1335,71952
1336,65278
1337,24667
1338,37552
1339,26834
1340,12713
1341,14318
1342,24192
1343,8593
1344,1162
1345,0
1346,660
1347,298
1348,61
1349,341
1350,345
1351,337
1352,421
1353,161
1354,999
1355,1589
1356,4658
1357,191
1358,183
1359,205
1360,330
1361,298
1362,525
1363,366
1364,0
1365,6
1366,89
1367,157
1368,754
1369,1126
1370,1038
1371,725
1372,104
1373,604
1374,445
1375,926
1376,346
1377,443
1378,116
1379,259
1380,1206
1381,3052
1382,3694
1383,3803
1384,5753
1385,37692
1386,72556
1387,72753
1388,66667
1389,60883
1390,73974
1391,77106
1392,79500
1393,72703
1394,68934
1395,66266
1396,49991
1397,38656
1398,15720
1399,45921
1400,43226
1401,43737
1402,11877
1403,1312
1404,694
1405,112
1406,58
1407,0
1408,1135
1409,335
1410,3725
1411,2011
1412,930
1413,3264
1414,634
1415,1626
1416,241
1417,227
1418,256
1419,309
1420,338
1421,1157
1422,1200
1423,834
1424,17
1425,0
1426,0
1427,801
1428,946
1429,1258
1430,1237
1431,0
1432,150
1433,254
1434,1170
1435,471
1436,740
1437,1089
1438,1842
1439,2108
1440,2865
1441,4990
1442,5573
1443,5702
1444,43500
1445,71147
1446,64746
1447,66796
1448,75595
1449,73500
1450,77094
1451,79052
1452,76201
1453,34614
1454,36258
1455,72641
1456,57758
1457,24638
1458,19062
1459,28953
1460,10503
1461,12916
1462,16797
1463,8471
1464,1882
1465,6991
1466,5144
1467,3085
1468,2340
1469,8112
1470,2674
1471,181
1472,1891
1473,1354
1474,1297
1475,339
1476,299
1477,270
1478,349
1479,314
1480,427
1481,1119
1482,2922
1483,609
1484,902
1485,351
1486,180
1487,306
1488,319
1489,115
1490,730
1491,1558
1492,2595
1493,936
1494,654
1495,269
1496,301
1497,1509
1498,2233
1499,4439
1500,4383
1501,4986
1502,5468
1503,40742
1504,69115
1505,64413
1506,72514
1507,75967
1508,72675
1509,68441
1510,74932
1511,59246
1512,24833
1513,35385
1514,62288
1515,64052
1516,39161
1517,43640
1518,9246
1519,676
1520,32520
1521,41928
1522,16218
1523,10108
1524,5866
1525,1976
1526,577
1527,460
1528,701
1529,0
1530,294
1531,0
1532,561
1533,1243
1534,214
1535,26
1536,35
1537,63
1538,227
1539,293
1540,550
1541,1232
1542,483
1543,0
1544,319
1545,83
1546,0
1547,0
1548,0
1549,641
1550,2401
1551,3282
1552,1679
1553,242
1554,1906
1555,1962
1556,2729
1557,2501
1558,4693
1559,3970
1560,4966
1561,5054
1562,28667
1563,62133
1564,22298
1565,52797
1566,70916
1567,55075
1568,35275
1569,40482
1570,41443
1571,41547
1572,55882
1573,23253
1574,14832
1575,22256
1576,41179
1577,10461
1578,17444
1579,47482
1580,47631
1581,9866
1582,5255
1583,2406
1584,1291
1585,202
1586,334
1587,1326
1588,23
1589,249
1590,552
1591,290
1592,1031
1593,0
1594,0
1595,0
1596,0
1597,0
1598,4
1599,293
1600,768
1601,0
1602,0
1603,271
1604,28
1605,0
1606,0
1607,96
1608,982
1609,2663
1610,1709
1611,1193
1612,327
1613,1402
1614,1919
1615,3796
1616,3810
1617,4359
1618,2836
1619,5086
1620,5306
1621,5447
1622,8700
1623,51837
1624,64917
1625,67487
1626,29572
1627,64367
1628,49976
1629,37226
1630,32270
1631,66675
1632,62858
1633,30639
1634,42217
1635,33744
1636,13667
1637,13794
1638,35635
1639,27387
1640,1865
1641,1999
1642,1245
1643,0
1644,1440
1645,743
1646,1831
1647,0
1648,329
1649,178
1650,30
1651,164
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,168
1662,464
1663,1028
1664,960
1665,719
1666,1121
1667,1810
1668,1684
1669,1974
1670,2462
1671,929
1672,825
1673,811
1674,1391
1675,2652
1676,4401
1677,3352
1678,4940
1679,5116
1680,5067
1681,10032
1682,54406
1683,38979
1684,60706
1685,64469
1686,69885
1687,62919
1688,27862
1689,32622
1690,60728
1691,66982
1692,11659
1693,34019
1694,25892
1695,19844
1696,15512
1697,10653
1698,24799
1699,9996
1700,6953
1701,11431
1702,2673
1703,5057
1704,2417
1705,79
1706,1871
1707,54
1708,143
1709,216
1710,172
1711,0
1712,0
1713,0
1714,135
1715,100
1716,0
1717,0
1718,0
1719,337
1720,0
1721,356
1722,578
1723,1357
1724,1849
1725,3778
1726,2740
1727,1157
1728,1312
1729,1614
1730,813
1731,862
1732,1179
1733,1796
1734,3529
1735,4672
1736,4049
1737,1407
1738,4285
1739,4914
1740,12556
1741,27916
1742,47835
1743,55742
1744,57877
1745,50491
1746,68449
1747,55049
1748,66285
1749,72211
1750,57101
1751,4157
1752,13372
1753,17751
1754,12228
1755,4798
1756,3136
1757,11788
1758,12099
1759,25206
1760,9051
1761,10647
1762,9585
1763,6032
1764,297
1765,856
1766,137
1767,24
1768,1010
1769,1373
1770,0
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,296
1779,84
1780,114
1781,448
1782,1933
1783,3643
1784,4782
1785,3374
1786,1913
1787,2067
1788,1981
1789,915
1790,1161
1791,1388
1792,898
1793,2042
1794,4209
1795,4849
1796,4538
1797,3933
1798,13729
1799,51161
1800,47234
1801,20033
1802,43920
1803,58172
1804,22564
1805,53800
1806,70571
1807,48021
1808,65651
1809,29170
1810,4759
1811,2955
1812,12253
1813,11224
1814,4022
1815,13390
1816,12509
1817,8010
1818,13102
1819,3504
1820,4325
1821,14869
1822,18383
1823,897
1824,407
1825,3342
1826,1291
1827,1786
1828,457
1829,0
1830,0
1831,0
1832,0
1833,28
1834,42
1835,31
1836,168
1837,599
1838,716
1839,458
1840,604
1841,3117
1842,7408
1843,6826
1844,151
1845,1238
1846,1933
1847,2093
1848,188
1849,879
1850,836
1851,658
1852,1675
1853,2223
1854,4412
1855,4322
1856,6202
1857,45979
1858,27106
1859,4956
1860,11045
1861,24692
1862,37972
1863,1938
1864,6900
1865,21882
1866,12047
1867,27547
1868,18177
1869,2240
1870,2846
1871,7560
1872,23169
1873,11236
1874,4333
1875,7182
1876,6743
1877,8296
1878,448
1879,2471
1880,6668
1881,13525
1882,6744
1883,8459
1884,1631
1885,4525
1886,3389
1887,559
1888,0
1889,0
1890,0
1891,41
1892,1482
1893,741
1894,773
1895,304
1896,433
1897,440
1898,526
1899,1158
1900,4768
1901,9533
1902,5849
1903,1003
1904,606
1905,800
1906,1677
1907,779
1908,1461
1909,575
1910,769
1911,4841
1912,3448
1913,2921
1914,4292
1915,25792
1916,19927
1917,7
1918,869
1919,2880
1920,4723
1921,5127
1922,3741
1923,1632
1924,3576
1925,5636
1926,4872
1927,3710
1928,2137
1929,3455
1930,2479
1931,1324
1932,820
1933,298
1934,11006
1935,7666
1936,4371
1937,2273
1938,1521
1939,3502
1940,7163
1941,822
1942,10248
1943,6079
1944,6817
1945,6979
1946,1930
1947,402
1948,0
1949,0
1950,0
1951,403
1952,831
1953,282
1954,378
1955,714
1956,741
1957,652
1958,2077
1959,4595
1960,1499
1961,4677
1962,4150
1963,2424
1964,3317
1965,2861
1966,1926
1967,2074
1968,2110
1969,2779
1970,4327
1971,3711
1972,3454
1973,7004
1974,17106
1975,635
1976,131
1977,1133
1978,3339
1979,3651
1980,4818
1981,4039
1982,2863
1983,3261
1984,5718
1985,4898
1986,2345
1987,642
1988,2322
1989,2392
1990,1151
1991,1089
1992,905
1993,18821
1994,12917
1995,2200
1996,904
1997,3833
1998,619
1999,2262
2000,1497
2001,244
2002,4110
2003,2539
2004,1839
2005,3301
2006,0
2007,1747
2008,0
2009,0
2010,0
2011,761
2012,138
2013,946
2014,1065
2015,1514
2016,1582
2017,1106
2018,599
2019,106
2020,2084
2021,4676
2022,6818
2023,6483
2024,4491
2025,2596
2026,3849
2027,2787
2028,2410
2029,3781
2030,2108
2031,2109
2032,1419
2033,1978
2034,2226
2035,0
2036,1053
2037,2947
2038,3501
2039,3266
2040,3657
2041,3568
2042,4743
2043,5289
2044,4260
2045,2379
2046,684
2047,843
2048,706
2049,315
2050,171
2051,2022
2052,5688
2053,1386
2054,2517
2055,6773
2056,1378
2057,255
2058,802
2059,649
2060,264
2061,1425
2062,4827
2063,5675
2064,1183
2065,0
2066,586
2067,705
2068,127
2069,0
2070,163
2071,408
2072,905
2073,975
2074,1581
2075,1164
2076,362
2077,1362
2078,1700
2079,1799
2080,1692
2081,2962
2082,6768
2083,6454
2084,4432
2085,5382
2086,1993
2087,3008
2088,5538
2089,2124
2090,1624
2091,1791
2092,2617
2093,3803
2094,377
2095,1033
2096,2985
2097,2608
2098,2966
2099,3783
2100,4946
2101,5068
2102,5253
2103,3983
2104,2708
2105,794
2106,704
2107,570
2108,297
2109,68
2110,319
2111,790
2112,1188
2113,467
2114,1595
2115,1571
2116,366
2117,1897
2118,85
2119,863
2120,1312
2121,2664
2122,5082
2123,3030
2124,433
2125,327
2126,78
2127,219
2128,112
2129,1406
2130,2412
2131,1182
2132,1436
2133,810
2134,1123
2135,1112
2136,1033
2137,1542
2138,667
2139,2530
2140,4180
2141,10857
2142,7069
2143,7208
2144,6137
2145,1574
2146,3232
2147,1313
2148,544
2149,390
2150,2351
2151,2162
2152,2811
2153,2107
2154,1558
2155,2246
2156,3628
2157,2568
2158,2454
2159,4245
2160,2785
2161,3039
2162,3174
2163,1976
2164,499
2165,229
2166,53
2167,47
2168,128
2169,907
2170,1353
2171,1808
2172,255
2173,1772
2174,398
2175,200
2176,328
2177,713
2178,1052
2179,847
2180,3112
2181,1591
2182,5542
2183,523
2184,225
2185,153
2186,788
2187,363
2188,1591
2189,5599
2190,6502
2191,1199
2192,653
2193,1309
2194,975
2195,1544
2196,1980
2197,2198
2198,3467
2199,5818
2200,9074
2201,3489
2202,5657
2203,3291
2204,1140
2205,2253
2206,414
2207,211
2208,152
2209,1318
2210,1309
2211,1927
2212,3640
2213,2907
2214,2970
2215,1626
2216,3394
2217,2343
2218,4008
2219,3578
2220,2342
2221,2997
2222,1541
2223,42
2224,289
2225,5
2226,109
2227,230
2228,1040
2229,47
2230,56
2231,0
2232,1056
2233,249
2234,755
2235,111
2236,2049
2237,519
2238,1249
2239,4963
2240,1268
2241,3609
2242,476
2243,902
2244,751
2245,0
2246,443
2247,2118
2248,5258
2249,5785
2250,2291
2251,2060
2252,1588
2253,3237
2254,2132
2255,2278
2256,3199
2257,5111
2258,5010
2259,2871
2260,1963
2261,3489
2262,1376
2263,852
2264,1736
2265,177
2266,63
2267,704
2268,1260
2269,709
2270,287
2271,1657
2272,2564
2273,4752
2274,3803
2275,3903
2276,2729
2277,3985
2278,4028
2279,3765
2280,2198
2281,1078
2282,14
2283,112
2284,18
2285,4
2286,175
2287,0
2288,0
2289,0
2290,372
2291,1850
2292,989
2293,1785
2294,827
2295,1547
2296,1547
2297,5293
2298,6074
2299,86
2300,3060
2301,60
2302,1122
2303,81
2304,31
2305,1334
2306,1445
2307,606
2308,1179
2309,1667
2310,629
2311,1445
2312,910
2313,1322
2314,967
2315,1744
2316,3141
2317,3265
2318,1814
2319,1760
2320,1670
2321,589
2322,899
2323,343
2324,209
2325,113
2326,808
2327,449
2328,352
2329,317
2330,190
2331,1738
2332,4058
2333,4445
2334,2737
2335,2413
2336,2998
2337,2650
2338,2227
2339,2732
2340,999
2341,28
2342,319
2343,172
2344,69
2345,1785
2346,501
2347,191
2348,0
2349,64
2350,3945
2351,759
2352,5025
2353,4417
2354,6903
2355,3740
2356,3740
2357,5322
2358,2505
2359,2103
2360,141
2361,191
2362,653
2363,380
2364,685
2365,869
2366,878
2367,1094
2368,1283
2369,898
2370,1121
2371,896
2372,1265
2373,959
2374,1534
2375,2682
2376,1379
2377,874
2378,281
2379,1392
2380,2274
2381,964
2382,135
2383,128
2384,61
2385,113
2386,83
2387,98
2388,172
2389,950
2390,514
2391,1933
2392,2327
2393,3537
2394,2241
2395,1703
2396,1059
2397,864
2398,808
2399,132
2400,399
2401,18
2402,164
2403,230
2404,73
2405,0
2406,0
2407,0
2408,0
2409,3943
2410,1128
2411,1940
2412,1734
2413,4060
2414,0
2415,36
2416,1174
2417,735
2418,2170
2419,3200
2420,1457
2421,1120
2422,1732
2423,1268
2424,1318
2425,440
2426,774
2427,589
2428,1376
2429,1416
2430,803
2431,933
2432,1659
2433,4061
2434,2629
2435,620
2436,1564
2437,943
2438,1499
2439,1379
2440,1494
2441,866
2442,444
2443,855
2444,141
2445,0
2446,384
2447,911
2448,1307
2449,78
2450,1679
2451,1387
2452,1820
2453,2611
2454,1526
2455,1061
2456,284
2457,517
2458,1297
2459,737
2460,546
2461,417
2462,867
2463,520
2464,52
2465,97
2466,58
2467,0
2468,82
2469,443
2470,931
2471,810
2472,0
2473,0
2474,342
2475,1045
2476,0
2477,714
2478,2213
2479,2780
2480,1951
2481,0
2482,248
2483,379
2484,392
2485,65
2486,148
2487,723
2488,972
2489,1539
2490,1178
2491,3284
2492,4805
2493,1669
2494,1671
2495,1477
2496,419
2497,738
2498,694
2499,28
2500,394
2501,504
2502,2220
2503,1941
2504,1320
2505,264
2506,208
2507,1769
2508,966
2509,2069
2510,3121
2511,1816
2512,1706
2513,1971
2514,278
2515,23
2516,60
2517,788
2518,1116
2519,977
2520,1222
2521,118
2522,79
2523,44
2524,46
2525,285
2526,2326
2527,5672
2528,366
2529,1415
2530,153
2531,1264
2532,814
2533,849
2534,159
2535,605
2536,590
2537,1825
2538,1159
2539,4415
2540,224
2541,550
2542,717
2543,0
2544,720
2545,0
2546,431
2547,1154
2548,215
2549,869
2550,1771
2551,2659
2552,1324
2553,1296
2554,1040
2555,691
2556,917
2557,225
2558,0
2559,712
2560,3073
2561,2697
2562,1328
2563,834
2564,1269
2565,53
2566,376
2567,1125
2568,290
2569,2824
2570,2110
2571,1985
2572,1496
2573,2144
2574,574
2575,560
2576,1012
2577,896
2578,883
2579,850
2580,99
2581,0
2582,106
2583,572
2584,466
2585,437
2586,430
2587,1564
2588,472
2589,0
2590,27
2591,563
2592,198
2593,417
2594,174
2595,657
2596,0
2597,258
2598,1748
2599,2546
2600,1034
2601,1063
2602,442
2603,341
2604,632
2605,248
2606,219
2607,21
2608,1384
2609,3749
2610,2399
2611,1024
2612,414
2613,248
2614,1376
2615,447
2616,716
2617,593
2618,1703
2619,1955
2620,1250
2621,397
2622,113
2623,1548
2624,728
2625,806
2626,2117
2627,963
2628,1446
2629,1157
2630,2525
2631,2231
2632,498
2633,2112
2634,1943
2635,342
2636,1830
2637,4930
2638,1327
2639,17
2640,0
2641,0
2642,175
2643,356
2644,191
2645,0
2646,114
2647,1045
2648,398
2649,488
2650,1276
2651,67
2652,0
2653,46
2654,831
2655,536
2656,763
2657,1093
2658,1159
2659,1543
2660,2019
2661,897
2662,920
2663,938
2664,1341
2665,1114
2666,712
2667,717
2668,6297
2669,4236
2670,834
2671,55
2672,408
2673,732
2674,2053
2675,1068
2676,1061
2677,1826
2678,328
2679,1234
2680,91
2681,357
2682,1089
2683,1187
2684,272
2685,1166
2686,966
2687,50
2688,2067
2689,3265
2690,1983
2691,631
2692,220
2693,340
2694,31
2695,210
2696,915
2697,3069
2698,1699
2699,801
2700,324
2701,2189
2702,1173
2703,668
2704,680
2705,19
2706,19
2707,165
2708,1193
2709,0
2710,1654
2711,327
2712,59
2713,103
2714,978
2715,1100
2716,1161
2717,1049
2718,871
2719,1214
2720,1101
2721,1187
2722,1678
2723,3905
2724,2035
2725,1170
2726,2950
2727,2303
2728,388
2729,852
2730,2160
2731,1498
2732,996
2733,3281
2734,2217
2735,4579
2736,3894
2737,152
2738,186
2739,518
2740,350
2741,585
2742,885
2743,949
2744,1219
2745,785
2746,16
2747,1102
2748,3386
2749,3111
2750,1805
2751,582
2752,406
2753,946
2754,1284
2755,1918
2756,6565
2757,9303
2758,2082
2759,1012
2760,548
2761,371
2762,321
2763,341
2764,612
2765,309
2766,32
2767,0
2768,0
