Grid_Number,Grid_Population
281,607
282,539
283,429
284,566
285,384
286,471
287,604
288,688
289,1083
290,1083
291,866
292,750
293,705
294,757
295,626
296,828
297,2628
298,820
299,646
300,786
301,732
302,806
303,971
304,1002
305,767
306,512
307,584
308,724
309,495
310,416
311,384
312,408
313,428
314,813
315,848
316,572
317,424
318,430
319,557
320,471
321,678
322,714
323,757
324,1142
325,1116
326,1006
327,801
328,644
329,728
330,644
331,855
332,1216
333,832
334,739
335,2072
336,877
337,903
338,960
339,1174
340,341
341,461
342,41
343,341
344,372
345,350
346,479
347,596
348,614
349,838
350,959
351,521
352,446
353,445
354,473
355,522
356,821
357,751
358,703
359,1082
360,1380
361,745
362,719
363,607
364,713
365,736
366,853
367,758
368,1322
369,558
370,100
371,0
372,0
373,646
374,0
375,209
376,98
377,7
378,382
379,495
380,448
381,963
382,813
383,499
384,1132
385,1755
386,679
387,637
388,600
389,638
390,820
391,1017
392,861
393,855
394,2047
395,1312
396,809
397,927
398,668
399,1507
400,2299
401,1040
402,724
403,908
404,1082
405,11
406,0
407,144
408,96
409,16
410,88
411,0
412,69
413,480
414,503
415,893
416,1139
417,799
418,522
419,461
420,1325
421,736
422,632
423,595
424,670
425,816
426,750
427,638
428,736
429,1084
430,784
431,1050
432,798
433,886
434,3231
435,3579
436,851
437,734
438,37
439,52
440,112
441,0
442,48
443,162
444,159
445,387
446,20
447,379
448,394
449,527
450,1017
451,822
452,634
453,633
454,447
455,1411
456,1106
457,801
458,792
459,1140
460,879
461,816
462,698
463,664
464,725
465,782
466,938
467,1200
468,1517
469,2896
470,1778
471,659
472,859
473,321
474,0
475,0
476,0
477,113
478,451
479,31
480,143
481,1084
482,744
483,382
484,598
485,732
486,585
487,486
488,1015
489,614
490,1979
491,1735
492,936
493,1030
494,1107
495,1073
496,978
497,838
498,684
499,637
500,630
501,1306
502,3623
503,2048
504,1230
505,933
506,628
507,532
508,246
509,345
510,286
511,0
512,0
513,181
514,287
515,66
516,1215
517,720
518,695
519,621
520,611
521,511
522,491
523,634
524,512
525,2666
526,2336
527,1154
528,778
529,939
530,1227
531,932
532,1049
533,963
534,746
535,668
536,1502
537,3856
538,2051
539,1287
540,1018
541,656
542,92
543,37
544,144
545,0
546,86
547,305
548,0
549,677
550,37
551,377
552,550
553,1245
554,718
555,623
556,599
557,1023
558,459
559,556
560,3310
561,3299
562,2000
563,1315
564,886
565,1144
566,1145
567,1013
568,905
569,1022
570,746
571,1423
572,1656
573,1444
574,1557
575,1200
576,1004
577,399
578,430
579,0
580,0
581,9
582,121
583,225
584,870
585,0
586,248
587,1114
588,898
589,606
590,675
591,759
592,556
593,672
594,442
595,2757
596,2544
597,2308
598,2987
599,1454
600,1090
601,666
602,266
603,978
604,1202
605,1426
606,1857
607,1372
608,1271
609,534
610,660
611,1461
612,644
613,66
614,530
615,9
616,0
617,0
618,351
619,0
620,0
621,457
622,2195
623,954
624,676
625,692
626,557
627,388
628,463
629,337
630,2793
631,1716
632,1243
633,1852
634,2054
635,727
636,10
637,431
638,0
639,791
640,2198
641,1998
642,1143
643,958
644,160
645,0
646,1150
647,260
648,10
649,232
650,57
651,0
652,0
653,32
654,1711
655,235
656,804
657,1687
658,1053
659,1346
660,1016
661,425
662,442
663,372
664,325
665,3042
666,2327
667,1294
668,1348
669,544
670,1078
671,1096
672,361
673,168
674,393
675,1402
676,1466
677,1115
678,804
679,462
680,0
681,701
682,1216
683,855
684,853
685,887
686,257
687,185
688,0
689,5846
690,1587
691,398
692,1526
693,1315
694,1072
695,1105
696,366
697,471
698,417
699,567
700,3138
701,2644
702,1439
703,1162
704,57
705,423
706,2900
707,1248
708,0
709,1760
710,2115
711,654
712,1349
713,1028
714,665
715,106
716,209
717,2943
718,1340
719,197
720,142
721,0
722,63
723,185
724,4800
725,783
726,38
727,450
728,1195
729,998
730,746
731,435
732,644
733,747
734,745
735,3227
736,4163
737,2178
738,1318
739,0
740,95
741,924
742,902
743,102
744,1812
745,314
746,54
747,392
748,664
749,415
750,206
751,199
752,556
753,1858
754,954
755,808
756,0
757,384
758,0
759,579
760,0
761,0
762,0
763,7
764,622
765,709
766,1125
767,1006
768,755
769,588
770,3895
771,3978
772,1957
773,927
774,0
775,517
776,980
777,338
778,1853
779,1442
780,130
781,193
782,243
783,90
784,23
785,0
786,344
787,16
788,372
789,2320
790,537
791,835
792,0
793,17
794,174
795,117
796,240
797,0
798,294
799,288
800,843
801,810
802,971
803,734
804,756
805,4913
806,3900
807,2344
808,1311
809,202
810,0
811,107
812,240
813,1289
814,2054
815,808
816,464
817,26
818,12
819,180
820,679
821,601
822,0
823,837
824,1962
825,476
826,416
827,350
828,390
829,152
830,322
831,1446
832,0
833,1339
834,463
835,1659
836,1520
837,785
838,1298
839,1272
840,3294
841,3135
842,1703
843,1438
844,1051
845,312
846,0
847,507
848,759
849,780
850,3356
851,3037
852,44
853,0
854,1075
855,414
856,1244
857,2834
858,156
859,1372
860,329
861,0
862,47
863,923
864,395
865,338
866,1032
867,0
868,0
869,758
870,2955
871,2648
872,1275
873,363
874,0
875,2281
876,2021
877,1324
878,1073
879,1101
880,1294
881,505
882,1818
883,350
884,14
885,1292
886,1038
887,1056
888,532
889,30
890,0
891,5974
892,7794
893,976
894,345
895,73
896,15
897,859
898,231
899,0
900,0
901,190
902,21
903,222
904,1198
905,1213
906,2455
907,861
908,86
909,896
910,1428
911,1370
912,1113
913,934
914,964
915,1366
916,1811
917,734
918,130
919,169
920,417
921,2292
922,918
923,0
924,45
925,1021
926,4840
927,7405
928,119
929,69
930,55
931,292
932,1097
933,763
934,0
935,0
936,300
937,0
938,355
939,119
940,491
941,80
942,424
943,0
944,35
945,1461
946,1271
947,1273
948,1822
949,1284
950,1224
951,267
952,35
953,134
954,85
955,193
956,1571
957,784
958,54
959,0
960,2254
961,9202
962,9206
963,2409
964,2557
965,582
966,1499
967,878
968,164
969,0
970,493
971,519
972,433
973,400
974,43
975,792
976,0
977,4152
978,2078
979,846
980,1452
981,1196
982,1335
983,2548
984,1373
985,1685
986,373
987,147
988,0
989,399
990,58
991,483
992,898
993,453
994,106
995,1597
996,9325
997,9785
998,2053
999,1744
1000,876
1001,2124
1002,2183
1003,697
1004,146
1005,0
1006,162
1007,1638
1008,180
1009,0
1010,19
1011,0
1012,0
1013,747
1014,0
1015,1718
1016,1421
1017,1196
1018,1261
1019,1392
1020,2244
1021,732
1022,47
1023,563
1024,1258
1025,307
1026,333
1027,814
1028,423
1029,0
1030,4807
1031,8976
1032,9385
1033,698
1034,207
1035,595
1036,421
1037,878
1038,1938
1039,729
1040,61
1041,216
1042,1504
1043,182
1044,0
1045,0
1046,0
1047,255
1048,5066
1049,0
1050,2289
1051,1836
1052,1144
1053,1410
1054,1558
1055,1305
1056,1126
1057,858
1058,1445
1059,1458
1060,1729
1061,477
1062,147
1063,1952
1064,2862
1065,10280
1066,8338
1067,7744
1068,1038
1069,2151
1070,2070
1071,2062
1072,2520
1073,2504
1074,3910
1075,0
1076,146
1077,510
1078,37
1079,0
1080,0
1081,0
1082,0
1083,1849
1084,0
1085,3187
1086,2744
1087,1819
1088,1236
1089,1130
1090,1246
1091,1319
1092,1560
1093,1460
1094,1945
1095,2381
1096,1539
1097,400
1098,1517
1099,5106
1100,7792
1101,9146
1102,2528
1103,1962
1104,2365
1105,1384
1106,65
1107,1917
1108,96
1109,411
1110,0
1111,0
1112,240
1113,0
1114,0
1115,56
1116,0
1117,0
1118,40
1119,38
1120,3736
1121,4430
1122,1657
1123,1322
1124,1290
1125,1070
1126,1130
1127,1382
1128,1255
1129,1707
1130,2546
1131,2254
1132,242
1133,411
1134,3814
1135,2045
1136,3318
1137,5927
1138,3351
1139,1583
1140,2943
1141,317
1142,3059
1143,876
1144,111
1145,564
1146,50
1147,3346
1148,0
1149,74
1150,37
1151,0
1152,3704
1153,0
1154,1141
1155,2238
1156,2435
1157,1290
1158,1217
1159,1217
1160,1268
1161,1459
1162,1642
1163,1546
1164,1548
1165,1748
1166,2354
1167,503
1168,1723
1169,1409
1170,3779
1171,3268
1172,2594
1173,3855
1174,2976
1175,1200
1176,267
1177,223
1178,168
1179,789
1180,1358
1181,299
1182,1400
1183,1324
1184,502
1185,349
1186,485
1187,950
1188,0
1189,908
1190,1448
1191,1619
1192,1254
1193,1169
1194,1162
1195,1193
1196,1505
1197,1740
1198,1722
1199,1919
1200,2136
1201,2082
1202,1013
1203,655
1204,2327
1205,1972
1206,464
1207,257
1208,3799
1209,3056
1210,210
1211,357
1212,0
1213,402
1214,1836
1215,1130
1216,1161
1217,882
1218,387
1219,292
1220,67
1221,1224
1222,149
1223,35
1224,0
1225,1424
1226,1611
1227,1547
1228,1263
1229,1184
1230,1339
1231,1671
1232,1794
1233,1798
1234,1914
1235,2009
1236,1858
1237,1960
1238,161
1239,1403
1240,618
1241,375
1242,25
1243,1689
1244,7232
1245,7665
1246,3431
1247,298
1248,406
1249,3723
1250,6485
1251,2611
1252,1182
1253,256
1254,1068
1255,849
1256,1766
1257,1722
1258,439
1259,3621
1260,1590
1261,1911
1262,1819
1263,1309
1264,1199
1265,1206
1266,1732
1267,1642
1268,1689
1269,1364
1270,1649
1271,1902
1272,2230
1273,545
1274,0
1275,0
1276,238
1277,147
1278,667
1279,1198
1280,4507
1281,11879
1282,7958
1283,8155
1284,9702
1285,8990
1286,8379
1287,4909
1288,2146
1289,5219
1290,1521
1291,273
1292,247
1293,40
1294,1938
1295,2322
1296,2251
1297,1928
1298,1621
1299,974
1300,1332
1301,1986
1302,1723
1303,1920
1304,1903
1305,3115
1306,4575
1307,4560
1308,466
1309,0
1310,183
1311,542
1312,59
1313,2239
1314,1050
1315,541
1316,6274
1317,11958
1318,16885
1319,15629
1320,14143
1321,13221
1322,13040
1323,10495
1324,7027
1325,1409
1326,448
1327,198
1328,32
1329,1411
1330,1992
1331,1821
1332,2013
1333,1400
1334,1187
1335,2821
1336,3452
1337,1889
1338,1887
1339,2938
1340,4101
1341,3735
1342,2350
1343,42
1344,0
1345,0
1346,0
1347,1054
1348,816
1349,1481
1350,0
1351,3997
1352,7386
1353,15548
1354,17500
1355,17966
1356,14450
1357,17990
1358,17680
1359,8112
1360,6832
1361,2869
1362,1741
1363,2028
1364,1354
1365,2188
1366,1792
1367,1679
1368,1552
1369,1463
1370,2222
1371,1901
1372,1767
1373,2092
1374,2580
1375,1898
1376,299
1377,0
1378,0
1379,0
1380,2128
1381,180
1382,2421
1383,656
1384,1033
1385,1160
1386,933
1387,2786
1388,4313
1389,8782
1390,15075
1391,16106
1392,14438
1393,9244
1394,8010
1395,10954
1396,7667
1397,2920
1398,682
1399,1632
1400,2340
1401,1921
1402,1809
1403,2119
1404,1439
1405,1868
1406,1864
1407,1043
1408,751
1409,476
1410,234
1411,308
1412,0
1413,0
1414,0
1415,2486
1416,412
1417,0
1418,1165
1419,4102
1420,8719
1421,9992
1422,11518
1423,7865
1424,10571
1425,16864
1426,17321
1427,14959
1428,3105
1429,3940
1430,15550
1431,11893
1432,1413
1433,203
1434,5276
1435,908
1436,2360
1437,2294
1438,2477
1439,2840
1440,3254
1441,1779
1442,215
1443,1090
1444,768
1445,538
1446,27
1447,275
1448,0
1449,0
1450,0
1451,85
1452,139
1453,2999
1454,8721
1455,12622
1456,15218
1457,12990
1458,7793
1459,11647
1460,16670
1461,12059
1462,14822
1463,2405
1464,1188
1465,12071
1466,15556
1467,5603
1468,4802
1469,6039
1470,3986
1471,4005
1472,4694
1473,4408
1474,5168
1475,986
1476,1367
1477,1092
1478,103
1479,3996
1480,1494
1481,2361
1482,1992
1483,0
1484,49
1485,818
1486,921
1487,1794
1488,6906
1489,6337
1490,6700
1491,13340
1492,10954
1493,11331
1494,16782
1495,16670
1496,12323
1497,13291
1498,6620
1499,4920
1500,8458
1501,2094
1502,1696
1503,21159
1504,7640
1505,4000
1506,2777
1507,5540
1508,7219
1509,8780
1510,7276
1511,4567
1512,2797
1513,3754
1514,2329
1515,2305
1516,928
1517,3466
1518,943
1519,3356
1520,5115
1521,1518
1522,619
1523,2796
1524,3923
1525,4822
1526,10129
1527,10217
1528,9184
1529,10989
1530,12301
1531,7660
1532,9059
1533,13105
1534,12417
1535,15466
1536,4188
1537,0
1538,6535
1539,8700
1540,1175
1541,483
1542,1880
1543,6403
1544,9380
1545,3506
1546,1109
1547,546
1548,936
1549,706
1550,251
1551,0
1552,1413
1553,507
1554,1099
1555,2736
1556,1326
1557,2233
1558,150
1559,1817
1560,2000
1561,8271
1562,6321
1563,6524
1564,9761
1565,14439
1566,12794
1567,14333
1568,13427
1569,13137
1570,6808
1571,15623
1572,9540
1573,6141
1574,3734
1575,1172
1576,1815
1577,740
1578,1982
1579,3038
1580,1667
1581,487
1582,16
1583,534
1584,724
1585,625
1586,0
1587,300
1588,286
1589,2471
1590,1662
1591,1307
1592,608
1593,152
1594,134
1595,606
1596,7994
1597,5374
1598,10276
1599,5484
1600,12759
1601,16397
1602,16313
1603,17312
1604,18328
1605,9938
1606,12790
1607,18476
1608,9751
1609,3328
1610,737
1611,1212
1612,823
1613,3207
1614,1809
1615,687
1616,672
1617,50
1618,190
1619,645
1620,2016
1621,0
1622,0
1623,899
1624,1492
1625,2177
1626,4056
1627,1347
1628,118
1629,375
1630,3951
1631,7755
1632,10033
1633,3454
1634,7953
1635,11634
1636,14876
1637,14740
1638,19122
1639,14930
1640,9888
1641,9610
1642,9059
1643,10111
1644,7984
1645,0
1646,207
1647,748
1648,685
1649,866
1650,350
1651,0
1652,937
1653,125
1654,945
1655,1049
1656,403
1657,362
1658,2177
1659,2599
1660,1213
1661,1016
1662,2823
1663,4382
1664,3998
1665,5255
1666,4215
1667,14148
1668,9688
1669,5663
1670,2385
1671,8693
1672,11929
1673,16618
1674,10187
1675,2232
1676,7578
1677,15014
1678,9212
1679,9251
1680,67
1681,0
1682,23
1683,520
1684,748
1685,0
1686,992
1687,805
1688,770
1689,221
1690,737
1691,4292
1692,344
1693,93
1694,0
1695,0
1696,0
1697,180
1698,178
1699,53
1700,3674
1701,4428
1702,3930
1703,3294
1704,1195
1705,333
1706,0
1707,5211
1708,4851
1709,86
1710,123
1711,6733
1712,8730
1713,14596
1714,10355
1715,581
1716,42
1717,894
1718,262
1719,862
1720,356
1721,576
1722,789
1723,1029
1724,2620
1725,2949
1726,192
1727,0
1728,0
1729,0
1730,0
1731,0
1732,353
1733,424
1734,0
1735,701
1736,417
1737,0
1738,689
1739,146
1740,1859
1741,4135
1742,16253
1743,7255
1744,1694
1745,0
1746,1128
1747,599
1748,7827
1749,22199
1750,185
1751,1134
1752,478
1753,40
1754,1621
1755,318
1756,992
1757,0
1758,0
1759,0
1760,0
1761,0
1762,0
1763,0
1764,0
1765,0
1766,0
1767,0
1768,0
1769,0
1770,0
1771,402
1772,1473
1773,4155
1774,3372
1775,326
1776,7790
1777,17202
1778,11313
1779,9917
1780,105
1781,252
1782,5497
1783,6200
1784,10691
1785,153
1786,148
1787,2655
1788,1865
1789,758
1790,0
1791,1005
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,441
1805,1014
1806,0
1807,6033
1808,11546
1809,13887
1810,8494
1811,8332
1812,9251
1813,7489
1814,17111
1815,1336
1816,2779
1817,13348
1818,17366
1819,3723
1820,949
1821,2082
1822,3263
1823,356
1824,27
1825,24
1826,301
1827,976
1828,0
1829,0
1830,0
1831,0
1832,0
1833,0
1834,365
1835,0
1836,0
1837,0
1838,0
1839,183
1840,1002
1841,787
1842,6360
1843,8607
1844,2058
1845,4054
1846,17604
1847,16027
1848,13519
1849,17463
1850,5141
1851,11528
1852,16917
1853,12078
1854,6619
1855,0
1856,0
1857,0
1858,0
1859,652
1860,0
1861,2047
1862,356
1863,1008
1864,606
1865,64
1866,23
1867,0
1868,365
1869,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,708
1876,2299
1877,133
1878,4531
1879,5296
1880,3107
1881,12446
1882,16015
1883,16560
1884,21005
1885,14680
1886,24077
1887,19558
1888,2136
1889,4806
1890,526
1891,1866
1892,0
1893,374
1894,16
1895,43
1896,514
1897,0
1898,312
1899,834
1900,70
1901,2411
1902,837
1903,59
1904,0
1905,326
1906,0
1907,1025
1908,267
1909,134
1910,1862
1911,73
1912,929
1913,13018
1914,9277
1915,7758
1916,12974
1917,15115
1918,14123
1919,13031
1920,22940
1921,14298
1922,10002
1923,1414
1924,8140
1925,803
1926,1394
1927,0
1928,320
1929,502
1930,543
1931,107
1932,0
1933,702
1934,0
1935,0
1936,507
1937,1562
1938,375
1939,0
1940,662
1941,0
1942,0
1943,0
1944,0
1945,772
1946,103
1947,7564
1948,5733
1949,10836
1950,19840
1951,20809
1952,16568
1953,17156
1954,25727
1955,21677
1956,13613
1957,14242
1958,8830
1959,26404
1960,1096
1961,0
1962,0
1963,0
1964,0
1965,368
1966,872
1967,277
1968,893
1969,0
1970,123
1971,0
1972,34
1973,3156
1974,2421
1975,150
1976,86
1977,0
1978,0
1979,82
1980,1400
1981,94
1982,6272
1983,7218
1984,6244
1985,9072
1986,10956
1987,12809
1988,11968
1989,13230
1990,13531
1991,8470
1992,20664
1993,22249
1994,24238
1995,2497
1996,477
1997,0
1998,0
1999,0
2000,346
2001,700
2002,0
2003,42
2004,44
2005,971
2006,248
2007,650
2008,176
2009,691
2010,66
2011,131
2012,2070
2013,0
2014,0
2015,277
2016,31
2017,1672
2018,7263
2019,6168
2020,7407
2021,7728
2022,8708
2023,6519
2024,10105
2025,16801
2026,23574
2027,25507
2028,28086
2029,34877
2030,886
2031,78
2032,230
2033,0
2034,0
2035,360
2036,70
2037,935
2038,2474
2039,253
2040,205
2041,262
2042,0
2043,110
2044,0
2045,404
2046,477
2047,771
2048,1731
2049,556
2050,355
2051,0
2052,3349
2053,611
2054,450
2055,1678
2056,962
2057,2374
2058,2677
2059,12602
2060,20671
2061,18241
2062,32725
2063,31710
2064,32310
2065,705
2066,0
2067,0
2068,0
2069,0
2070,890
2071,652
2072,1608
2073,73
2074,2069
2075,113
2076,209
2077,139
2078,22
2079,0
2080,19
2081,913
2082,74
2083,5178
2084,5326
2085,1593
2086,664
2087,3424
2088,6901
2089,320
2090,127
2091,0
2092,0
2093,7372
2094,17095
2095,23226
2096,26225
2097,27409
2098,29629
2099,23635
2100,469
2101,0
2102,0
2103,590
2104,0
2105,1258
2106,966
2107,1091
2108,1172
2109,2122
2110,2289
2111,1692
2112,1896
2113,63
2114,43
2115,52
2116,56
2117,569
2118,731
2119,4654
2120,1251
2121,847
2122,60
2123,2729
2124,0
2125,0
2126,0
2127,0
2128,7284
2129,22047
2130,24959
2131,30143
2132,26364
2133,33072
2134,30732
