Grid_Number,Del_num_Utilities
0,2.72140624168599
1,2.411612547597617
2,1.459091418333403
3,0.3615596184237333
4,0.05105346230969357
5,1.126272252958538
6,2.2376850229208913
7,3.3494539372966337
8,4.461312748125541
9,3.5691760222731963
10,2.8541995599524497
11,2.397493825434007
12,2.4129567731457695
13,2.893027197635578
14,3.0859472174844726
15,2.8049613820590085
16,2.9471017396459622
17,3.4606171640396415
18,4.211792472511784
19,5.096605016107068
20,5.895742763246462
21,5.16568920990123
22,4.591488787817229
23,4.236986612731145
24,4.15875027102187
25,4.371637458599937
26,4.837363570643876
27,5.491977836099179
28,4.721014328112523
29,4.056441136926277
30,3.096832473279234
31,2.0671012498913304
32,1.0259740498056422
33,0.5524493293762563
34,1.425005301486053
35,2.4957849054114885
36,2.2495286871124
37,1.1446424180405192
38,0.18137132587569413
39,1.1083533697156525
40,2.2128852586852426
41,2.695605231298642
42,1.6809073117652116
43,0.9259986747119837
44,1.0679034781049552
45,1.8584980375181102
46,2.870622649578138
47,3.936978049340089
48,5.023144458365665
49,1.9119012891076401
50,1.4371999835990246
51,1.7171439506593955
52,1.1458865263981233
53,1.0271007308501081
54,1.5233906715324126
55,2.4615776822579147
56,3.5029805244027914
57,3.6576946094251515
58,2.7990675281091524
59,2.1279912457481918
60,1.4595243349031775
61,1.4849034079522796
62,2.180029192992832
63,2.238248737700777
64,1.8316451993640148
65,2.042780736097835
66,2.732003735370183
67,3.6369764859379976
68,4.632948713653134
69,5.254393979163661
70,4.4197171118240455
71,3.7325600794153804
72,3.2867875322208566
73,3.185404519853212
74,3.458828380515572
75,4.031506878853012
76,4.744925039512825
77,4.053373990169813
78,3.2553246789148607
79,2.690222860649516
80,1.8340827907527617
81,0.722305176737144
82,0.3904512717821038
83,1.41174893794562
84,2.4295920210993316
85,2.5223129869232617
86,1.6160956032760319
87,1.1551318145828615
88,1.5905207745903502
89,2.4895874105868425
90,2.5551162584266254
91,1.4449400575466724
92,0.34633334778575037
93,0.484910818285919
94,1.5965032562667072
95,2.7083886602806926
96,3.8203112393221645
97,4.932245851307475
98,1.3482394244286127
99,0.4775984615611693
100,1.0541884905296202
101,2.09940985092691
102,2.0047685495107723
103,2.2988257615875463
104,3.0038250761076255
105,3.9031003771679242
106,3.2224079832379204
107,2.200055935175455
108,1.3302034977963129
109,0.6493517360384263
110,0.7046605986106603
111,1.7447916152500769
112,1.5506266205923385
113,0.8659428676976147
114,1.2522513771326331
115,2.204375716780658
116,3.2187054282286724
117,4.24833848144275
118,4.728940766494262
119,3.7800295727072495
120,2.947410492649365
121,2.357688677058943
122,2.214277631147033
123,2.592338172726749
124,3.3181728737163456
125,3.993986468621587
126,3.3202907671850594
127,2.577206015845054
128,1.8117751211355706
129,1.547879073173201
130,1.2296102842197476
131,1.068912599132762
132,1.6008393382988
133,1.4748366352362938
134,2.0640886403711516
135,1.3170865286287468
136,1.1864592677896617
137,1.8850773409756578
138,2.8587077300595034
139,1.8737553522508315
140,0.9519287553517619
141,0.8799090419048883
142,1.1078095868554678
143,1.8817095553843683
144,2.6972518058321038
145,3.084735426044064
146,3.7721187934654647
147,1.375936395270393
148,0.550948804594982
149,1.0893808073327853
150,1.9588222851114998
151,2.6465369853612577
152,3.1874961018602326
153,3.7280069001408953
154,3.8174335136864044
155,2.9989947305467712
156,1.9378902888690868
157,0.8274761690488943
158,0.2947493701452707
159,0.8349764582238229
160,1.5240072050440177
161,1.3065706108867827
162,0.22936240811709968
163,0.7956086498572656
164,1.837321919979031
165,2.931104380656346
166,4.0348303907016785
167,4.361474156894101
168,3.3088544416358783
169,2.312453442241055
170,1.489706830573759
171,1.2505495877852824
172,1.8388541034802555
173,2.7697936508316676
174,3.360443730501367
175,2.522980351925541
176,1.9776602123456009
177,1.109056076113269
178,0.5861758454180458
179,0.5282104739528882
180,1.2216335158883784
181,0.8575447279921491
182,0.5899274842564916
183,1.5599705930066237
184,0.7166206882873227
185,0.43200804627950756
186,1.5272783096489453
187,2.6365487782519987
188,1.7449086894572683
189,0.6632950675558523
190,0.5550465744377122
191,1.6275919003229375
192,1.8100990456708135
193,1.7448291242421308
194,2.298969568107158
195,3.1621125473297007
196,1.0370756615396637
197,1.3510548280369614
198,0.8153077190360114
199,1.1658781174526356
200,2.1275994037401698
201,3.188565349939903
202,3.188255379395597
203,2.846253503389804
204,2.7831777104052295
205,1.6739126154305946
206,0.5751096089813097
207,0.5765249538642506
208,0.30955256256525443
209,0.9479229291100643
210,1.6445840789039934
211,0.7082920776902079
212,0.8783853812526765
213,1.874648346923655
214,2.9546428391929633
215,3.924634988661838
216,4.055009817477753
217,3.0844094747754003
218,1.9780398633159502
219,0.8857561372686295
220,0.35965053817570514
221,1.3953477794328804
222,2.49749968620303
223,2.9216906280956576
224,1.8998387083215924
225,1.0748769389513932
226,1.0390995744309006
227,0.43970334634923525
228,0.44711935277664705
229,1.1888252285502525
230,0.8993925581674965
231,0.6492545032626619
232,1.5833566190292632
233,1.0918393905752612
234,0.9301257674173412
235,1.7352282154636867
236,2.7622024372579106
237,2.1157901131554384
238,1.3680951374720323
239,1.3189628953840782
240,1.909662525015779
241,0.970640649599637
242,0.8428154684609285
243,1.717962423662133
244,2.768630382765666
245,0.22165388172685863
246,0.8938962787131011
247,0.31510680169408295
248,0.891005514566164
249,1.9903144723858808
250,3.0986569530159014
251,2.367189260344151
252,1.881542815868398
253,1.9873811951447196
254,1.686447385827948
255,0.9963256399650193
256,0.9971118254481602
257,0.7619386503377631
258,1.1761120734273056
259,2.158423277053434
260,1.5962567300908697
261,1.6786078653623158
262,2.3580236379947523
263,3.049847145640935
264,2.9487805595207854
265,3.090207556250664
266,3.159717686285961
267,2.09352118623621
268,1.1201376651661377
269,0.774240371034655
270,1.5546865429616872
271,2.1682116243329057
272,2.349090187010705
273,1.6601814907744945
274,0.5497794054653555
275,0.2572779920262761
276,1.027766770558354
277,0.8852338041885026
278,1.713009508734351
279,1.6683101108806726
280,1.5478029655268994
281,2.116835305527082
282,1.9417572069895204
283,1.8555846956748254
284,2.3640707160570558
285,3.194890986243882
286,2.7940192402880024
287,2.280644694098106
288,2.251443796922027
289,1.791447442583559
290,0.7103930751673545
291,0.5223935717946714
292,1.585557979816306
293,2.026237367497205
294,0.9674576237080681
295,1.2983877110299082
296,1.2026514945170346
297,1.4631616025752407
298,2.303947796146714
299,2.7366138911864812
300,1.7184477025159937
301,0.9433619401709792
302,1.109955333965645
303,1.0556969032202739
304,0.41823081673082735
305,1.0008493408493724
306,0.4802240560803362
307,1.3748216674717315
308,2.45408158564709
309,2.0788023653526304
310,1.4988288171295872
311,1.6261668645878815
312,2.212830059910654
313,1.9733900746069917
314,2.135833241609637
315,2.645660707197165
316,2.5996170272372883
317,1.905166606996004
318,1.724579135849893
319,1.758875502218076
320,1.1992394062485967
321,1.5018553820223943
322,1.1118260834629674
323,1.1626825894627604
324,0.46511035641139453
325,0.9102720531407318
326,1.806492620282872
327,2.326787713167176
328,2.580394912360038
329,2.504097093370536
330,2.8905758630821867
331,2.872014725054626
332,2.8143938588389257
333,3.172699038554556
334,3.8319822247309325
335,3.6103508759519527
336,3.2293850915758266
337,3.1378970556999515
338,2.160733594282163
339,1.4014291669628796
340,1.3160927269135299
341,1.1948308781775334
342,1.1000951736781677
343,1.0588321453027025
344,0.6691381560418651
345,0.5995464204995308
346,1.6565108780829063
347,2.7383922982508944
348,2.5087135043027455
349,1.4761797930279634
350,0.3877424023288783
351,0.5753934090660225
352,1.137870241494274
353,0.5959468682526462
354,1.0325188084901
355,0.5662593712122466
356,1.4082095900524358
357,1.9455073459876329
358,1.5625584426299124
359,0.6056698999688626
360,0.8746116318435865
361,1.414820748981918
362,0.9998222955996272
363,1.2166788156408137
364,1.9794791202548723
365,2.352964402704148
366,2.644722589491155
367,2.421275055323524
368,1.3169557110688266
369,0.28113010816107864
370,0.9199314533688339
371,0.13635224253720088
372,0.5354789970641598
373,0.5096524128224702
374,1.0842836117380001
375,2.136459374038229
376,3.129702985355911
377,2.7842943265581703
378,2.348068468117414
379,2.397377400304017
380,2.9076233426060485
381,3.6924234372439892
382,3.592789780265183
383,3.535158772684242
384,3.8156806446946425
385,4.1898028372555585
386,3.633623407870271
