Grid_Number,Hyd_num_Education
0,0.8649472248385667
1,1.1810059650014098
2,0.6289937222317958
3,0.6811074005928718
4,0.3371890620397358
5,0.49021701902854237
6,0.19330235571732238
7,0.1907716181487751
8,0.5969148483160052
9,0.3892973048031755
10,0.2772959247836728
11,0.28022579193624814
12,0.21607183894598495
13,0.4449272901981536
14,0.37767223710990067
15,0.07071934909005238
16,0.06979410564395284
17,0.07708837799541718
18,0.2958087348609007
19,0.3565786146016843
20,0.8317280924781705
21,0.34165570426361724
22,0.5426131006527584
23,0.005554392325529392
24,0.17823152290019736
25,0.28702457234414663
26,0.1201259608388315
27,0.3795679327418763
28,0.43368545356654237
29,0.31335819198892195
30,0.3170334833535515
31,0.1255493046288794
32,0.45587865729551696
33,0.11468369686928337
34,0.22439739148630097
35,0.06382599838753888
36,0.2786908495777972
37,0.3269212766283111
38,1.3268153056612153
39,0.7995055177444788
40,0.20568536514711466
41,0.14732043687367172
42,0.09065451357391273
43,0.23897379772239655
44,0.16320362486084294
45,0.5426128933081144
46,0.05359278454134952
47,0.039754532373384534
48,0.30434041907196774
49,0.3940010183326141
50,0.049517984133299414
51,0.29099655632870713
52,0.03923458049941765
53,0.41985724919578804
54,0.1287939858106013
55,0.5234370658068063
56,1.263030625313994
57,0.4554464430326613
58,0.5683331222164333
59,0.1407547799296227
60,0.0449307348226078
61,0.4736046494605615
62,0.10757251071612764
63,0.23177199288474915
64,0.08781338718609588
65,0.13586963165996438
66,0.11719016801451329
67,0.3155402020824544
68,0.0653696889497637
69,0.11419121395356902
70,0.46140260050171106
71,0.14922879140061193
72,0.20993516398709425
73,0.07592536874286525
74,0.12011860585041463
75,0.2037238000896542
76,0.6882809715601419
77,0.1320295291718303
78,0.39420158123107185
79,0.29796885690429925
80,0.07470700046599113
81,0.07888526338205543
82,0.372746218930261
83,0.03935763967697255
84,0.30795290958528376
85,0.16486014813956495
86,0.05653463927591001
87,0.2265530312618225
88,0.20916643564474074
89,0.4053276346098858
90,0.17797647195220623
91,0.24891986090176532
92,0.09466730007532431
93,0.48811543887923814
94,0.06032833337286091
95,0.051072796745016774
96,0.34379520322471396
97,0.21498187480005268
98,0.05600621274537512
99,0.2730802007925776
100,0.3564095740871048
101,0.016785816572342863
102,0.138499408737423
103,0.28960008258157227
104,0.22311981391092925
105,0.15579048087110903
106,0.23503914284275274
107,0.2546908177249356
108,0.1983081107525237
109,0.04258875571589665
110,0.2077782175446822
111,0.11617355475597654
112,0.3083888443922126
113,0.6218112638758186
114,0.17151943661334718
115,0.12384453591385947
116,0.13011756033167757
117,0.3223134284845829
118,0.08776496330769373
119,0.393708701070961
120,0.12449350076690383
121,0.35851031121441695
122,0.18531104118281727
123,0.29418414304443424
124,0.1291275629857218
125,0.04298557384204429
126,0.10580834848668445
127,0.20556552427986535
128,0.10569910732363882
129,0.12365789444686419
130,0.05085634276868105
131,0.27600084706758554
132,0.8415258580823111
133,0.7372137116858211
134,0.15784992902241776
135,0.11816646713927162
136,0.10184567416805064
137,0.249105703044626
138,0.10323006043551503
139,0.05150634730961421
140,0.42607509705695157
141,0.09919427837130362
142,0.05632608747134229
143,0.1678638167010414
144,0.065235949970495
145,0.15148487096107968
146,0.03660913076816436
147,0.1893982209324991
148,0.25962940580814187
149,0.33052776031781433
150,0.04212427641372056
151,0.3405054872638179
152,0.19595369716363564
153,0.20405167336393798
154,0.07808357667834051
155,0.30436559461448837
156,0.22055796145399933
157,0.17014896398242715
158,0.026831049126368356
159,0.08539467183006887
160,0.34389295521377206
161,0.13552787290067775
162,0.1766672234431435
163,0.14502072887146183
164,0.17151404267002468
165,0.3760222736766435
166,0.5008291692183147
167,0.10652533325396082
168,0.7295124345654206
169,0.061836226109901346
170,0.5777188016070948
171,0.28402864094836217
172,0.15469010123132704
173,0.298280705413545
174,0.34634842238993585
175,0.1994008456323925
176,0.0909726687417182
177,0.13994977817527657
178,0.13791478785124725
179,0.07188181490543197
180,0.22175903551130552
181,0.01524478381368682
182,0.17749595289000897
183,0.41200444272125564
184,0.5006958146418349
185,0.26989030408436965
186,0.1566471319809722
187,0.23072703383525728
188,0.1034485870970874
189,0.11784988648659227
190,0.09327430886442076
191,0.24989802688034984
192,0.03820473003839156
193,0.2788320922779772
194,0.16376598949745957
195,0.36673711394023956
196,0.20941676679432886
197,0.09649566713325511
198,0.20794934859092365
199,0.11202613288634239
200,0.08993086286738557
201,0.2184808052239823
202,0.25506643306416854
203,0.48135714570524907
204,0.1506429233001926
205,0.168075803752868
206,0.1955029733897973
207,0.16562383020754518
208,0.23063173894420064
209,0.24135248679383067
210,0.3993850404073077
211,0.10278561696993306
212,0.11635507113619255
213,0.3017957720877265
214,0.13996089055041763
215,0.12468727117824034
216,0.37863400423055926
217,0.1286873379249394
218,0.11128340556071505
219,0.06415559629527347
220,0.13886603148123056
221,0.16295083184557552
222,0.19225622223714195
223,0.12119513609428838
224,0.24243577440527203
225,0.28782463933597796
226,0.08561113814209896
227,0.27802256217339744
228,0.3184716377082679
229,0.10922663565542444
