Grid_Number,Kol_num_Education
0,0.22907137463699845
1,0.11433785232787616
2,0.18836663182801075
3,0.08715871863418446
4,0.1756277589578993
5,0.155401773041645
6,0.5226081747862221
7,0.11646854838139116
8,0.17464877087369743
9,0.17503790623883364
10,0.09110060097227295
11,0.12283484866789078
12,0.18857026543679853
13,0.5390055770837575
14,0.6390389831314908
15,0.12058846763015726
16,0.06738587551271114
17,0.17447900733532054
18,0.22648175869476928
19,0.0210391437687358
20,0.29973590656856247
21,0.09502309978364486
22,0.1576798798978282
23,0.13723949458521215
24,0.17966007980063473
25,0.11535218994480989
26,0.28905947254875314
27,0.18212997238064452
28,0.24763899170257112
29,0.48168290196494534
30,0.1312494414302523
31,0.23274669349700255
32,0.2728643144948093
33,0.05540297435431095
34,0.3420389582632107
35,0.07924390402821734
36,0.17729491384368393
37,0.17142625528092628
38,0.06457424790917943
39,0.12167442746639721
40,0.16416228214359557
41,0.19056551315698828
42,0.0350287342406756
43,0.05327012892068045
44,0.21865309941957797
45,0.20310989877758376
46,0.34163137137625266
47,0.28017467621287334
48,0.07819635806418422
49,0.30821028901174746
50,0.036820363791633504
51,0.035077601755386906
52,0.21415753621878442
53,0.029589444736143788
54,0.15250523919591347
55,0.5990181419214403
56,0.18737750025331956
57,0.23250955349480354
58,0.33228638699596574
59,0.40198043090078933
60,0.14956520354570477
61,0.5221481291945559
62,0.11061551091559098
63,0.05298170439423481
64,0.34541701122287766
65,0.19751182667920067
66,0.21718436624517215
67,0.10275465859623228
68,0.017002780751350626
69,0.21718868113354478
70,0.27332218434443556
71,0.11375980687554212
72,0.06936631353580257
73,0.19865652038830062
74,0.06907001488385946
75,0.28469468017874583
76,0.5540487065333735
77,0.044817390635789364
78,0.05348629391005257
79,0.11833612932623677
80,0.1467772209076951
81,0.2009312402185894
82,0.1645331837409256
83,0.3322168290334647
84,0.22497055753914097
85,0.08739895123630165
86,0.25972938208101404
87,0.4734890579672076
88,0.2761992843437448
89,0.5086462773282526
90,0.28803280887262217
91,0.4920027152310763
92,0.07814710113504736
93,0.11511856831722109
94,0.19535106457293117
95,0.0895768105551769
96,0.30293650154814833
97,0.15800784685704572
98,0.2779642013770441
99,0.13319730222184975
100,0.10359187241180998
101,0.20238688345378147
102,0.036019168048760375
103,0.27667481047220316
104,0.25805542526524056
105,0.4089057099243383
106,0.4744404970670874
107,0.19299801547356765
108,0.16518545656362155
109,0.21722354698926022
110,0.17884148452256662
111,0.021219974994268725
112,0.3652267643212104
113,0.12322547943192617
114,0.06557811796597189
115,0.08006966934160976
116,0.11545462042749913
117,0.15524900964308375
118,0.10094303279012184
119,0.12089594842514347
120,0.18520416018408195
121,0.357608033317412
122,0.1889271180156905
123,0.3191654997270893
124,0.08746054970867843
125,0.06270610189201424
126,0.20464439157855382
127,0.06460343939731249
128,0.12356445313363484
129,0.07068703187710901
130,0.01682963723921122
131,0.12736546774640753
132,0.06894087793609256
133,0.1740679861437457
134,0.10205549919411605
135,0.09940240708421094
136,0.1012557683849728
137,0.26258640434629243
138,0.8353976753417288
139,0.5463508553210702
140,0.16373522456060302
141,0.28790982217374145
142,0.38854602521703224
143,0.39437527082898466
144,0.20765027446349438
145,0.05832457052872803
146,0.29768231655358374
147,0.07378354894076401
148,0.20923822195545871
149,0.1885294486692494
150,0.22906201668124246
151,0.25984382581955506
152,0.17009704082805235
153,0.23944456305756667
154,0.27908761504814616
155,0.332553782075821
156,0.16695246245968048
157,0.2505724988217517
158,0.1279749570885522
159,0.12052217709192511
160,0.26872096886520697
161,0.27728671942395805
162,0.3788323858949605
163,0.23641570149972296
164,0.16776627779542327
165,0.030502325141879404
166,0.2748126111280799
167,0.12355559378517098
168,0.20965960062308936
169,0.10764537525425413
170,0.0790167617500719
171,0.03522134401147067
172,0.18679134014444557
173,0.811319885649381
174,0.14123680831591287
175,0.1718280384226179
176,0.21350706443720058
177,0.42137852652417696
178,0.15970449905804351
179,0.37039341885220467
180,0.5189742934854464
181,0.3036215966600191
182,0.17217391119573747
183,0.2454040010567177
184,0.24828622967271474
185,0.5324546497119995
186,0.13872655723726984
187,0.5032428850857881
188,0.029464997065269123
189,0.1859285997537792
190,0.08289462896823291
191,0.10495345932593594
192,0.10934266169269995
193,0.2180952818032085
194,0.2399288881562778
195,0.11142619684282232
