Grid_Number,Gur_num_Education
0,0.10832771924463279
1,0.6653497265844786
2,0.5588857739330606
3,0.80400445895802
4,0.9787504144968694
5,1.0284884234510143
6,0.7796221039703928
7,1.334134603288351
8,1.148755285983637
9,0.17996449975631687
10,0.49655794600572906
11,0.9817107536205092
12,1.3220278445610945
13,1.1456101273338684
14,1.1970595313464496
15,0.6545307931584007
16,1.2615881853879123
17,0.2275430744200655
18,0.1529224958382903
19,0.38162944039837793
20,1.4208025450871502
21,2.00401134771447
22,0.912965486086657
23,0.35187045446423576
24,0.3426865500398867
25,0.9192083659513074
26,1.95361026209931
27,1.6009233143310988
28,1.9447828029907641
29,2.28697872530156
30,1.2796340499388932
31,0.494271333849904
32,1.1506551779774754
33,0.9242900293686773
34,0.3854519120969029
35,0.22677362078908478
36,0.9328067781370565
37,1.4231300205045527
38,0.5657808829378297
39,0.6098248418526341
40,0.5103388308294001
41,0.2023548052204363
42,0.9432217923343175
43,1.265060067681636
44,0.643963889115586
45,0.23567500536901625
46,1.2970972395221123
47,0.7595041411949716
48,0.3763265276474867
49,0.7792020931073111
50,0.30329342044642216
51,1.105313972779205
52,0.21663774846365014
53,0.3571356108046644
54,0.7802134616843392
55,1.5753501807392856
56,2.112670870139167
57,1.1317157109340652
58,0.6376722566666131
59,1.253840809062837
60,1.2317055558561976
61,1.0442992214538585
62,0.6235206627601867
63,1.2406740250152812
64,1.3996362308092976
65,1.2791042102382586
66,0.4928981222120912
67,1.063044788371713
68,0.06775090317557787
69,1.0235072382029717
70,0.08808473201941776
71,0.90931253076638
72,1.1374349984748802
73,1.2858086447007253
74,0.3452878718086529
75,0.7870847327891666
76,0.32717993506261306
77,0.790709794994538
78,0.5718627489335186
79,0.2997284819512456
80,1.0345593453236963
81,1.1255563146043803
82,1.1497718286451337
83,0.6161377107350358
84,0.47472085850851586
85,0.6180793579670009
86,0.5352275193702337
87,0.7640026296240622
88,0.8998403478088772
89,1.6979752614433588
90,1.7693931968403194
91,2.000718721385706
92,1.8703775059004009
93,1.6057051859453455
94,0.9873131444090522
95,0.2894556485211496
96,0.08056147172784274
97,0.06924523182611725
98,0.4218945336145698
99,0.5051208360277367
100,0.926397450096597
101,0.9060931558575765
102,1.0321247652140262
103,0.42986264756625076
104,0.3431960342819802
105,0.300892101042357
106,0.3728333006529458
107,0.3104826851912579
108,0.6407797629306566
109,0.4138677810203509
110,0.8832728000729785
111,0.7917980287851636
112,0.7987982926004253
113,0.5064884684659591
114,0.9135775820795015
115,0.26420913239262644
116,0.40342379033422754
117,0.5453291349958247
118,0.9902705562636336
119,0.6109778813925888
120,0.5577841595574263
121,0.9722231633062437
122,1.7420765273404424
123,1.834643872416543
124,1.277831368045595
125,0.7964166781204545
126,1.145812021336288
127,1.4810298468709975
128,1.6321640328284974
129,0.5202869555695179
130,0.24705331168659042
131,0.5510087163002304
132,0.5916634391139499
133,0.8526669455390392
134,0.6283042201435495
135,0.9356479919991172
136,0.19116218162785042
137,0.4820090910888497
138,0.6370078192897589
139,0.9772629545019144
140,0.23137203304451817
141,0.6218845702136333
142,0.19062422059627004
143,0.37713934665878057
144,0.3832328934515368
145,0.3597575892479859
146,0.19438719391322792
147,0.6406920830035555
148,0.42680003074008904
149,1.476692409794669
150,0.45406428361142503
151,0.7459705814879795
152,0.6180419407760587
153,0.5135151497794167
154,0.2713162687304937
155,0.23226646223685132
156,0.891566625291881
157,2.002173001366247
158,1.6950916419554822
159,0.7597311664804555
160,0.1370496696281306
161,0.7320700404993029
162,0.5058572350744402
163,1.1614631103315403
164,1.0939126727903283
165,0.7924542757815175
166,0.41573947818812196
167,0.8198738326593356
168,1.7850517639850145
169,1.0976919103246536
170,0.8425096779644403
171,0.8346217715447847
172,1.1437835583478524
173,1.1397665377730801
174,0.10442556263997918
175,0.06787376087790072
176,1.0405738642460431
177,0.16328771664788747
178,0.10552185606875429
179,0.48349990271385557
180,0.6203555557846565
181,0.497923624081346
182,0.382338299764185
183,0.8538244284647358
184,0.5358704534413329
185,0.07885437768580124
186,1.0671403779038875
187,0.25059702181932836
188,0.4894763292466775
189,0.4715557492561602
190,0.9302653992783863
191,1.2743205088266956
192,2.199459096964745
193,1.4005906190292203
194,0.28937456762312325
195,0.42179851727088713
196,0.8287283491288511
197,0.4804950522817134
198,1.150644546824423
199,1.9479216050774213
200,1.7625050134275189
