Grid_Number,Ban_num_Education
0,1.4417586048204853
1,1.1185386324217343
2,0.07820760511925981
3,0.7018200453222374
4,0.4969775766639405
5,0.7419379917882654
6,1.2778857815040645
7,1.283079558173108
8,2.0328444480362093
9,2.1866488136678246
10,1.0747001485228052
11,0.03728439958483122
12,0.6574406781769558
13,0.8898344312009909
14,1.1447896077998785
15,0.4298147434146135
16,1.2376592906704729
17,2.3133790576784707
18,3.41240489212868
19,3.659366687584097
20,2.9187602840874947
21,2.011792434132299
22,1.4311947118354191
23,1.4986026442449256
24,1.5710897097546461
25,0.7720900045712411
26,1.093976876388249
27,0.8003104746046028
28,0.8277184762869163
29,0.15068905000370142
30,1.19971265890055
31,0.3644421755687149
32,0.7629789536603749
33,1.8719823744544843
34,1.8027812218001888
35,0.8148240589810918
36,0.742104235810249
37,0.34118551418176973
38,0.7874514845360209
39,1.8964742202431035
40,1.605541032157117
41,0.5001799116980025
42,0.6288562827057699
43,0.853314993059206
44,0.6353823936921391
45,0.39648374106239564
46,0.19036714111129163
47,1.2601919520606824
48,1.2967292872988674
49,0.24046685989805064
50,0.4365804503075522
51,0.13425086990005886
52,0.13909948234835576
53,1.2306865453242002
54,2.230796350834226
55,2.85694212444278
56,2.3838187454425857
57,1.5832240588093365
58,1.342932364828074
59,0.5975974117053797
60,0.5519542113425872
61,0.62544793994122
62,0.4465232472457293
63,0.7633347449159308
64,0.5808925639526323
65,0.5542531394037264
66,0.5661711870261183
67,1.5635425370210303
68,1.8601309936024275
69,0.7927999658027672
70,0.45181065437100787
71,0.37439693344258956
72,0.5189843886240166
73,0.4248342863479418
74,0.6592927215080268
75,1.33480964561952
76,2.366776081712191
77,3.077024557643173
78,2.6089158544355833
79,2.493946726719598
80,1.4865374451646265
81,0.459212707509362
82,0.6445501955119557
83,1.4451172739090983
84,0.46495076415778164
85,0.9038013224147162
86,0.32447726720138953
87,0.750989731153531
88,1.2134992613757603
89,1.6997428037220126
90,1.0577266119600515
91,1.2522239298563707
92,2.119010683664176
93,1.801582654461473
94,0.8121689160837805
95,0.7391880491666081
96,0.6626825475102898
97,1.3715252617082243
98,1.66411717643826
99,1.3531298658388378
100,1.1013450309100359
101,0.7027432464898994
102,0.8351805014001873
103,1.040549188458495
104,0.16789757307276415
105,0.876816223993569
106,0.843383158259336
107,0.6542324590199503
108,0.8938149575481295
109,0.19345611680957628
110,0.37178990838501247
111,0.16918706297425595
112,0.9468237714108378
113,1.306433055612365
114,2.211914774722688
115,1.7001368829692334
116,0.9042378556516674
117,0.3385029796509673
118,0.24365668678131888
119,0.37609031936736537
120,0.46193940953450807
121,1.2372138849150358
122,1.6976162936092505
123,1.3331434617050375
124,0.8202381689769436
125,0.02105105986661209
126,1.106245294491865
127,1.0589017833032468
128,0.6933253525741927
129,0.841394819636658
130,1.084150347576247
131,1.2058278384340175
132,0.5006944099461422
133,0.7860731963968363
134,1.8595670432508244
135,2.2434750955994427
136,2.016965620680964
137,1.6039596558474705
138,1.4528253420815307
139,1.3513513137307605
140,0.850691140120048
141,0.6974876034989597
142,1.170504980137292
143,1.4784852317036241
144,1.669286514344422
145,1.0982574494093682
146,1.3133665995514354
147,1.3895055645184933
148,1.8363291726368427
149,2.110284631303763
150,1.9964007205813519
151,2.3881283838283975
152,2.364158550104951
153,1.7329366862563425
154,1.0068204480243432
155,0.29210061076932914
156,0.448688060267553
157,0.6569226284912307
158,0.6527146336645027
159,0.47993242777236944
160,0.08879030962826663
