Grid_Number,Che_num_Education
0,0.5066609291568288
1,0.46534462068219096
2,1.2226440144731718
3,1.3872675719936889
4,1.639142332886032
5,1.4319685027971598
6,0.6713797702379009
7,0.3672689056681155
8,0.6624991137975387
9,0.5157489065934246
10,0.5144698792198685
11,0.344339439672088
12,0.5400138267041193
13,0.3942663049848439
14,0.7196165538304804
15,0.5971907490730569
16,0.3614386842291572
17,0.4283560647656809
18,1.2025227206521087
19,0.07403880859550774
20,0.1469974153734508
21,0.39537770137498646
22,0.4215295775948659
23,0.8615443670927145
24,0.48328158184580394
25,0.05504304487014687
26,0.25684558925430884
27,0.16936118685509263
28,0.11768845979564371
29,0.37481379288347005
30,0.18584185105746578
31,0.41938399900750495
32,0.15570279793459418
33,0.25789801652510436
34,0.29278815754484183
35,0.2905586298560208
36,0.689172802710174
37,0.346607755523694
38,0.09188823417811469
39,0.18572533755983317
40,0.03750431515404279
41,0.25404531098788513
42,0.34102217661363193
43,0.6656007796043554
44,0.27719161220199284
45,0.11933390698907542
46,0.16065984971579148
47,0.07351138652912241
48,0.1463943485608814
49,0.2574909761818273
50,0.22055940756072476
51,0.013041607520474542
52,0.3206237502358298
53,0.2270803358791174
54,0.06425679425761018
55,0.31102021878763575
56,0.8119483372422953
57,0.5100926051049556
58,0.12705868477537471
59,0.18999732335085284
60,0.13621363542480489
61,0.29551834441432356
62,0.18686293810529864
63,0.2352601812552397
64,0.15857559149408446
65,0.31019586628025025
66,0.14433622248962766
67,0.10604129741229804
68,0.2587039914471965
69,0.2989716415581796
70,0.07915688346080109
71,0.13943057036473724
72,0.46927048112071174
73,0.2993865070284497
74,0.2641589887601918
75,0.41642032869271683
76,0.15064045566043727
77,0.030600396964735634
78,0.29118495936948147
79,0.0955775970665131
80,0.06809033657469855
81,0.18720454132789405
82,0.0933726617556591
83,0.07383287912219298
84,0.1570147632824542
85,0.14974377537075662
86,0.05186398365884255
87,0.046072026194948976
88,0.31773363436430674
89,0.09690600449890978
90,0.09052075309036076
91,0.3788629008194505
92,0.16273171277565088
93,0.22749010573302506
94,0.5870605585346691
95,0.34221534273583487
96,0.1067852527932178
97,0.05514649111302478
98,0.2723704697834874
99,0.027788253047751305
100,0.23511091962207836
101,0.29386473875228086
102,0.30045529076412764
103,0.13933870683168975
104,0.30061934308348337
105,0.15487777385819035
106,0.08914897733370851
107,0.1191383736507832
108,0.23603738149394615
109,0.18367733709861636
110,0.10744624786213253
111,0.03875334787176459
112,0.06182255560155425
113,0.5139904353159936
114,1.1109695196176477
115,0.4938900392694186
116,0.12499573581357032
117,0.24215480558585617
118,0.3139687997256739
119,0.468391029762822
120,0.2472756142081798
121,0.13308362406391858
122,0.12331656554528345
123,0.12911551127483256
124,0.2319481289210404
125,0.05032727395040592
126,0.08361931953754134
127,0.23769386520115718
128,0.1346639398948772
129,0.23709634276508262
130,0.1933430987631699
131,0.25913210906322226
132,0.4629501765332337
133,0.1775913331591649
134,0.23238650873030825
135,0.16491569572013276
136,0.30316184828531983
137,0.17920974822026794
138,0.4811813339823004
139,0.3327637499611687
140,0.2155137184931079
141,0.06905729994298224
142,0.18092157356344807
143,0.09174082744706243
