Grid_Number,Che_num_Education
144,0.06257529842361986
145,0.06581412071911412
146,0.0787675406120657
147,0.10315742354569485
148,0.14242714737449486
149,0.08917813605841414
150,0.5298201289770478
151,0.3524448259031637
152,0.17521610670188392
153,0.1464149984178286
154,0.12855477293562959
155,0.13808898248937104
156,0.12990056405446593
157,0.08625945448935511
158,0.10234361056051816
159,0.2482018830814546
160,0.3411294307932809
161,0.1279543086669576
162,0.2274165714563691
163,0.07815257607967269
164,0.3099813580252303
165,0.0802055261859633
166,0.13425583453388673
167,0.039360076373113534
168,0.12175374910807629
169,0.44881157255931103
170,0.45154548797561084
171,0.09319469554956242
172,0.16187548883565878
173,0.1801691678621574
174,0.1813557722663617
175,0.26306468310839437
176,0.17636587291055905
177,0.3095934762036824
178,0.438775180452816
179,0.12367278955047277
180,0.4366214794976138
181,0.13710738888430543
182,0.12655558226580688
183,0.2385735407003252
184,0.13664859167964027
185,0.0887869006002186
186,0.2955940617053842
187,0.1899127040441282
188,0.1343483629493995
189,0.6019552234582787
190,0.30794770590599707
191,0.30853312013778844
192,0.352019514873534
193,0.1753084542419056
194,0.03516917591965565
195,0.2183535275571203
196,0.37009959491709166
197,0.08445981749613657
198,0.031814969380898214
199,0.06445093385952473
200,0.13662874514016468
201,0.1561587167441217
202,0.31141287531264517
203,0.14725916810227432
204,0.1644731678584006
205,0.2648486538730962
206,0.11413416333157433
207,0.16071643678716702
208,0.7594534624961996
209,1.3864545734963512
210,1.276073668440441
211,1.230261139602064
212,1.0313758801103403
213,0.46655226243066505
214,0.27515073418446695
215,0.5202957258720264
216,0.1496194765572757
217,0.09885451740734953
218,0.0850171772348228
219,0.08060043565772586
220,0.07513904856586583
221,0.313999766444393
222,0.06984901459025976
223,0.24786790278075518
224,0.41216046905418374
225,0.2550853759896129
226,0.045954881879135025
227,0.5258191062440576
228,2.4694642283898873
229,2.3449537191417855
230,2.2915800759142924
231,1.8265999242375002
232,1.540534097883555
233,1.1604137127952217
234,0.934950169924144
235,0.859034028068559
236,0.6716711272638884
237,0.5267617408330936
238,0.5938248725815725
239,0.31334169103370363
240,0.46816724867262954
241,0.1529321409910376
242,0.16062737671072955
243,0.27845376142407635
244,0.18899865886749365
245,0.4085876373375563
246,0.7594343240086642
247,3.5104546427559136
248,3.4231075757753864
249,3.3208579474670072
250,2.82083920252607
251,2.622333471929895
252,2.1954580349042825
253,1.9557509974463223
254,1.686112165763881
255,1.1134378591506355
256,1.4523690352373695
257,1.5037265255455312
258,1.235061480650736
259,1.3266990139793555
260,0.4374237638657851
261,0.15062090059641572
262,0.17688659407055504
263,0.04624583586203071
264,0.024884721002783928
265,1.0544148276718255
266,4.5706571794263775
267,4.503880170361559
268,4.261465803171654
269,3.86338397894901
270,3.5946494476196555
271,3.2620707478781776
272,2.3888785246721453
273,1.276987417840444
274,0.1658778686166855
275,0.947204524673418
276,2.059062820342905
277,2.3019646735067183
278,1.955447555641402
279,1.501632686172065
280,1.213048661012665
281,1.0824554130215647
282,0.9068062506243368
283,1.024296998750451
284,1.5024916290497665
