Grid_Number,n_Connectivity
0,8.803631357955421
1,8.075989429007258
2,7.443933566796864
3,6.93365344930919
4,6.57356941715346
5,6.3891267891582375
6,6.061678975709271
7,4.973120174503372
8,3.8977889697072574
9,2.850693907019159
10,1.8796316041938945
11,1.1884597175657061
12,0.45938136999623574
13,1.1622242575578627
14,2.2278603063617997
15,3.323976564676785
16,4.427995166938189
17,3.83676752672814
18,2.744387921618298
19,1.6779175812109433
20,0.756314808261559
21,0.8952536533850678
22,1.7492964772495672
23,1.639291511330845
24,0.7058751692575842
25,0.5222375595526542
26,1.4449750905787482
27,0.46291632914833863
28,0.6850130319248995
29,1.7880314655852618
30,1.365476179596287
31,1.1375357212513895
32,1.7878233008440914
33,2.149577530354689
34,2.174129973996314
35,2.702935623051336
36,2.361432999280137
37,1.28959393303848
38,0.47180668935354897
39,1.1202735960718118
40,1.4989527973131784
41,1.2233900500865182
42,1.1085261161783055
43,1.7387164027782944
44,0.6472725432084981
45,0.13094385207348072
46,1.013075092005629
47,0.777744439638838
48,0.8075302533373693
49,1.781063205656055
50,1.565645381523437
51,1.5463307069881698
52,1.0252081461395788
53,1.1169186708348893
54,0.013983733049614038
55,1.1071341899762634
56,2.219044620266465
57,2.9550669603670694
58,3.096492822455147
59,8.053728895680058
60,7.251256795905425
61,6.5400124534031505
62,5.952786107077919
63,5.529233559727891
64,5.308676563407529
65,5.316439760513848
66,4.845471202797728
67,3.733560657708211
68,2.621682958464783
69,1.509910668514733
70,0.3991256210219324
71,0.7152864028419744
72,1.8266993066996402
73,2.67042154470644
74,3.5998414299150876
75,3.637646300975676
76,3.3513774949502957
77,2.719087790762239
78,1.6362109447825806
79,0.6586322459716812
80,0.8144132567023753
81,0.8844295265045818
82,0.639956964207964
83,1.4935064229877397
84,0.5187996052327302
85,0.6729672356348579
86,0.7126633239421938
87,0.7606599388175054
88,1.7669692723176291
89,0.8126178808945308
90,0.29976402449225614
91,1.4114642973535234
92,1.1262565542850478
93,1.1724957427231726
94,1.9884418596278854
95,1.756482726441503
96,1.3542300338144626
97,0.6272807401149396
98,0.7514167503384823
99,0.565516462967683
100,0.6794010053003992
101,0.440198329769102
102,1.5488143062596669
103,1.3429982736131307
104,0.9780855932265424
105,1.4219308758580642
106,0.7446195111499964
107,0.7756796789810219
108,1.5284243803421687
109,0.587586803561526
110,0.8328727269859509
111,0.07484495160402595
112,1.0669676029202846
113,1.0695479735332696
114,1.5392974568206805
115,2.265838486208155
116,1.8754259881328135
117,2.0912397040536024
118,7.387491300011754
119,6.503353535175755
120,5.699565657446191
121,5.01491297510908
122,4.5040556831168175
123,4.230430832626707
124,4.2402163207767885
125,4.007468001422382
126,3.873217396591216
127,2.8235549777225195
128,1.8382132650090224
129,1.1218090849333964
130,1.269151511197496
131,1.9012956886306962
132,2.100484363780659
133,2.7716432127977426
134,2.679301534814333
135,2.275556526948596
136,2.052933245150672
137,1.7028374101634742
138,1.4273360565960411
139,1.654769119796404
140,0.9244468751914809
141,0.6942106791991476
142,1.6068967747653466
143,0.9918098886547555
144,1.0804583119501783
145,1.6520108904718862
146,1.673250005395254
147,2.1756237348675636
148,1.3434538593507683
149,1.111005394508835
150,1.6220083729390427
151,0.5141805644453749
152,0.6088632736461097
153,1.5888500799572436
154,0.7253330575053376
155,1.0003168728146508
156,1.5238664534961435
157,0.6235971819905577
158,0.8600416750775797
159,0.8888287006671686
160,0.29617957014791196
161,1.3631913138308245
162,0.9445685887936964
163,0.21272958146137977
164,0.392576205892626
165,1.2963828251817229
