Grid_Number,Ban_num_Health
0,0.6689500568828526
1,1.5859088946967823
2,0.5481393716586231
3,0.7474415424443114
4,1.8137649484171263
5,2.914391884590409
6,2.4812952173610876
7,2.2262146008699384
8,2.4956159929385806
9,3.158010316789919
10,4.023781974628936
11,4.829740221010844
12,3.722107721263
13,2.618137413198591
14,1.5257992920314218
15,0.5237802823757742
16,0.8327607269300327
17,1.8935409718031548
18,2.9917163526889117
19,3.3884899884957944
20,2.9882814105079154
21,2.9750040912068014
22,3.3532573812736657
23,4.013836438557939
24,4.842550259314107
25,5.572712526039442
26,4.504168930769634
27,3.4630640940157558
28,2.4841397675908654
29,1.6798661118994003
30,1.3949237349062955
31,1.8821627458372032
32,2.7590076623208577
33,3.7622562729017046
34,4.813510522326519
35,5.887109404234138
36,5.02927195492481
37,3.9880555778236726
38,2.998076129662236
39,2.131946518773744
40,1.60461638119318
41,1.6192639680749061
42,1.889009412758012
43,2.3602049991089755
44,2.0859278287673346
45,0.9783859458416734
46,0.19038264938194763
47,0.8258194031667352
48,1.8695182787495326
49,1.6601556369134773
50,1.0638710837480223
51,0.6665804034722107
52,0.21623784199248733
53,1.2403077315149835
54,2.3458111763348146
55,3.4554535480590762
56,3.401274584863607
57,2.7645562483710453
58,2.4879179881912674
59,0.6757128012956165
60,1.6081067885193583
61,0.8762212352569434
62,1.012895555824827
63,1.9383017029193765
64,2.4854353163568037
65,1.5823639599875203
66,1.1415888085375423
67,1.6048166965502264
68,2.5140625622906905
69,3.5409669329907505
70,4.607520525162791
71,3.979883743600706
72,2.9732059543726863
73,2.076847365795669
74,1.5031628699720776
75,1.6366320740070728
76,2.360189140054221
77,3.3068539893902593
78,2.511147247251564
79,1.9375313779949763
80,1.917043937216148
81,2.463523766251372
82,3.3069175238763573
83,4.274964320988098
84,5.29979232186394
85,4.296366611816546
86,3.188120833204744
87,2.0838246499030104
88,0.9966936522431201
89,0.3425399856192123
90,1.3092484055833433
91,2.404918228360588
92,3.510115553421908
93,4.618555299211234
94,5.252256324886039
95,4.509735193813665
96,3.698061264759504
97,2.5999269840931443
98,1.5219874719577682
99,0.5883313220089836
100,0.6319175544056886
101,0.8473265832870188
102,1.6452762328423647
103,2.4081419888148905
104,1.5508814284808616
105,0.772871268384287
106,0.8433817250754027
107,1.76823874460716
108,1.286767989896921
109,0.17754335319857492
110,0.6513075176473434
111,1.2712007055730998
112,1.762807880516146
113,2.659303352970152
114,3.159569884977351
115,2.712568185568532
116,1.8526470732548401
117,1.4069251924009984
118,1.6772226177089495
119,2.2231516086995646
120,1.8944720117782867
121,1.961404411531362
122,2.5647714520169846
123,2.208516818353944
124,1.0973079202850295
125,0.05903515156442936
126,1.129490136545052
127,2.2407304903126635
128,3.35244099636564
129,4.464270430904064
130,4.491847081301682
131,3.630013436426375
132,2.9411166428009903
133,2.568306616347271
134,2.648602056873264
135,3.1475147413254136
136,2.9163551530676814
137,1.8656218301285636
138,0.9637554554038453
139,0.9219363715179572
140,1.8011027452572825
141,2.847953274784984
142,3.930720918900467
143,4.610532466873122
144,4.355660894878466
145,3.266782517361049
146,2.201094393872976
147,1.2209125178263502
148,0.7805770635067555
149,1.4835215058780171
150,2.503044924721486
151,3.578057302837262
152,4.6703979016828345
153,4.575814921859523
154,3.699981795546799
155,2.9857177676954394
156,2.5713844718314705
157,1.5603326148248164
158,0.6798001944215986
159,0.7234251559261428
160,0.23777726897499663
161,1.3357855134876981
162,2.3239328085223754
163,1.7467693752942417
164,0.7217092066533436
165,0.6807256760728806
166,1.4611916040664692
167,0.8436359340627402
168,0.8244042962499917
169,0.33762491669367495
170,1.3140447996264975
171,2.4108710515171117
172,2.20484769148585
173,2.0857577257820292
174,2.343289181822293
175,1.2511417680989732
176,0.335513931636037
177,2.742983072428246
178,3.1069436764319827
179,2.960445645088946
180,3.003684143004901
181,3.4282445380397744
182,2.435355452766952
183,1.5024822354281149
184,1.028013557825753
185,1.5261170345722561
186,2.464572346714704
187,3.4197863063146214
188,3.7562923719343497
189,4.3585993732559505
190,3.8606237289908094
191,3.2719997411555743
192,2.9967334209609864
193,3.1189264575162126
194,3.5983128629111656
195,2.8338103399903143
196,1.7337581588585653
197,0.6739554910822532
198,0.6126801732452796
199,1.6641515332422332
200,2.763383070924971
201,3.869888113102633
202,3.560469093302207
203,3.4177113549587244
204,3.422904978634749
205,2.7704628861857388
206,2.0787404815475874
207,1.8546486590398887
208,2.243021083336976
209,3.015862693338596
210,3.9538050360141046
211,4.963323154738414
212,4.078904985307748
213,3.0642164384062878
214,2.148078486378792
215,1.5205006694838465
216,1.575584237091319
217,1.7082251396226087
218,1.1898753446105441
219,0.2738876143990985
220,0.821613683274111
221,1.5229526622808756
222,2.087719148201503
223,0.9763157424266834
224,0.1437913707770821
225,0.9277278569548104
226,0.10187928044310295
227,0.7469106135707257
228,1.3853098001709188
229,1.8792904898125204
230,2.1342091187720547
231,1.2540986553413325
232,1.0304998333808932
233,1.7389533342679093
234,1.4289628724743957
235,0.7675475378582154
236,3.819584933177653
237,4.088776740805406
238,4.036509171035658
239,3.9851393198593583
240,3.669415281165328
241,3.0557515676739047
242,2.3799118235506236
243,2.1126299212297575
244,2.394847037273887
245,2.3665890615098526
246,2.3543403423718283
247,2.8209848182538613
248,3.584111392989114
249,3.0981218317325334
250,2.3238192187639126
251,1.9169702416541443
252,2.10292090244293
253,2.764532511135935
254,3.1474777871427584
255,2.2095198843096915
256,1.5264999573681641
257,1.500429412738357
258,1.911187044393334
259,2.200878442381676
260,2.9168404457139236
261,2.5389945221083425
262,2.334641941980485
263,2.354801193681149
264,2.802209490615018
265,3.0822996321899776
266,2.9358002255088853
267,3.195330510820531
268,3.3689075133470165
269,3.5381437527779087
270,3.985174215895617
271,3.83201612067683
272,2.726973195145936
273,1.6313431290298925
274,0.5991997512458499
275,0.7277792376975452
276,1.7813329939751954
277,1.4018848576067446
278,0.4688849404391418
279,0.5570838828253305
280,0.7073392822173402
281,1.7785324310576984
282,1.4244796608439103
283,1.0471781586628848
284,1.00997079728105
285,0.31012376542774006
286,1.1966881832553773
287,2.285136713086883
288,2.771542881622609
289,1.8991746020137716
290,0.7912024251777343
291,0.3428056462459463
292,1.4420759881890162
293,1.8536878412369429
294,1.8463795302963777
295,4.899887190278532
296,4.629455667628983
297,3.750956100054994
298,3.029908540070513
299,2.6007464444849044
300,2.6115666919428837
301,2.9965005975338608
302,2.0676304231981844
303,1.4234127877483198
304,1.3420606597033866
305,1.3203982011722397
306,2.0392739682525542
307,2.584067474491795
308,2.5776051552634085
309,1.5639508368330584
310,0.8489395928237842
311,1.2117412979427649
312,2.0959929361051763
313,3.009255404624017
314,2.8161269389124137
315,2.3917152615076582
316,1.4021146823353134
317,0.8272917267317209
318,1.3695838595078864
319,2.353714218790628
320,1.601770487407371
321,1.2529499793339025
322,1.312734164994868
323,2.007663650174418
324,2.968335895502724
325,3.2098536990939053
326,2.55472227878822
327,2.2853694034306424
328,2.52825689651724
329,2.9029469372707304
330,3.1673951946686008
331,2.199677090795322
332,1.3200992105788234
333,0.8679702028085499
334,0.9612380679519046
335,0.942041010127432
336,1.3473990334524806
337,0.26319524125215693
338,0.5897520270865904
339,1.0136285631763595
340,1.2858252623863964
341,1.3713887971185452
342,0.6590173783908145
343,0.47833929225116967
344,1.3904601317880902
345,1.8080902614627272
346,2.660425475779358
347,3.233712277013104
348,2.2367639128820445
349,1.4220382650145724
350,1.1068117272652054
351,0.7462528297079303
352,0.9495621378907203
353,1.928550117533077
354,5.188359825312158
355,4.133303502133021
356,3.1180411003567072
357,2.1984142160240334
358,1.5545842292571894
359,1.5726733562406632
360,2.2366790435684534
361,1.582602985733696
362,0.5242135186941279
363,0.5951097202996527
364,0.5445523595716426
365,1.4013957584067382
366,1.5913505361277216
367,2.2620856963044376
368,1.2673775772055147
369,0.166638140602062
370,0.6750050850055007
371,1.783271762216028
372,2.0311346729355453
373,1.7322404253849306
374,2.085346015530048
375,1.1610103002561953
376,0.2577897637571926
377,1.1215295574578514
378,2.12203979142116
379,1.017087362698008
380,0.1837343281743339
381,0.5008247968432833
382,1.5994770268207115
383,2.7090017318996713
384,2.5543335161621226
385,1.657774582488181
386,1.2019466435230342
387,1.61678607564094
388,1.822255250466564
389,2.219484434752361
390,1.9490489928460186
391,0.8384011817416754
392,0.2826719809215919
393,0.9092840868211246
394,0.27457690055358136
395,1.2856084683951856
396,0.9809895320752068
397,0.5048000654312791
398,1.2874805786294212
399,0.25110483465265093
400,0.3222539378890921
401,0.43787184388660605
402,0.27060322715482427
403,1.3824726028093723
404,2.4944132036987767
405,2.728193161147124
406,2.7728180772781448
407,2.956956959368541
408,1.937963917539617
409,0.8605457375872976
410,0.44523715874132314
411,0.8431301257172422
412,1.8784337974906629
413,4.802548996132778
414,3.884635066709096
415,2.7800090448813766
416,1.6850440104511426
417,0.6505064827596795
418,0.6926805833047113
419,1.7347381463153588
420,1.756686769659964
421,0.9240837400176204
422,0.9870842999332996
423,1.0964378859896073
424,0.41356473402226773
425,0.8599959905590073
426,1.2221414658920131
427,1.298629233108337
428,0.6496218318005808
429,0.46199403177443665
430,1.5695999741417983
431,1.2435140474394446
432,0.6492908036514378
433,1.3302978023816716
434,1.7550858078382294
435,1.3411814952219279
436,1.729182384583366
437,2.3068389815573327
438,1.3612079975941611
439,0.5692747204312965
440,0.5550441526196009
441,1.3149466235432365
442,2.2571972021727045
443,2.257134076148839
444,1.148176163792982
445,0.1217584104171485
446,1.088211404060397
447,0.7497688781466408
448,1.4723319495507547
449,2.259750498082349
450,1.417936574495902
451,1.1779126710708183
452,1.3095904626561434
453,0.2670469129763529
454,0.9489274308982404
455,1.3678023927579872
456,0.2988039483033906
457,0.8095742921732395
458,0.13746541088699737
459,0.6030927799730621
460,1.0696377039226126
461,1.109069796553327
462,1.7515687594012148
463,1.8390755476186882
464,1.6693513836681542
465,1.7413805477971975
466,2.398111897321406
467,2.3696478718359155
468,1.612448378516304
469,1.434437455155557
470,1.444516667912739
471,2.1322313113487383
472,3.7262490757656446
473,3.7328412724787214
474,2.8440256021668446
475,1.788684019029471
476,0.8849642626635883
477,0.9164034616702073
478,1.8355629095836334
479,2.4536095667434425
480,1.9270686485667718
481,1.9580310221388115
482,1.6232025009566884
483,0.8546690792431405
484,1.0278825708782215
485,0.47131661645934514
486,0.6442032367311122
487,1.3321609539075943
488,1.2457700351558019
489,1.122890607366894
490,1.1480746813053817
491,0.4396997942205327
492,1.2415549454792159
493,2.315695099677991
494,2.4251491337636755
495,2.6594152474408346
496,2.82261726268181
497,1.9352320897343522
498,1.2794587717731456
499,0.23911472217784102
500,0.9747816646193295
501,2.0775189719024225
502,2.0441596148400154
503,1.239226531217341
504,0.2928458099047335
505,0.5557606403036313
506,0.321484027168922
507,1.1818538377404555
508,2.0292531806325895
509,1.6833364243468252
510,2.0055515073716186
511,1.8192292586273613
512,1.2906655273440546
513,1.5795259480783266
514,1.6352232939986424
515,0.9446285462715496
516,0.6222387606781883
517,0.14070083607279632
518,0.9144299624063619
519,1.9554505213964708
520,2.1124046489996813
521,1.1394959538667149
522,0.779429912066384
523,0.6893265855996235
524,0.8490804657060788
525,1.8546068234402797
526,2.780049779511816
527,1.6928093275595135
528,0.6162233337992058
529,0.6055751941430175
530,1.6812417361581704
531,2.657010057321276
532,2.6662973561684518
533,3.103456612074849
534,2.431681860978844
535,1.8699575694564066
536,1.8850114660458595
537,2.330416719000209
538,2.7342432880171557
539,1.7758791015405215
540,1.1420460261585474
541,0.9325609018184754
542,0.9486775675224619
543,0.35627163508521403
544,0.5615090384635784
545,1.2228557382477043
546,1.8412551988065056
547,0.7296458886406624
548,0.3839373396392105
549,1.495090291925214
550,1.5218176552005032
551,1.539816315656271
552,1.5594255856040828
553,2.0317068057813077
554,2.373216803268663
555,2.3484250403677973
556,1.3281550688862036
557,0.3863076714498151
558,0.4460522896986609
559,1.3969518168103219
560,2.0254492418615837
561,1.1055653506479648
562,0.9027553302637938
563,0.852664252809353
564,0.5923899692231414
565,0.7634856600708352
566,1.3697874149440523
567,1.2151965542356882
568,0.6001990226501153
569,0.9846390456135318
570,1.7591151592758965
571,2.3679486266493024
572,2.2341409057249972
573,1.2017479612527096
574,0.6081719107377567
575,0.235453080514749
576,0.8474135364083344
577,1.5665075060334166
578,2.43395709854351
579,2.0081140723982545
