Grid_number,Grid_coordinates,Three_ways,Four_ways,Road_length,Walkability_ratio,District_name,Grid_type,Urban_percentage,Periurban_percentage,Rural_percentage,Class_label
82,"[18.95, 72.79]",57,2,7900.0502,0.4922,Mumbai,Rejected,0.0,0.10518599999999999,0.34843,0.0
83,"[18.96, 72.79]",1,0,1809.307,0.38299999999999995,Mumbai,Rejected,0.0,0.0,0.005843999999999999,0.0
84,"[18.97, 72.79]",0,0,0.0,0.2365,Mumbai,Rejected,0.0,0.0,0.0,0.0
85,"[18.98, 72.79]",0,0,0.0,0.1333,Mumbai,Rejected,0.0,0.0,0.0,0.0
86,"[18.99, 72.79]",0,0,0.0,0.1622,Mumbai,Rejected,0.0,0.0,0.0,0.0
87,"[19.0, 72.79]",0,0,0.0,0.0,Mumbai,Rejected,0.0,0.0,0.0,0.0
88,"[19.01, 72.79]",0,0,0.0,0.0,Mumbai,Rejected,0.0,0.0,0.0,0.0
89,"[19.02, 72.79]",0,0,0.0,0.0,Mumbai,Rejected,0.0,0.0,0.0,0.0
90,"[19.03, 72.79]",0,0,0.0,0.0,Mumbai,Rejected,0.0,0.0,0.0,0.0
91,"[19.04, 72.79]",0,0,0.0,0.0,Mumbai,Rejected,0.0,0.0,0.0,0.0
92,"[19.05, 72.79]",0,0,0.0,0.0,Mumbai,Rejected,0.0,0.0,0.0,0.0
93,"[19.06, 72.79]",0,0,0.0,0.0,Mumbai,Rejected,0.0,0.0,0.0,0.0
94,"[19.07, 72.79]",0,0,0.0,0.0,Mumbai,Rejected,0.0,0.0,0.0,0.0
95,"[19.08, 72.79]",0,0,0.0,0.0,Mumbai,Rejected,0.0,0.0,0.0,0.0
96,"[19.09, 72.79]",0,0,0.0,0.0,Mumbai,Rejected,0.0,0.0,0.0,0.0
97,"[19.1, 72.79]",0,0,0.0,0.0,Mumbai,Rejected,0.0,0.0,0.0,0.0
98,"[19.11, 72.79]",0,0,0.0,0.0,Mumbai,Rejected,0.0,0.0,0.0,0.0
99,"[19.12, 72.79]",0,0,0.0,0.2238,Mumbai,Rejected,0.0,0.0,0.0,0.0
100,"[19.13, 72.79]",24,4,5543.2247,0.4926,Mumbai,Rural,0.0,0.056976,0.512053,0.0
101,"[19.14, 72.79]",40,1,9265.9848,0.5078,Mumbai,Rural,0.0,0.088386,0.8626729999999999,0.0
102,"[19.15, 72.79]",4,0,1572.3608,0.2796,Mumbai,Rural,0.0,0.0,0.957633,0.0
103,"[19.16, 72.79]",9,1,3989.3132,0.5047,Mumbai,Rural,0.0,0.0,0.9992700000000001,0.0
104,"[19.17, 72.79]",5,1,2731.9271,0.5359,Mumbai,Rejected,0.0,0.0,0.489331,0.0
105,"[19.18, 72.79]",27,1,4592.3082,0.5362,Mumbai,Rejected,0.0,0.0,0.353543,0.0
106,"[19.19, 72.79]",16,5,5596.9686,0.2748,Mumbai,Rejected,0.0,0.0,0.495252,0.0
107,"[19.2, 72.79]",0,0,326.2886,0.1702,Mumbai,Rejected,0.0,0.0,0.353543,0.0
108,"[19.21, 72.79]",6,0,2307.183,0.3854,Mumbai,Rural,0.0,0.0,0.937911,0.0
109,"[19.22, 72.79]",0,0,861.8084,0.2533,Mumbai,Rural,0.0,0.0,0.977356,0.0
110,"[19.23, 72.79]",0,0,1139.3263,0.3534,Mumbai,Rural,0.0,0.0,1.0,0.0
111,"[19.24, 72.79]",10,0,4159.8766,0.5197,Mumbai,Rural,0.0,0.0,1.0,0.0
112,"[19.25, 72.79]",4,0,2679.344,0.4586,Mumbai,Rural,0.0,0.0,1.0,0.0
113,"[19.26, 72.79]",16,0,8060.9699,0.4013,Mumbai,Rejected,0.0,0.0,0.191323,0.0
114,"[18.89, 72.8]",2,1,1513.9987,0.4554,Mumbai,Rejected,0.0,0.0,0.23666900000000002,0.0
115,"[18.9, 72.8]",69,22,12711.0525,0.561,Mumbai,Rural,0.0,0.0,0.584368,0.0
116,"[18.91, 72.8]",15,0,3440.7424,0.5346,Mumbai,Rejected,0.0,0.0,0.154858,0.0
117,"[18.92, 72.8]",0,0,0.0,0.0894,Mumbai,Rejected,0.0,0.0,0.0,0.0
118,"[18.93, 72.8]",0,0,0.0,0.1229,Mumbai,Rejected,0.0,0.0,0.0,0.0
119,"[18.94, 72.8]",2,0,294.2871,0.349,Mumbai,Rejected,0.0,0.0,0.023375,0.0
120,"[18.95, 72.8]",118,14,16842.5443,0.5682,Mumbai,Rural,0.0,0.12637,0.644266,0.0
121,"[18.96, 72.8]",110,12,22114.4654,0.4059,Mumbai,PeriUrban,0.0,0.61943,0.217677,1.0
122,"[18.97, 72.8]",59,13,13839.2083,0.2069,Mumbai,Rejected,0.0,0.344047,0.125639,0.0
123,"[18.98, 72.8]",0,0,398.38,0.2415,Mumbai,Rejected,0.0,0.0,0.0,0.0
124,"[18.99, 72.8]",0,0,0.0,0.3354,Mumbai,Rejected,0.0,0.0,0.0,0.0
125,"[19.0, 72.8]",0,0,0.0,0.3158,Mumbai,Rejected,0.0,0.0,0.0,0.0
126,"[19.01, 72.8]",0,0,0.0,0.3393,Mumbai,Rejected,0.0,0.0,0.0,0.0
127,"[19.02, 72.8]",0,0,0.0,0.1784,Mumbai,Rejected,0.0,0.0,0.0,0.0
128,"[19.03, 72.8]",0,0,0.0,0.083,Mumbai,Rejected,0.0,0.0,0.0,0.0
129,"[19.04, 72.8]",0,0,0.0,0.1989,Mumbai,Rejected,0.0,0.0,0.0,0.0
130,"[19.05, 72.8]",0,0,0.0,0.0691,Mumbai,Rejected,0.0,0.0,0.0,0.0
131,"[19.06, 72.8]",0,0,0.0,0.1711,Mumbai,Rejected,0.0,0.0,0.0,0.0
132,"[19.07, 72.8]",0,0,0.0,0.1304,Mumbai,Rejected,0.0,0.0,0.0,0.0
133,"[19.08, 72.8]",0,0,0.0,0.0,Mumbai,Rejected,0.0,0.0,0.0,0.0
134,"[19.09, 72.8]",0,0,0.0,0.0,Mumbai,Rejected,0.0,0.0,0.0,0.0
135,"[19.1, 72.8]",0,0,0.0,0.0,Mumbai,Rejected,0.0,0.0,0.0,0.0
136,"[19.11, 72.8]",0,0,0.0,0.0705,Mumbai,Rejected,0.0,0.0,0.0,0.0
137,"[19.12, 72.8]",0,0,0.0,0.1027,Mumbai,Rejected,0.0,0.0,0.0,0.0
138,"[19.13, 72.8]",8,1,2161.0751,0.3082,Mumbai,Rejected,0.0,0.005843999999999999,0.130752,0.0
139,"[19.14, 72.8]",27,5,5845.9787,0.2273,Mumbai,Rural,0.0,0.059167,0.542732,0.0
140,"[19.15, 72.8]",1,0,549.5245,0.2058,Mumbai,Rural,0.0,0.0,0.636231,0.0
141,"[19.16, 72.8]",3,0,1929.6770000000001,0.48200000000000004,Mumbai,Rural,0.0,0.0,1.0,0.0
142,"[19.17, 72.8]",31,12,4723.5096,0.2508,Mumbai,Rural,0.0,0.059744000000000005,0.940256,0.0
143,"[19.18, 72.8]",17,1,5611.9094,0.3598,Mumbai,Rural,0.0,0.0,1.0,0.0
144,"[19.19, 72.8]",20,2,5679.7432,0.4457,Mumbai,Rural,0.0,0.0,0.996348,0.0
145,"[19.2, 72.8]",1,0,814.6718,0.3178,Mumbai,Rural,0.0,0.0,0.677867,0.0
146,"[19.21, 72.8]",0,0,0.0,0.1381,Mumbai,Rejected,0.0,0.0,0.208912,0.0
147,"[19.22, 72.8]",3,2,2067.431,0.4351,Mumbai,Rural,0.0,0.0,0.673484,0.0
148,"[19.23, 72.8]",2,0,3571.0488,0.4748,Mumbai,Rural,0.0,0.0,1.0,0.0
149,"[19.24, 72.8]",1,0,513.2612,0.2072,Mumbai,Rural,0.0,0.0,1.0,0.0
150,"[19.25, 72.8]",1,0,1486.1454,0.2637,Mumbai,Rural,0.0,0.0,0.921841,0.0
151,"[19.26, 72.8]",2,0,2812.4390000000003,0.303,Mumbai,Rejected,0.0,0.0,0.000711,0.0
152,"[18.89, 72.81]",24,1,3372.9154,0.5031,Mumbai,Rejected,0.0,0.0,0.289993,0.0
153,"[18.9, 72.81]",110,13,15443.9696,0.6008,Mumbai,Rural,0.0,0.075968,0.779401,0.0
154,"[18.91, 72.81]",170,41,15579.9146,0.5219,Mumbai,Rejected,0.0,0.27026999999999995,0.162162,0.0
155,"[18.92, 72.81]",6,2,2899.1609,0.16,Mumbai,Rejected,0.0,0.0,0.026297000000000004,0.0
156,"[18.93, 72.81]",0,0,0.0,0.254,Mumbai,Rejected,0.0,0.0,0.0,0.0
157,"[18.94, 72.81]",1,0,673.4897,0.2999,Mumbai,Rejected,0.0,0.004383,0.0,0.0
158,"[18.95, 72.81]",84,37,18939.4978,0.4876,Mumbai,Urban,0.44485,0.268809,0.0,3.0
159,"[18.96, 72.81]",180,29,26823.8746,0.5599,Mumbai,Urban,0.7881670000000001,0.211833,0.0,5.0
160,"[18.97, 72.81]",72,16,18524.9296,0.4094,Mumbai,PeriUrban,0.097151,0.6800579999999999,0.200877,1.0
161,"[18.98, 72.81]",30,6,16366.4475,0.1909,Mumbai,Rural,0.0,0.194879,0.464438,0.0
162,"[18.99, 72.81]",39,10,16394.5347,0.3369,Mumbai,PeriUrban,0.044558,0.734112,0.009496,1.0
163,"[19.0, 72.81]",84,27,21874.3434,0.3525,Mumbai,PeriUrban,0.010957,0.576333,0.125639,1.0
164,"[19.01, 72.81]",33,9,10990.6411,0.4628,Mumbai,Rejected,0.0,0.330898,0.054054,0.0
165,"[19.02, 72.81]",10,1,1967.7920000000001,0.5779,Mumbai,Rejected,0.0,0.0,0.13513499999999998,0.0
166,"[19.03, 72.81]",0,0,2327.5881,0.2258,Mumbai,Rejected,0.0,0.0,0.0,0.0
167,"[19.04, 72.81]",32,0,4270.9578,0.3895,Mumbai,Rejected,0.0,0.0,0.11614300000000001,0.0
168,"[19.05, 72.81]",0,0,65.5434,0.3263,Mumbai,Rejected,0.0,0.0,0.0,0.0
169,"[19.06, 72.81]",0,0,305.6537,0.3695,Mumbai,Rejected,0.0,0.0,0.0,0.0
170,"[19.07, 72.81]",0,0,0.0,0.3687,Mumbai,Rejected,0.0,0.0,0.0,0.0
171,"[19.08, 72.81]",0,0,0.0,0.07400000000000001,Mumbai,Rejected,0.0,0.0,0.0,0.0
172,"[19.09, 72.81]",0,0,0.0,0.1932,Mumbai,Rejected,0.0,0.0,0.0,0.0
173,"[19.1, 72.81]",0,0,0.0,0.2194,Mumbai,Rejected,0.0,0.0,0.0,0.0
174,"[19.11, 72.81]",0,0,0.0,0.2595,Mumbai,Rejected,0.0,0.0,0.0,0.0
175,"[19.12, 72.81]",18,2,4222.6283,0.3518,Mumbai,Rejected,0.0,0.0,0.219138,0.0
176,"[19.13, 72.81]",103,10,16555.5675,0.4533,Mumbai,Rural,0.0,0.046019,0.861943,0.0
177,"[19.14, 72.81]",48,5,14175.5188,0.2224,Mumbai,Rural,0.0,0.0,1.0,0.0
178,"[19.15, 72.81]",2,2,1476.3971,0.2209,Mumbai,Rural,0.0,0.0,0.727538,0.0
179,"[19.16, 72.81]",0,0,225.7172,0.1487,Mumbai,Rejected,0.0,0.0,0.479182,0.0
180,"[19.17, 72.81]",26,2,5559.6855,0.574,Mumbai,Rural,0.0,0.330014,0.648649,0.0
181,"[19.18, 72.81]",92,31,16735.3063,0.4605,Mumbai,PeriUrban,0.304602,0.45580699999999996,0.239591,1.0
182,"[19.19, 72.81]",61,1,12207.5441,0.4726,Mumbai,PeriUrban,0.091308,0.422936,0.485756,1.0
183,"[19.2, 72.81]",19,1,5689.8640000000005,0.3742,Mumbai,Rural,0.0,0.053324,0.9466760000000001,0.0
184,"[19.21, 72.81]",20,3,6326.267,0.5369,Mumbai,Rural,0.0,0.010226,0.906501,0.0
185,"[19.22, 72.81]",4,0,270.2222,0.162,Mumbai,Rejected,0.0,0.0,0.400292,0.0
186,"[19.23, 72.81]",1,0,2053.592,0.4977,Mumbai,Rural,0.0,0.0,0.764792,0.0
187,"[19.24, 72.81]",0,0,0.0,0.204,Mumbai,Rural,0.0,0.0,1.0,0.0
188,"[19.25, 72.81]",0,0,0.0,0.3747,Mumbai,Rural,0.0,0.0,0.766253,0.0
189,"[19.26, 72.81]",0,0,125.8496,0.3253,Mumbai,Rejected,0.0,0.0,0.0,0.0
190,"[18.89, 72.82]",0,0,0.0,0.1681,Mumbai,Rejected,0.0,0.0,0.0,0.0
191,"[18.9, 72.82]",1,0,541.6512,0.3664,Mumbai,Rejected,0.0,0.013878999999999999,0.05770599999999999,0.0
192,"[18.91, 72.82]",165,41,20713.8047,0.4536,Mumbai,PeriUrban,0.0,0.765522,0.032871,2.0
193,"[18.92, 72.82]",86,30,22389.9827,0.4021,Mumbai,PeriUrban,0.0,0.6720229999999999,0.11249100000000001,1.0
194,"[18.93, 72.82]",93,18,18094.9997,0.3962,Mumbai,PeriUrban,0.0,0.6355,0.005113,1.0
195,"[18.94, 72.82]",166,35,26201.7476,0.5742,Mumbai,Urban,0.39006599999999997,0.382031,0.0,3.0
196,"[18.95, 72.82]",181,34,26576.4246,0.6913,Mumbai,Urban,0.970051,0.029949,0.0,5.0
197,"[18.96, 72.82]",148,47,25147.2514,0.6447,Mumbai,Urban,1.0,0.0,0.0,5.0
198,"[18.97, 72.82]",103,25,18439.3746,0.5714,Mumbai,Urban,0.808619,0.191381,0.0,5.0
199,"[18.98, 72.82]",51,11,12080.691,0.4814,Mumbai,PeriUrban,0.060454999999999995,0.630868,0.308677,1.0
200,"[18.99, 72.82]",95,15,19217.9549,0.5521,Mumbai,Urban,0.6413439999999999,0.358656,0.0,3.0
201,"[19.0, 72.82]",53,18,14591.5128,0.4991,Mumbai,PeriUrban,0.440467,0.559533,0.0,3.0
202,"[19.01, 72.82]",56,13,13799.9415,0.6474,Mumbai,PeriUrban,0.11249100000000001,0.7048939999999999,0.023375,2.0
203,"[19.02, 72.82]",0,0,0.0,0.24600000000000002,Mumbai,Rejected,0.0,0.0029219999999999997,0.0036520000000000003,0.0
204,"[19.03, 72.82]",0,0,0.0,0.1185,Mumbai,Rejected,0.0,0.0,0.019722,0.0
205,"[19.04, 72.82]",49,10,18701.2074,0.228,Mumbai,Rural,0.0,0.2542,0.38860500000000003,0.0
206,"[19.05, 72.82]",80,21,17085.6822,0.4201,Mumbai,PeriUrban,0.0,0.509861,0.24178200000000002,1.0
207,"[19.06, 72.82]",75,16,15528.2194,0.3312,Mumbai,Rural,0.0,0.338934,0.456538,0.0
208,"[19.07, 72.82]",78,12,14920.1223,0.4532,Mumbai,PeriUrban,0.0,0.6401140000000001,0.078236,1.0
209,"[19.08, 72.82]",11,4,4642.1274,0.2029,Mumbai,Rejected,0.0,0.156318,0.208181,0.0
210,"[19.09, 72.82]",4,1,4010.4639,0.3636,Mumbai,Rejected,0.0,0.0,0.331629,0.0
211,"[19.1, 72.82]",43,13,10665.206,0.6136,Mumbai,Rural,0.0,0.107378,0.424397,0.0
212,"[19.11, 72.82]",58,18,14020.8985,0.4984,Mumbai,Rural,0.0,0.056245,0.7443390000000001,0.0
213,"[19.12, 72.82]",60,15,15153.7305,0.5236,Mumbai,Rural,0.0,0.305332,0.645727,0.0
214,"[19.13, 72.82]",100,20,18519.1009,0.5316,Mumbai,PeriUrban,0.0,0.9291450000000001,0.070855,2.0
215,"[19.14, 72.82]",71,15,16842.5231,0.4295,Mumbai,Rural,0.0,0.49086899999999994,0.509131,0.0
216,"[19.15, 72.82]",26,2,8045.4191,0.3307,Mumbai,Rural,0.0,0.043097,0.9569030000000001,0.0
217,"[19.16, 72.82]",0,0,1114.1776,0.2312,Mumbai,Rural,0.0,0.0,0.515705,0.0
218,"[19.17, 72.82]",1,0,1357.158,0.2273,Mumbai,Rural,0.0,0.001422,0.5312939999999999,0.0
219,"[19.18, 72.82]",31,62,14049.0155,0.3414,Mumbai,PeriUrban,0.157779,0.361578,0.414171,2.0
220,"[19.19, 72.82]",59,14,12097.0832,0.4917,Mumbai,PeriUrban,0.051863,0.77794,0.17019700000000001,1.0
221,"[19.2, 72.82]",114,23,19227.3381,0.6509,Mumbai,PeriUrban,0.403944,0.589481,0.006573999999999999,3.0
222,"[19.21, 72.82]",344,102,36935.2511,0.6502,Mumbai,PeriUrban,0.0,0.8707090000000001,0.12929100000000002,2.0
223,"[19.22, 72.82]",213,59,22504.8668,0.5199,Mumbai,PeriUrban,0.0,0.547845,0.43170200000000003,2.0
224,"[19.23, 72.82]",42,9,6200.7733,0.4726,Mumbai,Rural,0.0,0.12929100000000002,0.437546,0.0
225,"[19.24, 72.82]",0,0,0.0,0.096,Mumbai,Rejected,0.0,0.0,0.402484,0.0
226,"[19.25, 72.82]",0,0,0.0,0.1829,Mumbai,Rejected,0.0,0.0,0.083272,0.0
227,"[19.26, 72.82]",0,0,0.0,0.1704,Mumbai,Rejected,0.0,0.0,0.0,0.0
228,"[18.89, 72.83]",0,0,0.0,0.1549,Mumbai,Rejected,0.0,0.0,0.0,0.0
229,"[18.9, 72.83]",0,0,0.0,0.1913,Mumbai,Rejected,0.0,0.0,0.0,0.0
230,"[18.91, 72.83]",32,2,2962.2853,0.3276,Mumbai,Rejected,0.0,0.103725,0.0,0.0
231,"[18.92, 72.83]",118,19,16836.0747,0.6073,Mumbai,PeriUrban,0.076698,0.709277,0.052592999999999994,2.0
232,"[18.93, 72.83]",189,95,30822.7733,0.6143,Mumbai,Urban,0.584368,0.41563199999999995,0.0,4.0
233,"[18.94, 72.83]",80,42,21876.4386,0.5164,Mumbai,Urban,0.8692479999999999,0.130752,0.0,5.0
234,"[18.95, 72.83]",206,99,34647.0368,0.7125,Mumbai,Urban,1.0,0.0,0.0,4.0
235,"[18.96, 72.83]",149,33,22533.9146,0.5962,Mumbai,Urban,1.0,0.0,0.0,5.0
236,"[18.97, 72.83]",111,16,19572.8461,0.5831,Mumbai,Urban,0.5164350000000001,0.48356499999999997,0.0,3.0
237,"[18.98, 72.83]",59,24,18863.32,0.5264,Mumbai,PeriUrban,0.483642,0.516358,0.0,3.0
238,"[18.99, 72.83]",85,29,20058.911,0.5603,Mumbai,Urban,0.628926,0.37107399999999996,0.0,3.0
239,"[19.0, 72.83]",56,22,16982.3507,0.4825,Mumbai,Urban,0.6880930000000001,0.311907,0.0,3.0
240,"[19.01, 72.83]",70,29,17258.7388,0.6352,Mumbai,Urban,0.853908,0.146092,0.0,5.0
241,"[19.02, 72.83]",43,19,11131.2074,0.6378,Mumbai,PeriUrban,0.090577,0.435354,0.107378,2.0
242,"[19.03, 72.83]",16,5,3550.7328,0.4164,Mumbai,Rejected,0.0,0.17457999999999999,0.008034999999999999,0.0
243,"[19.04, 72.83]",40,3,9281.3731,0.1779,Mumbai,Rejected,0.0,0.28926199999999996,0.008034999999999999,0.0
244,"[19.05, 72.83]",136,51,24732.5654,0.623,Mumbai,PeriUrban,0.42512799999999995,0.570489,0.0,3.0
