Grid_Number,Grid_Population
460,0
461,0
462,0
463,0
464,0
465,0
466,6893
467,43917
468,52461
469,61378
470,64726
471,60233
472,65261
473,63867
474,55944
475,62312
476,59358
477,55136
478,51855
479,33275
480,16860
481,2365
482,2218
483,1130
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,49
493,3573
494,354
495,68
496,0
497,0
498,0
499,0
500,231
501,349
502,0
503,0
504,15501
505,45361
506,40621
507,34108
508,43326
509,58527
510,64840
511,63134
512,63612
513,65120
514,60759
515,39433
516,55222
517,7483
518,15185
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,1720
533,770
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,1839
543,15678
544,2212
545,935
546,11965
547,58845
548,65833
549,62220
550,61517
551,65612
552,63772
553,58635
554,49360
555,35465
556,19937
557,255
558,0
559,1467
560,0
561,0
562,0
563,0
564,134
565,0
566,0
567,0
568,0
569,279
570,566
571,857
572,117
573,0
574,0
575,0
576,124
577,310
578,0
579,0
580,0
581,5195
582,14309
583,4504
584,26789
585,57895
586,63646
587,59837
588,27475
589,28925
590,43880
591,61607
592,45607
593,57343
594,35438
595,36354
596,15609
597,18250
598,0
599,0
600,0
601,0
602,38
603,0
604,0
605,0
606,0
607,0
608,1789
609,599
610,0
611,0
612,0
613,0
614,787
615,417
616,83
617,0
618,0
619,0
620,2885
621,6880
622,11926
623,38049
624,50551
625,30981
626,9698
627,7101
628,4194
629,25409
630,53393
631,50726
632,55894
633,62778
634,58166
635,51266
636,22740
637,2145
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,694
647,1301
648,0
649,0
650,645
651,1596
652,221
653,113
654,14
655,0
656,0
657,0
658,0
659,5049
660,19741
661,23269
662,25462
663,9735
664,9886
665,7262
666,6993
667,6640
668,19218
669,32321
670,24528
671,43358
672,59982
673,60648
674,56557
675,48095
676,36973
677,15448
678,1366
679,1307
680,1275
681,40
682,0
683,0
684,2275
685,1178
686,0
687,647
688,2104
689,3630
690,2637
691,447
692,362
693,0
694,0
695,0
696,0
697,413
698,8546
699,14235
700,23584
701,6908
702,2826
703,4278
704,4599
705,8356
706,7560
707,13898
708,9879
709,18838
710,46052
711,55906
712,59639
713,51338
714,42501
715,40980
716,26157
717,3727
718,56
719,0
720,775
721,1819
722,2457
723,1472
724,1189
725,2630
726,1250
727,1556
728,733
729,1579
730,38
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,2883
739,517
740,0
741,0
742,0
743,0
744,1834
745,7679
746,8657
747,13071
748,25372
749,46643
750,60596
751,51049
752,43594
753,38186
754,32556
755,19149
756,5970
757,1897
758,4622
759,20333
760,1830
761,1602
762,2974
763,2626
764,519
765,186
766,0
767,178
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,173
782,396
783,0
784,2119
785,6310
786,7329
787,20623
788,41341
789,46393
790,42888
791,42646
792,40201
793,35746
794,30892
795,13999
796,27252
797,16685
798,2912
799,2992
800,2704
801,113
802,26
803,0
804,45
805,371
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,8049
816,10847
817,248
818,1395
819,3475
820,5257
821,1531
822,2146
823,7184
824,6789
825,3541
826,9303
827,23001
828,36201
829,37048
830,39694
831,32782
832,27215
833,15430
834,24100
835,9948
