Grid_Number,Ban_popu_Health
1920,542.0
1921,159.0
1922,183.0
1923,145.0
1924,766.0
1925,162.0
1926,408.0
1927,1290.0
1928,673.0
1929,507.0
1930,309.0
1931,1286.0
1932,1516.0
1933,4823.0
1934,4823.0
1935,13952.0
1936,13952.0
1937,4479.0
1938,11006.0
1939,9158.0
1940,9158.0
1941,24487.0
1942,24487.0
1943,13781.0
1944,-1.0
1945,-1.0
1946,-1.0
1947,-1.0
1948,-1.0
1949,-1.0
1950,-1.0
1951,-1.0
1952,-1.0
1953,-1.0
1954,-1.0
1955,6106.0
1956,5805.0
1957,4504.0
1958,4504.0
1959,6385.0
1960,7045.0
1961,7475.0
1962,3257.0
1963,2859.0
1964,5400.0
1965,5400.0
1966,379.0
1967,573.0
1968,723.0
1969,689.0
1970,2049.0
1971,613.0
1972,825.0
1973,276.0
1974,782.0
1975,244.0
1976,108.0
1977,608.0
1978,161.0
1979,334.0
1980,373.0
1981,2563.0
1982,1734.0
1983,263.0
1984,360.0
1985,495.0
1986,141.0
1987,441.0
1988,340.0
1989,583.0
1990,716.0
1991,632.0
1992,191.0
1993,15543.0
1994,22937.0
1995,13952.0
1996,2760.0
1997,6414.0
1998,9158.0
1999,9158.0
2000,24487.0
2001,24487.0
2002,13781.0
2003,-1.0
2004,-1.0
2005,-1.0
2006,-1.0
2007,1431.0
2008,-1.0
2009,-1.0
2010,-1.0
2011,-1.0
2012,-1.0
2013,2305.0
2014,4187.0
2015,4187.0
2016,5805.0
2017,5805.0
2018,6385.0
2019,2559.0
2020,4157.0
2021,4782.0
2022,3609.0
2023,1584.0
2024,1102.0
2025,235.0
2026,1092.0
2027,86.0
2028,2451.0
2029,252.0
2030,941.0
2031,658.0
2032,913.0
2033,545.0
2034,432.0
2035,108.0
2036,1133.0
2037,469.0
2038,229.0
2039,152.0
2040,367.0
2041,179.0
2042,468.0
2043,441.0
2044,446.0
2045,546.0
2046,434.0
2047,300.0
2048,522.0
2049,352.0
2050,352.0
2051,2584.0
2052,6247.0
2053,6247.0
2054,4679.0
2055,807.0
2056,6414.0
2057,6414.0
2058,-1.0
2059,9400.0
2060,9400.0
2061,-1.0
2062,-1.0
2063,-1.0
2064,-1.0
2065,-1.0
2066,-1.0
2067,-1.0
2068,-1.0
2069,-1.0
2070,-1.0
2071,5721.0
2072,5300.0
2073,2305.0
2074,4187.0
2075,5805.0
2076,5805.0
2077,-1.0
2078,5148.0
2079,4157.0
2080,4157.0
2081,1982.0
2082,2302.0
2083,549.0
2084,687.0
2085,811.0
2086,508.0
2087,1570.0
2088,2545.0
2089,775.0
2090,639.0
2091,16.0
2092,378.0
2093,61.0
2094,236.0
2095,639.0
2096,1311.0
2097,212.0
2098,215.0
2099,21.0
2100,177.0
2101,447.0
2102,368.0
2103,557.0
2104,358.0
2105,477.0
2106,753.0
2107,458.0
2108,585.0
2109,1555.0
2110,1555.0
2111,6247.0
2112,6247.0
2113,4161.0
2114,4161.0
2115,1207.0
2116,6414.0
2117,19898.0
2118,9400.0
2119,9400.0
2120,9400.0
2121,-1.0
2122,-1.0
2123,-1.0
2124,-1.0
2125,-1.0
2126,-1.0
2127,-1.0
2128,-1.0
2129,3113.0
2130,5721.0
2131,5300.0
2132,5300.0
2133,2305.0
2134,5805.0
2135,7829.0
2136,2652.0
2137,5148.0
2138,5148.0
2139,2923.0
2140,1982.0
2141,2618.0
2142,874.0
2143,1674.0
2144,2401.0
2145,4850.0
2146,7178.0
2147,7178.0
2148,802.0
2149,360.0
2150,127.0
2151,381.0
2152,648.0
2153,69.0
2154,653.0
2155,348.0
2156,1053.0
2157,658.0
2158,217.0
2159,357.0
2160,922.0
2161,614.0
2162,510.0
2163,606.0
2164,487.0
2165,753.0
2166,585.0
2167,102.0
2168,895.0
2169,1555.0
2170,1555.0
2171,-1.0
2172,4592.0
2173,4592.0
2174,1207.0
2175,1207.0
2176,19898.0
2177,19898.0
2178,9400.0
2179,9400.0
2180,-1.0
2181,-1.0
2182,-1.0
2183,-1.0
2184,-1.0
2185,-1.0
2186,-1.0
2187,-1.0
2188,16383.0
2189,3113.0
2190,2331.0
2191,3703.0
2192,7317.0
2193,7829.0
2194,7829.0
2195,2652.0
2196,4635.0
2197,4164.0
2198,1005.0
2199,306.0
2200,1778.0
2201,1271.0
2202,300.0
2203,3834.0
2204,4850.0
2205,7178.0
2206,7178.0
2207,802.0
2208,117.0
2209,324.0
2210,148.0
2211,525.0
2212,1216.0
2213,562.0
2214,109.0
2215,470.0
2216,522.0
2217,794.0
2218,269.0
2219,389.0
2220,425.0
2221,212.0
2222,371.0
2223,705.0
2224,705.0
2225,288.0
2226,288.0
2227,288.0
2228,895.0
2229,2879.0
2230,-1.0
2231,4592.0
2232,4592.0
2233,4592.0
2234,19898.0
2235,19898.0
2236,19898.0
2237,19898.0
2238,41446.0
2239,41446.0
2240,-1.0
2241,-1.0
2242,-1.0
2243,-1.0
2244,-1.0
2245,-1.0
2246,16383.0
2247,16383.0
2248,16383.0
2249,4970.0
2250,7317.0
2251,7317.0
2252,7829.0
2253,7829.0
2254,1471.0
2255,4635.0
2256,2422.0
2257,118.0
2258,893.0
2259,6431.0
2260,5178.0
2261,1419.0
2262,3834.0
2263,4011.0
2264,4011.0
2265,1549.0
2266,281.0
2267,199.0
2268,183.0
2269,516.0
2270,465.0
2271,227.0
2272,372.0
2273,63.0
2274,365.0
2275,1067.0
2276,1220.0
2277,353.0
2278,77.0
2279,358.0
2280,298.0
2281,620.0
2282,487.0
2283,333.0
2284,135.0
2285,288.0
2286,288.0
2287,2879.0
2288,2879.0
2289,17538.0
2290,17538.0
2291,17538.0
2292,17538.0
2293,-1.0
2294,19898.0
2295,19898.0
2296,41446.0
2297,41446.0
2298,41446.0
2299,-1.0
2300,-1.0
2301,-1.0
2302,-1.0
2303,-1.0
2304,-1.0
2305,-1.0
2306,16383.0
2307,16383.0
2308,4970.0
2309,7317.0
2310,6383.0
2311,3672.0
2312,4589.0
2313,4589.0
2314,4589.0
2315,7177.0
2316,7177.0
2317,2086.0
2318,6431.0
2319,6431.0
2320,1419.0
2321,4011.0
2322,4011.0
2323,1549.0
2324,1549.0
2325,362.0
2326,362.0
2327,359.0
2328,413.0
2329,413.0
2330,90.0
2331,714.0
2332,28.0
2333,96.0
2334,814.0
2335,864.0
2336,314.0
2337,186.0
2338,644.0
2339,212.0
2340,186.0
2341,133.0
2342,333.0
2343,469.0
2344,469.0
2345,2879.0
2346,2879.0
2347,2879.0
2348,2879.0
2349,17538.0
2350,17538.0
2351,17538.0
2352,-1.0
2353,-1.0
2354,-1.0
2355,41446.0
2356,41446.0
2357,41446.0
2358,-1.0
2359,-1.0
2360,-1.0
2361,-1.0
2362,-1.0
2363,-1.0
2364,-1.0
2365,-1.0
2366,-1.0
2367,-1.0
2368,6383.0
2369,6383.0
2370,3672.0
2371,3672.0
2372,4589.0
2373,7177.0
2374,7177.0
2375,7177.0
2376,5634.0
2377,6431.0
2378,1896.0
2379,869.0
2380,7977.0
2381,7977.0
2382,1549.0
2383,1549.0
2384,88.0
2385,64.0
2386,113.0
2387,168.0
2388,168.0
2389,217.0
2390,696.0
2391,730.0
2392,252.0
2393,795.0
2394,529.0
2395,1285.0
2396,1097.0
2397,280.0
2398,567.0
2399,567.0
2400,335.0
2401,89.0
2402,469.0
2403,469.0
2404,858.0
2405,2879.0
2406,2879.0
2407,-1.0
2408,-1.0
2409,-1.0
2410,-1.0
2411,-1.0
2412,-1.0
2413,-1.0
2414,-1.0
2415,41446.0
2416,41446.0
2417,-1.0
2418,-1.0
2419,-1.0
2420,-1.0
2421,-1.0
2422,-1.0
2423,-1.0
2424,-1.0
2425,-1.0
2426,-1.0
2427,6383.0
2428,6383.0
2429,3672.0
2430,4132.0
2431,4132.0
2432,8134.0
2433,3157.0
2434,2137.0
2435,5634.0
2436,5634.0
2437,1896.0
2438,3691.0
2439,7977.0
2440,7977.0
2441,1549.0
2442,1268.0
2443,518.0
2444,88.0
2445,154.0
2446,154.0
2447,121.0
2448,449.0
2449,449.0
2450,437.0
2451,994.0
2452,576.0
2453,181.0
2454,977.0
2455,1097.0
2456,560.0
2457,280.0
2458,59.0
2459,90.0
2460,335.0
2461,3015.0
2462,534.0
2463,858.0
2464,858.0
2465,-1.0
2466,-1.0
2467,4037.0
2468,12654.0
2469,12654.0
2470,-1.0
2471,-1.0
2472,-1.0
2473,-1.0
2474,-1.0
2475,-1.0
2476,-1.0
2477,-1.0
2478,-1.0
2479,-1.0
2480,-1.0
2481,-1.0
2482,-1.0
2483,-1.0
2484,-1.0
2485,-1.0
2486,-1.0
2487,4087.0
2488,4087.0
2489,4132.0
2490,4132.0
2491,8134.0
2492,8134.0
2493,1231.0
2494,5634.0
2495,3691.0
2496,3691.0
2497,3691.0
2498,3691.0
2499,-1.0
2500,1268.0
2501,1268.0
2502,953.0
2503,2575.0
2504,4426.0
2505,154.0
2506,137.0
2507,236.0
2508,199.0
2509,225.0
2510,344.0
2511,428.0
2512,853.0
2513,1677.0
2514,708.0
2515,409.0
2516,182.0
2517,197.0
2518,2106.0
2519,3015.0
2520,3015.0
2521,497.0
2522,534.0
2523,858.0
2524,1182.0
2525,1182.0
2526,4037.0
2527,1155.0
2528,12654.0
2529,12654.0
2530,-1.0
2531,-1.0
2532,10196.0
2533,10196.0
2534,-1.0
2535,-1.0
2536,-1.0
2537,-1.0
2538,-1.0
2539,-1.0
2540,-1.0
2541,-1.0
2542,10376.0
2543,10376.0
2544,-1.0
2545,-1.0
2546,-1.0
2547,4087.0
2548,4087.0
2549,5549.0
2550,5549.0
2551,1681.0
2552,1457.0
2553,3691.0
2554,3691.0
2555,-1.0
2556,-1.0
2557,1961.0
2558,1961.0
2559,1128.0
2560,2256.0
2561,481.0
2562,2575.0
2563,4426.0
2564,4426.0
2565,3851.0
2566,728.0
2567,728.0
2568,860.0
2569,228.0
2570,234.0
2571,481.0
2572,262.0
2573,94.0
2574,343.0
2575,108.0
2576,966.0
2577,2106.0
2578,9331.0
2579,3015.0
2580,497.0
2581,534.0
2582,1182.0
2583,1182.0
2584,568.0
2585,4037.0
2586,1238.0
2587,12654.0
2588,-1.0
2589,-1.0
2590,10196.0
2591,10196.0
2592,10196.0
2593,-1.0
2594,-1.0
2595,-1.0
2596,-1.0
2597,-1.0
2598,-1.0
2599,-1.0
2600,-1.0
2601,10376.0
2602,10376.0
2603,8743.0
2604,8743.0
2605,8743.0
2606,-1.0
2607,-1.0
2608,5549.0
2609,5549.0
2610,784.0
2611,978.0
2612,3691.0
2613,4049.0
2614,4049.0
2615,-1.0
2616,1961.0
2617,1961.0
2618,1128.0
2619,1694.0
2620,1364.0
2621,1364.0
2622,4426.0
2623,3851.0
2624,3851.0
2625,4298.0
2626,4298.0
2627,1155.0
2628,1155.0
2629,11.0
2630,57.0
2631,588.0
2632,319.0
2633,841.0
2634,905.0
2635,704.0
2636,9331.0
2637,9331.0
2638,9331.0
2639,563.0
2640,3661.0
2641,822.0
2642,822.0
2643,4744.0
2644,4744.0
2645,1238.0
2646,-1.0
2647,-1.0
2648,-1.0
2649,10196.0
2650,10196.0
2651,10196.0
2652,-1.0
2653,-1.0
2654,-1.0
2655,-1.0
2656,-1.0
2657,-1.0
2658,-1.0
2659,-1.0
2660,10376.0
2661,10376.0
2662,8743.0
2663,8743.0
2664,8743.0
2665,5540.0
2666,5540.0
2667,2996.0
2668,2996.0
2669,1539.0
2670,1873.0
2671,3858.0
2672,4049.0
2673,4049.0
2674,5669.0
2675,5669.0
2676,853.0
2677,424.0
2678,404.0
2679,1694.0
2680,5401.0
2681,-1.0
2682,3851.0
2683,3851.0
2684,2839.0
2685,2839.0
2686,1155.0
2687,1358.0
2688,1534.0
2689,2142.0
2690,1853.0
2691,1853.0
2692,841.0
2693,905.0
2694,704.0
2695,3035.0
2696,3035.0
2697,2127.0
2698,1525.0
2699,3661.0
2700,2141.0
2701,2141.0
2702,4744.0
2703,4744.0
2704,-1.0
2705,-1.0
2706,-1.0
2707,-1.0
2708,-1.0
2709,10196.0
2710,10196.0
2711,-1.0
2712,-1.0
2713,-1.0
2714,-1.0
2715,-1.0
2716,-1.0
2717,-1.0
2718,-1.0
2719,-1.0
2720,4603.0
2721,4603.0
2722,8743.0
2723,8743.0
2724,5540.0
2725,5540.0
2726,3116.0
2727,1958.0
2728,1539.0
2729,1873.0
2730,3858.0
2731,4049.0
2732,2167.0
2733,2526.0
2734,2177.0
2735,1121.0
2736,1657.0
2737,5401.0
2738,5401.0
2739,5401.0
2740,5401.0
2741,-1.0
2742,2839.0
2743,4719.0
2744,4719.0
2745,4719.0
2746,4789.0
2747,4789.0
2748,3849.0
2749,1613.0
2750,2313.0
2751,343.0
2752,1505.0
2753,-1.0
2754,-1.0
2755,3061.0
2756,1774.0
2757,248.0
2758,3661.0
2759,3661.0
2760,2141.0
2761,815.0
2762,4744.0
2763,-1.0
2764,-1.0
2765,-1.0
2766,-1.0
2767,-1.0
2768,-1.0
2769,-1.0
2770,-1.0
2771,-1.0
2772,-1.0
2773,-1.0
2774,-1.0
2775,-1.0
2776,-1.0
2777,5068.0
2778,1411.0
2779,4603.0
2780,4603.0
2781,2871.0
2782,1993.0
2783,3344.0
2784,4435.0
2785,2487.0
2786,7355.0
2787,2630.0
2788,2630.0
2789,3858.0
2790,3858.0
2791,2167.0
2792,2526.0
2793,2177.0
2794,2177.0
2795,8844.0
2796,843.0
2797,5401.0
2798,5401.0
2799,-1.0
2800,-1.0
2801,4719.0
2802,4719.0
2803,4719.0
2804,2366.0
2805,2474.0
2806,4789.0
2807,4789.0
2808,3043.0
2809,143.0
2810,1505.0
2811,-1.0
2812,-1.0
2813,-1.0
2814,1424.0
2815,1424.0
2816,2005.0
2817,2841.0
2818,-1.0
2819,-1.0
2820,-1.0
2821,-1.0
2822,-1.0
2823,-1.0
2824,-1.0
2825,-1.0
2826,-1.0
2827,-1.0
2828,-1.0
2829,-1.0
2830,-1.0
2831,-1.0
2832,-1.0
2833,-1.0
2834,-1.0
2835,-1.0
2836,5068.0
2837,1570.0
2838,1488.0
2839,2595.0
2840,1709.0
2841,1993.0
2842,1124.0
2843,1674.0
2844,5776.0
2845,5776.0
2846,-1.0
2847,2630.0
2848,2630.0
2849,-1.0
2850,-1.0
2851,-1.0
2852,-1.0
2853,8844.0
2854,8844.0
2855,-1.0
2856,5401.0
2857,-1.0
2858,-1.0
2859,-1.0
2860,-1.0
2861,-1.0
2862,2366.0
2863,2366.0
2864,2366.0
2865,2474.0
2866,2272.0
2867,3043.0
2868,1287.0
2869,-1.0
2870,-1.0
2871,-1.0
2872,-1.0
2873,-1.0
2874,-1.0
2875,2140.0
2876,2841.0
2877,-1.0
2878,-1.0
2879,-1.0
2880,-1.0
2881,-1.0
2882,-1.0
2883,-1.0
2884,-1.0
2885,1096.0
2886,-1.0
2887,-1.0
2888,-1.0
2889,-1.0
2890,-1.0
2891,-1.0
2892,-1.0
2893,-1.0
2894,-1.0
2895,5068.0
2896,-1.0
2897,840.0
2898,1435.0
2899,1230.0
2900,161.0
2901,1136.0
2902,2787.0
2903,5776.0
2904,5776.0
2905,-1.0
2906,-1.0
2907,-1.0
2908,-1.0
2909,-1.0
2910,-1.0
2911,-1.0
2912,-1.0
2913,-1.0
2914,-1.0
2915,-1.0
2916,-1.0
2917,-1.0
2918,-1.0
2919,-1.0
2920,-1.0
2921,2366.0
2922,502.0
2923,583.0
2924,1247.0
2925,-1.0
2926,-1.0
2927,1287.0
2928,-1.0
2929,-1.0
2930,-1.0
2931,-1.0
2932,-1.0
2933,-1.0
2934,2993.0
2935,2993.0
2936,-1.0
2937,-1.0
2938,-1.0
2939,-1.0
2940,-1.0
2941,-1.0
2942,-1.0
2943,-1.0
2944,-1.0
2945,-1.0
2946,-1.0
2947,-1.0
2948,-1.0
2949,-1.0
2950,-1.0
2951,-1.0
2952,-1.0
2953,-1.0
2954,-1.0
2955,-1.0
2956,-1.0
2957,674.0
2958,583.0
2959,1316.0
2960,240.0
2961,-1.0
2962,-1.0
2963,-1.0
2964,-1.0
2965,-1.0
2966,-1.0
2967,-1.0
2968,-1.0
2969,-1.0
2970,-1.0
2971,-1.0
2972,-1.0
2973,-1.0
2974,-1.0
2975,-1.0
2976,-1.0
2977,-1.0
2978,-1.0
2979,-1.0
2980,-1.0
2981,-1.0
2982,-1.0
2983,-1.0
2984,-1.0
2985,-1.0
2986,-1.0
2987,-1.0
2988,-1.0
2989,-1.0
2990,-1.0
2991,-1.0
2992,-1.0
2993,-1.0
2994,-1.0
2995,-1.0
2996,-1.0
2997,-1.0
2998,-1.0
2999,-1.0
3000,-1.0
3001,-1.0
3002,-1.0
3003,-1.0
3004,-1.0
3005,-1.0
3006,-1.0
3007,-1.0
3008,-1.0
