Grid_Number,n_Connectivity
0,2.195751042347124
1,2.653827865053185
2,3.4259515879632825
3,4.3479131174823005
4,3.7951055051026734
5,3.439794967038537
6,3.42555326115163
7,3.7562618364579756
8,4.354015724867727
9,5.126233021438225
10,6.005991937814034
11,6.487779687209514
12,5.596316995841942
13,4.797822906883048
14,4.146360748096322
15,3.7199962823341184
16,3.490411469442384
17,3.3798066606656256
18,3.6243724990950166
19,3.4379198927461507
20,3.531939460096236
21,3.950033115593948
22,4.604757212107442
23,5.410885182138285
24,6.310660031230159
25,7.2693908760576935
26,8.266590560304516
27,7.285567407116185
28,6.246454752303309
29,5.237343193527008
30,4.279508465500613
31,3.4163553549195727
32,2.7389117074437355
33,2.409284747917021
34,2.5652545443303123
35,3.1351668190317326
36,3.943459561653485
37,4.87291882457768
38,5.8662308727791155
39,6.895857717488999
40,7.9476980876381305
41,9.013979052001922
42,9.626341334563746
43,8.975471136583687
44,8.4216731086722
45,7.985169689279466
46,7.6859711927258765
47,7.540439813154541
48,7.557458115515472
49,1.2534205414143147
50,1.9475239563451727
51,2.913331148670999
52,3.71192962656145
53,2.9555809794761885
54,2.4830140000282994
55,2.4633555055709446
56,2.9058121745414223
57,3.6458511578224777
58,4.540217964005302
59,5.514325877271658
60,6.0015264743103005
61,5.024577085366949
62,4.11670887417304
63,3.334827015835641
64,2.78706166048671
65,2.5590040842318444
66,2.4060669633937475
67,2.7391014561752156
68,2.4655379312784627
69,2.5951351908910265
70,3.1406111264625967
71,3.9325579533626476
72,4.851746910720434
73,5.838385593213377
74,6.863447151733116
75,7.912011722340785
76,7.024756101141105
77,5.940223846625471
78,4.86807792835517
79,3.8187652960225575
80,2.817909927004804
81,1.9419388837851361
82,1.4403121887422812
83,1.6884117017957971
84,2.4697836442734937
85,3.4382831072090645
86,4.473992903677435
87,5.539340807355955
88,6.620033456029829
89,7.70962071952363
90,8.80480111188778
91,8.885304762906134
92,8.17573200654655
93,7.563690132866405
94,7.07453775727965
95,6.735103711327244
96,6.568639204241358
97,6.588268471963174
98,0.4838907417513556
99,1.5671831275449386
100,2.674105084341402
101,3.1657938495736273
102,2.231511414430505
103,1.5523846134668837
104,1.5208599817801178
105,2.165408617533741
106,3.088338740853373
107,4.106037040295932
108,5.162761516374773
109,5.643914595274638
110,4.59153808276624
111,3.575406866318638
112,2.637746925205292
113,1.898616788778325
114,1.6506498318295912
115,1.4360992901627172
116,1.9432586093552122
117,1.4982710961686636
118,1.7032411636708853
119,2.455627606890485
