Grid_Number,n_Health
0,2.3881249033246634
1,2.0862060715024042
2,0.9926471642739384
3,0.3021644479969892
4,0.30409309177413124
5,0.6325913528746894
6,1.7314406057034204
7,2.8405041214905635
8,3.9097016166187215
9,3.4897845970159524
10,2.781394681457421
11,1.676706996410422
12,0.5994986827768952
13,0.6166954925701913
14,1.6953142279613884
15,2.800130295819362
16,3.2350406284884774
17,3.1609329638022756
18,3.3308344483200987
19,3.830180306727721
20,4.551809132799965
21,4.809206995926392
22,3.7566422223123466
23,2.7512019096164986
24,1.8704880145892546
25,1.378840520940881
26,1.4712753788435557
27,0.5550258283154683
28,0.9614148102795599
29,2.0033585656031843
30,3.0944199755278907
31,3.1829296714787034
32,3.1748009976083456
33,3.5356107815512443
34,3.5215629913480893
35,3.1764753234593806
36,2.0829463814694176
37,1.0296592220225453
38,0.40996811952303336
39,0.721871665265319
40,1.829476943087639
41,2.242909044330988
42,1.275103834659458
43,0.675689733643728
44,0.9951826879552151
45,1.9992705879176933
46,3.0784150987273473
47,3.7989690670817415
48,4.12000855395603
49,1.5242967746064244
50,1.2587275574218768
51,1.565264501909974
52,1.2473449909201952
53,0.9586574655098559
54,1.0216729790050985
55,1.908263489298474
56,2.951607314982429
57,3.049053663396904
58,2.5599226544826723
59,2.149842352246206
60,1.8123396446809847
61,0.9124595452280301
62,0.9238247599679209
63,1.829531165091132
64,2.162524451547615
65,2.3004596137897098
66,2.18468187012387
67,2.424106419751734
68,3.074509918728406
69,3.9372316152194546
70,4.510480644974435
71,3.5202058623434396
72,2.418421889977191
73,1.3336198490277902
74,0.4256544427962973
75,1.027951286188454
76,0.5687288976956308
77,0.9693894244857153
78,2.007197421990635
79,2.738926130907039
80,2.231068576827006
81,2.219567499866591
82,2.710748056615154
83,2.5685754232379137
84,2.530876689982641
85,2.4893510604575235
86,1.7082807430544964
87,1.146910145316407
88,1.291633728815975
89,2.1199280214644434
90,2.089791433897527
91,0.9834576261180644
92,0.11332035124429496
93,0.8806917877712596
94,1.944822092795589
95,2.8286060766570404
96,2.8409623258937597
97,3.257910944577372
98,0.9257166422299811
99,0.3435173356359893
100,1.3608524383564222
101,2.0888767679069886
102,1.8639949104935947
103,1.8971101493106155
104,2.489264768501783
105,3.1248913795550126
106,2.264097296025751
107,1.6806621989265644
108,1.343506880195285
109,0.9436779549872498
110,1.5536337633935067
111,1.7986816268372714
112,1.7708438565179976
113,1.196892115531793
114,1.4235010343337011
115,1.208836461850674
116,1.601579683422092
117,2.478243669596542
118,3.491588206266135
119,3.535822121832352
120,3.546276292700873
121,2.456211129397444
122,1.4009757369760898
123,0.6044462378298666
124,1.113929902942954
125,1.4974307280636263
126,1.6906740947588277
127,2.4387130422359613
128,2.061546788256464
129,1.3138632609738234
130,1.2943571728656886
131,2.0241903634309724
132,1.6415227386323772
133,1.572553841457636
134,2.056933530365589
135,1.092420969712423
136,0.6329972636959282
137,1.1226818959173614
138,1.5233875432457744
139,1.7393133790350133
140,1.456219771854895
141,0.7719970202180755
142,1.1497542529987692
143,1.9853356733907008
144,1.8803693392853216
145,1.8990189863753686
146,2.47984266540876
147,1.1417322356242974
148,0.7513742033900012
149,1.5160594384867363
150,1.1169826169896262
151,1.453126877154864
152,2.3341738566549646
153,3.2653935724121768
154,2.730838158839521
155,1.6789538401722828
156,0.8081814633258247
157,0.4482952119200978
158,0.1357500601866611
159,0.9783556420159446
160,2.0701203625313624
161,1.275149093044251
162,0.31048022298290634
163,0.8174412339229857
164,0.23843107657725465
165,1.077383306626919
166,2.176585064208151
167,2.8538104168605405
168,2.5622795592802037
169,2.704556447404545
170,2.849866307206278
171,2.012783831675215
172,1.566436028109136
173,1.8245567133599132
174,2.1132135514540695
175,2.5609055519049835
176,2.5917145920195965
177,1.7030442765190767
178,0.6137999173461199
179,0.5709669086150768
180,1.6577449817093242
181,0.8321403242733094
182,0.664196718438604
183,1.5780025641623945
184,0.8451246240920004
185,0.38671943788930374
186,1.010638490640271
187,0.5714953723648735
188,0.9768292318389868
189,1.822843880174173
190,1.7264850695877925
191,1.4486919266356397
192,1.0127487107205921
193,0.9833885774181726
194,1.0187170975026114
195,1.8924529805341297
196,0.39962290991396504
197,1.0132114054166081
198,1.2856433730085366
199,0.20989963678078882
200,0.9529423772996259
201,2.0603404653981414
202,2.9907271431367937
203,2.650525900767475
204,1.5462985607980655
205,0.4792215236813478
206,0.3867423830206473
207,0.7283099115420867
208,1.1771792099454923
209,2.1711583980739917
210,1.1321651873947443
211,0.2367889601343281
212,1.1034851030437423
213,0.7480148686824584
214,1.2897223985088102
