Grid_Number,n_Government_Facilities
0,2.4359667686716153
1,2.2759598079066414
2,2.1511736020330825
3,1.044145610457431
4,0.1606069347387765
5,1.0021074300814055
6,2.0719408011722296
7,2.8088276357481328
8,3.615133587082482
9,3.843674316633584
10,2.953875554088875
11,1.8419424658101833
12,0.7300586606309538
13,0.3822062151036581
14,1.4940012972085261
15,2.605927954405421
16,3.7178681355498235
17,4.107086202323698
18,3.5371464672438426
19,3.2599870116843244
20,3.3491025111457793
21,3.7786667056213465
22,4.451181713026251
23,4.915050453113103
24,4.68730418010545
25,4.717709390885251
26,5.001560278221886
27,4.942939184443156
28,4.274094775241608
29,3.8178510428555796
30,3.654716007321287
31,2.9787478093395086
32,1.8672039136776308
33,0.7568518620419188
34,0.36340248914212636
35,1.4711085409881157
36,2.582464259546836
37,3.694177216447596
38,4.805999511384302
39,4.546346196556263
40,3.4715957833032856
41,2.3884394592663
42,1.352838184047806
43,0.6546461544693922
44,1.2246690804505884
45,2.245869421709139
46,3.325794175205514
47,3.2931545666459154
48,3.6150932167284715
49,1.568004697703914
50,1.3057663556266987
51,1.8504797020180994
52,1.5236552549273552
53,1.1211438256406823
54,1.2826175520983534
55,1.3709026164428444
56,2.1416121253863976
57,3.1251389281833646
58,3.0661446441721134
59,2.4556561909549224
60,2.0908941525682865
61,1.2296255900561395
62,1.0606517565213418
63,1.7918837930842522
64,2.787395779152681
65,3.847228256001014
66,3.388239707151001
67,2.669068888096974
68,2.2892250617384784
69,2.414546805255235
70,2.9820099603850485
71,3.7983671189733044
72,3.9998821048107844
73,3.716575583062404
74,3.7549531744530174
75,4.106004710852641
76,4.2723810211822295
77,3.4769337156321973
78,2.8978886680026212
79,2.6794237436213364
80,2.9040879222447975
81,2.076765947274639
82,1.1828998289392376
83,0.9789839305538626
84,1.729285804225017
85,2.64720940591633
86,3.3668612128038107
87,4.25871500021206
88,4.4299760712894685
89,3.318117393117828
90,2.2063500218853855
91,1.0949521203619157
92,0.052174849738955566
93,1.047727084876109
94,2.1562591304951457
95,2.384693665634521
96,2.3320493130178654
97,2.7682135672022175
98,0.9468224998843735
99,0.3781631527518749
100,1.364699320092981
101,1.8233459102629366
102,1.578395231007548
103,0.5028588961850078
104,0.6980436769729566
105,1.7873234798818283
106,2.8938983758585883
107,2.4368703888653496
108,1.6023950297188958
109,1.292232440106072
110,1.733343155542653
111,2.003126902012585
112,2.4694348976044154
113,3.2644390490892943
114,3.850670472303759
115,2.828231291555482
116,1.9086601842834412
117,1.3266263482525784
118,1.5328905847976857
119,2.326463395438969
120,3.3087720719248614
121,3.1217122381114297
122,2.7494655197758275
123,2.8012311907042755
124,3.2568533764341856
125,3.738553244250083
126,2.795177492706128
127,2.0302995726458857
128,1.7041354925497205
129,2.039338491416425
130,2.5077538379018303
131,2.031469154145312
132,1.421121417975684
133,1.3079206931969296
134,1.8884281161967902
135,2.809720140783383
136,3.8335044147804966
137,4.525319047664973
138,3.444364320814175
139,2.391995190369765
140,1.432654435627311
141,0.8593063702816236
142,1.3480346220367296
143,2.212945818000398
144,1.4752270330230792
145,1.3886405984515993
146,2.037943309203048
147,1.1168869466670348
148,0.7028071156528283
149,1.487716896863641
150,1.01635433730596
151,0.7716752552427248
152,0.8786472318797273
153,0.6690595042949987
154,1.4463424654413197
155,2.20163273982363
156,2.041688433573204
157,1.007271045172499
158,0.3419605846932262
159,1.0771783162957074
160,2.1372351594228367
161,3.232351692860584
162,3.930880526067356
163,3.6404601390395754
164,2.5346259830288456
165,1.4382524340312082
166,0.43089858945150644
167,0.8807039599259976
168,1.958933054636246
169,3.0613272173096937
170,2.3228887911336087
