Grid_Number,Del_popu_Government_Facilities
1865,3385.0
1866,3385.0
1867,13092.0
1868,23176.0
1869,14193.0
1870,14193.0
1871,34339.0
1872,15391.0
1873,11305.0
1874,2551.0
1875,1615.0
1876,2759.0
1877,7334.0
1878,4456.0
1879,5325.0
1880,3909.0
1881,9902.0
1882,9877.0
1883,2875.0
1884,3732.0
1885,5395.0
1886,1884.0
1887,6472.0
1888,3145.0
1889,5481.0
1890,8832.0
1891,10011.0
1892,6101.0
1893,6693.0
1894,7516.0
1895,5993.0
1896,3450.0
1897,4241.0
1898,9841.0
1899,-1.0
1900,-1.0
1901,28285.0
1902,28285.0
1903,28285.0
1904,-1.0
1905,-1.0
1906,-1.0
1907,-1.0
1908,-1.0
1909,-1.0
1910,-1.0
1911,-1.0
1912,-1.0
1913,4265.0
1914,8816.0
1915,8816.0
1916,-1.0
1917,-1.0
1918,14193.0
1919,14193.0
1920,11160.0
1921,7611.0
1922,8780.0
1923,2406.0
1924,2472.0
1925,6452.0
1926,4809.0
1927,4297.0
1928,3850.0
1929,8006.0
1930,5818.0
1931,4377.0
1932,4973.0
1933,5110.0
1934,5368.0
1935,861.0
1936,1174.0
1937,3837.0
1938,3596.0
1939,10103.0
1940,13745.0
1941,3459.0
1942,7047.0
1943,5199.0
1944,6352.0
1945,3450.0
1946,1391.0
1947,5358.0
1948,-1.0
1949,-1.0
1950,28285.0
1951,28285.0
1952,28285.0
1953,-1.0
1954,-1.0
1955,-1.0
1956,-1.0
1957,-1.0
1958,-1.0
1959,-1.0
1960,-1.0
1961,-1.0
1962,1086.0
1963,8816.0
1964,8816.0
1965,-1.0
1966,-1.0
1967,14193.0
1968,14193.0
1969,5489.0
1970,1940.0
1971,2681.0
1972,5630.0
1973,9496.0
1974,8895.0
1975,1722.0
1976,2791.0
1977,2848.0
1978,5737.0
1979,6998.0
1980,15628.0
1981,6282.0
1982,2062.0
1983,1921.0
1984,3493.0
1985,3316.0
1986,7470.0
1987,15029.0
1988,4496.0
1989,4447.0
1990,8141.0
1991,8141.0
1992,8903.0
1993,6352.0
1994,1391.0
1995,2736.0
1996,5358.0
1997,5358.0
1998,17243.0
1999,17243.0
2000,-1.0
2001,-1.0
2002,-1.0
2003,-1.0
2004,-1.0
2005,-1.0
2006,-1.0
2007,-1.0
2008,-1.0
2009,-1.0
2010,-1.0
2011,2215.0
2012,2215.0
2013,-1.0
2014,-1.0
2015,-1.0
2016,-1.0
2017,10998.0
2018,13638.0
2019,3296.0
2020,6443.0
2021,2754.0
2022,3573.0
2023,4115.0
2024,1986.0
2025,2068.0
2026,6155.0
2027,4786.0
2028,15196.0
2029,19218.0
2030,6755.0
2031,3584.0
2032,12017.0
2033,9431.0
2034,20336.0
2035,16139.0
2036,16139.0
2037,3187.0
2038,3187.0
2039,8141.0
2040,10286.0
2041,3867.0
2042,5013.0
2043,2155.0
2044,2736.0
2045,5358.0
2046,17243.0
2047,17243.0
2048,17243.0
2049,-1.0
2050,-1.0
2051,-1.0
2052,-1.0
2053,-1.0
2054,-1.0
2055,-1.0
2056,-1.0
2057,-1.0
2058,-1.0
2059,-1.0
2060,2215.0
2061,2215.0
2062,2215.0
2063,-1.0
2064,-1.0
2065,-1.0
2066,10998.0
2067,10998.0
2068,4518.0
2069,4798.0
2070,2657.0
2071,7186.0
2072,3191.0
2073,1820.0
2074,5887.0
2075,3469.0
2076,5861.0
2077,9055.0
2078,14920.0
2079,32103.0
2080,8291.0
2081,8778.0
2082,17727.0
2083,20336.0
2084,6495.0
2085,2024.0
2086,8202.0
2087,5442.0
2088,7338.0
2089,3757.0
2090,1247.0
2091,6283.0
2092,10982.0
2093,10982.0
2094,13629.0
2095,17243.0
2096,17243.0
2097,18853.0
2098,-1.0
2099,-1.0
2100,32816.0
2101,32816.0
2102,32816.0
2103,-1.0
2104,-1.0
2105,-1.0
2106,-1.0
2107,-1.0
2108,-1.0
2109,2215.0
2110,2215.0
2111,2215.0
2112,-1.0
2113,-1.0
2114,-1.0
2115,10998.0
2116,10998.0
2117,4190.0
2118,8523.0
2119,5616.0
2120,1594.0
2121,8116.0
2122,6832.0
2123,3269.0
2124,4135.0
2125,9072.0
2126,11737.0
2127,17392.0
2128,25926.0
2129,10816.0
2130,16019.0
2131,5729.0
2132,10635.0
2133,4246.0
2134,7309.0
2135,1404.0
2136,6599.0
2137,2967.0
2138,5450.0
2139,8676.0
2140,11418.0
2141,5756.0
2142,22477.0
2143,13629.0
2144,29012.0
2145,18853.0
2146,18853.0
2147,7128.0
2148,-1.0
2149,32816.0
2150,32816.0
2151,32816.0
2152,7226.0
2153,1485.0
2154,-1.0
2155,-1.0
2156,-1.0
2157,9218.0
2158,1056.0
2159,1056.0
2160,5017.0
2161,3497.0
2162,11079.0
2163,11079.0
2164,4288.0
2165,2574.0
2166,5734.0
2167,10234.0
2168,1821.0
2169,2666.0
2170,10703.0
2171,2941.0
2172,4498.0
2173,2155.0
2174,6588.0
2175,7436.0
2176,17392.0
2177,25926.0
2178,13401.0
2179,2424.0
2180,6740.0
2181,1840.0
2182,1638.0
2183,3266.0
2184,6209.0
2185,6424.0
2186,2976.0
2187,6342.0
2188,7544.0
2189,12889.0
2190,7596.0
2191,15053.0
2192,20756.0
2193,18509.0
2194,19187.0
2195,7128.0
2196,7128.0
2197,-1.0
2198,32816.0
2199,32816.0
2200,32816.0
2201,7226.0
2202,1485.0
2203,-1.0
2204,-1.0
2205,-1.0
2206,4628.0
2207,6029.0
2208,4476.0
2209,5017.0
2210,3497.0
2211,11079.0
2212,3577.0
2213,1358.0
2214,2433.0
2215,4244.0
2216,3940.0
2217,6628.0
2218,4451.0
2219,7638.0
2220,14415.0
2221,2124.0
2222,4682.0
2223,7637.0
2224,7637.0
2225,10030.0
2226,1561.0
2227,5347.0
2228,376.0
2229,4488.0
2230,6703.0
2231,2000.0
2232,2678.0
2233,6370.0
2234,13969.0
2235,5257.0
2236,8975.0
2237,7609.0
2238,14976.0
2239,7237.0
2240,11021.0
2241,8961.0
2242,6953.0
2243,7010.0
2244,7128.0
2245,7128.0
2246,-1.0
2247,-1.0
2248,-1.0
2249,-1.0
2250,7226.0
2251,213.0
2252,-1.0
2253,-1.0
2254,4242.0
2255,10319.0
2256,3716.0
2257,4476.0
2258,5017.0
2259,3497.0
2260,2611.0
2261,3577.0
2262,1524.0
2263,5899.0
2264,11366.0
2265,7544.0
2266,6662.0
2267,2264.0
2268,8341.0
2269,2799.0
2270,5020.0
2271,4682.0
2272,6390.0
2273,22464.0
2274,623.0
2275,5404.0
2276,2210.0
2277,1865.0
2278,6477.0
2279,838.0
2280,4727.0
2281,1731.0
2282,4215.0
2283,2609.0
2284,7068.0
2285,24755.0
2286,17182.0
2287,9021.0
2288,7499.0
2289,3412.0
2290,393.0
2291,393.0
2292,6755.0
2293,7010.0
2294,-1.0
2295,-1.0
2296,-1.0
2297,-1.0
2298,-1.0
2299,4200.0
2300,4200.0
2301,-1.0
2302,-1.0
2303,1462.0
2304,9209.0
2305,5970.0
2306,11320.0
2307,6250.0
2308,3071.0
2309,4914.0
2310,17693.0
2311,4187.0
2312,4932.0
2313,14446.0
2314,4130.0
2315,9912.0
2316,3921.0
2317,5338.0
2318,6892.0
2319,3137.0
2320,7916.0
2321,1394.0
2322,2294.0
2323,1149.0
2324,3847.0
2325,2888.0
2326,502.0
2327,1691.0
2328,3095.0
2329,8852.0
2330,10966.0
2331,11740.0
2332,4105.0
2333,15698.0
2334,38830.0
2335,11580.0
2336,12339.0
2337,18662.0
2338,9258.0
2339,393.0
2340,6755.0
2341,6755.0
2342,6755.0
2343,-1.0
2344,-1.0
2345,-1.0
2346,-1.0
2347,-1.0
2348,-1.0
2349,4200.0
2350,-1.0
2351,-1.0
2352,2550.0
2353,1782.0
2354,6703.0
2355,4806.0
2356,4147.0
2357,10851.0
2358,8993.0
2359,5771.0
2360,3720.0
2361,4602.0
2362,4970.0
2363,3473.0
2364,5935.0
2365,8972.0
2366,11342.0
2367,2432.0
2368,13608.0
2369,5912.0
2370,520.0
2371,2553.0
2372,12350.0
2373,2035.0
2374,6515.0
2375,11812.0
2376,2130.0
2377,9172.0
2378,5793.0
2379,4281.0
2380,3067.0
2381,5198.0
2382,9074.0
2383,38830.0
2384,21403.0
2385,3400.0
2386,1598.0
2387,3788.0
2388,2594.0
2389,2594.0
2390,6755.0
2391,-1.0
2392,-1.0
2393,-1.0
2394,-1.0
2395,-1.0
2396,-1.0
2397,-1.0
2398,-1.0
2399,-1.0
2400,-1.0
2401,-1.0
2402,-1.0
2403,3767.0
2404,6652.0
2405,-1.0
2406,11028.0
2407,11028.0
2408,7554.0
2409,4328.0
2410,3418.0
2411,8111.0
2412,7094.0
2413,9404.0
2414,2654.0
2415,5011.0
2416,3779.0
2417,2346.0
2418,1482.0
2419,1384.0
2420,4216.0
2421,18150.0
2422,4223.0
2423,18563.0
2424,6883.0
2425,2469.0
2426,4358.0
2427,4300.0
2428,574.0
2429,2208.0
2430,5124.0
2431,11858.0
2432,21403.0
2433,21403.0
2434,6450.0
2435,287.0
2436,-1.0
2437,2594.0
2438,-1.0
2439,-1.0
2440,-1.0
2441,-1.0
2442,-1.0
2443,-1.0
2444,-1.0
2445,-1.0
2446,-1.0
2447,-1.0
2448,-1.0
2449,-1.0
2450,-1.0
2451,-1.0
2452,-1.0
2453,-1.0
2454,-1.0
2455,-1.0
2456,-1.0
2457,-1.0
2458,-1.0
2459,-1.0
2460,2076.0
2461,-1.0
2462,9404.0
2463,-1.0
2464,6337.0
2465,3174.0
2466,1261.0
2467,-1.0
2468,-1.0
2469,1180.0
2470,3794.0
2471,2469.0
2472,18809.0
2473,3330.0
2474,978.0
2475,6241.0
2476,5834.0
2477,1121.0
2478,2656.0
2479,12791.0
2480,18569.0
2481,-1.0
2482,-1.0
2483,-1.0
2484,-1.0
2485,-1.0
2486,2594.0
2487,-1.0
2488,-1.0
2489,-1.0
2490,-1.0
2491,-1.0
2492,-1.0
2493,-1.0
2494,-1.0
2495,-1.0
2496,-1.0
2497,-1.0
2498,-1.0
