Grid_Number,n_Education
0,3.2304997935117634
1,3.1485313096756347
2,3.286793064321255
3,2.9620528447060677
4,2.2475818706240975
5,1.8824712599320836
6,1.9562493327984938
7,2.5560157011392226
8,2.5479142047972245
9,2.4322183769963215
10,2.795061340246918
11,3.490259557975292
12,4.24079503761683
13,4.462000645540974
14,4.633854464451084
15,4.576708864994274
16,4.784640299031517
17,4.94102951830437
18,5.059024302095364
19,5.179665494560697
20,4.660792112911461
21,3.6858940522494033
22,2.8145175556346786
23,2.1748713615925253
24,1.581486052554796
25,1.4544103982513532
26,1.300022484298257
27,0.813117443596232
28,1.340311836850898
29,2.324773965751838
30,1.6664127541710585
31,0.9634916329387955
32,1.2318569770332393
33,1.09576978429594
34,0.9276591126938301
35,0.9741711295574871
36,0.5173118376155599
37,1.058916092635913
38,2.2254521177976545
39,2.1047767801181854
40,2.2626867391483225
41,2.368650713520682
42,1.4338605303789294
43,0.8911436626542156
44,1.0380342950376806
45,1.6963174962184615
46,1.5876687004043615
47,1.394542837641728
48,1.9600178199158105
49,2.8655631710625937
50,3.251100143457235
51,3.430447945962258
52,3.6026828673264073
53,3.52895058865649
54,3.7948020716894812
55,3.8968842256579546
56,4.008130397446746
57,4.159434120025926
58,4.318134703420904
59,3.2418058557418616
60,2.201178189098201
61,1.2860513047304807
62,0.683857092402973
63,0.4161641208593436
64,0.8600650592636441
65,0.24277099695245402
66,1.0833523259577196
67,1.4647339099222814
68,1.392977511574989
69,0.3030212141775326
70,0.7351507111222579
71,0.7406128743800003
72,0.31313124448458884
73,0.5799226610850677
74,0.5876595059570461
75,1.095002606783232
76,1.2971457037954617
77,1.0771399856132509
78,1.2843576222133954
79,2.066407677106443
80,1.0110742112434874
81,0.056251922706819835
82,0.1771511839439882
83,0.7116130281560623
84,0.8722590695525579
85,0.4301155082821535
86,1.4429224361848878
87,1.9544582434217936
88,2.2852793117605916
89,2.415920958194974
90,2.587618043837135
91,2.4840116815387283
92,2.7750079772007874
93,2.8577478845908333
94,2.9572364899229835
95,3.1593468339372697
96,3.386019373003079
97,3.0277468708074857
98,1.994069014568242
99,0.8860622747400109
100,0.2583869513328305
101,0.25811622844422494
102,0.6985746166149257
103,0.6394305294899643
104,0.23522285916255425
105,0.43816945226789544
106,0.4704687087895984
107,0.9518859892949517
108,1.118439535020787
109,0.9251845328205193
110,0.43741008672527165
111,1.3619830095835848
112,1.031891250419622
113,0.10006138681853995
114,0.2667093684507759
115,0.27923122555449026
116,0.6028372664825995
117,1.482125723992305
118,1.4599362389967288
119,0.6506029018878581
120,0.18837696461162434
121,0.006425243918917744
122,0.13260800115618532
123,0.7977688339450002
124,1.0808485799172618
125,0.908868923396009
126,1.2404066137534515
127,1.4544939597209448
128,1.6192396712253472
129,1.44800876579381
130,1.7726346329932285
131,1.8321631026364156
132,1.9063425810139185
133,2.206960650800834
134,2.3585925668252616
135,2.2065767954688003
136,1.5522126538779568
137,1.1224346987821623
138,0.5100569705506379
139,0.1351755453039931
140,1.1305727269321248
141,1.016868129386365
142,0.3037755898708687
143,0.32442937204877104
144,0.2566332166603301
145,0.6049219293007339
146,0.6799749248949596
147,1.1023668076478756
148,0.36277245523389184
149,0.8350557446020408
150,1.3452360614087968
151,0.6578799807018652
152,0.5004939332465006
153,0.1917792135272508
154,0.2657845435622209
155,0.4371614493055839
156,0.9532206716500919
157,0.8542586865243775
158,0.054217856308501
159,0.06117382306044909
160,0.14084210236766354
161,0.3112612800747913
162,0.02976669908068233
163,0.20691638914773905
164,0.2550430528470418
165,0.7057923300221917
166,0.8705364851508949
167,0.4824296070783054
168,0.8360986395461792
169,0.8624242597317995
170,0.8554486753421452
171,1.2272943498399191
172,1.3670925890405783
173,1.1933525625030952
174,0.7477300813581316
175,0.2608271899555803
176,0.2841662772780639
177,0.416903903299489
178,1.312109202073563
179,1.0671760816948406
180,0.292751438757303
181,0.15543449685158595
182,0.2849602574870102
183,0.5153712969105918
184,0.03947494093386389
185,0.7066596625018344
186,0.9002804329818521
187,1.173106025728953
188,0.5922145814147914
189,0.6254787558913887
190,1.2649926991107998
191,0.768756151281321
192,0.06006995291566508
193,0.06588076635794535
194,0.039051709865346826
195,0.15801364050646666
196,0.12404721354318404
197,0.02432526099638838
198,0.0839097337841048
199,0.31279987955081684
200,0.43803212785970513
201,0.41902506293119185
202,0.06496998769390826
203,0.7510317400873853
204,0.36347414238892606
205,0.10054387273119604
206,0.10006733204376796
207,0.07736785697635
208,0.022218777587010168
209,0.21649695704391192
210,0.40436663874791595
211,0.1702619502755535
212,0.12333345733947775
213,0.15390567215223144
214,0.07042997306224202
215,0.20584378427422953
216,0.462877680411599
217,0.6387434688288551
218,0.8113020846773632
219,0.2272986649913769
220,0.06718675326717811
221,0.10897165110729334
222,0.06169426629823991
223,0.2798250570002828
224,0.34549378493930843
225,1.2956537276830866
226,0.8578146923531584
227,0.5799217314404608
228,2.1938776494011463
229,1.4162278433848512
230,0.48969876406720986
231,0.21192537599585054
232,0.13433646054234094
233,0.12424343446795756
234,0.08786752888235662
235,0.04519174829627239
236,0.16118989299791803
237,0.09138292072184011
238,0.1695467961499273
239,0.09197733235334105
240,0.24745461329100038
241,0.26024937918361374
242,0.463704088235866
243,0.4145666093943059
244,0.08465602146869007
245,0.13678856826864838
246,0.2469896326356
247,0.24611239052940934
248,0.45285527219755406
249,0.0254823035616371
250,0.14663279824334724
251,0.20127023263475802
252,0.08994217589197645
253,0.18291785252755902
254,0.30143009596889486
255,0.05498647306010233
256,0.183660831787739
257,0.18792137379383064
258,0.09673967618520035
259,0.1890838154924548
260,0.11763242865615668
261,0.06921655749356484
262,0.33184505932730857
263,1.0837426529831957
264,0.4718401212900358
265,0.6399499151736009
266,2.8761863905002247
267,2.0048047151394806
268,1.4629474313249826
269,1.154875412204288
270,0.43463716001919206
271,0.8357120932243552
272,0.569792662779109
273,0.15353115268162762
274,0.12253186547463993
275,0.3024476683891841
276,0.23203495629501267
277,0.25466901288889043
278,0.02728821512117266
279,0.24861306608324632
280,0.06288038484750004
281,0.3238590971733134
282,0.16629880700385932
283,0.3360574328788614
284,0.31268623790446454
285,0.056239944481155026
286,0.31844606800552344
287,0.14068878964532383
288,0.21911074194477123
289,0.21008529198737205
290,0.40585558025766544
291,0.2883935090051208
292,0.11236368546668997
293,0.17504650207072123
294,0.15734811766637016
295,0.19777362487820987
296,0.13553548369723267
297,0.13266883729067996
298,0.013788953440876089
299,0.4526084928093021
300,0.05424921661506258
301,0.0429696548088343
302,0.25299390269226935
303,0.8999207864669724
304,3.533415118550171
305,2.869070302451778
306,2.375292471254641
307,1.879459781309414
308,1.485066614771662
309,1.6400519381765153
310,1.1096953554106475
311,0.9345028442771794
312,0.2854802501020962
313,0.3041688121582775
314,0.17250891148735745
315,0.1386862552621178
316,0.08647213810044327
317,0.2429315354583863
318,0.26539974456200294
319,0.09494083984136259
320,0.24308652383799756
321,0.0865667207928872
322,0.3833428899552115
323,0.1905171955712654
324,0.21237621670669476
325,0.25482456149939764
326,0.17176290354911156
327,0.13053606525148906
328,0.2816371395527224
329,0.2922155219556882
330,0.018995855336792683
331,0.06829550878965106
332,0.1728659715762656
333,0.1348688123737712
334,0.17492844511364578
335,0.1599745111776588
336,0.3444305779917213
337,0.0034634369972381986
338,0.2208593839512202
339,0.19738315939135717
340,0.05402115278988749
341,0.5616691540263701
342,4.348659411360362
343,3.8257812411512258
344,3.3699719027174257
345,2.7859661986568076
346,2.536613543917362
347,2.614626924987243
348,2.0856806158712895
349,1.7454998626468239
350,0.8181473642371234
351,0.6463074604697007
352,0.9669872467633317
353,0.5847102558855015
354,0.0811143229853989
355,0.15039969906101908
356,0.12192891451141856
357,0.17623321759508684
358,0.23334258972218375
359,0.24221016454049416
360,0.14856171160500978
361,0.434963737294897
362,0.4931115864033841
363,0.24083619850191837
364,0.06473456671459174
365,0.14293201326128133
366,0.2531756630224696
367,0.5008837509038236
368,0.1380747739300752
369,0.5035801572763594
370,0.18813929176529912
371,0.23383069550160687
372,0.24559261941952926
373,0.23994837776404726
374,0.1369002930346099
375,0.34863081088881065
376,0.2452797386550426
377,0.18879552856211573
378,0.03644868450247276
379,0.33226722800249275
380,4.298889683475783
381,4.251966835849968
382,4.243100023397336
383,3.7687465713183244
384,3.588295655313742
385,3.4881389084318437
386,3.111363562385844
387,2.34301784116475
388,1.6628567981428666
389,1.5853438596982894
390,1.941507847209205
391,1.4488032538626057
392,0.6638469450187778
393,0.06092403594817255
394,0.20569366578569515
395,0.08193590873625077
396,0.18531647627593129
397,0.05149976503272998
398,0.2997288793671806
399,0.5294279004725737
400,0.16382376043833122
401,0.4084709733322479
402,0.15319462213157786
403,0.23509232424811355
404,0.21553797598314162
405,0.5007882918720995
406,0.6587762654677886
407,0.31862076800107986
408,0.07419597392441456
409,0.18522068116923698
410,0.06722117305798375
411,0.09882847192696587
412,0.07373652095754779
413,0.433313287864034
414,0.3633187136736767
415,0.45328579962094145
416,0.02712187028476734
417,0.19580635605305463
418,3.267375970695576
419,3.2054612106754243
420,3.5138411388270745
421,4.109992659504965
422,4.640021028608779
423,4.439590569798846
424,3.8723139713049943
425,3.130024753329737
426,2.659352670919387
427,2.6115360437816704
428,2.0773157784816028
429,0.9848972497905358
430,0.31251669174346425
431,0.56393039205551
432,0.6143281216797316
433,0.42064111627564416
434,0.3846867083675004
435,0.15725123589926165
436,0.18016814309515586
437,0.21216285286102232
438,0.06588231581466039
439,0.13173743767593085
440,0.2816138005616054
441,0.2741007562356366
442,0.1858998945405185
443,0.5420673249905812
444,0.06418593908150967
445,0.20223789066746747
446,0.37293816483394193
447,0.9048295682969678
448,0.39240090522033105
449,0.14501137042145046
450,0.7127394032641453
451,0.6873062233346987
452,1.134099767485219
453,1.3316797743601265
454,0.9673971039083791
455,0.5578737978860426
456,2.2548807300245164
457,2.1642682496022467
458,2.5993247692201846
459,3.361812562527981
460,4.280179950107768
461,4.305632575562812
462,4.087673211325963
463,4.039287841561529
464,3.686537235306366
465,2.8448206044447155
466,1.7898204925862595
467,0.8870021713232795
468,0.801961691595984
469,0.5578948100476496
470,0.1539395506256514
471,0.1061222471492725
472,0.12457785280614804
473,0.3363731203312524
474,0.4418618234915198
475,0.3628970854458116
476,0.24138061862296428
477,0.1191824556219858
478,0.20982543752354446
479,0.32309935814325064
480,0.23557415040894875
481,0.48355350473558517
482,0.5865282150099602
483,0.7179727016577026
484,0.4550333307379223
485,0.8201543863671072
486,1.370806166265632
487,1.0913457227728045
488,1.6558680598563813
489,1.7209706440006023
490,1.4725004248982805
491,1.3220428740084822
492,0.9860603331677307
493,0.03872398489101524
494,1.3063983492045783
495,1.1429997551573199
496,1.8382281013010704
497,2.8150628737514305
498,3.86560961978468
499,3.3256546398951503
500,3.039233357406518
501,3.1402797047807143
502,3.8815227906502727
503,2.775578019129127
504,1.6775904882139279
505,0.6305939200174149
506,0.6085815449881844
507,0.14763842447134748
508,0.1079347259019918
509,0.31421071431474296
510,0.15608095977544256
511,0.07571438802306735
512,0.10486695592026382
513,0.06626712137759944
514,0.25848767671542694
