Grid_Number,n_Utilities
0,4.127651901845222
1,4.015157536744284
2,4.030906858526462
3,3.148499885388005
4,2.4598282871357373
5,2.1590092922056203
6,2.206896423213832
7,2.545338469470073
8,3.1203686839416083
9,3.4886976880435867
10,3.9182141702573317
11,4.118880354930786
12,4.344606928113536
13,4.623743467028258
14,4.928113933027582
15,5.277039292390289
16,5.111103409405929
17,5.160453401866273
18,5.1683470895281225
19,5.231014131048835
20,5.347542242573106
21,4.292289966555421
22,3.2747764158676596
23,2.344659951226647
24,1.656370217037041
25,1.5692535170984974
26,2.1307570671885565
27,2.993085228761379
28,3.442886784569314
29,2.6723913504478
30,1.6615299006372468
31,0.9233363516691243
32,1.1904960112288816
33,2.110657199553803
34,2.7918833865363495
35,2.1404590321937036
36,1.9599436620171902
37,2.360943818340872
38,3.114727269933439
39,2.964109338659214
40,3.2160883913978346
41,2.5455295187450915
42,1.6179090721194664
43,1.1083326747585454
44,1.1610105249326086
45,1.71945128384858
46,2.116484270469021
47,2.487979046987228
48,2.951380657278854
49,3.071370532904326
50,3.3681157572582467
51,3.590575380609285
52,3.974927122373431
53,4.227912564359584
54,4.062807329020935
55,4.124789027308512
56,4.119159024980406
57,4.19758936639948
58,4.471331433584967
59,4.044234980277268
60,2.942170814953688
61,1.851962194822112
62,0.8222050691641444
63,0.6172052002543751
64,1.5253352470241357
65,2.42605768015447
66,2.3926302446149506
67,2.5321456133191464
68,1.425065555674341
69,0.35032072526042884
70,0.8291560316259479
71,1.9300614447927584
72,2.1927372861263765
73,1.2630244610780696
74,0.9247848931168001
75,1.608752850419988
76,2.139851004685575
77,1.9140759236811478
78,2.285010553432509
79,2.2932200496129336
80,1.1818800812491905
81,0.08766526790894855
82,0.19356074356494554
83,0.9860573785646528
84,1.116033875507822
85,1.5444673913934417
86,1.916832487693041
87,2.027834835823408
88,2.4542454728333185
89,2.5720880491757527
90,3.0860701148637077
91,3.1800733372794165
92,3.0164015735998695
93,3.0994525717827854
94,3.071132532705788
95,3.1756251879978517
96,3.441275325462844
97,3.2901846149853573
98,2.7993544788296996
99,1.8529698910350074
100,0.7422972697871918
101,0.37599920029061346
102,0.915712727790593
103,1.7398605744619977
104,1.3423763238446045
105,1.7463378472602804
106,1.4976320519431126
107,1.2641767749718136
108,1.470655742931603
109,2.1780720585779703
110,2.0064432007993407
111,0.9016628878388202
112,0.2702590431517811
113,1.3438550068111472
114,1.2922148845048949
115,0.8687447677643754
116,1.3143324986642027
117,1.5961024185457986
118,1.518370578874887
119,0.9558985476505532
120,0.2177622494203655
121,0.2630343743127204
122,0.30562850803187575
123,0.805834181795716
124,0.8760838573253164
125,1.000783147528662
126,1.4538382026221757
127,1.5966276259098713
128,2.336162737105651
129,2.1354177704663653
130,1.9748932292909773
131,2.0801127301036213
132,2.0260709620954893
133,2.181289847995086
134,2.4088180916217827
135,2.240282666613794
136,2.0366843266769514
137,1.332062251123928
138,0.5201894263024677
139,0.1666955026616113
140,1.0119418769071427
141,1.1447226738616778
142,0.29215329258697625
143,0.9958251545085492
144,0.5264961229364372
145,0.884026839724281
146,0.8288372656442494
147,1.378850418505317
148,2.0814976124990436
149,1.494944946533306
150,1.2226273825169578
151,1.7965626492689006
152,0.9869634906204223
153,0.24297462941962922
154,0.3115345399664618
155,0.7497028036563675
156,1.27925511334002
157,0.8483310231382792
158,0.12000215557625309
159,0.21677822564620433
160,0.2614851668296225
161,0.6787022906082683
162,0.2603714627167051
163,0.31886567931170656
164,0.4561975587951796
165,0.832454266806744
166,1.631275180354373
167,1.1030288036783489
168,0.9544515971454688
169,1.0696078351790972
170,0.9933763740063918
171,1.2806430826839796
172,1.389985069113429
173,1.1917889894348295
174,1.3356313713898422
175,0.5419138660474444
176,0.4535373377557393
177,0.7755256429460282
178,1.2633966892116943
179,1.3415974447190386
180,0.34672327927837093
181,0.146446203992907
182,0.4041789825112268
183,0.4616699560867313
184,0.22144877235762866
185,1.0356689006147
186,1.1204914980990281
187,1.7357670318578136
188,2.262865526725526
189,2.6178538823363238
190,1.5785421111631464
191,0.8691381396098244
192,0.2566954913256901
193,0.10369026125519608
194,0.27835071385546956
195,0.24721554518339664
196,0.19842676810202642
197,0.18038563623046472
198,0.08524772060735111
199,0.40783959329494635
200,0.13595992547634292
201,0.30309861629746104
202,0.2608242063026888
203,0.5392972439942869
204,0.8477757381790259
205,0.28784875067598326
206,0.29913057076917243
207,0.4127036677141888
208,0.2658532223267904
209,0.3919920240287928
210,0.5195010765944642
211,0.1726224766227016
212,0.6060366316868838
213,0.1414891488137236
214,0.2660447335481098
215,0.15630403957413966
216,0.39692873240016413
217,0.8906999018625543
218,0.9474383932977568
219,0.46887018358475946
220,0.3255570189435741
221,0.3239562098987535
222,0.11443191239528284
223,0.20627814351085458
224,0.2256655890103331
225,1.3284731178843299
226,2.0908953159576313
227,2.474226684182719
228,2.206727461034382
229,1.306605649692956
230,0.6877045594340808
231,0.416010391901312
232,0.13664396305265364
233,0.20470562781582602
234,0.0779310370693733
235,0.45536556808363027
236,0.1803972416583193
237,0.03526435233350526
238,0.3330372075409239
239,0.5444464702720043
240,0.17940664036264647
241,0.3412916255578829
242,0.6604542859176045
243,0.3089681131999631
244,0.11201312282004518
245,0.08695709443274821
246,0.19400253684951652
247,0.08260435754803977
248,0.6856465754622694
249,0.0345275237004845
250,0.15747285947849884
251,0.2114944157642061
252,0.06087465235147256
253,0.13066370093331833
254,0.17208848676560856
255,0.20721854389162622
256,0.17512066362365614
257,0.05948425806219911
258,0.35909268424590873
259,0.1890838154924548
260,0.18910335077915497
261,0.10690472955530822
262,0.24977282758443556
263,1.194017998437129
264,1.053971226857793
265,1.6449551637213655
266,2.8345759130315717
267,2.090083234405742
268,1.628880900363638
269,1.2993553378967113
270,0.9472445374050966
271,0.713053083527081
272,0.4116404224644753
273,0.2868974248631991
274,0.12005052289311653
275,0.3579684237977997
276,0.26606744967540275
277,0.13712690723665513
278,0.1402969541923862
279,0.29978536249230747
280,0.3358785763836338
281,0.21373661017390633
282,0.1486384118614244
283,0.04933686462137886
284,0.3127121494031526
285,0.16050489207504964
286,0.27511158852832995
287,0.22209052726484074
288,0.255091517968456
289,0.20067842807546543
290,0.11850027567623012
291,0.15540720329695096
292,0.21782846499451392
293,0.25502045036391807
294,0.060818192303639086
295,0.1305081219371592
296,0.41812602092514894
297,0.09140583630957183
298,0.14575165690084219
299,0.057613298348290994
300,0.10976449354216948
301,0.22303942620377057
302,0.23202009196667825
303,0.9011000252978664
304,3.598665131688632
305,3.0218093045937247
306,2.582545484722644
307,2.2448809154067733
308,1.9970877976380765
309,1.5745961390269252
310,1.007116191808284
311,0.8884686260380544
312,0.3099567345906041
313,0.8082133979663767
314,0.3681818102147805
315,0.26337436510811624
316,0.24872270583008152
317,0.3372585197075084
318,0.272439773277567
319,0.12389541385755629
320,0.5135664574337676
321,0.06568904804032023
322,0.321824384770785
323,0.35722652740061706
324,0.29026401022212256
325,0.4150955433065828
326,0.19537316854271974
327,0.3182636688585714
328,0.2392191970337845
329,0.1212397145486098
330,0.13535216320729643
331,0.23118632621995955
332,0.23476963096096826
333,0.16764810729019733
334,0.17492844511364578
335,0.3642844887594226
336,0.17685482969158475
337,0.22993347598496663
338,0.12035487301295629
339,0.31741642096713557
340,0.10262198783840193
341,0.9829698333956511
342,4.463947159795215
343,4.006135376120544
344,3.5914806796891203
345,3.216112884107266
346,3.0322921552490074
347,2.4860622664946175
348,2.0176764256430566
349,1.734020059791038
350,1.044528239415177
351,1.2837894064643736
352,1.23057186571571
353,1.0254569384903418
354,0.12746831199171083
355,0.1447217063095013
356,0.1943101010489714
357,0.2790884355926672
358,0.6019551539091528
359,0.09069793928179595
360,0.2633658349105321
361,0.4938947976428603
362,0.5130859502756515
363,0.5566812246925071
364,0.14302057163605653
365,0.07580803094912068
366,0.21140941055454548
367,0.7548153266871525
368,0.4918719515841017
369,0.5096047317312605
370,0.07946453436707279
371,0.06579261245917886
372,0.1116086729587324
373,0.15153771516226736
374,0.21924807119718445
375,0.13545704548618046
376,0.0966391170243752
377,0.09093068860203085
378,0.059273067901783404
379,0.3147314413066988
380,3.938648742101356
381,4.2403426854758015
382,4.619613603257112
383,4.226096671983602
384,3.9484645062014128
385,3.3837045454044463
386,3.0560846244775073
387,2.4926619741461136
388,2.073013506722428
389,2.2032404629719182
390,2.2465969799743117
391,1.5315670248719289
392,0.681280049479261
393,0.17973900771837178
394,0.18633141316691165
395,0.655048068707432
396,0.3786310344786562
397,0.16415401390804746
398,0.16850641629446966
399,0.26117823050984873
400,0.7072070594628999
401,0.6683845418746694
402,0.2600687344218814
403,0.1905414199873277
404,0.28818577761190345
405,0.7791136979907428
406,0.6500196662396543
407,0.32479669630018626
408,0.1104334739800359
409,0.43197869689083
410,0.21863347743955044
411,0.2874961662124932
412,0.4647802391523049
413,0.6417138859746416
414,0.44923069376138136
415,0.1379651430037726
416,0.17406465006622185
417,0.08710416042937592
418,2.900838393730498
419,3.298914917346564
420,3.9778986984185125
421,4.820516430373962
422,4.849077580789076
423,4.350912525416261
424,4.002571696915738
425,3.4104859241315584
426,3.116907190686346
427,3.204944426804943
428,3.0592147676510715
429,2.1277336426016658
430,1.339583429166615
431,0.7667130270747985
432,0.678185943484879
433,0.5519797578154281
434,0.11504414760860751
435,0.3213184638586569
436,0.15206007954892592
437,0.2530247647233407
438,0.16063939989748302
439,0.3112994170539153
440,0.10054960278526882
441,0.36254520780483923
442,0.918886576404962
443,1.1091739574261832
444,0.0950960291859407
445,0.6153059143980739
446,0.5926186874122631
447,1.0831401660135713
448,1.0779955283562126
449,0.7052089364761038
450,0.8110462115808904
451,1.691619531823697
452,1.3941221740631689
453,1.159376090379125
454,0.9727716452699213
455,0.6509051265109135
456,1.8789290611559148
457,2.449212624783115
458,3.3075327394859326
459,4.2841294846187346
460,5.006900080698559
461,5.350089310331117
462,4.863188325190876
463,4.388732973686862
464,4.164638703940113
465,4.230876498594672
466,3.432458550540637
467,2.4117845489475167
468,1.5246311146921587
469,0.7356586455426912
470,0.2893045904004962
471,0.19090488506697345
472,0.10521190799465764
473,0.08428712070358607
474,0.5025565728004322
475,0.33346232166081063
476,0.2960419222334904
