Grid_number,Grid_coordinates,Three_ways,Four_ways,Road_length,Walkability_ratio,District_name,Grid_type,Urban_percentage,Periurban_percentage,Rural_percentage,Class_label
24,"[28.64, 76.83]",16,0,5288.3459,0.5081,Delhi,Rejected,0.0,0.0,0.0,0.0
25,"[28.65, 76.83]",0,0,383.9152,0.1911,Delhi,Rejected,0.0,0.0,0.0,0.0
26,"[28.66, 76.83]",0,0,2070.8262,0.2565,Delhi,Rejected,0.0,0.0,0.0,0.0
27,"[28.67, 76.83]",1,0,2107.7317,0.5562,Delhi,Rejected,0.0,0.0,0.0,0.0
28,"[28.68, 76.83]",0,0,836.7786,0.2017,Delhi,Rejected,0.0,0.0,0.0,0.0
29,"[28.69, 76.83]",0,2,3677.4485,0.4719,Delhi,Rejected,0.0,0.0,0.0,0.0
30,"[28.7, 76.83]",0,2,5868.5565,0.3167,Delhi,Rejected,0.0,0.0,0.0,0.0
31,"[28.71, 76.83]",1,2,4956.1001,0.3832,Delhi,Rejected,0.0,0.0,0.0,0.0
32,"[28.72, 76.83]",0,0,2543.9732,0.34,Delhi,Rejected,0.0,0.0,0.0,0.0
33,"[28.73, 76.83]",3,2,4390.0255,0.4601,Delhi,Rejected,0.0,0.0,0.0,0.0
34,"[28.74, 76.83]",2,1,2519.7861,0.5639,Delhi,Rejected,0.0,0.0,0.0,0.0
35,"[28.75, 76.83]",0,0,0.0,0.1888,Delhi,Rejected,0.0,0.0,0.0,0.0
36,"[28.76, 76.83]",0,0,1845.3086,0.3232,Delhi,Rejected,0.0,0.0,0.0,0.0
37,"[28.77, 76.83]",1,0,1138.933,0.4614,Delhi,Rejected,0.0,0.0,0.0,0.0
38,"[28.78, 76.83]",4,0,3379.743,0.614,Delhi,Rejected,0.0,0.0,0.0,0.0
39,"[28.79, 76.83]",0,0,171.226,0.19899999999999998,Delhi,Rejected,0.0,0.0,0.0,0.0
40,"[28.8, 76.83]",0,0,1079.7051,0.6173,Delhi,Rejected,0.0,0.0,0.0,0.0
41,"[28.81, 76.83]",0,0,0.0,0.1381,Delhi,Rejected,0.0,0.0,0.0,0.0
42,"[28.82, 76.83]",0,0,1191.3939,0.6336,Delhi,Rejected,0.0,0.0,0.0,0.0
43,"[28.83, 76.83]",0,0,800.7293,0.4174,Delhi,Rejected,0.0,0.0,0.0,0.0
44,"[28.84, 76.83]",0,0,0.0,0.2535,Delhi,Rejected,0.0,0.0,0.0,0.0
45,"[28.85, 76.83]",0,0,305.5832,0.3452,Delhi,Rejected,0.0,0.0,0.0,0.0
46,"[28.86, 76.83]",2,0,2116.5592,0.5658,Delhi,Rejected,0.0,0.0,0.0,0.0
47,"[28.87, 76.83]",0,0,573.9003,0.3007,Delhi,Rejected,0.0,0.0,0.0,0.0
48,"[28.88, 76.83]",2,0,1484.3612,0.6221,Delhi,Rejected,0.0,0.0,0.0,0.0
49,"[28.4, 76.84]",3,2,2524.3377,0.4441,Delhi,Rejected,0.0,0.0,0.0,0.0
50,"[28.41, 76.84]",0,0,1312.0347,0.4162,Delhi,Rejected,0.0,0.0,0.0,0.0
51,"[28.42, 76.84]",2,0,1092.6694,0.2381,Delhi,Rejected,0.0,0.0,0.0,0.0
52,"[28.43, 76.84]",0,0,377.7837,0.3352,Delhi,Rejected,0.0,0.0,0.0,0.0
53,"[28.44, 76.84]",1,0,1721.9982,0.2554,Delhi,Rejected,0.0,0.0,0.0,0.0
54,"[28.45, 76.84]",3,0,2725.9818,0.4446,Delhi,Rejected,0.0,0.0,0.0,0.0
55,"[28.46, 76.84]",11,0,3225.0837,0.278,Delhi,Rejected,0.0,0.0,0.0,0.0
56,"[28.47, 76.84]",2,0,2694.4109,0.4237,Delhi,Rejected,0.0,0.0,0.0,0.0
57,"[28.48, 76.84]",3,0,4290.6526,0.2603,Delhi,Rejected,0.0,0.0,0.0,0.0
58,"[28.49, 76.84]",0,0,3708.8715,0.2153,Delhi,Rejected,0.0,0.0,0.0,0.0
59,"[28.5, 76.84]",0,0,1310.5912,0.2893,Delhi,Rejected,0.0,0.0,0.0,0.0
60,"[28.51, 76.84]",0,0,0.0,0.0948,Delhi,Rejected,0.0,0.0,0.0,0.0
61,"[28.52, 76.84]",0,0,631.1336,0.258,Delhi,Rejected,0.0,0.0,0.0,0.0
62,"[28.53, 76.84]",0,2,2716.3123,0.507,Delhi,Rejected,0.0,0.0,0.0,0.0
63,"[28.54, 76.84]",0,1,1815.183,0.5002,Delhi,Rejected,0.0,0.0,0.0,0.0
64,"[28.55, 76.84]",1,0,631.7735,0.2531,Delhi,Rural,0.0,0.0,0.613587,0.0
65,"[28.56, 76.84]",1,0,2209.3953,0.2011,Delhi,Rural,0.0,0.0,1.0,0.0
66,"[28.57, 76.84]",1,0,1474.2718,0.5042,Delhi,Rural,0.0,0.0,1.0,0.0
67,"[28.58, 76.84]",0,0,1026.0583,0.3194,Delhi,Rural,0.0,0.0,1.0,0.0
68,"[28.59, 76.84]",18,0,4541.7709,0.4845,Delhi,Rejected,0.0,0.0,0.04821,0.0
69,"[28.6, 76.84]",43,3,9629.8222,0.5807,Delhi,Rejected,0.0,0.0,0.0,0.0
70,"[28.61, 76.84]",0,0,323.6186,0.2214,Delhi,Rejected,0.0,0.0,0.0,0.0
71,"[28.62, 76.84]",0,0,1674.661,0.2949,Delhi,Rejected,0.0,0.0,0.0,0.0
72,"[28.63, 76.84]",0,0,977.2049,0.3247,Delhi,Rejected,0.0,0.0,0.0,0.0
73,"[28.64, 76.84]",1,0,2156.9866,0.4713,Delhi,Rejected,0.0,0.0,0.0,0.0
74,"[28.65, 76.84]",0,0,1238.0048,0.4631,Delhi,Rejected,0.0,0.0,0.0,0.0
75,"[28.66, 76.84]",0,0,987.2819999999999,0.3917,Delhi,Rejected,0.0,0.0,0.0,0.0
76,"[28.67, 76.84]",4,0,1692.6391,0.4341,Delhi,Rejected,0.0,0.0,0.0,0.0
77,"[28.68, 76.84]",1,0,1408.0534,0.5361,Delhi,Rejected,0.0,0.0,0.0,0.0
78,"[28.69, 76.84]",0,0,1020.0546,0.5699,Delhi,Rejected,0.0,0.0,0.0,0.0
79,"[28.7, 76.84]",1,0,1079.7568,0.5328,Delhi,Rejected,0.0,0.0,0.0,0.0
80,"[28.71, 76.84]",2,1,3650.3542,0.3993,Delhi,Rejected,0.0,0.0,0.0,0.0
81,"[28.72, 76.84]",8,0,7787.3744,0.4051,Delhi,Rejected,0.0,0.0,0.0,0.0
82,"[28.73, 76.84]",7,0,4944.4921,0.2535,Delhi,Rejected,0.0,0.0,0.0,0.0
83,"[28.74, 76.84]",0,0,1024.3419,0.4006,Delhi,Rejected,0.0,0.0,0.0,0.0
84,"[28.75, 76.84]",0,0,1266.3883,0.5153,Delhi,Rejected,0.0,0.0,0.0,0.0
85,"[28.76, 76.84]",0,1,1531.2626,0.4594,Delhi,Rejected,0.0,0.0,0.0,0.0
86,"[28.77, 76.84]",1,1,3173.9975,0.5856,Delhi,Rejected,0.0,0.0,0.0,0.0
87,"[28.78, 76.84]",0,0,999.9258,0.5172,Delhi,Rejected,0.0,0.0,0.0,0.0
88,"[28.79, 76.84]",0,0,940.5397,0.469,Delhi,Rejected,0.0,0.0,0.0,0.0
89,"[28.8, 76.84]",0,0,1034.1643,0.4026,Delhi,Rejected,0.0,0.0,0.0,0.0
90,"[28.81, 76.84]",0,0,1113.2831,0.6031,Delhi,Rejected,0.0,0.0,0.0,0.0
91,"[28.82, 76.84]",0,0,1163.3583,0.531,Delhi,Rejected,0.0,0.0,0.0,0.0
92,"[28.83, 76.84]",15,0,5543.1329,0.6351,Delhi,Rejected,0.0,0.0,0.0,0.0
93,"[28.84, 76.84]",3,0,2304.2569,0.5339,Delhi,Rejected,0.0,0.0,0.0,0.0
94,"[28.85, 76.84]",1,0,2115.2879,0.5473,Delhi,Rejected,0.0,0.0,0.0,0.0
95,"[28.86, 76.84]",1,0,1302.2907,0.4389,Delhi,Rejected,0.0,0.0,0.0,0.0
96,"[28.87, 76.84]",0,0,1016.6624,0.4827,Delhi,Rejected,0.0,0.0,0.0,0.0
97,"[28.88, 76.84]",0,0,1444.1257,0.5346,Delhi,Rejected,0.0,0.0,0.0,0.0
98,"[28.4, 76.85]",29,2,7172.0896,0.5587,Delhi,Rejected,0.0,0.0,0.0,0.0
99,"[28.41, 76.85]",54,7,9140.7615,0.5734,Delhi,Rejected,0.0,0.0,0.0,0.0
100,"[28.42, 76.85]",19,3,6515.4981,0.5673,Delhi,Rejected,0.0,0.0,0.0,0.0
101,"[28.43, 76.85]",24,1,5894.8618,0.5533,Delhi,Rejected,0.0,0.0,0.0,0.0
102,"[28.44, 76.85]",0,1,2380.6033,0.3793,Delhi,Rejected,0.0,0.0,0.0,0.0
103,"[28.45, 76.85]",11,1,6487.9842,0.4923,Delhi,Rejected,0.0,0.0,0.0,0.0
104,"[28.46, 76.85]",16,7,9089.2842,0.5848,Delhi,Rejected,0.0,0.0,0.0,0.0
105,"[28.47, 76.85]",2,0,5015.3862,0.2424,Delhi,Rejected,0.0,0.0,0.0,0.0
106,"[28.48, 76.85]",9,0,4122.1115,0.3011,Delhi,Rejected,0.0,0.0,0.0,0.0
107,"[28.49, 76.85]",0,0,1113.3321,0.3678,Delhi,Rejected,0.0,0.0,0.0,0.0
108,"[28.5, 76.85]",1,0,430.9148,0.3938,Delhi,Rejected,0.0,0.0,0.0,0.0
109,"[28.51, 76.85]",0,0,422.5683,0.1979,Delhi,Rejected,0.0,0.0,0.0,0.0
110,"[28.52, 76.85]",0,0,2716.2768,0.3806,Delhi,Rejected,0.0,0.0,0.0,0.0
111,"[28.53, 76.85]",0,0,45.3292,0.2914,Delhi,Rejected,0.0,0.0,0.0,0.0
112,"[28.54, 76.85]",21,1,3995.5238,0.5728,Delhi,Rejected,0.0,0.0,0.211833,0.0
113,"[28.55, 76.85]",0,0,2003.832,0.2479,Delhi,Rural,0.0,0.0,0.978086,0.0
114,"[28.56, 76.85]",0,0,0.0,0.2082,Delhi,Rural,0.0,0.0,1.0,0.0
115,"[28.57, 76.85]",0,0,982.0498,0.4707,Delhi,Rural,0.0,0.0,1.0,0.0
116,"[28.58, 76.85]",0,0,0.0,0.0885,Delhi,Rural,0.0,0.0,1.0,0.0
117,"[28.59, 76.85]",0,0,1652.558,0.2737,Delhi,Rejected,0.0,0.0,0.39664,0.0
118,"[28.6, 76.85]",0,0,741.4362,0.3567,Delhi,Rejected,0.0,0.0,0.0029219999999999997,0.0
119,"[28.61, 76.85]",1,0,1082.3105,0.4044,Delhi,Rejected,0.0,0.0,0.0,0.0
120,"[28.62, 76.85]",0,0,1040.2823,0.4663,Delhi,Rejected,0.0,0.0,0.0,0.0
121,"[28.63, 76.85]",1,0,1516.9676,0.4518,Delhi,Rejected,0.0,0.0,0.0,0.0
122,"[28.64, 76.85]",0,0,364.8748,0.2126,Delhi,Rejected,0.0,0.0,0.0,0.0
123,"[28.65, 76.85]",3,0,2635.3831,0.6295,Delhi,Rejected,0.0,0.0,0.0,0.0
124,"[28.66, 76.85]",0,0,987.5355,0.3875,Delhi,Rejected,0.0,0.0,0.0,0.0
125,"[28.67, 76.85]",0,0,996.6510000000001,0.4337,Delhi,Rejected,0.0,0.0,0.0,0.0
126,"[28.68, 76.85]",6,0,1640.4518,0.3839,Delhi,Rejected,0.0,0.0,0.0,0.0
127,"[28.69, 76.85]",28,2,5123.8001,0.6126,Delhi,Rejected,0.0,0.0,0.0,0.0
128,"[28.7, 76.85]",0,0,0.0,0.1512,Delhi,Rejected,0.0,0.0,0.0,0.0
129,"[28.71, 76.85]",0,0,0.0,0.1746,Delhi,Rejected,0.0,0.0,0.0,0.0
130,"[28.72, 76.85]",6,2,3793.7981,0.3876,Delhi,Rejected,0.0,0.0,0.0,0.0
131,"[28.73, 76.85]",38,1,8094.924,0.4175,Delhi,Rejected,0.0,0.0,0.0,0.0
132,"[28.74, 76.85]",1,0,3463.5144,0.2286,Delhi,Rejected,0.0,0.0,0.0,0.0
133,"[28.75, 76.85]",0,0,3376.7701,0.207,Delhi,Rejected,0.0,0.0,0.0,0.0
134,"[28.76, 76.85]",0,1,2108.0337,0.5242,Delhi,Rejected,0.0,0.0,0.0,0.0
135,"[28.77, 76.85]",0,0,2806.3923,0.4861,Delhi,Rejected,0.0,0.0,0.0,0.0
136,"[28.78, 76.85]",4,0,2575.6637,0.5063,Delhi,Rejected,0.0,0.0,0.0,0.0
137,"[28.79, 76.85]",1,0,1947.693,0.5793,Delhi,Rejected,0.0,0.0,0.0,0.0
138,"[28.8, 76.85]",0,0,601.5977,0.4635,Delhi,Rejected,0.0,0.0,0.0,0.0
139,"[28.81, 76.85]",0,0,0.0,0.1439,Delhi,Rejected,0.0,0.0,0.0,0.0
140,"[28.82, 76.85]",0,0,778.1434,0.3605,Delhi,Rejected,0.0,0.0,0.0,0.0
141,"[28.83, 76.85]",1,0,1657.557,0.4891,Delhi,Rejected,0.0,0.0,0.0,0.0
142,"[28.84, 76.85]",0,0,1094.7907,0.5466,Delhi,Rejected,0.0,0.0,0.0,0.0
143,"[28.85, 76.85]",0,0,1040.1458,0.5257,Delhi,Rejected,0.0,0.0,0.0,0.0
144,"[28.86, 76.85]",0,1,2018.9986,0.5226,Delhi,Rejected,0.0,0.0,0.0,0.0
145,"[28.87, 76.85]",1,0,1680.9859,0.5725,Delhi,Rejected,0.0,0.0,0.0,0.0
146,"[28.88, 76.85]",2,0,1608.4499,0.5993,Delhi,Rejected,0.0,0.0,0.0,0.0
147,"[28.4, 76.86]",15,1,8334.5719,0.3408,Delhi,Rejected,0.0,0.0,0.0,0.0
148,"[28.41, 76.86]",27,5,9861.3918,0.4179,Delhi,Rejected,0.0,0.0,0.0,0.0
149,"[28.42, 76.86]",5,3,7220.7245,0.5021,Delhi,Rejected,0.0,0.0,0.0,0.0
150,"[28.43, 76.86]",5,3,5623.9321,0.4842,Delhi,Rejected,0.0,0.0,0.0,0.0
151,"[28.44, 76.86]",1,2,4210.1509,0.4711,Delhi,Rejected,0.0,0.0,0.0,0.0
152,"[28.45, 76.86]",3,0,1333.3255,0.3223,Delhi,Rejected,0.0,0.0,0.0,0.0
153,"[28.46, 76.86]",30,1,5722.3472,0.4869,Delhi,Rejected,0.0,0.0,0.0,0.0
154,"[28.47, 76.86]",2,0,1688.6960000000001,0.4975,Delhi,Rejected,0.0,0.0,0.0,0.0
155,"[28.48, 76.86]",18,4,6658.7348,0.5799,Delhi,Rejected,0.0,0.0,0.0,0.0
156,"[28.49, 76.86]",1,0,1001.0592,0.3408,Delhi,Rejected,0.0,0.0,0.0,0.0
157,"[28.5, 76.86]",0,1,2972.8238,0.315,Delhi,Rejected,0.0,0.0,0.0,0.0
158,"[28.51, 76.86]",47,7,10703.3863,0.4032,Delhi,Rejected,0.0,0.0,0.0,0.0
159,"[28.52, 76.86]",0,0,0.0,0.2218,Delhi,Rejected,0.0,0.0,0.0,0.0
160,"[28.53, 76.86]",1,0,847.4628,0.4707,Delhi,Rejected,0.0,0.0,0.24397399999999997,0.0
161,"[28.54, 76.86]",0,0,1156.2714,0.5013,Delhi,Rural,0.0,0.0,0.9817379999999999,0.0
162,"[28.55, 76.86]",30,8,9557.2018,0.6182,Delhi,Rural,0.0,0.143901,0.8560989999999999,0.0
163,"[28.56, 76.86]",1,0,1078.1902,0.4898,Delhi,Rural,0.0,0.0,1.0,0.0
164,"[28.57, 76.86]",22,3,5623.9788,0.4232,Delhi,Rural,0.0,0.0,1.0,0.0
165,"[28.58, 76.86]",0,0,268.3976,0.1855,Delhi,Rural,0.0,0.0,1.0,0.0
166,"[28.59, 76.86]",0,0,1038.4329,0.3389,Delhi,Rural,0.0,0.019722,0.9802780000000001,0.0
167,"[28.6, 76.86]",0,0,0.0,0.1525,Delhi,Rural,0.0,0.0,0.7888970000000001,0.0
168,"[28.61, 76.86]",7,0,2615.6711,0.5423,Delhi,Rejected,0.0,0.0,0.302411,0.0
169,"[28.62, 76.86]",8,2,4214.8436,0.5291,Delhi,Rejected,0.0,0.0,0.0036520000000000003,0.0
170,"[28.63, 76.86]",11,3,4925.6239,0.6004,Delhi,Rejected,0.0,0.0,0.0,0.0
171,"[28.64, 76.86]",0,0,672.8479,0.2969,Delhi,Rejected,0.0,0.0,0.0,0.0
172,"[28.65, 76.86]",0,0,773.3832,0.3443,Delhi,Rejected,0.0,0.0,0.0,0.0
173,"[28.66, 76.86]",7,3,4209.0857,0.588,Delhi,Rejected,0.0,0.0,0.0,0.0
174,"[28.67, 76.86]",14,7,6850.616,0.5883,Delhi,Rejected,0.0,0.0,0.0,0.0
175,"[28.68, 76.86]",2,1,4296.206,0.4992,Delhi,Rejected,0.0,0.0,0.0,0.0
176,"[28.69, 76.86]",2,0,1846.8848,0.2403,Delhi,Rejected,0.0,0.0,0.0,0.0
177,"[28.7, 76.86]",2,0,2236.7086,0.4887,Delhi,Rejected,0.0,0.0,0.0,0.0
178,"[28.71, 76.86]",14,1,4780.1233,0.5367,Delhi,Rejected,0.0,0.0,0.0,0.0
179,"[28.72, 76.86]",20,5,7009.9298,0.4316,Delhi,Rejected,0.0,0.0,0.0,0.0
180,"[28.73, 76.86]",6,1,3279.5229999999997,0.2795,Delhi,Rejected,0.0,0.0,0.0,0.0
181,"[28.74, 76.86]",15,2,5304.4658,0.4726,Delhi,Rejected,0.0,0.0,0.0,0.0
182,"[28.75, 76.86]",5,1,3697.9164,0.4608,Delhi,Rejected,0.0,0.0,0.0,0.0
183,"[28.76, 76.86]",0,0,3926.8172,0.1587,Delhi,Rejected,0.0,0.0,0.0,0.0
184,"[28.77, 76.86]",1,0,2783.5771,0.298,Delhi,Rejected,0.0,0.0,0.0,0.0
185,"[28.78, 76.86]",3,0,2182.4118,0.5374,Delhi,Rejected,0.0,0.0,0.0,0.0
186,"[28.79, 76.86]",0,0,1156.0847,0.5855,Delhi,Rejected,0.0,0.0,0.0,0.0
187,"[28.8, 76.86]",0,0,515.9625,0.441,Delhi,Rejected,0.0,0.0,0.0,0.0
188,"[28.81, 76.86]",0,0,807.2757,0.5286,Delhi,Rejected,0.0,0.0,0.0,0.0
189,"[28.82, 76.86]",0,0,1657.9388,0.3658,Delhi,Rejected,0.0,0.0,0.0,0.0
190,"[28.83, 76.86]",0,0,314.7195,0.282,Delhi,Rejected,0.0,0.0,0.0,0.0
191,"[28.84, 76.86]",0,0,1084.823,0.5931,Delhi,Rejected,0.0,0.0,0.0,0.0
192,"[28.85, 76.86]",0,0,1048.0410000000002,0.515,Delhi,Rejected,0.0,0.0,0.0,0.0
193,"[28.86, 76.86]",1,0,1345.3251,0.4746,Delhi,Rejected,0.0,0.0,0.0,0.0
194,"[28.87, 76.86]",1,0,1122.2885,0.3971,Delhi,Rejected,0.0,0.0,0.0,0.0
195,"[28.88, 76.86]",0,0,0.0,0.1443,Delhi,Rejected,0.0,0.0,0.0,0.0
196,"[28.4, 76.87]",14,1,5945.7439,0.4666,Delhi,Rejected,0.0,0.0,0.0,0.0
197,"[28.41, 76.87]",0,0,1586.6171,0.3552,Delhi,Rejected,0.0,0.0,0.0,0.0
198,"[28.42, 76.87]",2,0,1924.5542,0.5451,Delhi,Rejected,0.0,0.0,0.0,0.0
199,"[28.43, 76.87]",47,7,8849.8299,0.633,Delhi,Rejected,0.0,0.0,0.0,0.0
200,"[28.44, 76.87]",24,4,6177.6291,0.5505,Delhi,Rejected,0.0,0.0,0.0,0.0
201,"[28.45, 76.87]",8,0,3218.6222,0.3899,Delhi,Rejected,0.0,0.0,0.0,0.0
202,"[28.46, 76.87]",42,7,6472.2635,0.525,Delhi,Rejected,0.0,0.0,0.0,0.0
203,"[28.47, 76.87]",10,4,3273.6459,0.4269,Delhi,Rejected,0.0,0.0,0.0,0.0
204,"[28.48, 76.87]",3,0,3314.8376,0.4404,Delhi,Rejected,0.0,0.0,0.0,0.0
205,"[28.49, 76.87]",2,0,2045.664,0.4714,Delhi,Rejected,0.0,0.0,0.0,0.0
206,"[28.5, 76.87]",23,3,6685.6186,0.475,Delhi,Rejected,0.0,0.0,0.005113,0.0
207,"[28.51, 76.87]",26,1,5397.5494,0.4561,Delhi,Rejected,0.0,0.0,0.406136,0.0
208,"[28.52, 76.87]",25,2,4305.4871,0.5471,Delhi,Rejected,0.0,0.0,0.214025,0.0
209,"[28.53, 76.87]",4,0,3117.4301,0.465,Delhi,Rural,0.0,0.0,0.908692,0.0
210,"[28.54, 76.87]",1,0,2085.3208,0.4564,Delhi,Rural,0.0,0.0,1.0,0.0
211,"[28.55, 76.87]",8,0,1556.5593,0.4243,Delhi,Rural,0.0,0.0,1.0,0.0
212,"[28.56, 76.87]",0,2,3047.1468,0.4697,Delhi,Rural,0.0,0.0,1.0,0.0
213,"[28.57, 76.87]",3,2,3745.289,0.4699,Delhi,Rural,0.0,0.0,1.0,0.0
214,"[28.58, 76.87]",0,0,1254.7433,0.5632,Delhi,Rural,0.0,0.0,1.0,0.0
215,"[28.59, 76.87]",11,0,2443.3531,0.5870000000000001,Delhi,Rural,0.0,0.0,1.0,0.0
216,"[28.6, 76.87]",0,0,0.0,0.0683,Delhi,Rural,0.0,0.0,1.0,0.0
217,"[28.61, 76.87]",11,0,3498.002,0.5129,Delhi,Rural,0.0,0.0,1.0,0.0
218,"[28.62, 76.87]",1,0,398.4138,0.257,Delhi,Rural,0.0,0.0,0.813733,0.0
219,"[28.63, 76.87]",2,1,2831.0787,0.5075,Delhi,Rejected,0.0,0.0,0.291454,0.0
220,"[28.64, 76.87]",24,5,6841.71,0.5575,Delhi,Rejected,0.0,0.0,0.0,0.0
221,"[28.65, 76.87]",1,0,1481.2166,0.4807,Delhi,Rejected,0.0,0.0,0.0,0.0
222,"[28.66, 76.87]",58,2,9784.8248,0.5265,Delhi,Rejected,0.0,0.0,0.0,0.0
223,"[28.67, 76.87]",53,5,9023.0371,0.5704,Delhi,Rejected,0.0,0.0,0.0,0.0
224,"[28.68, 76.87]",5,0,3351.8507,0.4347,Delhi,Rejected,0.0,0.0,0.0,0.0
225,"[28.69, 76.87]",4,1,3901.8091,0.3934,Delhi,Rejected,0.0,0.0,0.0,0.0
226,"[28.7, 76.87]",14,4,8163.7652,0.2795,Delhi,Rejected,0.0,0.0,0.0,0.0
227,"[28.71, 76.87]",28,0,10608.3517,0.4692,Delhi,Rejected,0.0,0.0,0.0,0.0
228,"[28.72, 76.87]",87,13,13354.2246,0.6006,Delhi,Rejected,0.0,0.0,0.0,0.0
229,"[28.73, 76.87]",4,0,3159.8740000000003,0.5693,Delhi,Rejected,0.0,0.0,0.0,0.0
230,"[28.74, 76.87]",41,3,7863.2597,0.5762,Delhi,Rejected,0.0,0.0,0.0,0.0
231,"[28.75, 76.87]",5,3,4136.0354,0.5459,Delhi,Rejected,0.0,0.0,0.0,0.0
232,"[28.76, 76.87]",0,0,71.2958,0.2899,Delhi,Rejected,0.0,0.0,0.0,0.0
233,"[28.77, 76.87]",0,0,1940.1055,0.2133,Delhi,Rejected,0.0,0.0,0.0,0.0
234,"[28.78, 76.87]",0,0,2830.7538,0.1825,Delhi,Rejected,0.0,0.0,0.0,0.0
235,"[28.79, 76.87]",0,0,902.7789,0.2632,Delhi,Rejected,0.0,0.0,0.0,0.0
236,"[28.8, 76.87]",2,0,2151.3285,0.5377,Delhi,Rejected,0.0,0.0,0.0,0.0
237,"[28.81, 76.87]",1,0,1723.1662,0.5348,Delhi,Rejected,0.0,0.0,0.0,0.0
238,"[28.82, 76.87]",0,0,1120.951,0.5301,Delhi,Rejected,0.0,0.0,0.0,0.0
239,"[28.83, 76.87]",0,0,0.0,0.1446,Delhi,Rejected,0.0,0.0,0.0,0.0
240,"[28.84, 76.87]",0,0,343.5673,0.391,Delhi,Rejected,0.0,0.0,0.0,0.0
241,"[28.85, 76.87]",19,1,5802.5874,0.6389,Delhi,Rejected,0.0,0.0,0.0,0.0
242,"[28.86, 76.87]",2,0,1564.0905,0.49,Delhi,Rejected,0.0,0.0,0.0,0.0
243,"[28.87, 76.87]",1,0,1411.5758,0.5561,Delhi,Rejected,0.0,0.0,0.0,0.0
244,"[28.88, 76.87]",0,0,0.0,0.1087,Delhi,Rejected,0.0,0.0,0.0,0.0
245,"[28.4, 76.88]",21,4,8924.8253,0.4847,Delhi,Rejected,0.0,0.0,0.0,0.0
246,"[28.41, 76.88]",16,1,4850.5593,0.5411,Delhi,Rejected,0.0,0.0,0.0,0.0
247,"[28.42, 76.88]",18,3,5424.0384,0.5923,Delhi,Rejected,0.0,0.0,0.0,0.0
248,"[28.43, 76.88]",5,0,2049.1429,0.4525,Delhi,Rejected,0.0,0.0,0.0,0.0
249,"[28.44, 76.88]",3,0,2800.409,0.5663,Delhi,Rejected,0.0,0.0,0.0,0.0
250,"[28.45, 76.88]",3,0,1362.5135,0.5135,Delhi,Rejected,0.0,0.0,0.0,0.0
251,"[28.46, 76.88]",5,0,2569.069,0.5151,Delhi,Rejected,0.0,0.0,0.0,0.0
