Grid_Number,Utilities
2139,14.0
2140,13.0
2141,156.0
2142,122.0
2143,95.0
2144,73.0
2145,46.0
2146,27.0
2147,18.0
2148,9.0
2149,10.0
2150,9.0
2151,6.0
2152,5.0
2153,5.0
2154,5.0
2155,5.0
2156,41.0
2157,50.0
2158,63.0
2159,72.0
2160,74.0
2161,69.0
2162,115.0
2163,145.0
2164,180.0
2165,246.0
2166,285.0
2167,5.0
2168,8.0
2169,11.0
2170,5.0
2171,5.0
2172,11.0
2173,335.0
2174,285.0
2175,303.0
2176,286.0
2177,5.0
2178,18.0
2179,31.0
2180,25.0
2181,20.0
2182,16.0
2183,15.0
2184,16.0
2185,10.0
2186,9.0
2187,12.0
2188,5.0
2189,10.0
2190,148.0
2191,132.0
2192,103.0
2193,76.0
2194,51.0
2195,27.0
2196,18.0
2197,12.0
2198,10.0
2199,9.0
2200,6.0
2201,6.0
2202,5.0
2203,5.0
2204,5.0
2205,57.0
2206,64.0
2207,78.0
2208,88.0
2209,89.0
2210,114.0
2211,135.0
2212,157.0
2213,186.0
2214,236.0
2215,16.0
2216,4.0
2217,8.0
2218,7.0
2219,286.0
2220,13.0
2221,26.0
2222,325.0
2223,317.0
2224,325.0
2225,318.0
2226,22.0
2227,33.0
2228,28.0
2229,19.0
2230,17.0
2231,24.0
2232,27.0
2233,19.0
2234,6.0
2235,8.0
2236,13.0
2237,219.0
2238,183.0
2239,150.0
2240,133.0
2241,102.0
2242,77.0
2243,53.0
2244,26.0
2245,17.0
2246,10.0
2247,10.0
2248,8.0
2249,5.0
2250,6.0
2251,7.0
2252,6.0
2253,0.0
2254,64.0
2255,72.0
2256,85.0
2257,99.0
2258,109.0
2259,129.0
2260,155.0
2261,164.0
2262,176.0
2263,13.0
2264,11.0
2265,6.0
2266,8.0
2267,30.0
2268,25.0
2269,17.0
2270,300.0
2271,294.0
2272,318.0
2273,334.0
2274,15.0
2275,17.0
2276,23.0
2277,9.0
2278,10.0
2279,9.0
2280,20.0
2281,17.0
2282,12.0
2283,14.0
2284,8.0
2285,281.0
2286,224.0
2287,187.0
2288,148.0
2289,125.0
2290,99.0
2291,75.0
2292,51.0
2293,30.0
2294,21.0
2295,12.0
2296,11.0
2297,9.0
2298,6.0
2299,6.0
2300,5.0
2301,5.0
2302,5.0
2303,66.0
2304,76.0
2305,87.0
2306,102.0
2307,121.0
2308,138.0
2309,165.0
2310,168.0
2311,170.0
2312,16.0
2313,11.0
2314,6.0
2315,4.0
2316,19.0
2317,17.0
2318,252.0
2319,261.0
2320,285.0
2321,302.0
2322,310.0
2323,3.0
2324,7.0
2325,17.0
2326,7.0
2327,4.0
2328,13.0
2329,11.0
2330,5.0
2331,6.0
2332,12.0
2333,8.0
2334,7.0
2335,207.0
2336,167.0
2337,134.0
2338,105.0
2339,84.0
2340,65.0
2341,47.0
2342,27.0
2343,22.0
2344,12.0
2345,12.0
2346,5.0
2347,6.0
2348,5.0
2349,4.0
2350,4.0
2351,4.0
2352,68.0
2353,76.0
2354,86.0
2355,102.0
2356,120.0
2357,140.0
2358,164.0
2359,166.0
2360,162.0
2361,176.0
2362,13.0
2363,216.0
2364,4.0
2365,6.0
2366,219.0
2367,216.0
2368,231.0
2369,262.0
2370,267.0
2371,262.0
2372,10.0
2373,10.0
2374,13.0
2375,8.0
2376,402.0
2377,7.0
2378,9.0
2379,16.0
2380,14.0
2381,3.0
2382,8.0
2383,4.0
2384,183.0
2385,139.0
2386,116.0
2387,89.0
2388,75.0
2389,58.0
2390,37.0
2391,26.0
2392,18.0
2393,13.0
2394,7.0
2395,7.0
2396,5.0
2397,5.0
2398,5.0
2399,4.0
2400,4.0
2401,69.0
2402,72.0
2403,78.0
2404,100.0
2405,114.0
2406,131.0
2407,155.0
2408,162.0
2409,157.0
2410,159.0
2411,13.0
2412,6.0
2413,199.0
2414,178.0
2415,200.0
2416,192.0
2417,209.0
2418,236.0
2419,225.0
2420,232.0
2421,21.0
2422,15.0
2423,3.0
2424,323.0
2425,343.0
2426,334.0
2427,293.0
2428,268.0
2429,250.0
2430,226.0
2431,199.0
2432,173.0
2433,153.0
2434,109.0
2435,89.0
2436,71.0
2437,57.0
2438,41.0
2439,24.0
2440,18.0
2441,13.0
2442,8.0
2443,5.0
2444,5.0
2445,5.0
2446,5.0
2447,5.0
2448,4.0
2449,4.0
2450,62.0
2451,68.0
2452,71.0
2453,83.0
2454,104.0
2455,118.0
2456,138.0
2457,139.0
2458,139.0
2459,143.0
2460,149.0
2461,156.0
2462,163.0
2463,147.0
2464,161.0
2465,163.0
2466,183.0
2467,188.0
2468,171.0
2469,191.0
2470,233.0
2471,23.0
2472,5.0
2473,220.0
2474,251.0
2475,241.0
2476,221.0
2477,220.0
2478,208.0
2479,179.0
2480,154.0
2481,138.0
2482,119.0
2483,79.0
2484,64.0
2485,55.0
2486,34.0
2487,22.0
2488,13.0
2489,10.0
2490,9.0
2491,7.0
2492,6.0
2493,4.0
2494,3.0
2495,3.0
2496,4.0
2497,3.0
2498,2.0
