Grid_Number,Utilities
349,18.0
350,16.0
351,15.0
352,17.0
353,18.0
354,19.0
355,13.0
356,15.0
357,11.0
358,13.0
359,14.0
360,13.0
361,11.0
362,13.0
363,18.0
364,17.0
365,17.0
366,19.0
367,19.0
368,35.0
369,44.0
370,46.0
371,51.0
372,53.0
373,51.0
374,46.0
375,45.0
376,30.0
377,18.0
378,9.0
379,6.0
380,7.0
381,6.0
382,5.0
383,4.0
384,4.0
385,5.0
386,11.0
387,14.0
388,14.0
389,13.0
390,13.0
391,13.0
392,23.0
393,24.0
394,25.0
395,29.0
396,25.0
397,22.0
398,17.0
399,15.0
400,15.0
401,16.0
402,19.0
403,21.0
404,15.0
405,11.0
406,14.0
407,14.0
408,16.0
409,15.0
410,13.0
411,21.0
412,21.0
413,19.0
414,23.0
415,23.0
416,25.0
417,42.0
418,51.0
419,52.0
420,52.0
421,53.0
422,54.0
423,52.0
424,49.0
425,35.0
426,18.0
427,5.0
428,7.0
429,7.0
430,15.0
431,14.0
432,11.0
433,11.0
434,3.0
435,12.0
436,15.0
437,13.0
438,13.0
439,13.0
440,13.0
441,25.0
442,26.0
443,25.0
444,28.0
445,27.0
446,22.0
447,17.0
448,15.0
449,15.0
450,18.0
451,18.0
452,21.0
453,13.0
454,13.0
455,12.0
456,16.0
457,14.0
458,15.0
459,15.0
460,25.0
461,27.0
462,29.0
463,25.0
464,26.0
465,31.0
466,50.0
467,60.0
468,61.0
469,57.0
470,56.0
471,54.0
472,54.0
473,49.0
474,38.0
475,20.0
476,8.0
477,8.0
478,15.0
479,14.0
480,14.0
481,11.0
482,11.0
483,11.0
484,11.0
485,15.0
486,15.0
487,13.0
488,13.0
489,14.0
490,24.0
491,25.0
492,25.0
493,26.0
494,32.0
495,25.0
496,18.0
497,16.0
498,17.0
499,21.0
500,20.0
501,21.0
502,16.0
503,16.0
504,14.0
505,16.0
506,17.0
507,20.0
508,23.0
509,48.0
510,67.0
511,64.0
512,55.0
513,37.0
514,36.0
515,52.0
516,62.0
517,64.0
518,58.0
519,62.0
520,58.0
521,55.0
522,47.0
523,35.0
524,19.0
525,10.0
526,16.0
527,16.0
528,14.0
529,14.0
530,12.0
531,12.0
532,12.0
533,14.0
534,15.0
535,14.0
536,15.0
537,13.0
538,13.0
539,30.0
540,34.0
541,36.0
542,32.0
543,38.0
544,33.0
545,25.0
546,18.0
547,24.0
548,25.0
549,28.0
550,22.0
551,20.0
552,22.0
553,22.0
554,20.0
555,24.0
556,26.0
557,65.0
558,87.0
559,86.0
560,86.0
561,79.0
562,68.0
563,44.0
564,52.0
565,64.0
566,63.0
567,57.0
568,59.0
569,57.0
570,52.0
571,45.0
572,34.0
573,19.0
574,10.0
575,17.0
576,16.0
577,16.0
578,15.0
579,15.0
580,16.0
581,15.0
582,14.0
583,14.0
584,16.0
585,15.0
586,16.0
587,14.0
588,32.0
589,37.0
590,44.0
591,48.0
592,37.0
593,34.0
594,36.0
595,36.0
596,30.0
597,25.0
598,20.0
599,25.0
600,24.0
601,22.0
602,24.0
603,26.0
604,37.0
605,62.0
606,87.0
607,103.0
608,102.0
609,97.0
610,94.0
611,85.0
612,74.0
613,54.0
614,61.0
615,2.0
616,3.0
617,6.0
618,56.0
619,53.0
620,46.0
621,29.0
622,16.0
623,11.0
624,18.0
625,16.0
626,16.0
627,18.0
628,17.0
629,7.0
630,15.0
631,15.0
632,9.0
633,16.0
634,15.0
635,16.0
636,16.0
637,35.0
638,44.0
639,54.0
640,56.0
641,57.0
642,55.0
643,61.0
644,63.0
645,56.0
646,48.0
647,32.0
648,30.0
649,26.0
650,28.0
651,27.0
652,32.0
653,46.0
654,89.0
655,99.0
656,105.0
657,4.0
658,3.0
659,111.0
660,98.0
661,94.0
662,61.0
663,54.0
664,57.0
665,3.0
666,2.0
667,56.0
668,51.0
669,41.0
670,25.0
671,16.0
672,13.0
673,18.0
674,16.0
675,20.0
676,19.0
677,17.0
678,17.0
679,6.0
680,16.0
681,12.0
682,8.0
683,8.0
684,10.0
685,9.0
686,36.0
687,53.0
688,63.0
689,77.0
690,91.0
691,95.0
692,112.0
693,112.0
694,95.0
695,76.0
696,65.0
697,53.0
698,44.0
699,32.0
700,31.0
701,38.0
702,57.0
703,100.0
704,110.0
705,5.0
706,6.0
707,13.0
708,136.0
709,125.0
710,114.0
711,87.0
712,46.0
713,45.0
714,4.0
715,48.0
716,52.0
717,40.0
718,30.0
719,23.0
720,15.0
721,12.0
722,19.0
723,18.0
724,19.0
725,18.0
726,17.0
727,17.0
728,16.0
729,6.0
730,9.0
731,9.0
732,7.0
733,5.0
734,5.0
735,42.0
736,60.0
737,74.0
738,101.0
739,128.0
740,147.0
741,150.0
742,161.0
743,142.0
744,106.0
745,81.0
746,69.0
747,57.0
748,47.0
749,35.0
750,58.0
751,68.0
752,113.0
753,132.0
754,10.0
755,23.0
756,41.0
757,179.0
758,175.0
759,135.0
760,104.0
761,51.0
762,42.0
763,2.0
764,43.0
765,45.0
766,39.0
767,36.0
768,26.0
769,17.0
770,14.0
771,18.0
772,17.0
773,20.0
774,23.0
775,23.0
776,18.0
777,15.0
778,15.0
779,10.0
780,9.0
781,8.0
782,5.0
783,5.0
784,58.0
785,82.0
786,120.0
787,142.0
788,156.0
789,173.0
790,167.0
791,175.0
792,178.0
793,145.0
794,107.0
795,84.0
796,74.0
797,59.0
798,54.0
799,64.0
800,76.0
801,127.0
802,151.0
803,13.0
804,9.0
805,13.0
806,2.0
807,220.0
808,190.0
809,129.0
810,73.0
811,48.0
812,1.0
813,3.0
814,57.0
815,47.0
816,38.0
817,34.0
818,26.0
819,19.0
820,13.0
821,25.0
822,27.0
823,26.0
824,24.0
825,22.0
826,19.0
827,8.0
828,9.0
829,10.0
830,10.0
831,6.0
832,5.0
833,85.0
834,119.0
835,163.0
836,184.0
837,185.0
838,192.0
839,193.0
840,204.0
841,202.0
842,185.0
843,124.0
844,94.0
845,89.0
846,79.0
847,65.0
848,73.0
849,85.0
850,149.0
851,187.0
852,12.0
853,266.0
854,8.0
855,9.0
856,6.0
857,231.0
858,171.0
859,103.0
860,90.0
861,1.0
862,87.0
863,94.0
864,84.0
865,56.0
866,4.0
867,34.0
868,27.0
869,31.0
870,22.0
871,30.0
872,33.0
873,31.0
874,29.0
875,17.0
876,12.0
877,10.0
878,10.0
879,8.0
880,6.0
881,6.0
882,92.0
883,131.0
884,197.0
885,218.0
886,232.0
887,216.0
888,222.0
889,228.0
890,218.0
891,202.0
892,160.0
893,113.0
894,92.0
895,89.0
896,76.0
897,81.0
898,101.0
899,154.0
900,261.0
901,312.0
902,346.0
903,13.0
904,15.0
905,11.0
906,261.0
907,207.0
908,2.0
909,172.0
910,1.0
911,139.0
912,127.0
913,125.0
914,98.0
915,59.0
916,43.0
917,39.0
918,35.0
919,29.0
920,24.0
921,26.0
922,24.0
923,23.0
924,22.0
925,20.0
926,10.0
927,9.0
928,7.0
929,6.0
930,6.0
931,104.0
932,157.0
933,211.0
934,245.0
935,262.0
936,248.0
937,241.0
938,246.0
939,233.0
940,206.0
941,173.0
942,126.0
943,102.0
944,94.0
945,87.0
946,92.0
947,122.0
948,13.0
949,290.0
950,375.0
951,8.0
952,28.0
953,16.0
954,15.0
955,11.0
956,268.0
957,254.0
958,2.0
959,4.0
960,2.0
961,5.0
962,147.0
963,129.0
964,6.0
965,62.0
966,51.0
967,46.0
968,38.0
969,24.0
970,25.0
971,26.0
972,25.0
973,23.0
974,20.0
975,12.0
976,8.0
977,5.0
978,5.0
979,7.0
980,109.0
981,158.0
982,216.0
983,257.0
984,272.0
985,279.0
986,257.0
987,268.0
988,241.0
989,222.0
990,167.0
991,132.0
992,108.0
993,111.0
994,86.0
995,114.0
996,146.0
997,230.0
998,331.0
999,4.0
1000,4.0
1001,24.0
1002,34.0
1003,18.0
1004,12.0
1005,2.0
1006,292.0
1007,6.0
1008,10.0
1009,2.0
1010,2.0
1011,6.0
1012,150.0
1013,12.0
1014,82.0
1015,71.0
1016,59.0
1017,44.0
1018,26.0
1019,5.0
1020,5.0
1021,26.0
1022,29.0
1023,25.0
1024,16.0
1025,7.0
1026,6.0
1027,6.0
1028,6.0
1029,113.0
1030,151.0
1031,215.0
1032,257.0
1033,290.0
1034,304.0
1035,279.0
1036,280.0
1037,271.0
1038,237.0
1039,168.0
1040,129.0
1041,103.0
1042,104.0
1043,2.0
1044,5.0
1045,6.0
1046,254.0
1047,359.0
1048,18.0
1049,5.0
1050,21.0
1051,36.0
1052,15.0
1053,20.0
1054,4.0
1055,5.0
1056,3.0
1057,7.0
1058,25.0
1059,20.0
1060,245.0
1061,6.0
1062,183.0
1063,128.0
1064,85.0
1065,2.0
1066,3.0
1067,5.0
1068,4.0
1069,6.0
1070,32.0
1071,42.0
1072,41.0
1073,33.0
1074,27.0
1075,24.0
1076,11.0
1077,5.0
1078,132.0
1079,157.0
1080,209.0
1081,259.0
1082,301.0
1083,302.0
1084,293.0
1085,294.0
1086,285.0
1087,246.0
1088,179.0
1089,135.0
1090,103.0
1091,3.0
1092,2.0
1093,4.0
1094,11.0
1095,250.0
1096,14.0
1097,400.0
1098,29.0
1099,41.0
1100,34.0
1101,8.0
1102,14.0
1103,5.0
1104,18.0
1105,12.0
1106,13.0
1107,41.0
1108,25.0
1109,6.0
1110,9.0
1111,4.0
1112,152.0
1113,104.0
1114,2.0
1115,2.0
1116,3.0
1117,3.0
1118,3.0
1119,57.0
1120,58.0
1121,49.0
1122,35.0
1123,30.0
1124,29.0
1125,25.0
1126,12.0
1127,130.0
1128,155.0
1129,182.0
1130,242.0
1131,277.0
1132,285.0
1133,271.0
1134,263.0
1135,236.0
1136,206.0
1137,161.0
1138,136.0
1139,111.0
1140,95.0
1141,2.0
1142,5.0
1143,7.0
1144,3.0
1145,16.0
1146,17.0
1147,23.0
1148,28.0
1149,23.0
1150,8.0
1151,7.0
1152,9.0
1153,17.0
1154,18.0
1155,21.0
1156,15.0
1157,12.0
1158,7.0
1159,14.0
1160,6.0
1161,161.0
1162,121.0
1163,111.0
1164,80.0
1165,3.0
1166,3.0
1167,2.0
1168,66.0
1169,69.0
1170,56.0
1171,43.0
1172,34.0
1173,32.0
1174,29.0
1175,21.0
1176,126.0
1177,155.0
1178,179.0
1179,203.0
1180,250.0
1181,243.0
1182,239.0
1183,216.0
1184,190.0
1185,169.0
1186,147.0
1187,127.0
1188,4.0
1189,85.0
1190,2.0
1191,5.0
1192,3.0
1193,9.0
1194,22.0
1195,15.0
1196,15.0
1197,18.0
1198,15.0
1199,10.0
1200,11.0
1201,487.0
1202,22.0
1203,17.0
1204,9.0
1205,11.0
1206,13.0
1207,11.0
1208,7.0
1209,4.0
1210,201.0
1211,9.0
1212,108.0
1213,2.0
1214,72.0
1215,2.0
1216,3.0
1217,71.0
1218,68.0
1219,59.0
1220,3.0
1221,46.0
1222,47.0
1223,40.0
1224,37.0
1225,117.0
1226,134.0
1227,166.0
1228,190.0
1229,201.0
1230,207.0
1231,204.0
1232,183.0
1233,173.0
1234,151.0
1235,137.0
1236,5.0
1237,6.0
1238,7.0
1239,2.0
1240,4.0
1241,2.0
1242,9.0
1243,30.0
1244,14.0
1245,12.0
1246,14.0
1247,12.0
1248,28.0
1249,13.0
1250,9.0
1251,8.0
1252,8.0
1253,10.0
1254,29.0
1255,18.0
1256,19.0
1257,21.0
1258,7.0
1259,6.0
1260,182.0
1261,141.0
1262,86.0
1263,79.0
1264,70.0
1265,73.0
1266,70.0
1267,5.0
1268,5.0
1269,16.0
1270,10.0
1271,55.0
1272,47.0
1273,42.0
1274,97.0
1275,106.0
1276,132.0
1277,154.0
1278,174.0
1279,184.0
1280,169.0
1281,162.0
1282,149.0
1283,140.0
1284,128.0
1285,122.0
1286,102.0
1287,7.0
1288,3.0
1289,3.0
1290,3.0
1291,243.0
1292,10.0
1293,13.0
1294,18.0
1295,13.0
1296,11.0
1297,44.0
1298,13.0
1299,13.0
1300,14.0
1301,7.0
1302,8.0
1303,24.0
1304,21.0
1305,15.0
1306,12.0
1307,8.0
1308,20.0
1309,5.0
1310,167.0
1311,119.0
1312,87.0
1313,66.0
1314,78.0
1315,4.0
1316,2.0
1317,4.0
1318,10.0
1319,8.0
1320,60.0
1321,50.0
1322,43.0
1323,73.0
1324,91.0
1325,105.0
1326,136.0
1327,155.0
1328,158.0
1329,149.0
1330,135.0
1331,132.0
1332,131.0
1333,132.0
1334,123.0
1335,103.0
1336,91.0
1337,3.0
1338,2.0
1339,2.0
1340,4.0
1341,243.0
1342,8.0
1343,14.0
1344,17.0
1345,11.0
1346,9.0
1347,12.0
1348,16.0
1349,14.0
1350,15.0
1351,5.0
1352,12.0
1353,23.0
1354,14.0
1355,5.0
1356,6.0
1357,6.0
1358,2.0
1359,176.0
1360,139.0
1361,87.0
1362,62.0
1363,69.0
1364,2.0
1365,6.0
1366,5.0
1367,3.0
1368,4.0
1369,60.0
1370,52.0
1371,42.0
1372,52.0
1373,69.0
1374,85.0
1375,108.0
1376,122.0
1377,129.0
1378,130.0
1379,120.0
1380,119.0
1381,130.0
1382,147.0
1383,123.0
1384,104.0
1385,6.0
1386,2.0
1387,2.0
1388,2.0
1389,2.0
1390,208.0
1391,239.0
1392,319.0
1393,20.0
1394,19.0
1395,8.0
1396,17.0
1397,16.0
1398,18.0
1399,17.0
1400,473.0
1401,8.0
1402,22.0
1403,12.0
1404,408.0
1405,40.0
1406,15.0
1407,221.0
1408,187.0
1409,4.0
1410,86.0
1411,64.0
1412,61.0
1413,1.0
1414,72.0
1415,3.0
1416,1.0
1417,2.0
1418,58.0
1419,52.0
1420,35.0
1421,40.0
1422,54.0
1423,63.0
1424,81.0
1425,90.0
1426,112.0
1427,118.0
1428,6.0
1429,112.0
1430,113.0
1431,144.0
1432,133.0
1433,119.0
1434,99.0
1435,17.0
1436,3.0
1437,3.0
1438,182.0
1439,200.0
1440,214.0
1441,279.0
1442,302.0
1443,6.0
1444,8.0
1445,22.0
1446,5.0
1447,9.0
1448,9.0
1449,14.0
1450,16.0
1451,29.0
1452,8.0
1453,7.0
1454,41.0
1455,6.0
1456,226.0
1457,175.0
1458,2.0
1459,74.0
1460,64.0
1461,2.0
1462,1.0
1463,73.0
1464,5.0
1465,3.0
1466,2.0
1467,8.0
1468,47.0
1469,29.0
1470,31.0
1471,41.0
1472,53.0
1473,59.0
1474,64.0
1475,83.0
1476,97.0
1477,7.0
1478,102.0
1479,128.0
1480,148.0
1481,131.0
1482,117.0
1483,120.0
1484,13.0
1485,131.0
1486,139.0
1487,162.0
1488,185.0
1489,184.0
1490,219.0
1491,282.0
1492,16.0
1493,12.0
1494,14.0
1495,18.0
1496,17.0
1497,6.0
1498,20.0
1499,18.0
1500,17.0
1501,12.0
1502,7.0
1503,27.0
1504,15.0
1505,9.0
1506,5.0
1507,6.0
1508,7.0
1509,7.0
1510,5.0
1511,4.0
1512,56.0
1513,63.0
1514,61.0
1515,61.0
1516,50.0
1517,36.0
1518,24.0
1519,21.0
1520,31.0
1521,35.0
1522,47.0
1523,50.0
1524,63.0
1525,73.0
1526,89.0
1527,119.0
1528,8.0
1529,141.0
1530,138.0
1531,147.0
1532,151.0
1533,148.0
1534,161.0
1535,156.0
1536,144.0
1537,169.0
1538,169.0
1539,187.0
1540,245.0
1541,13.0
1542,14.0
1543,9.0
1544,29.0
1545,26.0
1546,9.0
1547,6.0
1548,9.0
1549,15.0
1550,12.0
1551,11.0
1552,13.0
1553,13.0
1554,7.0
1555,5.0
1556,1.0
1557,2.0
1558,3.0
1559,2.0
1560,1.0
1561,31.0
1562,41.0
1563,39.0
1564,42.0
1565,36.0
1566,30.0
1567,25.0
1568,19.0
1569,21.0
1570,24.0
1571,33.0
1572,37.0
1573,58.0
1574,73.0
1575,81.0
1576,105.0
1577,121.0
1578,131.0
1579,168.0
1580,176.0
1581,180.0
1582,184.0
1583,187.0
1584,184.0
1585,168.0
1586,156.0
1587,156.0
1588,192.0
1589,233.0
1590,289.0
1591,329.0
1592,354.0
1593,14.0
1594,6.0
1595,17.0
1596,12.0
1597,12.0
1598,16.0
1599,15.0
1600,19.0
1601,4.0
1602,8.0
1603,6.0
1604,3.0
1605,101.0
1606,75.0
1607,49.0
1608,35.0
1609,30.0
1610,29.0
1611,33.0
1612,29.0
1613,31.0
1614,32.0
1615,28.0
1616,25.0
1617,17.0
1618,19.0
1619,20.0
1620,25.0
1621,35.0
1622,63.0
1623,83.0
1624,91.0
1625,103.0
1626,122.0
1627,143.0
1628,176.0
1629,212.0
1630,237.0
1631,221.0
1632,218.0
1633,203.0
1634,182.0
1635,161.0
1636,166.0
1637,169.0
1638,210.0
1639,277.0
1640,325.0
1641,17.0
1642,18.0
1643,12.0
1644,22.0
1645,6.0
1646,11.0
1647,18.0
1648,21.0
1649,20.0
1650,9.0
1651,7.0
1652,7.0
1653,3.0
1654,105.0
1655,70.0
1656,48.0
1657,32.0
1658,25.0
1659,23.0
1660,19.0
1661,23.0
1662,23.0
1663,23.0
1664,24.0
1665,19.0
1666,13.0
1667,20.0
1668,21.0
1669,23.0
1670,28.0
1671,64.0
1672,83.0
1673,91.0
1674,115.0
1675,122.0
1676,151.0
1677,12.0
1678,14.0
1679,263.0
1680,260.0
1681,17.0
1682,221.0
1683,192.0
1684,176.0
1685,169.0
1686,175.0
1687,215.0
1688,273.0
1689,374.0
1690,14.0
1691,11.0
1692,15.0
1693,14.0
1694,10.0
1695,16.0
1696,16.0
1697,27.0
1698,15.0
1699,4.0
1700,5.0
1701,5.0
1702,8.0
1703,7.0
1704,62.0
1705,45.0
1706,30.0
1707,21.0
1708,16.0
1709,14.0
1710,15.0
1711,15.0
1712,15.0
1713,14.0
1714,11.0
1715,12.0
1716,16.0
1717,20.0
1718,23.0
1719,26.0
1720,5.0
1721,2.0
1722,83.0
1723,114.0
1724,22.0
1725,9.0
1726,242.0
1727,277.0
1728,279.0
1729,278.0
1730,278.0
1731,11.0
1732,211.0
1733,202.0
1734,192.0
1735,198.0
1736,229.0
1737,320.0
1738,391.0
1739,18.0
1740,26.0
1741,13.0
1742,11.0
1743,7.0
1744,9.0
1745,15.0
1746,8.0
1747,2.0
1748,4.0
1749,5.0
1750,8.0
1751,7.0
1752,70.0
1753,49.0
1754,33.0
1755,24.0
1756,13.0
1757,10.0
1758,9.0
1759,9.0
1760,8.0
1761,8.0
1762,9.0
1763,7.0
1764,10.0
1765,14.0
1766,17.0
1767,17.0
1768,23.0
1769,41.0
1770,67.0
1771,85.0
1772,138.0
1773,12.0
1774,10.0
1775,253.0
1776,300.0
1777,316.0
1778,308.0
1779,297.0
1780,23.0
1781,252.0
1782,223.0
1783,206.0
1784,213.0
1785,244.0
1786,337.0
1787,389.0
1788,16.0
1789,26.0
1790,11.0
1791,9.0
1792,15.0
1793,14.0
1794,13.0
1795,278.0
1796,2.0
1797,8.0
1798,13.0
1799,8.0
1800,6.0
1801,56.0
1802,46.0
1803,26.0
1804,17.0
1805,6.0
1806,8.0
1807,8.0
1808,7.0
1809,6.0
1810,7.0
1811,7.0
1812,6.0
1813,9.0
1814,10.0
1815,12.0
1816,15.0
1817,17.0
1818,35.0
1819,62.0
1820,106.0
1821,157.0
1822,207.0
1823,242.0
1824,9.0
1825,301.0
1826,11.0
1827,354.0
1828,12.0
1829,13.0
1830,287.0
1831,243.0
1832,218.0
1833,221.0
1834,298.0
1835,337.0
1836,369.0
1837,10.0
1838,27.0
1839,12.0
1840,21.0
1841,22.0
1842,19.0
1843,17.0
1844,11.0
1845,3.0
1846,7.0
1847,9.0
1848,6.0
1849,74.0
1850,55.0
1851,41.0
1852,23.0
1853,12.0
1854,4.0
1855,6.0
1856,7.0
1857,5.0
1858,8.0
1859,8.0
1860,7.0
1861,7.0
1862,6.0
1863,9.0
1864,11.0
1865,14.0
1866,16.0
1867,24.0
1868,71.0
1869,113.0
1870,149.0
1871,196.0
1872,242.0
1873,272.0
1874,11.0
1875,25.0
1876,386.0
1877,353.0
1878,9.0
1879,16.0
1880,251.0
1881,232.0
1882,222.0
1883,320.0
1884,320.0
1885,23.0
1886,18.0
1887,79.0
1888,32.0
1889,442.0
1890,423.0
1891,362.0
1892,7.0
1893,14.0
1894,9.0
1895,6.0
1896,125.0
1897,93.0
1898,74.0
1899,52.0
1900,37.0
1901,19.0
1902,7.0
1903,3.0
1904,4.0
1905,5.0
1906,7.0
1907,7.0
1908,7.0
1909,7.0
1910,7.0
1911,8.0
1912,6.0
1913,8.0
1914,12.0
1915,16.0
1916,28.0
1917,65.0
1918,2.0
1919,141.0
1920,5.0
1921,12.0
1922,283.0
1923,318.0
1924,18.0
1925,393.0
1926,379.0
1927,12.0
1928,23.0
1929,239.0
1930,230.0
1931,224.0
1932,296.0
1933,309.0
1934,13.0
1935,19.0
1936,72.0
1937,16.0
1938,430.0
1939,408.0
1940,4.0
1941,5.0
1942,7.0
1943,17.0
1944,147.0
1945,122.0
1946,99.0
1947,78.0
1948,51.0
1949,28.0
1950,11.0
1951,4.0
1952,2.0
1953,1.0
1954,3.0
1955,5.0
1956,6.0
1957,6.0
1958,6.0
1959,3.0
1960,7.0
1961,8.0
1962,8.0
1963,8.0
1964,0.0
1965,24.0
1966,52.0
1967,92.0
1968,135.0
1969,10.0
1970,26.0
1971,23.0
1972,17.0
1973,372.0
1974,7.0
1975,10.0
1976,12.0
1977,14.0
1978,7.0
1979,200.0
1980,233.0
1981,279.0
1982,337.0
1983,6.0
1984,27.0
1985,24.0
1986,5.0
1987,421.0
1988,407.0
1989,354.0
1990,239.0
1991,209.0
1992,183.0
1993,152.0
1994,129.0
1995,111.0
1996,87.0
1997,53.0
1998,29.0
1999,15.0
2000,8.0
2001,7.0
2002,2.0
2003,3.0
2004,4.0
2005,5.0
2006,5.0
2007,5.0
2008,4.0
2009,17.0
2010,17.0
2011,17.0
2012,12.0
2013,9.0
2014,21.0
2015,48.0
2016,93.0
2017,140.0
2018,13.0
2019,20.0
2020,272.0
2021,304.0
2022,5.0
2023,12.0
2024,9.0
2025,23.0
2026,18.0
2027,11.0
2028,236.0
2029,271.0
2030,1.0
2031,3.0
2032,402.0
2033,14.0
2034,448.0
2035,443.0
2036,434.0
2037,424.0
2038,359.0
2039,247.0
2040,5.0
2041,5.0
2042,181.0
2043,151.0
2044,130.0
2045,100.0
2046,51.0
2047,30.0
2048,22.0
2049,11.0
2050,7.0
2051,6.0
2052,4.0
2053,5.0
2054,5.0
2055,5.0
2056,5.0
2057,5.0
2058,21.0
2059,22.0
2060,28.0
2061,31.0
2062,23.0
2063,34.0
2064,75.0
2065,105.0
2066,148.0
2067,198.0
2068,10.0
2069,296.0
2070,18.0
2071,24.0
2072,18.0
2073,9.0
2074,15.0
2075,17.0
2076,12.0
2077,3.0
2078,277.0
2079,280.0
2080,346.0
2081,423.0
2082,452.0
2083,457.0
2084,9.0
2085,9.0
2086,9.0
2087,9.0
2088,8.0
2089,8.0
2090,6.0
2091,6.0
2092,150.0
2093,126.0
2094,89.0
2095,63.0
2096,39.0
2097,26.0
2098,15.0
2099,8.0
2100,7.0
2101,10.0
2102,5.0
2103,5.0
2104,5.0
2105,5.0
2106,5.0
2107,24.0
2108,29.0
2109,36.0
2110,40.0
2111,44.0
2112,52.0
2113,93.0
2114,131.0
2115,167.0
2116,219.0
2117,263.0
2118,3.0
2119,8.0
2120,27.0
2121,359.0
2122,6.0
2123,16.0
2124,12.0
2125,4.0
2126,279.0
2127,284.0
2128,277.0
2129,308.0
2130,367.0
2131,449.0
2132,6.0
2133,20.0
2134,14.0
2135,13.0
2136,16.0
2137,16.0
2138,14.0
