Grid_Number,Education
2140,162.0
2141,680.0
2142,578.0
2143,462.0
2144,355.0
2145,309.0
2146,221.0
2147,179.0
2148,131.0
2149,124.0
2150,120.0
2151,109.0
2152,104.0
2153,91.0
2154,82.0
2155,71.0
2156,218.0
2157,268.0
2158,345.0
2159,377.0
2160,377.0
2161,386.0
2162,471.0
2163,569.0
2164,623.0
2165,762.0
2166,838.0
2167,103.0
2168,131.0
2169,160.0
2170,133.0
2171,152.0
2172,154.0
2173,761.0
2174,760.0
2175,738.0
2176,759.0
2177,99.0
2178,143.0
2179,144.0
2180,175.0
2181,133.0
2182,168.0
2183,162.0
2184,166.0
2185,164.0
2186,139.0
2187,148.0
2188,118.0
2189,157.0
2190,678.0
2191,575.0
2192,502.0
2193,384.0
2194,327.0
2195,219.0
2196,189.0
2197,131.0
2198,126.0
2199,130.0
2200,113.0
2201,114.0
2202,94.0
2203,83.0
2204,70.0
2205,266.0
2206,324.0
2207,414.0
2208,460.0
2209,491.0
2210,497.0
2211,543.0
2212,615.0
2213,654.0
2214,739.0
2215,162.0
2216,157.0
2217,120.0
2218,149.0
2219,810.0
2220,194.0
2221,136.0
2222,779.0
2223,733.0
2224,729.0
2225,718.0
2226,144.0
2227,169.0
2228,184.0
2229,182.0
2230,151.0
2231,136.0
2232,134.0
2233,138.0
2234,152.0
2235,145.0
2236,135.0
2237,827.0
2238,789.0
2239,695.0
2240,565.0
2241,498.0
2242,417.0
2243,333.0
2244,219.0
2245,182.0
2246,122.0
2247,129.0
2248,124.0
2249,113.0
2250,108.0
2251,98.0
2252,95.0
2253,71.0
2254,316.0
2255,387.0
2256,462.0
2257,533.0
2258,553.0
2259,558.0
2260,599.0
2261,630.0
2262,690.0
2263,155.0
2264,162.0
2265,144.0
2266,142.0
2267,152.0
2268,166.0
2269,142.0
2270,817.0
2271,766.0
2272,717.0
2273,726.0
2274,131.0
2275,138.0
2276,179.0
2277,163.0
2278,135.0
2279,138.0
2280,113.0
2281,127.0
2282,138.0
2283,137.0
2284,118.0
2285,861.0
2286,824.0
2287,756.0
2288,639.0
2289,549.0
2290,494.0
2291,401.0
2292,340.0
2293,218.0
2294,179.0
2295,111.0
2296,119.0
2297,118.0
2298,110.0
2299,104.0
2300,91.0
2301,83.0
2302,75.0
2303,315.0
2304,412.0
2305,463.0
2306,547.0
2307,577.0
2308,587.0
2309,622.0
2310,637.0
2311,660.0
2312,174.0
2313,159.0
2314,130.0
2315,134.0
2316,156.0
2317,124.0
2318,701.0
2319,708.0
2320,708.0
2321,643.0
2322,660.0
2323,156.0
2324,154.0
2325,124.0
2326,146.0
2327,139.0
2328,127.0
2329,122.0
2330,127.0
2331,134.0
2332,138.0
2333,142.0
2334,141.0
2335,697.0
2336,629.0
2337,591.0
2338,509.0
2339,439.0
2340,364.0
2341,305.0
2342,192.0
2343,151.0
2344,96.0
2345,98.0
2346,103.0
2347,111.0
2348,95.0
2349,81.0
2350,77.0
2351,67.0
2352,329.0
2353,406.0
2354,467.0
2355,540.0
2356,556.0
2357,586.0
2358,636.0
2359,646.0
2360,637.0
2361,675.0
2362,151.0
2363,705.0
2364,129.0
2365,123.0
2366,691.0
2367,636.0
2368,631.0
2369,616.0
2370,609.0
2371,560.0
2372,140.0
2373,117.0
2374,118.0
2375,120.0
2376,686.0
2377,107.0
2378,121.0
2379,132.0
2380,111.0
2381,147.0
2382,144.0
2383,129.0
2384,591.0
2385,516.0
2386,509.0
2387,426.0
2388,374.0
2389,314.0
2390,240.0
2391,156.0
2392,117.0
2393,87.0
2394,71.0
2395,95.0
2396,89.0
2397,80.0
2398,75.0
2399,71.0
2400,66.0
2401,330.0
2402,387.0
2403,436.0
2404,527.0
2405,530.0
2406,537.0
2407,582.0
2408,611.0
2409,603.0
2410,600.0
2411,133.0
2412,130.0
2413,583.0
2414,592.0
2415,606.0
2416,570.0
2417,556.0
2418,539.0
2419,536.0
2420,504.0
2421,106.0
2422,89.0
2423,116.0
2424,569.0
2425,546.0
2426,532.0
2427,555.0
2428,572.0
2429,530.0
2430,531.0
2431,531.0
2432,506.0
2433,494.0
2434,443.0
2435,421.0
2436,329.0
2437,305.0
2438,225.0
2439,177.0
2440,104.0
2441,85.0
2442,66.0
2443,52.0
2444,61.0
2445,77.0
2446,73.0
2447,68.0
2448,68.0
2449,59.0
2450,270.0
2451,357.0
2452,366.0
2453,455.0
2454,480.0
2455,487.0
2456,516.0
2457,510.0
2458,527.0
2459,512.0
2460,543.0
2461,511.0
2462,475.0
2463,477.0
2464,470.0
2465,470.0
2466,478.0
2467,440.0
2468,429.0
2469,405.0
2470,441.0
2471,67.0
2472,76.0
2473,408.0
2474,424.0
2475,415.0
2476,464.0
2477,455.0
2478,443.0
2479,414.0
2480,428.0
2481,417.0
2482,391.0
2483,351.0
2484,310.0
2485,253.0
2486,211.0
2487,165.0
2488,98.0
2489,64.0
2490,60.0
2491,56.0
2492,49.0
2493,42.0
2494,46.0
2495,58.0
2496,56.0
2497,48.0
2498,29.0
