Grid_Number,n_Health
0,1.936107176809099
1,0.915564698546313
2,0.6331419833923091
3,0.9772054526662707
4,0.3236608731986144
5,0.532060362600703
6,0.2283679540934174
7,0.1287487099521895
8,0.5315187038892113
9,0.827498036786023
10,0.21582048538799098
11,0.11887439259350778
12,0.13892340268225145
13,0.4212631852951349
14,0.17531566686757952
15,0.0489790874304162
16,0.37025384466876127
17,0.3309872120543312
18,0.07917211126880593
19,1.9412927571841567
20,0.926479461728843
21,0.6488244394934808
22,0.5426131006527584
23,0.1369831745029514
24,0.4247845048418786
25,0.5156814252117627
26,0.03781673847859905
27,0.08515358888469246
28,0.8058569964347975
29,0.41790451935177303
30,0.18019445597695746
31,0.13041184667869934
32,0.5473348942201275
33,0.10229302103777226
34,0.2548548734883108
35,0.3612796542827373
36,0.3819496967597598
37,0.19812338062572443
38,1.8318318682272046
39,0.8975616793385616
40,0.12012349856951895
41,0.45218327257287816
42,0.18832655484886285
43,0.598841961368713
44,0.5495702996767556
45,0.535354569174977
46,0.15522823743813485
47,0.039681643689331296
48,0.16711043525001607
49,0.23030512252928143
50,0.1499969192464122
51,0.2504780382976284
52,0.10100840254174802
53,0.29062862578009535
54,0.1287970203558906
55,0.5335300615748562
56,1.1176794566376698
57,1.745752117994918
58,0.7054616757006889
59,0.45996006532287903
60,0.45423070718014313
61,0.3778964357326828
62,0.24846248431939105
63,0.15102955028303405
64,0.18836734876501332
65,0.07534788479413068
66,0.06004778059996053
67,0.2538051817298452
68,0.01652898656972879
69,0.10216713504085308
70,0.25327833887266293
71,0.05984093914551167
72,0.1075257447922499
73,0.10764077227847502
74,0.49864220985432994
75,0.2897716033958896
76,0.7407445886461698
77,0.46945900162204324
78,0.4598706882079425
79,0.30630440907045126
80,0.17098375189568987
81,0.11599652465683255
82,0.19073850718082644
83,0.10243005172933135
84,0.1381300565128458
85,0.4661161681166762
86,0.025955870989641108
87,0.6068705111766451
88,0.10807042993660951
89,0.060747965798241356
90,0.19655203468754978
91,0.3639189003454021
92,0.09815000515854282
93,0.14616120884038888
94,0.18542291388825136
95,0.5401075601862562
96,0.17245379306969796
97,0.21498187480005268
98,0.41357728974286817
99,0.5337944148138215
100,0.3552540623172422
101,0.13345423180458613
102,0.030588335439873774
103,0.3613676993564396
104,0.12819192082058606
105,0.18412430755024975
106,0.1824757672670544
107,0.1362471062179594
108,0.20497381835478903
109,0.018825977176445876
110,0.02884195630599811
111,0.10048544137433162
112,0.166806188419864
113,0.8514817543840684
114,0.2617391284752867
115,0.4031818940280649
116,0.09009909342784944
117,0.38549266411677746
118,0.2357574397377778
119,0.5923014994910828
120,0.09409475271109612
121,0.33695618355803686
122,0.0826101393885123
123,0.08534664909541484
124,0.15268532068649684
125,0.24102787716302942
126,0.08551853520063528
127,0.27067383550260754
128,0.19867220325683985
129,0.2404362825175676
130,0.0895102921664221
131,0.18422502094701634
132,0.3858261232720603
133,0.5962296441091557
134,0.7643564114729544
135,0.34344400993563745
136,0.08627108374313612
137,0.08677572758922997
138,0.08305947456748786
139,0.09082304616479232
140,0.21033254748733282
141,0.2557792226347534
142,0.08342930961928521
143,0.06354903299676903
144,0.025547323781701135
145,0.18174881481931476
146,0.06085660747544403
147,0.15152321950968292
148,0.44334287224040864
149,0.42930234679094603
150,0.09361768031511834
151,0.5704701778397532
152,0.18999436312140613
153,0.18493809056989627
154,0.11412706914603346
155,0.12883683333066578
156,0.2796156345544057
157,0.08562980912986032
158,0.23697672961144525
159,0.05107727633402335
160,0.1599192996481909
161,0.03542077379498327
162,0.09145406404670768
163,0.1420980215342727
164,0.31534893198803576
165,0.37169335030531403
166,0.25286768675331095
167,0.04930947041610275
168,0.3861674428256854
169,0.34820994233844
170,0.6088984081261454
171,0.0820891088612482
172,0.06411422809477182
173,0.28882574294749497
174,0.02265782354882779
175,0.19938211733429442
176,0.23004784645186613
177,0.0655293857947987
178,0.20114204092315627
179,0.13673582796272823
180,0.0684606057462383
181,0.20020823121999584
182,0.032768180515332944
183,0.42539218559833286
184,0.5276549183003201
185,0.267482698257798
186,0.18398829201160352
187,0.4291961949802773
188,0.011680900363431656
189,0.11491144718825526
190,0.4900167995365909
191,0.10094117835735732
192,0.062111281344702785
193,0.29188134735013876
194,0.04434511266727209
195,0.22075114962468195
196,0.017373817051120326
197,0.2924581287348131
198,0.06661870325248215
199,0.0298434079819248
200,0.32510476822070705
201,0.29143063542727815
202,0.1246994915299613
203,0.50095432440995
204,0.12060328640959873
205,0.38260041182685095
