Grid_Number,n_Utilities
0,1.936107176809099
1,0.915564698546313
2,0.6331419833923091
3,1.4374823457348718
4,1.0215540854769656
5,0.2520117850751705
6,0.45022351019012835
7,0.3311514396615251
8,0.5391511856909018
9,0.6784733416517228
10,0.42942959538260206
11,0.16994461933306357
12,0.635414707422155
13,0.5457472262661035
14,0.20186900111859313
15,0.21020281873049063
16,0.8196663063006802
17,0.8070664815292734
18,0.2518657084896837
19,1.9412927571841567
20,0.926479461728843
21,0.6488244394934808
22,0.8971422271898379
23,0.10586526054154995
24,0.618668756286264
25,0.5192362286626129
26,0.027558039690780183
27,0.45186295046325897
28,0.8199217227712785
29,0.4321726705408687
30,0.2845537336660709
31,0.4075653277098958
32,0.9318103097356976
33,0.334508855213442
34,0.35218109627256755
35,0.3116221141444694
36,0.3442037487215345
37,0.4010146722550288
38,1.2176950875177652
39,1.5262533512628351
40,0.7205432455480807
41,0.3459132295891842
42,0.20840099541632445
43,1.0764704365484452
44,0.6716632318548582
45,0.9482345089138299
46,0.5460200756107265
47,0.18393260210033258
48,0.3367984178690012
49,0.26899812225378544
50,0.23303997082239986
51,0.28174244149635486
52,0.0916587121815955
53,0.43298339363751615
54,0.25063175800713566
55,0.1771370032687636
56,0.9832278383722357
57,0.1708802489169225
58,0.7936299540609157
59,1.3271445883064779
60,0.5773351971126344
61,0.8619983614269157
62,0.11178890684700032
63,0.5186660744545439
64,0.2450985469904513
65,0.08234984855829988
66,0.06135858205311217
67,0.11499816771051255
68,0.020645894023702035
69,0.322622380101037
70,0.26851878573951676
71,0.5163227520765589
72,0.33978637046769455
73,0.10673985927594681
74,0.4666537213907369
75,0.6527475756061009
76,0.6839379577282746
77,1.0882968634118912
78,0.9353674376749628
79,0.49812785516117686
80,0.2642899020803572
81,0.25857568188353697
82,0.2118571925483782
83,0.21343626389859807
84,0.5490305497157906
85,0.5794490005391203
86,0.15193163933989393
87,0.27286851411234664
88,0.7378371797301868
89,0.2544639644299042
90,0.30220197139864907
91,0.4112383009022944
92,0.20662157841148932
93,0.1589904266600324
94,0.31507463375968364
95,1.0127102402884116
96,0.06097923326707675
97,0.18444266577519947
98,0.6634602910286603
99,0.5593765070216129
100,0.7112705631510662
101,0.21283863331365108
102,0.22701549406512153
103,0.4840500340239899
104,0.08721491198674394
105,0.2909762027128436
106,0.11305137910263714
107,0.08626593267415122
108,0.4220833021634575
109,0.0594904372197396
110,0.3799170731078371
111,0.10030347089150339
112,0.3556167533308204
113,0.8887794672840528
114,0.7134295253961973
115,0.47626889069047496
116,0.5110827013447422
117,0.5887178713346419
118,0.1847795085548973
119,0.738180094359573
120,0.1766146904171408
121,0.2646015441389288
122,0.27781273786437183
123,0.1394255456022241
124,0.06089915219254521
125,0.07878639786199719
126,0.2684483098143398
127,0.42131000076725206
128,0.04059854305437534
129,0.19120026042974578
130,0.1417353300867733
131,0.38098725390965116
132,1.1171571590909264
133,0.6376610428587924
134,0.6095621826569
135,0.34344400993563745
136,0.37257110132972165
137,0.15831092490196616
138,0.11590801659638739
139,0.2576960383178098
140,0.10360161477436888
141,0.3156164813938566
142,0.1265007026365905
143,0.12295170073309068
144,0.3039057386183192
145,0.19223082758728913
146,0.1366361969274813
147,0.06929996195018062
148,0.3060425383265548
149,0.5242897609430985
150,0.2135500897368809
151,1.0716365598468442
152,0.3886129303869502
153,0.15002824538329926
154,0.3583488843723965
155,0.33111074418137165
156,0.35343952310212134
157,0.14272551997346725
158,0.2504002241182159
159,0.3594543677084
160,0.21285524549679188
161,0.3838599697616735
162,0.128564025647467
163,0.2999095080135295
164,0.40407107250427127
165,0.15269582382775565
166,0.42368620108134764
167,0.04827728808124559
168,0.5879051541762532
169,0.24401413524094812
170,1.0386437611057535
171,0.2867762236988055
172,0.183862494663848
173,0.32928058607155464
174,0.1133664265125856
175,0.38671865372963404
176,0.17181806522848908
177,0.06960656891039327
178,0.10459298135041399
179,0.21934925389819543
180,0.2087753425478114
181,0.2188245577963866
182,0.4023600401913312
183,0.4775848694213232
184,0.1691151916687031
185,0.8965844328451166
186,0.4424149434982665
187,0.5580708565204278
188,0.028616337429082817
189,0.3763477050684058
190,0.2209919297167397
191,0.9182824312900516
192,0.0566799266139959
193,0.5351944914062198
194,0.1737181683954019
195,0.12928178045290617
196,0.31918508747104946
197,0.18006138287052437
198,0.2704106082755624
199,0.0832893971431871
200,0.10390512721357743
201,0.2973337683284517
202,0.022911689455802697
203,0.618846790971022
204,0.30643286657295093
205,0.3990154622425137
