Grid_Number,Utilities
310,5.0
311,5.0
312,6.0
313,6.0
314,3.0
315,8.0
316,7.0
317,8.0
318,9.0
319,8.0
320,8.0
321,9.0
322,10.0
323,8.0
324,8.0
325,9.0
326,9.0
327,11.0
328,10.0
329,5.0
330,4.0
331,4.0
332,4.0
333,5.0
334,8.0
335,8.0
336,8.0
337,4.0
338,5.0
339,7.0
340,7.0
341,6.0
342,7.0
343,4.0
344,5.0
345,5.0
346,4.0
347,4.0
348,4.0
349,4.0
350,10.0
351,11.0
352,11.0
353,10.0
354,8.0
355,8.0
356,8.0
357,8.0
358,9.0
359,8.0
360,15.0
361,21.0
362,19.0
363,17.0
364,14.0
365,4.0
366,3.0
367,3.0
368,3.0
369,7.0
370,7.0
371,6.0
372,6.0
373,6.0
374,6.0
375,5.0
376,7.0
377,7.0
378,4.0
379,5.0
380,4.0
381,4.0
382,4.0
383,4.0
384,4.0
385,13.0
386,13.0
387,14.0
388,13.0
389,8.0
390,9.0
391,8.0
392,9.0
393,10.0
394,18.0
395,18.0
396,20.0
397,18.0
398,18.0
399,16.0
400,15.0
401,4.0
402,3.0
403,3.0
404,8.0
405,7.0
406,6.0
407,6.0
408,6.0
409,5.0
410,5.0
411,6.0
412,6.0
413,4.0
414,4.0
415,4.0
416,4.0
417,5.0
418,5.0
419,5.0
420,18.0
421,15.0
422,15.0
423,15.0
424,11.0
425,12.0
426,9.0
427,10.0
428,11.0
429,18.0
430,19.0
431,17.0
432,20.0
433,20.0
434,16.0
435,15.0
436,13.0
437,3.0
438,4.0
439,6.0
440,5.0
441,7.0
442,7.0
443,7.0
444,7.0
445,5.0
446,6.0
447,6.0
448,4.0
449,4.0
450,4.0
451,5.0
452,5.0
453,5.0
454,5.0
455,23.0
456,23.0
457,19.0
458,16.0
459,13.0
460,12.0
461,11.0
462,11.0
463,20.0
464,20.0
465,20.0
466,18.0
467,18.0
468,20.0
469,19.0
470,17.0
471,15.0
472,5.0
473,5.0
474,5.0
475,7.0
476,7.0
477,7.0
478,7.0
479,6.0
480,6.0
481,7.0
482,4.0
483,4.0
484,4.0
485,5.0
486,5.0
487,5.0
488,5.0
489,5.0
490,25.0
491,26.0
492,23.0
493,18.0
494,17.0
495,12.0
496,13.0
497,11.0
498,21.0
499,21.0
500,21.0
501,20.0
502,19.0
503,17.0
504,19.0
505,18.0
506,16.0
507,7.0
508,7.0
509,5.0
510,5.0
511,7.0
512,8.0
513,10.0
514,11.0
515,11.0
516,7.0
517,4.0
518,4.0
519,5.0
520,6.0
521,6.0
522,6.0
523,5.0
524,5.0
525,31.0
526,31.0
527,30.0
528,26.0
529,20.0
530,12.0
531,12.0
532,13.0
533,23.0
534,26.0
535,24.0
536,20.0
537,20.0
538,17.0
539,19.0
540,18.0
541,16.0
542,7.0
543,7.0
544,5.0
545,5.0
546,7.0
547,14.0
548,19.0
549,0.0
550,14.0
551,12.0
552,8.0
553,5.0
554,4.0
555,6.0
556,6.0
557,6.0
558,6.0
559,3.0
560,42.0
561,43.0
562,43.0
563,39.0
564,26.0
565,10.0
566,10.0
567,14.0
568,26.0
569,27.0
570,27.0
571,26.0
572,23.0
573,20.0
574,18.0
575,20.0
576,19.0
577,7.0
578,7.0
579,7.0
580,4.0
581,15.0
582,17.0
583,17.0
584,17.0
585,17.0
586,17.0
587,13.0
588,6.0
589,4.0
590,5.0
591,6.0
592,6.0
593,4.0
594,4.0
595,49.0
596,51.0
597,53.0
598,49.0
599,39.0
600,13.0
601,18.0
602,14.0
603,17.0
604,27.0
605,25.0
606,27.0
607,26.0
608,23.0
609,19.0
610,18.0
611,16.0
612,7.0
613,7.0
614,7.0
615,10.0
616,17.0
617,17.0
618,17.0
619,17.0
620,17.0
621,17.0
622,17.0
623,10.0
624,2.0
625,3.0
626,3.0
627,3.0
628,3.0
629,3.0
630,54.0
631,55.0
632,55.0
633,50.0
634,46.0
635,19.0
636,19.0
637,16.0
638,18.0
639,21.0
640,26.0
641,25.0
642,26.0
643,27.0
644,20.0
645,18.0
646,8.0
647,7.0
648,7.0
649,9.0
650,17.0
651,17.0
652,17.0
653,18.0
654,17.0
655,17.0
656,17.0
657,15.0
658,12.0
659,2.0
660,3.0
661,5.0
662,4.0
663,4.0
664,3.0
665,53.0
666,53.0
667,53.0
668,53.0
669,44.0
670,25.0
671,23.0
672,17.0
673,17.0
674,18.0
675,21.0
676,26.0
677,26.0
678,28.0
679,17.0
680,11.0
681,10.0
682,10.0
683,10.0
684,11.0
685,19.0
686,19.0
687,17.0
688,17.0
689,16.0
690,15.0
691,16.0
692,15.0
693,12.0
694,5.0
695,4.0
696,5.0
697,5.0
698,5.0
699,4.0
700,51.0
701,52.0
702,51.0
703,49.0
704,47.0
705,31.0
706,24.0
707,17.0
708,19.0
709,22.0
710,21.0
711,20.0
712,21.0
713,20.0
714,13.0
715,10.0
716,10.0
717,9.0
718,10.0
719,13.0
720,19.0
721,20.0
722,17.0
723,17.0
724,16.0
725,16.0
726,15.0
727,15.0
728,15.0
729,5.0
730,6.0
731,6.0
732,6.0
733,7.0
734,6.0
735,46.0
736,46.0
737,49.0
738,49.0
739,41.0
740,29.0
741,26.0
742,23.0
743,22.0
744,22.0
745,21.0
746,20.0
747,22.0
748,22.0
749,12.0
750,11.0
751,11.0
752,12.0
753,14.0
754,13.0
755,15.0
756,21.0
757,19.0
758,17.0
759,17.0
760,16.0
761,14.0
762,17.0
763,15.0
764,6.0
765,6.0
766,6.0
767,6.0
768,6.0
769,6.0
770,46.0
771,46.0
772,45.0
773,44.0
774,43.0
775,25.0
776,23.0
777,25.0
778,24.0
779,24.0
780,24.0
781,22.0
782,25.0
783,24.0
784,16.0
785,17.0
786,18.0
787,16.0
788,14.0
789,15.0
790,15.0
791,20.0
792,19.0
793,18.0
794,16.0
795,16.0
796,14.0
797,20.0
798,12.0
799,7.0
800,9.0
801,9.0
802,9.0
803,8.0
804,6.0
805,41.0
806,41.0
807,41.0
808,41.0
809,37.0
810,20.0
811,22.0
812,22.0
813,25.0
814,26.0
815,23.0
816,22.0
817,27.0
818,28.0
819,24.0
820,21.0
821,23.0
822,26.0
823,25.0
824,21.0
825,22.0
826,16.0
827,20.0
828,20.0
829,18.0
830,18.0
831,21.0
832,16.0
833,13.0
834,12.0
835,11.0
836,9.0
837,9.0
838,8.0
839,7.0
840,38.0
841,39.0
842,39.0
843,34.0
844,26.0
845,15.0
846,14.0
847,23.0
848,24.0
849,25.0
850,25.0
851,24.0
852,26.0
853,25.0
854,28.0
855,30.0
856,31.0
857,31.0
858,33.0
859,31.0
860,25.0
861,17.0
862,15.0
863,17.0
864,19.0
865,19.0
866,13.0
867,10.0
868,14.0
869,14.0
870,14.0
871,11.0
872,9.0
873,9.0
874,8.0
875,30.0
876,32.0
877,31.0
878,24.0
879,15.0
880,10.0
881,9.0
882,16.0
883,20.0
884,24.0
885,25.0
886,21.0
887,21.0
888,29.0
889,32.0
890,38.0
891,1.0
892,2.0
893,44.0
894,36.0
895,31.0
896,28.0
897,18.0
898,11.0
899,17.0
900,13.0
901,10.0
902,10.0
903,15.0
904,14.0
905,15.0
906,14.0
907,10.0
908,10.0
909,10.0
910,16.0
911,19.0
912,16.0
913,15.0
914,10.0
915,6.0
916,10.0
917,16.0
918,16.0
919,19.0
920,18.0
921,19.0
922,24.0
923,37.0
924,47.0
925,52.0
926,1.0
927,4.0
928,53.0
929,51.0
930,37.0
931,35.0
932,26.0
933,22.0
934,21.0
935,16.0
936,16.0
937,12.0
938,14.0
939,15.0
940,18.0
941,16.0
942,10.0
943,10.0
944,10.0
945,11.0
946,12.0
947,12.0
948,9.0
949,7.0
950,6.0
951,8.0
952,15.0
953,16.0
954,17.0
955,18.0
956,20.0
957,27.0
958,39.0
959,55.0
960,58.0
961,4.0
962,5.0
963,67.0
964,55.0
965,50.0
966,40.0
967,33.0
968,31.0
969,25.0
970,18.0
971,18.0
972,16.0
973,15.0
974,17.0
975,18.0
976,19.0
977,12.0
978,12.0
979,8.0
980,9.0
981,9.0
982,11.0
983,11.0
984,7.0
985,6.0
986,6.0
987,10.0
988,14.0
989,15.0
990,15.0
991,24.0
992,30.0
993,45.0
994,53.0
995,57.0
996,2.0
997,3.0
998,75.0
999,76.0
1000,60.0
1001,47.0
1002,36.0
1003,31.0
1004,25.0
1005,22.0
1006,17.0
1007,15.0
1008,15.0
1009,16.0
1010,19.0
1011,20.0
1012,13.0
1013,10.0
1014,9.0
1015,9.0
1016,9.0
1017,8.0
1018,10.0
1019,11.0
1020,6.0
1021,6.0
1022,5.0
1023,10.0
1024,14.0
1025,14.0
1026,22.0
1027,34.0
1028,44.0
1029,54.0
1030,57.0
1031,5.0
1032,6.0
1033,87.0
1034,85.0
1035,75.0
1036,59.0
1037,43.0
1038,29.0
1039,27.0
1040,22.0
1041,17.0
1042,15.0
1043,15.0
1044,18.0
1045,18.0
1046,20.0
1047,12.0
1048,11.0
1049,8.0
1050,8.0
1051,7.0
1052,7.0
1053,8.0
1054,11.0
1055,5.0
1056,6.0
1057,5.0
1058,10.0
1059,10.0
1060,10.0
1061,19.0
1062,30.0
1063,42.0
1064,53.0
1065,9.0
1066,5.0
1067,9.0
1068,88.0
1069,82.0
1070,73.0
1071,63.0
1072,46.0
1073,30.0
1074,33.0
1075,25.0
1076,18.0
1077,16.0
1078,17.0
1079,21.0
1080,20.0
1081,20.0
1082,15.0
1083,12.0
1084,9.0
1085,7.0
1086,7.0
1087,7.0
1088,7.0
1089,11.0
1090,10.0
1091,7.0
1092,7.0
1093,5.0
1094,7.0
1095,11.0
1096,18.0
1097,29.0
1098,38.0
1099,47.0
1100,65.0
1101,80.0
1102,84.0
1103,85.0
1104,83.0
1105,78.0
1106,71.0
1107,53.0
1108,44.0
1109,39.0
1110,34.0
1111,26.0
1112,18.0
1113,24.0
1114,25.0
1115,28.0
1116,21.0
1117,19.0
1118,17.0
1119,16.0
1120,7.0
1121,7.0
1122,7.0
1123,10.0
1124,10.0
1125,9.0
1126,6.0
1127,6.0
1128,6.0
1129,7.0
1130,6.0
1131,14.0
1132,24.0
1133,29.0
1134,39.0
1135,61.0
1136,71.0
1137,81.0
1138,90.0
1139,83.0
1140,78.0
1141,70.0
1142,66.0
1143,62.0
1144,38.0
1145,35.0
1146,37.0
1147,37.0
1148,30.0
1149,25.0
1150,20.0
1151,24.0
1152,23.0
1153,19.0
1154,16.0
1155,7.0
1156,7.0
1157,10.0
1158,10.0
1159,10.0
1160,9.0
1161,5.0
1162,6.0
1163,6.0
1164,7.0
1165,4.0
1166,8.0
1167,20.0
1168,24.0
1169,40.0
1170,54.0
1171,67.0
1172,76.0
1173,84.0
1174,14.0
1175,79.0
1176,75.0
1177,79.0
1178,72.0
1179,61.0
1180,59.0
1181,64.0
1182,65.0
1183,57.0
1184,49.0
1185,32.0
1186,29.0
1187,25.0
1188,23.0
1189,18.0
1190,6.0
1191,6.0
1192,9.0
1193,9.0
1194,9.0
1195,5.0
1196,5.0
1197,5.0
1198,6.0
1199,7.0
1200,7.0
1201,6.0
1202,9.0
1203,20.0
1204,28.0
1205,56.0
1206,63.0
1207,69.0
1208,72.0
1209,73.0
1210,70.0
1211,83.0
1212,88.0
1213,93.0
1214,95.0
1215,2.0
1216,117.0
1217,116.0
1218,97.0
1219,76.0
1220,65.0
1221,52.0
1222,39.0
1223,25.0
1224,21.0
1225,7.0
1226,7.0
1227,10.0
1228,10.0
1229,9.0
1230,5.0
1231,5.0
1232,5.0
1233,5.0
1234,6.0
1235,6.0
1236,5.0
1237,7.0
1238,10.0
1239,27.0
1240,39.0
1241,53.0
1242,58.0
1243,60.0
1244,67.0
1245,4.0
1246,90.0
1247,99.0
1248,115.0
1249,132.0
1250,7.0
1251,154.0
1252,164.0
1253,143.0
1254,106.0
1255,79.0
1256,68.0
1257,52.0
1258,39.0
1259,24.0
1260,7.0
1261,7.0
1262,10.0
1263,10.0
1264,6.0
1265,5.0
1266,5.0
1267,4.0
1268,4.0
1269,4.0
1270,6.0
1271,3.0
1272,6.0
1273,7.0
1274,16.0
1275,27.0
1276,40.0
1277,56.0
1278,58.0
1279,67.0
1280,91.0
1281,7.0
1282,2.0
1283,3.0
1284,8.0
1285,8.0
1286,3.0
1287,2.0
1288,2.0
1289,4.0
1290,106.0
1291,82.0
1292,67.0
1293,51.0
1294,32.0
1295,4.0
1296,6.0
1297,7.0
1298,6.0
1299,6.0
1300,6.0
1301,5.0
1302,5.0
1303,4.0
1304,4.0
1305,3.0
1306,3.0
1307,5.0
1308,6.0
1309,11.0
1310,16.0
1311,31.0
1312,61.0
1313,82.0
1314,98.0
1315,123.0
1316,5.0
1317,3.0
1318,8.0
1319,11.0
1320,7.0
1321,11.0
1322,9.0
1323,10.0
1324,9.0
1325,124.0
1326,92.0
1327,81.0
1328,61.0
1329,40.0
1330,3.0
1331,4.0
1332,7.0
1333,8.0
1334,8.0
1335,10.0
1336,7.0
1337,6.0
1338,6.0
1339,5.0
1340,1.0
1341,2.0
1342,3.0
1343,5.0
1344,17.0
1345,21.0
1346,35.0
1347,64.0
1348,91.0
1349,106.0
1350,126.0
1351,160.0
1352,4.0
1353,3.0
1354,10.0
1355,24.0
1356,24.0
1357,14.0
1358,16.0
1359,16.0
1360,7.0
1361,109.0
1362,83.0
1363,66.0
1364,39.0
1365,5.0
1366,6.0
1367,12.0
1368,16.0
1369,17.0
1370,20.0
1371,16.0
1372,10.0
1373,8.0
1374,5.0
1375,3.0
1376,3.0
1377,6.0
1378,8.0
1379,16.0
1380,32.0
1381,48.0
1382,72.0
1383,93.0
1384,104.0
1385,131.0
1386,189.0
1387,238.0
1388,255.0
1389,4.0
1390,30.0
1391,36.0
1392,14.0
1393,6.0
1394,6.0
1395,11.0
1396,9.0
1397,90.0
1398,63.0
1399,46.0
1400,5.0
1401,11.0
1402,14.0
1403,15.0
1404,20.0
1405,21.0
1406,19.0
1407,19.0
1408,6.0
1409,5.0
1410,3.0
1411,8.0
1412,9.0
1413,14.0
1414,16.0
1415,35.0
1416,51.0
1417,83.0
1418,104.0
1419,121.0
1420,9.0
1421,18.0
1422,9.0
1423,7.0
1424,6.0
1425,11.0
1426,18.0
1427,10.0
1428,3.0
1429,226.0
1430,6.0
1431,7.0
1432,91.0
1433,72.0
1434,42.0
1435,7.0
1436,13.0
1437,15.0
1438,18.0
1439,18.0
1440,19.0
1441,18.0
1442,17.0
1443,15.0
1444,6.0
1445,6.0
1446,8.0
1447,14.0
1448,15.0
1449,16.0
1450,32.0
1451,51.0
1452,86.0
1453,108.0
1454,13.0
1455,8.0
1456,24.0
1457,9.0
1458,8.0
1459,11.0
1460,14.0
1461,10.0
1462,12.0
1463,284.0
1464,243.0
1465,9.0
1466,127.0
1467,88.0
1468,66.0
1469,54.0
1470,11.0
1471,13.0
1472,17.0
1473,18.0
1474,19.0
1475,18.0
1476,19.0
1477,22.0
1478,20.0
1479,11.0
1480,6.0
1481,10.0
1482,15.0
1483,15.0
1484,19.0
1485,33.0
1486,48.0
1487,86.0
1488,117.0
1489,14.0
1490,161.0
1491,17.0
1492,10.0
1493,6.0
1494,10.0
1495,14.0
1496,4.0
1497,14.0
1498,10.0
1499,256.0
1500,186.0
1501,133.0
1502,84.0
1503,61.0
1504,49.0
1505,11.0
1506,13.0
1507,18.0
1508,18.0
1509,12.0
1510,19.0
1511,19.0
1512,18.0
1513,21.0
1514,11.0
1515,9.0
1516,11.0
1517,18.0
1518,15.0
1519,18.0
1520,38.0
1521,48.0
1522,78.0
1523,119.0
1524,5.0
1525,164.0
1526,7.0
1527,12.0
1528,10.0
1529,6.0
1530,10.0
1531,8.0
1532,6.0
1533,11.0
1534,6.0
1535,9.0
1536,134.0
1537,89.0
1538,65.0
1539,41.0
1540,12.0
1541,14.0
1542,18.0
1543,17.0
1544,10.0
1545,19.0
1546,19.0
1547,22.0
1548,22.0
1549,12.0
1550,7.0
1551,10.0
1552,17.0
1553,16.0
1554,20.0
1555,35.0
1556,47.0
1557,70.0
1558,112.0
1559,141.0
1560,160.0
1561,187.0
1562,10.0
1563,6.0
1564,6.0
1565,7.0
1566,254.0
1567,9.0
1568,8.0
1569,3.0
1570,155.0
1571,7.0
1572,90.0
1573,60.0
1574,50.0
1575,14.0
1576,14.0
1577,17.0
1578,17.0
1579,17.0
1580,19.0
1581,19.0
1582,17.0
1583,23.0
1584,12.0
1585,9.0
1586,11.0
1587,18.0
1588,17.0
1589,19.0
1590,27.0
1591,41.0
1592,57.0
1593,91.0
1594,128.0
1595,144.0
1596,163.0
1597,11.0
1598,12.0
1599,8.0
1600,226.0
1601,221.0
1602,20.0
1603,11.0
1604,5.0
1605,4.0
1606,126.0
1607,101.0
1608,77.0
1609,60.0
1610,8.0
1611,12.0
1612,16.0
1613,17.0
1614,18.0
1615,20.0
1616,19.0
1617,20.0
1618,16.0
1619,12.0
1620,7.0
1621,10.0
1622,15.0
1623,18.0
1624,19.0
1625,23.0
1626,32.0
1627,47.0
1628,75.0
1629,101.0
1630,122.0
1631,121.0
1632,12.0
1633,170.0
1634,191.0
1635,8.0
1636,186.0
1637,15.0
1638,16.0
1639,14.0
1640,137.0
1641,132.0
1642,106.0
1643,79.0
1644,59.0
1645,5.0
1646,13.0
1647,15.0
1648,17.0
1649,18.0
1650,18.0
1651,18.0
1652,17.0
1653,13.0
1654,11.0
1655,7.0
1656,7.0
1657,11.0
1658,14.0
1659,20.0
1660,20.0
1661,29.0
1662,35.0
1663,52.0
1664,65.0
1665,85.0
1666,104.0
1667,9.0
1668,3.0
1669,167.0
1670,171.0
1671,163.0
1672,148.0
1673,149.0
1674,143.0
1675,143.0
1676,137.0
1677,107.0
1678,83.0
1679,67.0
1680,2.0
1681,3.0
1682,12.0
1683,12.0
1684,13.0
1685,15.0
1686,18.0
1687,10.0
1688,10.0
1689,8.0
1690,6.0
1691,6.0
1692,6.0
1693,6.0
1694,16.0
1695,18.0
1696,17.0
1697,25.0
1698,33.0
1699,52.0
1700,62.0
1701,78.0
1702,91.0
1703,113.0
1704,132.0
1705,143.0
1706,144.0
1707,137.0
1708,135.0
1709,144.0
1710,164.0
1711,136.0
1712,107.0
1713,85.0
1714,67.0
1715,2.0
1716,2.0
1717,3.0
1718,5.0
1719,8.0
1720,7.0
1721,9.0
1722,10.0
1723,8.0
1724,6.0
1725,6.0
1726,5.0
1727,5.0
1728,5.0
1729,8.0
1730,7.0
1731,8.0
1732,15.0
1733,21.0
1734,36.0
1735,48.0
1736,59.0
1737,67.0
1738,86.0
1739,99.0
1740,123.0
1741,131.0
1742,136.0
1743,126.0
1744,127.0
1745,156.0
1746,143.0
1747,123.0
1748,87.0
1749,67.0
1750,1.0
1751,2.0
1752,3.0
1753,3.0
1754,3.0
1755,5.0
1756,6.0
1757,7.0
1758,6.0
1759,6.0
1760,6.0
1761,5.0
1762,4.0
1763,5.0
1764,5.0
1765,5.0
1766,6.0
1767,9.0
1768,17.0
1769,26.0
1770,35.0
1771,42.0
1772,53.0
1773,61.0
1774,68.0
1775,88.0
1776,104.0
1777,115.0
1778,116.0
1779,138.0
1780,161.0
1781,139.0
1782,112.0
1783,94.0
1784,80.0
1785,1.0
1786,1.0
1787,3.0
1788,4.0
1789,4.0
1790,5.0
1791,6.0
1792,6.0
1793,7.0
1794,7.0
1795,7.0
1796,5.0
1797,5.0
1798,4.0
1799,6.0
1800,3.0
1801,5.0
1802,5.0
1803,10.0
1804,16.0
1805,21.0
1806,29.0
1807,33.0
1808,46.0
1809,52.0
1810,66.0
1811,78.0
1812,96.0
1813,130.0
1814,141.0
1815,152.0
1816,146.0
1817,130.0
1818,114.0
1819,89.0
1820,2.0
1821,1.0
1822,2.0
1823,4.0
1824,5.0
1825,5.0
1826,5.0
1827,6.0
1828,6.0
1829,9.0
1830,8.0
1831,9.0
1832,8.0
1833,7.0
1834,5.0
1835,6.0
1836,4.0
1837,4.0
1838,5.0
1839,11.0
1840,19.0
1841,20.0
1842,23.0
1843,32.0
1844,37.0
1845,57.0
1846,74.0
1847,86.0
1848,116.0
1849,132.0
1850,139.0
1851,163.0
1852,154.0
1853,128.0
1854,100.0
1855,2.0
1856,2.0
1857,3.0
1858,3.0
1859,5.0
1860,5.0
1861,5.0
1862,7.0
1863,8.0
1864,8.0
1865,8.0
1866,10.0
1867,10.0
1868,8.0
1869,6.0
1870,6.0
1871,7.0
1872,5.0
1873,4.0
1874,12.0
1875,16.0
1876,18.0
1877,19.0
1878,24.0
1879,34.0
1880,64.0
1881,85.0
1882,95.0
1883,110.0
1884,133.0
1885,148.0
1886,164.0
1887,184.0
1888,173.0
1889,126.0
1890,2.0
1891,2.0
1892,3.0
1893,3.0
1894,4.0
1895,5.0
1896,5.0
1897,6.0
1898,7.0
1899,8.0
1900,10.0
1901,10.0
1902,10.0
1903,7.0
1904,8.0
1905,8.0
1906,9.0
1907,8.0
1908,8.0
1909,12.0
1910,13.0
1911,19.0
1912,20.0
1913,22.0
1914,27.0
1915,64.0
1916,83.0
1917,95.0
1918,121.0
1919,129.0
1920,157.0
1921,177.0
1922,190.0
1923,190.0
1924,146.0
1925,2.0
1926,2.0
1927,3.0
1928,3.0
1929,5.0
1930,4.0
1931,6.0
1932,5.0
1933,6.0
1934,7.0
1935,10.0
1936,9.0
1937,9.0
1938,8.0
1939,8.0
1940,9.0
1941,9.0
1942,8.0
1943,9.0
1944,11.0
1945,12.0
1946,16.0
1947,19.0
1948,22.0
1949,25.0
1950,51.0
1951,71.0
1952,84.0
1953,112.0
1954,145.0
1955,195.0
1956,218.0
1957,213.0
1958,188.0
1959,146.0
1960,2.0
1961,2.0
1962,3.0
1963,3.0
1964,4.0
1965,4.0
1966,5.0
1967,5.0
1968,7.0
1969,8.0
1970,9.0
1971,9.0
1972,9.0
1973,8.0
1974,8.0
1975,8.0
1976,9.0
1977,7.0
1978,10.0
1979,9.0
1980,11.0
1981,14.0
1982,16.0
1983,16.0
1984,21.0
1985,40.0
1986,67.0
1987,79.0
1988,126.0
1989,166.0
1990,203.0
1991,210.0
1992,207.0
1993,188.0
1994,150.0
1995,2.0
1996,2.0
1997,3.0
1998,3.0
1999,4.0
2000,3.0
2001,5.0
2002,5.0
2003,7.0
2004,8.0
2005,9.0
2006,9.0
2007,9.0
2008,8.0
2009,9.0
2010,8.0
2011,7.0
2012,7.0
2013,7.0
2014,8.0
2015,10.0
2016,10.0
2017,12.0
2018,13.0
2019,15.0
2020,33.0
2021,55.0
2022,86.0
2023,118.0
2024,161.0
2025,192.0
2026,192.0
2027,181.0
2028,176.0
2029,144.0
2030,2.0
2031,2.0
2032,3.0
2033,3.0
2034,3.0
2035,3.0
2036,4.0
2037,5.0
2038,6.0
2039,7.0
2040,9.0
2041,8.0
2042,9.0
2043,8.0
2044,9.0
2045,8.0
2046,7.0
2047,6.0
2048,4.0
2049,7.0
2050,8.0
2051,9.0
2052,11.0
2053,12.0
2054,14.0
2055,19.0
2056,52.0
2057,72.0
2058,98.0
2059,142.0
2060,173.0
2061,173.0
2062,171.0
2063,156.0
2064,132.0
2065,0.0
2066,2.0
2067,2.0
2068,3.0
2069,3.0
2070,3.0
2071,4.0
2072,4.0
2073,5.0
2074,4.0
2075,8.0
2076,8.0
2077,8.0
2078,8.0
2079,9.0
2080,7.0
2081,7.0
2082,6.0
2083,3.0
2084,5.0
2085,7.0
2086,7.0
2087,8.0
2088,10.0
2089,12.0
2090,16.0
2091,35.0
2092,61.0
2093,88.0
2094,128.0
2095,145.0
2096,158.0
2097,148.0
2098,131.0
2099,119.0
2100,0.0
2101,0.0
2102,2.0
2103,2.0
2104,1.0
2105,2.0
2106,3.0
2107,3.0
2108,3.0
2109,4.0
2110,4.0
2111,6.0
2112,6.0
2113,7.0
2114,7.0
2115,7.0
2116,6.0
2117,3.0
2118,3.0
2119,3.0
2120,4.0
2121,6.0
2122,6.0
2123,5.0
2124,5.0
2125,6.0
2126,16.0
2127,45.0
2128,66.0
2129,98.0
2130,123.0
2131,123.0
2132,115.0
2133,121.0
2134,112.0
