Grid_Number,Education
521,45.0
522,40.0
523,25.0
524,25.0
525,143.0
526,160.0
527,156.0
528,154.0
529,139.0
530,105.0
531,94.0
532,97.0
533,116.0
534,119.0
535,125.0
536,144.0
537,137.0
538,132.0
539,140.0
540,128.0
541,142.0
542,109.0
543,95.0
544,67.0
545,65.0
546,69.0
547,79.0
548,73.0
549,67.0
550,60.0
551,67.0
552,67.0
553,51.0
554,37.0
555,40.0
556,39.0
557,33.0
558,37.0
559,24.0
560,185.0
561,196.0
562,189.0
563,187.0
564,161.0
565,107.0
566,86.0
567,94.0
568,127.0
569,128.0
570,126.0
571,135.0
572,159.0
573,134.0
574,142.0
575,150.0
576,143.0
577,113.0
578,84.0
579,70.0
580,72.0
581,87.0
582,85.0
583,74.0
584,63.0
585,62.0
586,62.0
587,69.0
588,53.0
589,33.0
590,39.0
591,41.0
592,41.0
593,31.0
594,29.0
595,196.0
596,205.0
597,209.0
598,209.0
599,190.0
600,118.0
601,98.0
602,110.0
603,121.0
604,132.0
605,128.0
606,130.0
607,144.0
608,142.0
609,139.0
610,147.0
611,115.0
612,88.0
613,80.0
614,72.0
615,81.0
616,85.0
617,77.0
618,71.0
619,70.0
620,64.0
621,64.0
622,63.0
623,59.0
624,25.0
625,26.0
626,32.0
627,32.0
628,34.0
629,29.0
630,201.0
631,203.0
632,209.0
633,224.0
634,211.0
635,130.0
636,112.0
637,119.0
638,121.0
639,127.0
640,141.0
641,133.0
642,134.0
643,138.0
644,134.0
645,117.0
646,84.0
647,87.0
648,92.0
649,81.0
650,99.0
651,97.0
652,82.0
653,70.0
654,68.0
655,66.0
656,66.0
657,63.0
658,55.0
659,31.0
660,32.0
661,33.0
662,27.0
663,28.0
664,27.0
665,205.0
666,212.0
667,236.0
668,234.0
669,204.0
670,131.0
671,115.0
672,123.0
673,121.0
674,119.0
675,123.0
676,128.0
677,124.0
678,133.0
679,119.0
680,98.0
681,99.0
682,90.0
683,89.0
684,84.0
685,100.0
686,96.0
687,86.0
688,87.0
689,76.0
690,67.0
691,62.0
692,62.0
693,59.0
694,35.0
695,42.0
696,40.0
697,37.0
698,36.0
699,26.0
700,210.0
701,224.0
702,236.0
703,226.0
704,201.0
705,126.0
706,125.0
707,116.0
708,110.0
709,109.0
710,103.0
711,96.0
712,96.0
713,111.0
714,104.0
715,89.0
716,97.0
717,97.0
718,93.0
719,89.0
720,103.0
721,96.0
722,85.0
723,86.0
724,78.0
725,68.0
726,60.0
727,58.0
728,68.0
729,41.0
730,43.0
731,44.0
732,41.0
733,38.0
734,32.0
735,193.0
736,211.0
737,221.0
738,212.0
739,172.0
740,122.0
741,121.0
742,113.0
743,100.0
744,99.0
745,111.0
746,93.0
747,103.0
748,114.0
749,107.0
750,92.0
751,95.0
752,102.0
753,101.0
754,94.0
755,89.0
756,99.0
757,93.0
758,75.0
759,76.0
760,66.0
761,63.0
762,68.0
763,64.0
764,40.0
765,44.0
766,46.0
767,41.0
768,36.0
769,35.0
770,164.0
771,169.0
772,189.0
773,177.0
774,163.0
775,114.0
776,109.0
777,104.0
778,106.0
779,118.0
780,114.0
781,95.0
782,103.0
783,111.0
784,103.0
785,97.0
786,103.0
787,98.0
788,92.0
789,95.0
790,94.0
791,95.0
792,91.0
793,79.0
794,80.0
795,72.0
796,68.0
797,74.0
798,56.0
799,46.0
800,47.0
801,53.0
802,46.0
803,41.0
804,33.0
805,140.0
806,145.0
807,144.0
808,148.0
809,136.0
810,100.0
811,91.0
812,102.0
813,106.0
814,118.0
815,105.0
816,110.0
817,116.0
818,111.0
819,105.0
820,105.0
821,110.0
822,119.0
823,124.0
824,120.0
825,120.0
826,89.0
827,96.0
828,91.0
829,79.0
830,81.0
831,75.0
832,76.0
833,62.0
834,59.0
835,61.0
836,52.0
837,51.0
838,44.0
839,38.0
840,115.0
841,120.0
842,128.0
843,122.0
844,109.0
845,101.0
846,86.0
847,96.0
848,112.0
849,122.0
850,109.0
851,108.0
852,116.0
853,103.0
854,109.0
855,114.0
856,138.0
857,141.0
858,149.0
859,157.0
860,136.0
861,108.0
862,84.0
863,79.0
864,76.0
865,76.0
866,66.0
867,71.0
868,66.0
869,65.0
870,66.0
871,62.0
872,58.0
873,56.0
874,49.0
875,104.0
876,107.0
877,109.0
878,91.0
879,97.0
880,92.0
881,80.0
882,84.0
883,94.0
884,110.0
885,115.0
886,112.0
887,109.0
888,119.0
889,123.0
890,146.0
891,21.0
892,13.0
893,163.0
894,156.0
895,142.0
896,128.0
897,120.0
898,108.0
899,102.0
900,86.0
901,70.0
902,64.0
903,65.0
904,68.0
905,71.0
906,70.0
907,59.0
908,52.0
909,44.0
910,75.0
911,76.0
912,80.0
913,89.0
914,91.0
915,72.0
916,81.0
917,88.0
918,96.0
919,94.0
920,96.0
921,99.0
922,114.0
923,148.0
924,160.0
925,210.0
926,25.0
927,18.0
928,195.0
929,187.0
930,166.0
931,161.0
932,162.0
933,141.0
934,126.0
935,107.0
936,90.0
937,66.0
938,66.0
939,78.0
940,77.0
941,70.0
942,57.0
943,51.0
944,45.0
945,82.0
946,88.0
947,92.0
948,91.0
949,80.0
950,68.0
951,67.0
952,87.0
953,89.0
954,97.0
955,94.0
956,104.0
957,140.0
958,161.0
959,206.0
960,231.0
961,31.0
962,41.0
963,243.0
964,199.0
965,187.0
966,189.0
967,170.0
968,147.0
969,135.0
970,113.0
971,101.0
972,85.0
973,66.0
974,74.0
975,76.0
976,63.0
977,58.0
978,47.0
979,42.0
980,82.0
981,87.0
982,104.0
983,99.0
984,89.0
985,64.0
986,61.0
987,86.0
988,85.0
989,94.0
990,91.0
991,127.0
992,147.0
993,171.0
994,207.0
995,237.0
996,47.0
997,51.0
998,298.0
999,266.0
1000,230.0
1001,221.0
1002,192.0
1003,165.0
1004,143.0
1005,127.0
1006,110.0
1007,93.0
1008,81.0
1009,79.0
1010,72.0
1011,76.0
1012,61.0
1013,50.0
1014,40.0
1015,73.0
1016,81.0
1017,85.0
1018,93.0
1019,91.0
1020,68.0
1021,70.0
1022,85.0
1023,83.0
1024,89.0
1025,89.0
1026,140.0
1027,152.0
1028,190.0
1029,208.0
1030,242.0
1031,79.0
1032,53.0
1033,325.0
1034,326.0
1035,277.0
1036,244.0
1037,202.0
1038,173.0
1039,155.0
1040,140.0
1041,117.0
1042,103.0
1043,94.0
1044,96.0
1045,82.0
1046,74.0
1047,55.0
1048,51.0
1049,45.0
1050,73.0
1051,71.0
1052,72.0
1053,82.0
1054,92.0
1055,79.0
1056,72.0
1057,75.0
1058,84.0
1059,88.0
1060,86.0
1061,130.0
1062,164.0
1063,182.0
1064,199.0
1065,86.0
1066,98.0
1067,54.0
1068,337.0
1069,345.0
1070,300.0
1071,267.0
1072,237.0
1073,189.0
1074,186.0
1075,161.0
1076,133.0
1077,112.0
1078,97.0
1079,100.0
1080,99.0
1081,79.0
1082,62.0
1083,53.0
1084,45.0
1085,70.0
1086,78.0
1087,87.0
1088,95.0
1089,110.0
1090,85.0
1091,83.0
1092,76.0
1093,76.0
1094,78.0
1095,81.0
1096,127.0
1097,151.0
1098,169.0
1099,194.0
1100,253.0
1101,302.0
1102,331.0
1103,344.0
1104,358.0
1105,315.0
1106,305.0
1107,276.0
1108,242.0
1109,224.0
1110,189.0
1111,167.0
1112,145.0
1113,133.0
1114,111.0
1115,118.0
1116,101.0
1117,78.0
1118,73.0
1119,59.0
1120,72.0
1121,82.0
1122,85.0
1123,97.0
1124,108.0
1125,88.0
1126,63.0
1127,67.0
1128,62.0
1129,67.0
1130,62.0
1131,106.0
1132,137.0
1133,151.0
1134,188.0
1135,228.0
1136,288.0
1137,316.0
1138,342.0
1139,341.0
1140,333.0
1141,324.0
1142,323.0
1143,323.0
1144,288.0
1145,245.0
1146,249.0
1147,231.0
1148,204.0
1149,157.0
1150,129.0
1151,116.0
1152,83.0
1153,71.0
1154,65.0
1155,78.0
1156,82.0
1157,93.0
1158,94.0
1159,92.0
1160,75.0
1161,68.0
1162,59.0
1163,60.0
1164,52.0
1165,57.0
1166,88.0
1167,134.0
1168,143.0
1169,177.0
1170,222.0
1171,276.0
1172,302.0
1173,326.0
1174,90.0
1175,321.0
1176,340.0
1177,373.0
1178,373.0
1179,341.0
1180,320.0
1181,320.0
1182,313.0
1183,259.0
1184,225.0
1185,171.0
1186,149.0
1187,106.0
1188,82.0
1189,66.0
1190,77.0
1191,78.0
1192,88.0
1193,90.0
1194,92.0
1195,62.0
1196,57.0
1197,52.0
1198,52.0
1199,49.0
1200,53.0
1201,70.0
1202,105.0
1203,135.0
1204,163.0
1205,230.0
1206,268.0
1207,281.0
1208,290.0
1209,290.0
1210,313.0
1211,369.0
1212,382.0
1213,424.0
1214,425.0
1215,55.0
1216,411.0
1217,395.0
1218,363.0
1219,304.0
1220,276.0
1221,223.0
1222,160.0
1223,100.0
1224,70.0
1225,81.0
1226,90.0
1227,95.0
1228,99.0
1229,72.0
1230,51.0
1231,51.0
1232,49.0
1233,49.0
1234,48.0
1235,59.0
1236,56.0
1237,68.0
1238,109.0
1239,154.0
1240,203.0
1241,233.0
1242,268.0
1243,258.0
1244,282.0
1245,62.0
1246,388.0
1247,408.0
1248,435.0
1249,452.0
1250,102.0
1251,469.0
1252,496.0
1253,489.0
1254,416.0
1255,352.0
1256,280.0
1257,224.0
1258,154.0
1259,99.0
1260,85.0
1261,91.0
1262,100.0
1263,86.0
1264,72.0
1265,51.0
1266,47.0
1267,43.0
1268,44.0
1269,45.0
1270,51.0
1271,46.0
1272,58.0
1273,76.0
1274,105.0
1275,140.0
1276,202.0
1277,248.0
1278,257.0
1279,304.0
1280,396.0
1281,60.0
1282,71.0
1283,97.0
1284,132.0
1285,136.0
1286,114.0
1287,104.0
1288,96.0
1289,83.0
1290,433.0
1291,366.0
1292,304.0
1293,205.0
1294,144.0
1295,66.0
1296,66.0
1297,70.0
1298,72.0
1299,73.0
1300,67.0
1301,54.0
1302,46.0
1303,39.0
1304,54.0
1305,48.0
1306,44.0
1307,61.0
1308,63.0
1309,87.0
1310,110.0
1311,154.0
1312,272.0
1313,330.0
1314,367.0
1315,451.0
1316,59.0
1317,82.0
1318,108.0
1319,151.0
1320,182.0
1321,148.0
1322,153.0
1323,141.0
1324,133.0
1325,480.0
1326,410.0
1327,386.0
1328,301.0
1329,212.0
1330,58.0
1331,62.0
1332,72.0
1333,77.0
1334,77.0
1335,81.0
1336,56.0
1337,48.0
1338,42.0
1339,45.0
1340,48.0
1341,53.0
1342,61.0
1343,85.0
1344,110.0
1345,134.0
1346,192.0
1347,273.0
1348,324.0
1349,409.0
1350,466.0
1351,578.0
1352,76.0
1353,102.0
1354,133.0
1355,180.0
1356,160.0
1357,185.0
1358,156.0
1359,162.0
1360,135.0
1361,490.0
1362,414.0
1363,313.0
1364,233.0
1365,58.0
1366,69.0
1367,116.0
1368,127.0
1369,132.0
1370,112.0
1371,77.0
1372,54.0
1373,47.0
1374,52.0
1375,50.0
1376,56.0
1377,85.0
1378,99.0
1379,140.0
1380,200.0
1381,239.0
1382,307.0
1383,354.0
1384,420.0
1385,494.0
1386,624.0
1387,689.0
1388,741.0
1389,138.0
1390,154.0
1391,159.0
1392,167.0
1393,141.0
1394,178.0
1395,157.0
1396,125.0
1397,456.0
1398,332.0
1399,244.0
1400,70.0
1401,114.0
1402,142.0
1403,147.0
1404,153.0
1405,145.0
1406,102.0
1407,80.0
1408,50.0
1409,50.0
1410,49.0
1411,80.0
1412,93.0
1413,127.0
1414,167.0
1415,235.0
1416,273.0
1417,350.0
1418,400.0
1419,450.0
1420,110.0
1421,116.0
1422,116.0
1423,111.0
1424,137.0
1425,162.0
1426,151.0
1427,151.0
1428,144.0
1429,743.0
1430,154.0
1431,132.0
1432,486.0
1433,402.0
1434,280.0
1435,86.0
1436,128.0
1437,137.0
1438,143.0
1439,135.0
1440,136.0
1441,114.0
1442,99.0
1443,73.0
1444,47.0
1445,53.0
1446,84.0
1447,115.0
1448,148.0
1449,185.0
1450,249.0
1451,287.0
1452,375.0
1453,443.0
1454,126.0
1455,158.0
1456,153.0
1457,155.0
1458,144.0
1459,142.0
1460,147.0
1461,153.0
1462,135.0
1463,855.0
1464,816.0
1465,132.0
1466,640.0
1467,507.0
1468,409.0
1469,354.0
1470,111.0
1471,143.0
1472,148.0
1473,150.0
1474,154.0
1475,136.0
1476,125.0
1477,108.0
1478,94.0
1479,50.0
1480,56.0
1481,81.0
1482,147.0
1483,163.0
1484,190.0
1485,247.0
1486,292.0
1487,388.0
1488,477.0
1489,117.0
1490,576.0
1491,172.0
1492,166.0
1493,154.0
1494,142.0
1495,132.0
1496,151.0
1497,128.0
1498,127.0
1499,827.0
1500,764.0
1501,642.0
1502,486.0
1503,407.0
1504,341.0
1505,123.0
1506,142.0
1507,151.0
1508,156.0
1509,79.0
1510,139.0
1511,129.0
1512,121.0
1513,105.0
1514,52.0
1515,60.0
1516,86.0
1517,152.0
1518,156.0
1519,175.0
1520,238.0
1521,281.0
1522,388.0
1523,463.0
1524,101.0
1525,610.0
1526,143.0
1527,164.0
1528,142.0
1529,154.0
1530,130.0
1531,142.0
1532,148.0
1533,116.0
1534,121.0
1535,118.0
1536,652.0
1537,505.0
1538,401.0
1539,315.0
1540,124.0
1541,146.0
1542,160.0
1543,154.0
1544,79.0
1545,153.0
1546,144.0
1547,135.0
1548,122.0
1549,63.0
1550,68.0
1551,96.0
1552,140.0
1553,147.0
1554,167.0
1555,215.0
1556,266.0
1557,363.0
1558,456.0
1559,555.0
1560,613.0
1561,702.0
1562,162.0
1563,140.0
1564,154.0
1565,163.0
1566,811.0
1567,160.0
1568,141.0
1569,129.0
1570,691.0
1571,131.0
1572,501.0
1573,408.0
1574,342.0
1575,99.0
1576,136.0
1577,147.0
1578,153.0
1579,156.0
1580,161.0
1581,148.0
1582,140.0
1583,125.0
1584,74.0
1585,67.0
1586,89.0
1587,140.0
1588,142.0
1589,153.0
1590,192.0
1591,242.0
1592,327.0
1593,432.0
1594,520.0
1595,579.0
1596,639.0
1597,140.0
1598,160.0
1599,137.0
1600,832.0
1601,792.0
1602,156.0
1603,170.0
1604,130.0
1605,103.0
1606,585.0
1607,548.0
1608,438.0
1609,362.0
1610,84.0
1611,127.0
1612,138.0
1613,154.0
1614,157.0
1615,162.0
1616,159.0
1617,138.0
1618,100.0
1619,76.0
1620,67.0
1621,76.0
1622,131.0
1623,138.0
1624,148.0
1625,162.0
1626,203.0
1627,263.0
1628,396.0
1629,447.0
1630,487.0
1631,527.0
1632,149.0
1633,645.0
1634,743.0
1635,152.0
1636,715.0
1637,178.0
1638,142.0
1639,115.0
1640,638.0
1641,565.0
1642,525.0
1643,434.0
1644,361.0
1645,68.0
1646,109.0
1647,139.0
1648,157.0
1649,157.0
1650,156.0
1651,153.0
1652,118.0
1653,78.0
1654,63.0
1655,56.0
1656,61.0
1657,94.0
1658,124.0
1659,140.0
1660,147.0
1661,175.0
1662,199.0
1663,306.0
1664,362.0
1665,389.0
1666,479.0
1667,109.0
1668,124.0
1669,687.0
1670,705.0
1671,692.0
1672,626.0
1673,646.0
1674,650.0
1675,665.0
1676,601.0
1677,497.0
1678,419.0
1679,338.0
1680,53.0
1681,79.0
1682,110.0
1683,135.0
1684,147.0
1685,142.0
1686,101.0
1687,89.0
1688,68.0
1689,55.0
1690,53.0
1691,40.0
1692,52.0
1693,83.0
1694,108.0
1695,120.0
1696,128.0
1697,154.0
1698,219.0
1699,270.0
1700,318.0
1701,376.0
1702,452.0
1703,544.0
1704,577.0
1705,615.0
1706,613.0
1707,569.0
1708,559.0
1709,621.0
1710,742.0
1711,637.0
1712,521.0
1713,399.0
1714,335.0
1715,43.0
1716,54.0
1717,71.0
1718,89.0
1719,88.0
1720,97.0
1721,82.0
1722,74.0
1723,69.0
1724,57.0
1725,56.0
1726,42.0
1727,38.0
1728,43.0
1729,58.0
1730,79.0
1731,95.0
1732,106.0
1733,148.0
1734,224.0
1735,246.0
1736,300.0
1737,346.0
1738,461.0
1739,494.0
1740,563.0
1741,540.0
1742,535.0
1743,510.0
1744,566.0
1745,694.0
1746,663.0
1747,552.0
1748,414.0
1749,339.0
1750,41.0
1751,52.0
1752,62.0
1753,64.0
1754,72.0
1755,71.0
1756,75.0
1757,66.0
1758,61.0
1759,58.0
1760,59.0
1761,47.0
1762,43.0
1763,37.0
1764,33.0
1765,40.0
1766,63.0
1767,66.0
1768,92.0
1769,148.0
1770,208.0
1771,229.0
1772,266.0
1773,351.0
1774,411.0
1775,467.0
1776,467.0
1777,480.0
1778,514.0
1779,614.0
1780,694.0
1781,631.0
1782,535.0
1783,467.0
1784,373.0
1785,39.0
1786,48.0
1787,57.0
1788,68.0
1789,68.0
1790,70.0
1791,68.0
1792,62.0
1793,63.0
1794,63.0
1795,61.0
1796,44.0
1797,44.0
1798,43.0
1799,38.0
1800,30.0
1801,30.0
1802,41.0
1803,61.0
1804,97.0
1805,153.0
1806,183.0
1807,205.0
1808,301.0
1809,351.0
1810,381.0
1811,414.0
1812,482.0
1813,581.0
1814,630.0
1815,690.0
1816,636.0
1817,531.0
1818,472.0
1819,391.0
1820,32.0
1821,42.0
1822,48.0
1823,54.0
1824,70.0
1825,63.0
1826,66.0
1827,59.0
1828,55.0
1829,63.0
1830,54.0
1831,51.0
1832,43.0
1833,35.0
1834,29.0
1835,28.0
1836,29.0
1837,29.0
1838,45.0
1839,65.0
1840,96.0
1841,136.0
1842,180.0
1843,243.0
1844,273.0
1845,330.0
1846,390.0
1847,463.0
1848,566.0
1849,630.0
1850,668.0
1851,696.0
1852,636.0
1853,514.0
1854,414.0
1855,32.0
1856,38.0
1857,47.0
1858,58.0
1859,62.0
1860,65.0
1861,57.0
1862,59.0
1863,57.0
1864,52.0
1865,53.0
1866,51.0
1867,48.0
1868,41.0
1869,33.0
1870,39.0
1871,43.0
1872,39.0
1873,40.0
1874,61.0
1875,80.0
1876,103.0
1877,133.0
1878,157.0
1879,229.0
1880,360.0
1881,410.0
1882,491.0
1883,586.0
1884,644.0
1885,655.0
1886,659.0
1887,696.0
1888,625.0
1889,492.0
1890,30.0
1891,34.0
1892,48.0
1893,52.0
1894,52.0
1895,55.0
1896,50.0
1897,53.0
1898,50.0
1899,52.0
1900,51.0
1901,46.0
1902,45.0
1903,42.0
1904,48.0
1905,46.0
1906,49.0
1907,51.0
1908,44.0
1909,59.0
1910,73.0
1911,111.0
1912,138.0
1913,156.0
1914,185.0
1915,303.0
1916,415.0
1917,496.0
1918,575.0
1919,650.0
1920,651.0
1921,654.0
1922,664.0
1923,637.0
1924,527.0
1925,27.0
1926,35.0
1927,42.0
1928,44.0
1929,50.0
1930,56.0
1931,48.0
1932,54.0
1933,52.0
1934,51.0
1935,53.0
1936,52.0
1937,47.0
1938,52.0
1939,54.0
1940,49.0
1941,49.0
1942,52.0
1943,47.0
1944,59.0
1945,72.0
1946,108.0
1947,141.0
1948,163.0
1949,181.0
1950,250.0
1951,328.0
1952,470.0
1953,577.0
1954,659.0
1955,738.0
1956,727.0
1957,677.0
1958,605.0
1959,477.0
1960,23.0
1961,31.0
1962,35.0
1963,39.0
1964,46.0
1965,44.0
1966,45.0
1967,47.0
1968,48.0
1969,59.0
1970,56.0
1971,53.0
1972,54.0
1973,54.0
1974,58.0
1975,53.0
1976,47.0
1977,43.0
1978,46.0
1979,60.0
1980,68.0
1981,91.0
1982,112.0
1983,122.0
1984,152.0
1985,221.0
1986,365.0
1987,423.0
1988,555.0
1989,635.0
1990,674.0
1991,701.0
1992,679.0
1993,590.0
1994,474.0
1995,22.0
1996,31.0
1997,34.0
1998,33.0
1999,39.0
2000,35.0
2001,44.0
2002,44.0
2003,46.0
2004,58.0
2005,53.0
2006,53.0
2007,50.0
2008,58.0
2009,59.0
2010,53.0
2011,44.0
2012,39.0
2013,35.0
2014,55.0
2015,62.0
2016,69.0
2017,88.0
2018,104.0
2019,120.0
2020,203.0
2021,329.0
2022,404.0
2023,500.0
2024,590.0
2025,639.0
2026,641.0
2027,623.0
2028,535.0
2029,397.0
2030,20.0
2031,27.0
2032,31.0
2033,33.0
2034,35.0
2035,32.0
2036,36.0
2037,38.0
2038,41.0
2039,45.0
2040,48.0
2041,48.0
2042,50.0
2043,60.0
2044,58.0
2045,47.0
2046,42.0
2047,39.0
2048,35.0
2049,54.0
2050,56.0
2051,54.0
2052,73.0
2053,101.0
2054,112.0
2055,188.0
2056,298.0
2057,367.0
2058,413.0
2059,495.0
2060,555.0
2061,570.0
2062,539.0
2063,455.0
2064,347.0
2065,18.0
2066,25.0
2067,29.0
2068,29.0
2069,27.0
2070,27.0
2071,27.0
2072,29.0
2073,30.0
2074,30.0
2075,39.0
2076,43.0
2077,45.0
2078,54.0
2079,51.0
2080,43.0
2081,38.0
2082,36.0
2083,36.0
2084,49.0
2085,52.0
2086,52.0
2087,42.0
2088,87.0
2089,108.0
2090,175.0
2091,237.0
2092,339.0
2093,366.0
2094,410.0
2095,481.0
2096,496.0
2097,449.0
2098,390.0
2099,272.0
2100,10.0
2101,15.0
2102,19.0
2103,23.0
2104,24.0
2105,24.0
2106,21.0
2107,27.0
2108,29.0
2109,22.0
2110,21.0
2111,28.0
2112,36.0
2113,46.0
2114,44.0
2115,38.0
2116,35.0
2117,29.0
2118,31.0
2119,42.0
2120,43.0
2121,41.0
2122,33.0
2123,46.0
2124,64.0
2125,116.0
2126,150.0
2127,222.0
2128,268.0
2129,318.0
2130,349.0
2131,345.0
2132,331.0
2133,312.0
2134,216.0
