Grid_Number,Che_num_Connectivity
0,0.6728151432833912
1,0.6975327902851545
2,1.558064080847604
3,1.015457518088091
4,1.41543888208319
5,2.295867224646021
6,1.5954125963204029
7,0.7044948332751086
8,0.9544287578672938
9,1.3932956649240296
10,1.5435289883978254
11,2.2130223441520065
12,1.6803666717642003
13,0.8431971830350788
14,1.0349846174668342
15,1.110367117131133
16,0.15872264507856945
17,1.1359282385366576
18,2.242395012021403
19,0.4404712345838004
20,0.5919389010892077
21,0.9308360447989307
22,0.03722101276894758
23,0.8323091205978868
24,1.9350446783301998
25,1.1814845498657536
26,0.6040434169350135
27,0.8658308948013212
28,0.4440890137740122
29,0.7990585277596345
30,1.3684298178460528
31,1.5263672760502993
32,0.5080536000504703
33,0.5658225039933205
34,0.9721183848986514
35,0.9248394416112411
36,1.4561711140789035
37,2.420413799152279
38,0.8000033231460956
39,0.6253963060541329
40,0.39662032296825483
41,0.3226452466005575
42,0.5709682996567412
43,1.118474054013763
44,0.6377424591371627
45,0.25640597747942756
46,0.36985040424778143
47,0.8810659687705208
48,0.013774981904964378
49,0.8709085584971207
50,1.456134155070071
51,0.43210859645079913
52,0.5904033487387956
53,0.6442789702112914
54,0.2129092678747442
55,1.3100074449341943
56,2.2107806107724137
57,1.613005192597941
58,0.7087917003232335
59,0.301811748183139
60,0.3169701421064282
61,0.3907431150248874
62,0.6137019961197469
63,1.3170133705200093
64,1.223123881106285
65,0.6549966723064189
66,0.21458156262307504
67,0.723777272307318
68,0.6018488586019639
69,0.38246318547648467
70,0.3829072876266023
71,0.34131270342360387
72,0.7705837749070119
73,1.0999627970308692
74,0.7090384772908623
75,1.5061259253277446
76,1.9095967116620216
77,1.1214563152562083
78,0.3626446081986014
79,0.2925388342232808
80,0.1752597904048473
81,0.38470281762125735
82,0.4918848651611142
83,0.6592312363696124
84,0.12178515952793434
85,0.44158042888479704
86,0.5538979414589439
87,0.5131087503981996
88,0.40800875821996135
89,0.23436042563126996
90,0.5584640295777418
91,0.3326614032045351
92,0.5485080437942502
93,0.123353357570767
94,1.0403152254486867
95,1.3919079320122445
96,0.3569744323529222
97,0.583889416918476
98,0.8210776113738134
99,0.3550625015715604
100,0.3897463656909624
101,0.7329811187287526
102,0.602403007684968
103,0.35471881778651754
104,0.6541031520699443
105,0.29539860188090294
106,0.4062991207654436
107,0.0891799477350686
108,0.21448235566511675
109,0.4843870185002215
110,0.754955343375701
111,0.8426078111622535
112,0.3441374349140855
113,0.5918521617216392
114,1.4985994273123735
115,0.6610861631589281
116,0.6913811004273698
117,0.42660957754478385
118,0.5977930881289089
119,0.8451953146026093
120,0.09843521802511028
121,0.21679069807285822
122,0.08990859450806803
123,0.459680161261713
124,0.2748957820785807
125,0.8458952614731621
126,0.15711877683103026
127,0.49611902393228213
128,0.46674762700592487
129,0.36661125746527573
130,0.7211509129041167
131,0.3010628132551775
132,1.0023090056387602
133,1.4554199046896847
134,1.212171222642993
135,0.39458104344796413
136,0.25844570831590175
137,0.9195452473572423
138,1.1762348165048606
139,0.7005678738364647
140,0.7218870052433702
141,0.5390454209650531
142,0.5345327421274064
143,0.5641913609730395
144,0.25923785477578176
145,0.8514169694523777
146,0.054435304464499394
147,1.1499063680876909
148,0.4936001193972627
149,0.6114812394472439
150,0.6305915242488289
151,0.4031156299542014
152,0.8297247402177222
153,0.2947858996174004
154,0.5730244681963258
155,0.24165578904764837
156,0.512858647313334
157,0.2879488900112606
158,0.37177770967780405
159,0.47262855645970847
160,0.3912831587756598
161,0.4595299095977764
162,0.45200188041664763
163,0.3225745784622978
164,0.24669353746947925
165,0.7108731240346791
166,0.9081005182304258
167,0.3113501983668256
168,0.7491105808969784
169,1.1575720052759502
170,0.9199781017353511
171,1.2434585028288412
172,0.9829387592440397
173,0.48708154263521924
174,0.4947707514601406
175,0.09863536511389921
176,0.24120059337224
177,0.5063113411474123
178,0.45826591725523314
179,0.15466910864011263
180,0.2867398544973181
181,0.09994167071175197
182,0.812919130155443
183,0.24204765900820271
184,0.38055558755380375
185,0.2975489198503823
186,0.4459396079483235
187,0.2731722700252379
188,0.8407936466717704
189,1.486925187797531
190,2.1800100563062066
191,2.0358031649184563
192,1.4252268876698893
193,0.6519837891801091
194,0.11672498006473991
195,0.5044609857581305
196,0.5006842514625299
197,0.19620698368954806
198,0.21908151951191726
199,0.7124719026792725
