Grid_Number,Hyd_num_Connectivity
95,1.9616087562888178
96,1.1917375250992666
97,0.6041422888061627
98,0.2992620253000339
99,1.2937517051483267
100,1.839968749026967
101,0.733264596746746
102,0.39039043646072724
103,0.6955380032685541
104,0.8342220089172661
105,0.1229228275729031
106,1.0726363694452592
107,1.093182253421269
108,0.21350509080113292
109,0.35020874155194914
110,0.49519858265130673
111,0.18713401887503617
112,0.3866435648505995
113,1.0393988422751534
114,2.200823761980813
115,1.0968817604648504
116,0.18851075082144825
117,0.8213884819153908
118,1.5029580470745039
119,0.9980743326883419
120,0.9054854427384254
121,1.0561267565127186
122,1.6934265620231659
123,0.7511208991152898
124,0.2884571510621416
125,0.7969866894854877
126,0.5198946689842978
127,0.7375322700626841
128,0.32939012144019425
129,0.49222009218086876
130,0.3021769957649213
131,0.27990948813232175
132,0.8398766852498113
133,1.5343777273542902
134,1.1872672672539883
135,0.3127603206084953
136,1.1220057097611358
137,1.3071063208629545
138,0.6989148738012021
139,0.42408395058424303
140,0.6879693076917721
141,1.785766878213013
142,1.570976566843002
143,0.7419402247674878
144,0.30689477122849473
145,0.64424255737493
146,0.20679666931670568
147,0.4238312655134953
148,0.3060425383265548
149,0.531523233609614
150,0.8561869472212513
151,1.396982493315154
152,0.5759153397508344
153,0.7805038220742571
154,0.5929831489490938
155,0.8164980506453844
156,0.32164757103540487
157,0.9107752218668247
158,0.8933459361660325
159,0.2568565193943458
160,1.1544072832538455
161,0.8729174389100095
162,0.3933445910488834
163,0.06411001325148523
164,0.26003633457931913
165,0.25200839690873
166,0.825416307585868
167,0.0179901104458216
168,1.1071788353819203
169,0.828006674276261
170,1.2611241595267866
171,0.1420011606158522
172,0.4950415067394158
173,0.7968310024801961
174,0.526172768632245
175,0.253923142164303
176,0.8898796072353109
177,0.3877264685495461
178,0.4091896058960745
179,0.17970613578159228
180,0.11211920514072404
181,0.31360894860868643
182,0.5741910792233635
183,0.4699546359036066
184,1.141951662332907
185,0.19260590894377796
186,0.3882994632017218
187,1.0715147372366491
188,0.2324007134245397
189,0.4641888347377294
190,1.1305694090973026
191,0.8712994200892688
192,0.27122118412189367
193,0.5518847847024828
194,0.753709638177567
195,0.49022550461362163
196,0.935488538046101
197,0.5964816506596212
198,0.42526878628046716
199,0.09720267673864885
200,0.2901123361727409
201,0.6367686013407812
202,0.352421587632741
203,0.3217421439580908
204,0.33371463183530176
205,0.2993500746567917
206,1.259677106215826
207,1.1505147295247016
208,1.042205407313035
209,2.1431270249371597
210,1.2851098564036354
211,0.9827802676973305
212,1.0348286107311786
213,0.2713589435243908
214,0.8990170331344051
215,0.6394041906476489
216,0.5220924398166514
217,0.18350963941025675
218,0.6353876965630455
219,0.39970229727139656
220,0.88224730505628
221,0.67994948765546
222,0.19577778562267079
223,0.5303388228150437
224,0.3163144480016768
225,0.3909291354174451
226,1.4819414900174683
227,1.9559788763562322
228,2.820726944673654
229,2.1903919289004494
230,1.6663560045164574
231,1.5970567355552394
232,0.6365667485629664
233,0.5908295668471094
234,0.43787731950714404
235,0.2333840858832692
236,0.25498466062132774
237,0.7793403310632013
238,0.38244739929554356
239,0.27552496158693895
240,0.3743193200203711
241,0.21030312911546617
242,0.03362127458574256
243,0.45815729058618687
244,0.97271239138215
245,1.310701210238228
246,0.9020899375376272
247,2.848747716067367
248,1.7649291738071047
249,0.7664520627682421
250,0.7299211448515718
251,1.4389569973393674
252,0.4134488111157564
253,0.7194619844653866
254,0.5451761272998774
255,0.547260164284398
256,0.6245534004515961
257,0.5308052787795265
258,0.3206145200962063
259,0.4651124478608703
260,0.6171474626924383
261,0.664720660287688
262,0.698821308698999
263,1.1066152177092974
264,0.6485539894757703
265,0.22709149104121135
266,2.860039831260305
267,1.7830972406415582
268,0.8074069845329116
269,0.3531518118661421
270,1.1384262758037673
271,0.23584656699045173
272,0.3889886885452124
273,0.4461402190434158
274,0.7308296958535065
275,1.08828178587933
276,1.037304739647897
277,0.9715501828129349
278,0.5375270832093215
279,0.6846715892004239
280,0.6488633514807961
281,0.46422411168378025
282,0.5196930826509176
283,0.4258442420570701
284,0.46514356262135187
285,3.2096616063204
286,2.1481638337504627
287,1.1832795173186894
288,0.8115142053648194
289,1.0725541705238937
290,0.28988420579507823
291,0.27025045928237035
292,0.964126820718534
293,1.1245317230867289
294,2.018034933490099
295,2.0303085869136392
296,1.751086878366385
297,1.5528086502998197
298,1.6756333415387488
299,1.264541443265046
300,0.727539660269716
301,0.39475937792888244
302,0.4080074310741665
303,0.35665706656083707
