Grid_Number,Hyd_num_Connectivity
0,4.424304067186807
1,3.731526335743946
2,3.026092888473009
3,2.6197423065070877
4,2.521162599617439
5,1.6114161097452857
6,0.5485001803505889
7,0.6731741758930393
8,1.1603572961728577
9,1.5755597675672266
10,1.313325683866544
11,0.2026137970064018
12,0.857309590477233
13,0.39412824117768686
14,1.008696007931941
15,0.10125368916619315
16,0.5156692513385034
17,0.5300706291894437
18,0.1987923060209218
19,3.475693812563573
20,3.06727150062055
21,2.1941910488851613
22,1.5876153008114025
23,1.4605940911784099
24,1.6965320869432683
25,0.9219979693994261
26,0.053204869777212324
27,0.1081420559949823
28,0.8963061547279729
29,0.6660783230797159
30,0.8892162794338148
31,1.3341871008541208
32,1.3545069824418041
33,0.49672888270839355
34,0.5250772346732525
35,1.1985989707142433
36,1.0239597451931426
37,0.24496376333902256
38,2.6154425891767414
39,2.0416982669387753
40,1.6508635019588853
41,0.6568957371290101
42,0.4046505239630392
43,1.2544267468539094
44,0.22557941048626642
45,0.7242903700481961
46,0.18821590626775803
47,0.1672405646345924
48,0.5505265274253067
49,0.210483849571138
50,1.016707393952856
51,1.0799228021225165
52,0.6130386415163263
53,0.9585622941861268
54,0.5529503410099968
55,0.7126056083223287
56,1.0957554296811483
57,1.9583770674172662
58,1.0876111822869081
59,0.9919247076142139
60,0.7720225103085917
61,0.6689407306501054
62,1.162697485291091
63,0.564002688656872
64,0.9681381607796549
65,0.21626684453871092
66,0.9365476559516898
67,1.2749832079087073
68,1.2447857156859956
69,1.2855149953421365
70,0.20448815812538185
71,0.7711997308792784
72,1.6803327545664604
73,0.8924829380777545
74,0.9992755014749091
75,0.6109067016132563
76,1.6475779288444945
77,0.5356342686003452
78,0.5023043071875162
79,0.7606754819394471
80,1.6143963297162276
81,1.118148749353014
82,0.4769693135802415
83,0.3760667572313927
84,0.3481574950913057
85,0.8169695867783553
86,0.22199769220626364
87,1.196085873487585
88,1.428122306248543
89,0.7238011894601649
90,0.2848236115946931
91,1.073735693314699
92,0.17496849780432777
93,0.48275624181190024
94,0.37963984955789876
