Grid_Number,Gur_num_Connectivity
0,5.16833598390369
1,4.1534569175669285
2,3.2036813448499157
3,2.3976668288734717
4,1.925331284455032
5,2.0341723518928387
6,2.653615652123089
7,3.5239689514611072
8,4.382358452543737
9,4.77885601881398
10,5.379844427711932
11,6.125426455363565
12,6.969349641796478
13,7.880081317791741
14,8.654079755110374
15,9.07169989144237
16,9.600585524356294
17,10.223483108905501
18,11.301055936851048
19,10.192399258171847
20,9.084547446988132
21,7.977835817040084
22,6.872815191694155
23,5.770457115617579
24,4.672646393174125
25,3.5835646550015703
26,2.5145793457296697
27,1.509021293365907
28,0.8390730422069648
29,1.2664139153338223
30,2.230790704707133
31,3.2896675303034133
32,4.374958294672212
33,5.470966096474651
34,6.572331573033946
35,4.895465190373351
36,3.808588209296216
37,2.7418918999939033
38,1.7330494972577362
39,0.9807202730971626
40,1.1802653403409828
41,2.072945396913573
42,3.110312088679694
43,3.441667619971188
44,3.9342301002215536
45,4.645871186543481
46,5.492079188044885
47,6.419860641703355
48,7.398591057449233
49,7.733410133399769
50,8.198151932481512
51,8.779898587608857
52,9.457082245244544
53,11.271877391491456
54,10.160040328199656
55,9.048230841124926
56,7.936460519637234
57,6.824748504308774
58,5.713128832452256
59,4.601668426468228
60,3.4905194312518173
61,2.3801180295442563
62,1.2724229292995828
63,0.2145244258380566
64,0.9725449549423208
65,2.0781070692611414
66,3.188114903053771
67,4.299126262470158
68,5.4105229828618056
69,6.522108065443544
70,4.810318704846513
71,3.698514317908137
72,2.586834478576402
73,1.4755607142841534
74,0.3683864353190827
75,0.7529940584886856
76,1.863103293088119
77,2.289568665353482
78,2.5303881189552606
79,3.1680381354393004
80,4.017826459481485
81,4.972147979021355
82,5.981174117840706
83,6.457678924879094
84,6.828913406091182
85,7.351146922112222
86,7.994843674805815
87,8.733186775181895
88,9.54423588703479
89,10.221537120781116
90,9.11722351419632
91,8.015021548350678
92,6.91594090125366
93,5.821749650675226
94,4.735838020565517
95,3.665571829242121
96,2.6301205732863773
97,1.694554201291241
98,1.139454241555826
99,1.482585684701645
100,2.3602175689456697
101,3.3787654475320616
102,4.442335786780198
103,5.524988764873261
104,6.6173647910512186
105,4.922647324789995
106,3.8434615136698165
107,2.790125167420197
108,1.8083867984188817
109,1.1084175637040699
110,1.2883239105015865
111,1.7404457593514304
112,1.3104806095797328
113,1.6965935642838827
114,2.551933056351791
115,3.5523453144755868
116,4.604217028974335
117,5.290012777635861
118,5.517687375846308
119,5.94797230556318
120,6.54100427289843
121,7.256993938853132
122,8.063252875805507
123,8.935378818493037
124,9.855901993267992
125,9.289179300051583
126,8.210076664518997
127,7.141059295246157
128,6.087442741524002
129,5.058858829480355
130,4.074310792522528
131,3.175031726405966
132,2.456523304484499
133,2.11211961769121
134,2.3152654417079255
135,2.955117781724817
136,3.8180951264129037
137,4.784959972348556
138,5.804024098139793
139,6.852037053225208
140,5.21971755451433
141,4.217215773754939
142,3.2859136742706467
143,2.506473763270064
144,2.0592365177436163
145,2.1613332933410327
146,1.1925573905561824
147,0.33249352595997506
148,1.12772917844491
149,2.2149168370627197
150,3.3185542681063174
151,4.319030929226242
152,4.317717433775339
153,4.593930939632304
154,5.102801298126324
155,5.783236348972779
156,6.582243251191987
157,7.461828980720446
158,8.396708833051537
159,9.370347308740971
160,9.558542970269409
161,8.51362266066224
162,7.4880344584506675
163,6.49094842398981
164,5.537781594103547
165,4.655588112606505
166,3.892921590995295
167,3.3328724101265017
168,3.0877339004318105
169,3.230019338443382
170,3.715482655417403
171,4.432771136416601
172,5.288380724015199
173,6.225539620432204
174,7.212529278842456
175,5.6725787800253995
176,4.766250682168875
177,3.9659807454995577
178,3.348689764787175
179,3.028416280272748
180,2.3490222119989306
181,1.3165760998173122
182,0.6493860442867665
183,1.2581312237503308
184,2.2840640209054963
185,3.365095104268309
186,3.350825176443483
187,3.3492362491264274
188,3.698594281954298
189,4.314473084075465
190,5.101236952405626
191,5.991946346274014
192,6.946732016519554
193,7.9425192806009015
194,8.965656777768844
195,9.917380677914204
196,8.914583910537617
197,7.940908958847113
198,7.008503827116928
199,6.136210451415093
200,5.35349358090002
201,4.705270485821924
202,4.253482006085223
203,4.06417396462884
204,4.173220921635468
205,4.559265041003423
206,5.160512045794593
207,5.911660802413904
208,6.76294642283488
209,7.681146867545886
210,6.247443689279538
211,5.4377298960177445
212,4.751854607728193
213,4.250199998064604
214,3.7423302986521514
215,2.7834208903220548
216,1.9906506297283733
217,1.6281309207446861
218,1.9523813533786212
219,2.728669619328494
220,2.863817693305782
221,2.391330553270545
222,2.3892120211625527
223,2.8585081041829743
224,3.6203128751308156
225,4.5293624582879835
226,5.513297151052365
227,6.538396508748244
228,7.587995424878057
229,8.653183371619233
230,9.728841276859495
231,9.40050345771921
232,8.48273852804385
233,7.61689585319699
234,6.822771707191847
235,6.128310283038341
236,5.570908535297083
237,5.194874273629946
238,5.040959963709302
239,5.129200504887685
240,5.447841784567557
241,5.9600439785914965
242,6.621036940731359
243,7.391007911038599
244,8.239461604878501
245,6.913946717149719
246,6.191945688231913
247,5.599159351723079
248,5.180139122408797
249,4.260665377744804
250,3.4489529049021126
251,2.8478316354061257
252,2.607273693205166
253,2.821075930068251
254,3.092489623410325
255,2.146620055635982
256,1.4578496359812039
257,1.454488145196186
258,2.139768275635692
259,3.084565299653924
260,4.113798756351482
261,5.177354501402932
262,6.257756895578182
263,7.347578199694832
264,8.44317190057201
265,9.542549994111235
266,10.644539977994533
267,9.097643294655258
