Grid_Number,Health
391,717.0
392,831.0
393,158.0
394,208.0
395,220.0
396,221.0
397,246.0
398,247.0
399,182.0
400,232.0
401,291.0
402,295.0
403,249.0
404,1346.0
405,1175.0
406,1062.0
407,972.0
408,163.0
409,953.0
410,222.0
411,253.0
412,1114.0
413,973.0
414,879.0
415,707.0
416,200.0
417,425.0
418,6.0
419,6.0
420,6.0
421,8.0
422,15.0
423,27.0
424,38.0
425,57.0
426,116.0
427,279.0
428,385.0
429,544.0
430,685.0
431,902.0
432,137.0
433,1283.0
434,267.0
435,295.0
436,227.0
437,221.0
438,264.0
439,349.0
440,292.0
441,1220.0
442,1194.0
443,1136.0
444,1000.0
445,848.0
446,826.0
447,768.0
448,770.0
449,843.0
450,898.0
451,843.0
452,795.0
453,626.0
454,509.0
455,341.0
456,7.0
457,7.0
458,7.0
459,6.0
460,6.0
461,2.0
462,2.0
463,4.0
464,15.0
465,91.0
466,210.0
467,7.0
468,37.0
469,61.0
470,984.0
471,220.0
472,254.0
473,292.0
474,379.0
475,370.0
476,384.0
477,343.0
478,295.0
479,1316.0
480,1224.0
481,1064.0
482,961.0
483,754.0
484,668.0
485,583.0
486,544.0
487,579.0
488,568.0
489,609.0
490,600.0
491,505.0
492,348.0
493,284.0
494,7.0
495,7.0
496,7.0
497,7.0
498,6.0
499,4.0
500,2.0
501,2.0
502,6.0
503,18.0
504,105.0
505,4.0
506,22.0
507,44.0
508,924.0
509,1098.0
510,265.0
511,336.0
512,325.0
513,340.0
514,393.0
515,340.0
516,1318.0
517,1224.0
518,1133.0
519,1023.0
520,807.0
521,739.0
522,710.0
523,646.0
524,557.0
525,429.0
526,356.0
527,374.0
528,332.0
529,298.0
530,222.0
531,177.0
532,5.0
533,7.0
534,7.0
535,7.0
536,6.0
537,6.0
538,2.0
539,2.0
540,3.0
541,11.0
542,53.0
543,169.0
544,326.0
545,561.0
546,711.0
547,864.0
548,319.0
549,328.0
550,328.0
551,305.0
552,275.0
553,258.0
554,272.0
555,1111.0
556,1019.0
557,890.0
558,855.0
559,791.0
560,756.0
561,706.0
562,565.0
563,453.0
564,342.0
565,195.0
566,123.0
567,92.0
568,83.0
569,63.0
570,5.0
571,5.0
572,7.0
573,7.0
574,6.0
575,7.0
576,5.0
577,4.0
578,4.0
579,6.0
580,31.0
581,134.0
582,266.0
583,483.0
584,539.0
585,718.0
586,250.0
587,229.0
588,226.0
589,1203.0
590,1176.0
591,1138.0
592,238.0
593,301.0
594,876.0
595,238.0
596,218.0
597,749.0
598,758.0
599,762.0
600,624.0
601,495.0
602,354.0
603,251.0
604,173.0
605,98.0
606,122.0
607,97.0
608,0.0
609,6.0
610,6.0
611,5.0
612,7.0
613,7.0
614,4.0
615,4.0
616,4.0
617,5.0
618,37.0
619,85.0
620,224.0
621,374.0
622,465.0
623,579.0
624,172.0
625,758.0
626,862.0
627,945.0
628,942.0
629,986.0
630,870.0
631,795.0
632,243.0
633,250.0
634,258.0
635,234.0
636,911.0
637,906.0
638,848.0
639,840.0
640,639.0
641,474.0
642,449.0
643,388.0
644,287.0
645,175.0
646,7.0
647,7.0
648,7.0
649,8.0
650,8.0
651,7.0
652,4.0
653,4.0
654,4.0
655,4.0
656,38.0
657,53.0
658,147.0
659,266.0
660,325.0
661,96.0
662,523.0
663,646.0
664,709.0
665,695.0
666,773.0
667,701.0
668,642.0
669,687.0
670,785.0
671,833.0
672,253.0
673,337.0
674,972.0
675,943.0
676,935.0
677,957.0
678,790.0
679,710.0
680,629.0
681,503.0
682,358.0
683,268.0
684,7.0
685,7.0
686,7.0
687,8.0
688,8.0
689,5.0
690,4.0
691,4.0
692,4.0
693,4.0
694,33.0
695,47.0
696,103.0
697,147.0
698,263.0
699,307.0
700,329.0
701,351.0
702,450.0
703,501.0
704,477.0
705,420.0
706,484.0
707,611.0
708,746.0
709,851.0
710,868.0
711,941.0
712,353.0
713,984.0
714,962.0
715,946.0
716,904.0
717,798.0
718,669.0
719,526.0
720,442.0
721,314.0
722,6.0
723,6.0
724,6.0
725,9.0
726,9.0
727,5.0
728,4.0
729,4.0
730,4.0
731,4.0
732,14.0
733,41.0
734,45.0
735,103.0
736,160.0
737,210.0
738,242.0
739,237.0
740,225.0
741,189.0
742,143.0
743,201.0
744,284.0
745,470.0
746,631.0
747,792.0
748,820.0
749,927.0
750,953.0
751,942.0
752,964.0
753,935.0
754,899.0
755,827.0
756,674.0
757,564.0
758,442.0
759,329.0
760,5.0
761,5.0
762,6.0
763,6.0
764,6.0
765,5.0
766,3.0
767,4.0
768,4.0
769,4.0
770,4.0
771,41.0
772,39.0
773,45.0
774,107.0
775,112.0
776,140.0
777,135.0
778,78.0
779,24.0
780,74.0
781,128.0
782,167.0
783,265.0
784,429.0
785,642.0
786,721.0
787,773.0
788,874.0
789,896.0
790,926.0
791,899.0
792,833.0
793,791.0
794,666.0
795,545.0
796,423.0
797,330.0
798,4.0
799,4.0
800,4.0
801,6.0
802,6.0
803,4.0
804,3.0
805,3.0
806,4.0
807,4.0
808,4.0
809,8.0
810,39.0
811,43.0
812,57.0
813,59.0
814,66.0
815,43.0
816,19.0
817,19.0
818,19.0
819,32.0
820,36.0
821,45.0
822,141.0
823,364.0
824,462.0
825,632.0
826,765.0
827,831.0
828,870.0
829,814.0
830,753.0
831,757.0
832,638.0
833,512.0
834,405.0
835,315.0
